	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
198603010302	芝	右	1800	曇	良	10:50	4歳未勝利		1986-6-21	1	福島	3	4歳未勝利	(馬齢)	7	230	1	7	110	1	2	390	7	2-7	4160	13																							13.4 - 11.7 - 12.7 - 12.9 - 12.3 - 11.9 - 12.0 - 12.1 - 12.3	13.4 - 25.1 - 37.8 - 50.7 - 63.0 - 74.9 - 86.9 - 99.0 - 111.3 (13.4-13.4)	3.0	110	2.0
198603010303	ダ	右	1700	曇	良	11:20	4歳未勝利		1986-6-21	1	福島	3	4歳未勝利	(馬齢)	9	180	1	9	120	1	5	270	6	5-8	1480	7																							7.4 - 11.2 - 11.9 - 12.5 - 13.0 - 13.0 - 13.2 - 13.1 - 13.5	7.4 - 18.6 - 30.5 - 43.0 - 56.0 - 69.0 - 82.2 - 95.3 - 108.8 (7.4-7.4)	6.0	160	3.0
198603010304	障		2800	曇	良	11:50	障害4歳以上未勝利		1986-6-21	1	福島	3	障害4歳以上未勝利	(混)(馬齢)	10	1050	6	10	350	6	5	220	4	5-8	2780	13																									7.0	380	7.0
198603010305	芝	右	1700	曇	良	12:50	4歳未勝利		1986-6-21	1	福島	3	4歳未勝利	牝(馬齢)	7	310	2	7	130	1	6	220	4	5-6	290	1																							7.1 - 11.1 - 12.4 - 12.2 - 11.8 - 11.9 - 12.5 - 12.8 - 12.7	7.1 - 18.2 - 30.6 - 42.8 - 54.6 - 66.5 - 79.0 - 91.8 - 104.5 (7.1-7.1)	3.0	150	3.0
198603010306	芝	右	1800	曇	良	13:25	4歳400万下		1986-6-21	1	福島	3	4歳400万下	牝(馬齢)	8	320	1	8	140	1	6	140	2	5-6	540	1																							12.6 - 10.7 - 12.3 - 12.9 - 12.1 - 11.9 - 12.2 - 12.8 - 12.1	12.6 - 23.3 - 35.6 - 48.5 - 60.6 - 72.5 - 84.7 - 97.5 - 109.6 (12.6-12.6)	1.0	160	3.0
198603010307	芝	右	1700	曇	良	14:00	4歳以上400万下		1986-6-21	1	福島	3	4歳以上400万下	(馬齢)	7	530	2	7	160	2	4	750	10	4-7	9210	21																							7.1 - 11.2 - 12.1 - 12.1 - 11.7 - 11.6 - 12.3 - 12.9 - 12.4	7.1 - 18.3 - 30.4 - 42.5 - 54.2 - 65.8 - 78.1 - 91.0 - 103.4 (7.1-7.1)	1.0	130	1.0
198603010308	芝	右	1000	曇	良	14:35	あやめ賞 		1986-6-21	1	福島	3	4歳400万下	(混)(別定)	8	8940	14	8	1,880	14	9	160	1	5-6	850	2																							12.2 - 10.4 - 11.3 - 11.9 - 12.0	12.2 - 22.6 - 33.9 - 45.8 - 57.8 (12.2-12.2)	2.0	210	3.0
198603010501	芝	右	1000	晴	良	10:00	3歳未勝利		1986-6-28	1	福島	5	3歳未勝利	[抽](馬齢)	2	510	3	2	220	4	4	150	2	2-4	2200	10																							12.6 - 11.0 - 12.1 - 12.4 - 11.9	12.6 - 23.6 - 35.7 - 48.1 - 60.0 (12.6-12.6)	9.0	430	8.0
198603010502	芝	右	1800	晴	良	10:25	4歳未勝利		1986-6-28	1	福島	5	4歳未勝利	(馬齢)	4	130	1	4	110	1	6	220	4	4-6	1040	4																							12.7 - 11.2 - 12.4 - 12.7 - 12.2 - 12.1 - 12.4 - 12.7 - 12.3	12.7 - 23.9 - 36.3 - 49.0 - 61.2 - 73.3 - 85.7 - 98.4 - 110.7 (12.7-12.7)	2.0	130	3.0
198603010503	芝	右	1700	晴	良	10:50	4歳未勝利		1986-6-28	1	福島	5	4歳未勝利	(父)(馬齢)	8	120	1	8	100	1	5	110	2	5-7	230	1																							6.9 - 10.7 - 11.9 - 12.2 - 12.1 - 12.1 - 12.5 - 12.5 - 12.5	6.9 - 17.6 - 29.5 - 41.7 - 53.8 - 65.9 - 78.4 - 90.9 - 103.4 (6.9-6.9)	6.0	300	7.0
198603010504	芝	右	1700	晴	良	11:20	4歳未勝利		1986-6-28	1	福島	5	4歳未勝利	(馬齢)	7	650	3	7	250	4	10	510	6	7-8	570	3																							7.0 - 11.2 - 12.2 - 12.6 - 12.1 - 12.0 - 12.4 - 12.1 - 12.8	7.0 - 18.2 - 30.4 - 43.0 - 55.1 - 67.1 - 79.5 - 91.6 - 104.4 (7.0-7.0)	4.0	1,350	9.0
198603010505	ダ	右	1000	晴	良	11:50	4歳未勝利		1986-6-28	1	福島	5	4歳未勝利	(馬齢)	9	140	1	9	130	1	7	360	7	7-8	590	2																							12.6 - 11.3 - 11.9 - 12.6 - 12.2	12.6 - 23.9 - 35.8 - 48.4 - 60.6 (12.6-12.6)	8.0	250	4.0
198603010506	ダ	右	1000	晴	良	12:50	4歳未勝利		1986-6-28	1	福島	5	4歳未勝利	(馬齢)	11	460	3	11	160	4	7	100	1	6-8	240	1																							12.1 - 10.7 - 11.5 - 12.7 - 12.5	12.1 - 22.8 - 34.3 - 47.0 - 59.5 (12.1-12.1)	10.0	120	2.0
198603010507	芝	右	1700	晴	良	13:25	4歳400万下		1986-6-28	1	福島	5	4歳400万下	(馬齢)	2	340	1	2	130	3	1	130	2	1-2	690	1																							6.9 - 11.2 - 12.2 - 12.5 - 11.9 - 11.6 - 12.0 - 12.2 - 12.4	6.9 - 18.1 - 30.3 - 42.8 - 54.7 - 66.3 - 78.3 - 90.5 - 102.9 (6.9-6.9)	5.0	130	1.0
198603010508	芝	右	1000	晴	良	14:00	4歳以上400万下		1986-6-28	1	福島	5	4歳以上400万下	(混)(馬齢)	5	180	1	5	120	1	6	150	3	5-5	660	2																							11.9 - 10.4 - 11.2 - 11.6 - 12.3	11.9 - 22.3 - 33.5 - 45.1 - 57.4 (11.9-11.9)	8.0	130	2.0
198603010509	芝	右	2000	晴	良	14:35	アマリリス賞 		1986-6-28	1	福島	5	4歳400万下	(父)(別定)	4	750	6	4	240	6	2	180	4	2-4	2450	16																							13.0 - 11.0 - 11.6 - 12.9 - 12.6 - 12.3 - 12.2 - 12.1 - 12.3 - 12.8	13.0 - 24.0 - 35.6 - 48.5 - 61.1 - 73.4 - 85.6 - 97.7 - 110.0 - 122.8 (13.0-13.0)	8.0	160	2.0
198603010510	芝	右	1000	晴	良	15:10	白百合賞 		1986-6-28	1	福島	5	4歳900万下	牝(馬齢)	4	210	1	4	120	1	9	130	2	4-8	340	1																							12.0 - 10.4 - 11.4 - 11.6 - 12.0	12.0 - 22.4 - 33.8 - 45.4 - 57.4 (12.0-12.0)	10.0	310	6.0
198603010701	ダ	右	1700	曇	稍重	10:00	4歳未勝利		1986-7-5	1	福島	7	4歳未勝利	(馬齢)	3	220	1	3	110	1	2	190	3	2-3	870	2																							7.1 - 11.1 - 12.1 - 12.8 - 13.2 - 12.6 - 12.7 - 13.5 - 13.0	7.1 - 18.2 - 30.3 - 43.1 - 56.3 - 68.9 - 81.6 - 95.1 - 108.1 (7.1-7.1)	4.0	200	5.0
198603010702	芝	右	2000	曇	稍重	10:25	4歳未勝利		1986-7-5	1	福島	7	4歳未勝利	(馬齢)	5	1010	5	5	280	4	2	220	2	2-5	2310	8																							12.5 - 10.9 - 11.2 - 12.7 - 12.7 - 12.3 - 12.4 - 12.8 - 12.5 - 12.8	12.5 - 23.4 - 34.6 - 47.3 - 60.0 - 72.3 - 84.7 - 97.5 - 110.0 - 122.8 (12.5-12.5)	9.0	290	5.0
198603010703	芝	右	1800	曇	稍重	10:50	4歳未勝利		1986-7-5	1	福島	7	4歳未勝利	(馬齢)	7	350	2	7	150	2	9	970	7	6-7	5810	15																							12.8 - 11.6 - 11.9 - 12.4 - 12.2 - 12.3 - 12.8 - 12.6 - 12.7	12.8 - 24.4 - 36.3 - 48.7 - 60.9 - 73.2 - 86.0 - 98.6 - 111.3 (12.8-12.8)	5.0	200	4.0
198603010704	ダ	右	1700	曇	稍重	11:20	4歳未勝利		1986-7-5	1	福島	7	4歳未勝利	(馬齢)	9	390	2	9	190	3	8	300	5	8-8	2280	10																							7.2 - 10.8 - 11.8 - 12.4 - 12.6 - 12.8 - 13.3 - 14.0 - 13.8	7.2 - 18.0 - 29.8 - 42.2 - 54.8 - 67.6 - 80.9 - 94.9 - 108.7 (7.2-7.2)	7.0	190	4.0
198603010705	障		2800	晴	稍重	11:50	障害4歳以上400万下		1986-7-5	1	福島	7	障害4歳以上400万下	(馬齢)	2	180	1	2	140	1	4	540	7	2-4	2010	8																											
198603010706	芝	右	1700	晴	稍重	12:50	4歳未勝利		1986-7-5	1	福島	7	4歳未勝利	(馬齢)	4	580	2	4	170	3	8	110	1	4-7	660	2																							7.1 - 11.3 - 12.5 - 12.6 - 12.2 - 11.9 - 12.2 - 12.1 - 12.8	7.1 - 18.4 - 30.9 - 43.5 - 55.7 - 67.6 - 79.8 - 91.9 - 104.7 (7.1-7.1)	6.0	180	5.0
198603010707	芝	右	1800	晴	稍重	13:25	4歳400万下		1986-7-5	1	福島	7	4歳400万下	(馬齢)	10	510	4	10	240	4	3	260	5	3-8	1910	9																							12.3 - 10.9 - 12.4 - 12.5 - 12.2 - 12.1 - 12.5 - 12.8 - 13.5	12.3 - 23.2 - 35.6 - 48.1 - 60.3 - 72.4 - 84.9 - 97.7 - 111.2 (12.3-12.3)	9.0	380	6.0
198603010708	ダ	右	1700	晴	良	14:00	4歳以上400万下		1986-7-5	1	福島	7	4歳以上400万下	(馬齢)	3	2620	6	3	340	6	8	120	1	3-8	3050	11																							7.3 - 11.5 - 12.4 - 12.7 - 12.4 - 12.3 - 12.8 - 13.6 - 13.2	7.3 - 18.8 - 31.2 - 43.9 - 56.3 - 68.6 - 81.4 - 95.0 - 108.2 (7.3-7.3)	4.0	210	5.0
198603010709	芝	右	1700	晴	稍重	14:35	あさがお賞 		1986-7-5	1	福島	7	4歳400万下	牝(別定)	6	190	1	6	130	1	5	380	6	5-6	2070	9																							6.7 - 10.8 - 11.8 - 12.1 - 11.7 - 12.1 - 12.9 - 12.5 - 12.9	6.7 - 17.5 - 29.3 - 41.4 - 53.1 - 65.2 - 78.1 - 90.6 - 103.5 (6.7-6.7)	3.0	410	7.0
198603010710	芝	右	2000	晴	稍重	15:10	マーガレット賞 		1986-7-5	1	福島	7	4歳900万下	(混)(別定)	7	150	1	7	110	1	5	130	2	5-7	390	1																							12.4 - 11.7 - 11.8 - 13.2 - 13.0 - 11.9 - 11.7 - 12.2 - 12.3 - 12.3	12.4 - 24.1 - 35.9 - 49.1 - 62.1 - 74.0 - 85.7 - 97.9 - 110.2 - 122.5 (12.4-12.4)	4.0	140	3.0
198603010801	芝	右	1000	曇	不良	11:00	3歳未勝利		1986-7-6	1	福島	8	3歳未勝利	[抽](馬齢)	4	910	3	4	170	3	7	110	1	4-7	560	3																							12.8 - 11.5 - 12.5 - 12.4 - 12.9	12.8 - 24.3 - 36.8 - 49.2 - 62.1 (12.8-12.8)	8.0	210	5.0
198603010802	芝	右	1800	曇	不良	11:25	4歳未勝利		1986-7-6	1	福島	8	4歳未勝利	(馬齢)	6	210	1	6	120	1	1	610	9	1-6	7630	23																							12.7 - 11.3 - 12.8 - 12.4 - 12.3 - 12.2 - 13.1 - 13.9 - 13.4	12.7 - 24.0 - 36.8 - 49.2 - 61.5 - 73.7 - 86.8 - 100.7 - 114.1 (12.7-12.7)	9.0	140	2.0
198603010803	芝	右	1700	曇	不良	11:50	4歳未勝利		1986-7-6	1	福島	8	4歳未勝利	牝(馬齢)	9	740	4	9	210	4	5	140	1	5-8	310	1																							7.1 - 11.4 - 13.0 - 12.8 - 12.2 - 12.2 - 12.6 - 12.6 - 12.8	7.1 - 18.5 - 31.5 - 44.3 - 56.5 - 68.7 - 81.3 - 93.9 - 106.7 (7.1-7.1)	2.0	490	8.0
198603010804	芝	右	1700	曇	不良	12:50	4歳未勝利		1986-7-6	1	福島	8	4歳未勝利	(馬齢)	2	590	3	2	160	3	7	130	1	2-7	790	2																							6.9 - 11.8 - 13.4 - 12.6 - 12.1 - 12.1 - 12.4 - 12.4 - 13.4	6.9 - 18.7 - 32.1 - 44.7 - 56.8 - 68.9 - 81.3 - 93.7 - 107.1 (6.9-6.9)	1.0	200	5.0
198603010805	芝	右	1000	曇	不良	13:15	4歳未勝利		1986-7-6	1	福島	8	4歳未勝利	(馬齢)	6	310	1	6	150	1	12	150	2	4-7	590	1																							12.0 - 10.9 - 11.9 - 11.8 - 12.8	12.0 - 22.9 - 34.8 - 46.6 - 59.4 (12.0-12.0)	13.0	440	10.0
198603010806	芝	右	2000	曇	不良	13:40	4歳400万下		1986-7-6	1	福島	8	4歳400万下	(馬齢)	10	200	1	10	120	1	1	180	2	1-8	490	1																							12.6 - 11.6 - 11.8 - 13.8 - 13.4 - 12.4 - 12.2 - 12.5 - 13.1 - 12.4	12.6 - 24.2 - 36.0 - 49.8 - 63.2 - 75.6 - 87.8 - 100.3 - 113.4 - 125.8 (12.6-12.6)	7.0	270	7.0
198603010807	ダ	右	1700	曇	不良	14:05	4歳以上400万下		1986-7-6	1	福島	8	4歳以上400万下	(馬齢)	5	120	1	5	100	1	3	150	2	3-5	250	1																							7.2 - 11.0 - 11.7 - 12.5 - 12.7 - 12.6 - 12.7 - 13.2 - 12.4	7.2 - 18.2 - 29.9 - 42.4 - 55.1 - 67.7 - 80.4 - 93.6 - 106.0 (7.2-7.2)			
198603010808	芝	右	1800	曇	不良	14:35	ほおずき賞 		1986-7-6	1	福島	8	4歳400万下	(混)(別定)	1	280	1	1	130	2	8	120	1	1-8	580	1																							12.6 - 11.1 - 13.2 - 12.6 - 12.1 - 12.2 - 12.8 - 13.0 - 12.8	12.6 - 23.7 - 36.9 - 49.5 - 61.6 - 73.8 - 86.6 - 99.6 - 112.4 (12.6-12.6)	3.0	180	4.0
198603010809	芝	右	1800	曇	不良	15:10	ルビーステークス 		1986-7-6	1	福島	8	4歳以上900万下	牝(別定)	3	690	3	3	200	4	7	190	3	3-7	2230	12																							12.7 - 11.3 - 12.6 - 12.8 - 12.2 - 12.4 - 12.5 - 12.5 - 13.1	12.7 - 24.0 - 36.6 - 49.4 - 61.6 - 74.0 - 86.5 - 99.0 - 112.1 (12.7-12.7)	1.0	130	1.0
198603010810	芝	右	2000	曇	不良	15:45	七夕賞	G3	1986-7-6	1	福島	8	4歳以上オープン	(ハンデ)	11	800	3	11	320	4	10	370	7	7-7	3350	18																							12.4 - 11.1 - 11.0 - 13.5 - 12.9 - 12.3 - 12.1 - 12.7 - 12.5 - 13.2	12.4 - 23.5 - 34.5 - 48.0 - 60.9 - 73.2 - 85.3 - 98.0 - 110.5 - 123.7 (12.4-12.4)	12.0	320	5.0
198603020201	芝	右	2000	晴	良	11:00	4歳未勝利		1986-9-28	2	福島	2	4歳未勝利	(馬齢)	1	330	2	1	200	3	4	160	2	1-4	690	4																							13.3 - 11.4 - 12.1 - 12.2 - 12.4 - 12.5 - 11.9 - 12.1 - 12.0 - 12.3	13.3 - 24.7 - 36.8 - 49.0 - 61.4 - 73.9 - 85.8 - 97.9 - 109.9 - 122.2 (13.3-13.3)			
198603020202	芝	右	1800	晴	良	11:30	4歳未勝利		1986-9-28	2	福島	2	4歳未勝利	(馬齢)	6	1120	5	6	440	4	1	270	2	1-6	2150	8																							12.6 - 11.8 - 12.2 - 12.6 - 12.1 - 11.8 - 12.1 - 12.1 - 12.0	12.6 - 24.4 - 36.6 - 49.2 - 61.3 - 73.1 - 85.2 - 97.3 - 109.3 (12.6-12.6)			
198603020203	芝	右	1000	晴	良	12:00	3歳新馬		1986-9-28	2	福島	2	3歳新馬	(馬齢)	2	540	2	2	200	4	7	110	1	2-7	380	2																							12.8 - 10.7 - 11.7 - 11.9 - 12.0	12.8 - 23.5 - 35.2 - 47.1 - 59.1 (12.8-12.8)			
198603020204	芝	右	1700	晴	良	13:00	4歳未勝利		1986-9-28	2	福島	2	4歳未勝利	牝(馬齢)	1	810	3	1	280	3	6	130	1	1-6	600	2																							7.1 - 11.8 - 11.7 - 12.5 - 12.1 - 11.8 - 12.0 - 12.1 - 11.9	7.1 - 18.9 - 30.6 - 43.1 - 55.2 - 67.0 - 79.0 - 91.1 - 103.0 (7.1-7.1)			
198603020301	芝	右	1000	雨	重	10:00	3歳未勝利		1986-10-4	2	福島	3	3歳未勝利	[抽](馬齢)	7	240	1	7	100	2	6	100	1	6-7	320	1																							13.0 - 11.0 - 12.1 - 12.6 - 12.3	13.0 - 24.0 - 36.1 - 48.7 - 61.0 (13.0-13.0)	5.0	190	4.0
198603020302	芝	右	1700	雨	重	10:30	3歳未勝利		1986-10-4	2	福島	3	3歳未勝利	(馬齢)	1	370	3	1	170	2	4	190	3	1-4	660	3																							7.2 - 12.4 - 12.3 - 13.1 - 11.9 - 11.8 - 12.2 - 12.7 - 12.3	7.2 - 19.6 - 31.9 - 45.0 - 56.9 - 68.7 - 80.9 - 93.6 - 105.9 (7.2-7.2)			
198603020303	芝	右	1700	雨	重	11:00	4歳以上オープン		1986-10-4	2	福島	3	4歳以上オープン	[抽](別定)	5	1040	3	5	270	6	3	120	1	3-5	850	4																							7.2 - 11.5 - 11.8 - 12.3 - 12.2 - 12.2 - 12.7 - 12.7 - 12.4	7.2 - 18.7 - 30.5 - 42.8 - 55.0 - 67.2 - 79.9 - 92.6 - 105.0 (7.2-7.2)	9.0	150	2.0
198603020304	ダ	右	1700	雨	不良	11:30	4歳未勝利		1986-10-4	2	福島	3	4歳未勝利	(馬齢)	2	2150	7	2	790	8	6	490	6	2-5	13880	24																							7.2 - 10.9 - 11.5 - 12.1 - 12.6 - 12.6 - 12.8 - 13.8 - 13.5	7.2 - 18.1 - 29.6 - 41.7 - 54.3 - 66.9 - 79.7 - 93.5 - 107.0 (7.2-7.2)	4.0	800	9.0
198603020305	芝	右	1800	雨	重	12:00	4歳未勝利		1986-10-4	2	福島	3	4歳未勝利	牝(馬齢)	1	1080	5	1	200	5	7	100	1	1-6	740	4																							12.8 - 12.1 - 12.3 - 12.9 - 12.3 - 11.8 - 12.6 - 12.6 - 12.8	12.8 - 24.9 - 37.2 - 50.1 - 62.4 - 74.2 - 86.8 - 99.4 - 112.2 (12.8-12.8)	4.0	160	3.0
198603020306	ダ	右	1000	小雨	不良	13:00	4歳未勝利		1986-10-4	2	福島	3	4歳未勝利	(馬齢)	7	620	4	7	170	4	6	130	2	5-6	1290	5																							12.5 - 11.0 - 11.7 - 12.3 - 12.8	12.5 - 23.5 - 35.2 - 47.5 - 60.3 (12.5-12.5)	3.0	120	1.0
198603020401	芝	右	1000	晴	不良	10:00	4歳未勝利		1986-10-5	2	福島	4	4歳未勝利	(馬齢)	1	270	1	1	120	1	2	130	2	1-2	510	1																							12.7 - 10.7 - 11.7 - 12.2 - 12.6	12.7 - 23.4 - 35.1 - 47.3 - 59.9 (12.7-12.7)	4.0	170	5.0
198603020402	芝	右	1000	晴	不良	10:30	3歳新馬		1986-10-5	2	福島	4	3歳新馬	(混)(馬齢)	3	300	2	3	140	2	6	170	3	3-6	500	3																							12.3 - 10.5 - 11.7 - 12.3 - 12.2	12.3 - 22.8 - 34.5 - 46.8 - 59.0 (12.3-12.3)			
198603020403	ダ	右	1700	晴	不良	11:00	4歳未勝利		1986-10-5	2	福島	4	4歳未勝利	(馬齢)	3	160	1	3	120	1	6	200	4	3-6	530	2																							7.3 - 11.0 - 11.3 - 12.1 - 12.9 - 12.4 - 12.7 - 13.5 - 14.5	7.3 - 18.3 - 29.6 - 41.7 - 54.6 - 67.0 - 79.7 - 93.2 - 107.7 (7.3-7.3)	2.0	310	8.0
198603020404	芝	右	1000	晴	不良	11:30	4歳未勝利		1986-10-5	2	福島	4	4歳未勝利	(馬齢)	4	1110	5	4	420	6	6	710	7	4-6	12110	21																							12.6 - 10.7 - 11.6 - 12.1 - 12.4	12.6 - 23.3 - 34.9 - 47.0 - 59.4 (12.6-12.6)	7.0	400	5.0
198603020405	芝	右	2000	晴	不良	12:00	4歳未勝利		1986-10-5	2	福島	4	4歳未勝利	(馬齢)	10	710	4	10	180	3	8	210	4	6-7	510	2																							12.9 - 11.3 - 12.1 - 12.5 - 12.8 - 12.6 - 12.2 - 13.0 - 12.8 - 12.4	12.9 - 24.2 - 36.3 - 48.8 - 61.6 - 74.2 - 86.4 - 99.4 - 112.2 - 124.6 (12.9-12.9)	7.0	130	1.0
198603020406	芝	右	1800	晴	重	13:00	4歳未勝利		1986-10-5	2	福島	4	4歳未勝利	(馬齢)	3	280	1	3	140	1	8	230	5	3-7	560	1																							12.7 - 11.6 - 12.0 - 12.6 - 12.2 - 12.2 - 12.9 - 13.0 - 12.5	12.7 - 24.3 - 36.3 - 48.9 - 61.1 - 73.3 - 86.2 - 99.2 - 111.7 (12.7-12.7)	5.0	820	10.0
198603020407	芝	右	1700	晴	重	13:30	4歳未勝利		1986-10-5	2	福島	4	4歳未勝利	(馬齢)	1	240	1	1	160	2	2	630	9	1-2	6840	17																							7.0 - 11.7 - 11.7 - 12.0 - 11.9 - 11.8 - 12.6 - 12.5 - 13.2	7.0 - 18.7 - 30.4 - 42.4 - 54.3 - 66.1 - 78.7 - 91.2 - 104.4 (7.0-7.0)	9.0	330	7.0
198603020408	芝	右	1700	晴	重	14:05	アラブ3歳特別 		1986-10-5	2	福島	4	3歳300万下	[抽](馬齢)	10	450	3	10	160	3	1	290	6	1-7	2350	10																							7.0 - 11.9 - 12.5 - 12.3 - 12.3 - 12.2 - 12.9 - 13.4 - 13.3	7.0 - 18.9 - 31.4 - 43.7 - 56.0 - 68.2 - 81.1 - 94.5 - 107.8 (7.0-7.0)	8.0	140	1.0
198603020409	芝	右	1800	晴	重	14:40	勿来特別 		1986-10-5	2	福島	4	4歳以上400万下	(混)(馬齢)	1	180	1	1	130	1	7	180	3	1-7	550	2																							12.5 - 12.1 - 12.3 - 12.7 - 12.2 - 12.0 - 12.2 - 12.1 - 13.2	12.5 - 24.6 - 36.9 - 49.6 - 61.8 - 73.8 - 86.0 - 98.1 - 111.3 (12.5-12.5)	2.0	200	4.0
198603020410	芝	右	2000	晴	重	15:15	福島民報杯 		1986-10-5	2	福島	4	4歳以上オープン	(混)(別定)	2	250	1	2	150	1	3	200	3	2-3	710	3																							13.3 - 11.8 - 12.5 - 12.9 - 12.8 - 11.8 - 11.6 - 12.2 - 11.9 - 12.3	13.3 - 25.1 - 37.6 - 50.5 - 63.3 - 75.1 - 86.7 - 98.9 - 110.8 - 123.1 (13.3-13.3)			
