	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198604010101	芝	右	2000	晴	良	10:20	4歳以上300万下		1986-4-19	1	新潟	1	4歳以上300万下	[抽](馬齢)	11	290	1	11	160	1	6	280	5	5.0	800.0	10.0	5-8	1410	6																							13.2 - 12.0 - 12.3 - 12.7 - 12.4 - 12.5 - 12.9 - 13.2 - 12.6 - 12.7	13.2 - 25.2 - 37.5 - 50.2 - 62.6 - 75.1 - 88.0 - 101.2 - 113.8 - 126.5 (13.2-13.2)
198604010102	芝	右	1600	晴	良	10:45	4歳以上オープン		1986-4-19	1	新潟	1	4歳以上オープン	[抽](別定)	6	900	4	6	270	6	10	250	5	2.0	220.0	3.0	6-8	1220	8																							12.6 - 11.6 - 11.9 - 12.3 - 12.3 - 12.7 - 12.3 - 12.2	12.6 - 24.2 - 36.1 - 48.4 - 60.7 - 73.4 - 85.7 - 97.9 (12.6-12.6)
198604010103	芝	右	2000	晴	良	11:10	4歳未出走		1986-4-19	1	新潟	1	4歳未出走	(混)(馬齢)	5	1060	5	5	150	3	7	110	1	4.0	220.0	6.0	5-7	760	3																							12.8 - 11.9 - 11.8 - 12.5 - 12.9 - 12.9 - 13.3 - 13.4 - 12.3 - 12.2	12.8 - 24.7 - 36.5 - 49.0 - 61.9 - 74.8 - 88.1 - 101.5 - 113.8 - 126.0 (12.8-12.8)
198604010104	芝	右	1200	晴	良	11:35	4歳未出走		1986-4-19	1	新潟	1	4歳未出走	(馬齢)	13	1910	9	13	630	11	2	190	2	8.0	680.0	12.0	2-8	540	1																							12.5 - 11.3 - 11.7 - 12.0 - 11.6 - 12.1	12.5 - 23.8 - 35.5 - 47.5 - 59.1 - 71.2 (12.5-12.5)
198604010201	ダ	右	1700	晴	良	10:45	4歳以上600万下		1986-4-20	1	新潟	2	4歳以上600万下	[抽](馬齢)	2	1130	4	2	350	6	4	310	5	1.0	230.0	3.0	2-4	10750	23																							7.7 - 11.3 - 12.3 - 12.8 - 13.0 - 13.0 - 13.7 - 13.6 - 13.1	7.7 - 19.0 - 31.3 - 44.1 - 57.1 - 70.1 - 83.8 - 97.4 - 110.5 (7.7-7.7)
198604010202	芝	右	1600	晴	良	11:10	4歳未出走		1986-4-20	1	新潟	2	4歳未出走	(馬齢)	10	210	1	10	130	1	3	190	4	4.0	160.0	3.0	3-8	1270	6																							12.3 - 11.3 - 11.9 - 12.1 - 12.4 - 12.5 - 12.2 - 12.4	12.3 - 23.6 - 35.5 - 47.6 - 60.0 - 72.5 - 84.7 - 97.1 (12.3-12.3)
198604010301	ダ	右	1200	晴	重	10:20	4歳以上300万下		1986-4-27	1	新潟	3	4歳以上300万下	[抽](馬齢)	2	200	1	2	110	1	3	150	3	6.0	110.0	2.0	2-3	750	3																							12.7 - 10.9 - 11.4 - 12.4 - 12.7 - 12.6	12.7 - 23.6 - 35.0 - 47.4 - 60.1 - 72.7 (12.7-12.7)
198604010302	芝	右	1600	晴	稍重	10:45	4歳未出走		1986-4-27	1	新潟	3	4歳未出走	(馬齢)	1	1270	6	1	210	6	2	100	1	8.0	140.0	2.0	1-2	880	4																							12.6 - 11.5 - 11.9 - 12.0 - 12.7 - 12.7 - 12.4 - 12.4	12.6 - 24.1 - 36.0 - 48.0 - 60.7 - 73.4 - 85.8 - 98.2 (12.6-12.6)
198604010303	芝	右	1400	晴	稍重	11:10	4歳未出走		1986-4-27	1	新潟	3	4歳未出走	(馬齢)	2	510	3	2	210	3	6	320	6	7.0	290.0	4.0	2-6	2720	9																							12.4 - 10.9 - 11.7 - 12.2 - 12.3 - 12.7 - 13.0	12.4 - 23.3 - 35.0 - 47.2 - 59.5 - 72.2 - 85.2 (12.4-12.4)
198604010304	芝	右	2000	晴	稍重	11:35	4歳未勝利		1986-4-27	1	新潟	3	4歳未勝利	牝(馬齢)	8	590	5	8	260	6	1	330	7	6.0	200.0	4.0	1-8	2410	12																							13.1 - 12.1 - 12.9 - 12.9 - 12.7 - 12.4 - 12.3 - 12.3 - 12.3 - 12.5	13.1 - 25.2 - 38.1 - 51.0 - 63.7 - 76.1 - 88.4 - 100.7 - 113.0 - 125.5 (13.1-13.1)
198604010305	芝	右	1400	晴	稍重	12:00	4歳未勝利		1986-4-27	1	新潟	3	4歳未勝利	(混)(馬齢)	8	140	1	8	110	1	9	120	2	7.0	140.0	3.0	8-8	330	1																							12.5 - 11.0 - 11.8 - 12.4 - 11.9 - 12.1 - 12.7	12.5 - 23.5 - 35.3 - 47.7 - 59.6 - 71.7 - 84.4 (12.5-12.5)
198604010306	芝	右	1400	晴	稍重	13:00	4歳未勝利		1986-4-27	1	新潟	3	4歳未勝利	(混)(馬齢)	2	260	1	2	130	1	7	290	7	8.0	270.0	6.0	2-7	1600	7																							12.6 - 11.5 - 11.6 - 12.2 - 12.0 - 12.2 - 12.6	12.6 - 24.1 - 35.7 - 47.9 - 59.9 - 72.1 - 84.7 (12.6-12.6)
198604010307	芝	右	1600	晴	稍重	13:30	4歳以上900万下		1986-4-27	1	新潟	3	4歳以上900万下	(馬齢)	2	280	2	2	120	1	6	120	2				2-6	270	1																							12.5 - 11.5 - 12.0 - 12.3 - 12.4 - 11.9 - 12.0 - 12.0	12.5 - 24.0 - 36.0 - 48.3 - 60.7 - 72.6 - 84.6 - 96.6 (12.5-12.5)
198604010308	ダ	右	1700	曇	重	14:05	4歳以上400万下		1986-4-27	1	新潟	3	4歳以上400万下	(馬齢)	2	1980	6	2	380	5	5	160	2	10.0	560.0	8.0	2-5	1920	11																							7.0 - 11.0 - 12.1 - 12.9 - 12.7 - 12.8 - 13.8 - 13.5 - 13.3	7.0 - 18.0 - 30.1 - 43.0 - 55.7 - 68.5 - 82.3 - 95.8 - 109.1 (7.0-7.0)
198604010309	芝	右	2000	曇	稍重	14:40	胎内川特別 		1986-4-27	1	新潟	3	4歳以上400万下	牝(別定)	1	880	7	1	540	6	7	350	4				1-7	3420	14																							13.2 - 12.7 - 12.4 - 12.8 - 12.8 - 13.0 - 13.0 - 12.4 - 11.8 - 11.7	13.2 - 25.9 - 38.3 - 51.1 - 63.9 - 76.9 - 89.9 - 102.3 - 114.1 - 125.8 (13.2-13.2)
198604010310	芝	右	1400	雨	稍重	15:15	粟島特別 		1986-4-27	1	新潟	3	4歳以上400万下	(別定)	7	630	4	7	150	2	3	160	3	6.0	170.0	4.0	3-7	1590	6																							12.6 - 11.4 - 11.8 - 12.1 - 11.9 - 11.6 - 12.3	12.6 - 24.0 - 35.8 - 47.9 - 59.8 - 71.4 - 83.7 (12.6-12.6)
198604010311	芝	右	1600	雨	稍重	15:50	谷川岳ステークス 		1986-4-27	1	新潟	3	4歳以上オープン	(混)(別定)	11	2140	7	11	530	6	9	270	4	6.0	270.0	5.0	7-8	1190	5																							12.5 - 10.9 - 11.7 - 11.5 - 12.0 - 12.0 - 12.4 - 12.5	12.5 - 23.4 - 35.1 - 46.6 - 58.6 - 70.6 - 83.0 - 95.5 (12.5-12.5)
198604010401	芝	右	1600	晴	重	10:20	4歳以上300万下		1986-4-29	1	新潟	4	4歳以上300万下	[抽](馬齢)	5	540	5	5	340	5	3	270	4				3-5	2520	11																							12.8 - 11.1 - 11.5 - 12.5 - 13.2 - 12.6 - 13.1 - 12.8	12.8 - 23.9 - 35.4 - 47.9 - 61.1 - 73.7 - 86.8 - 99.6 (12.8-12.8)
198604010402	芝	右	1400	晴	重	10:45	4歳未出走		1986-4-29	1	新潟	4	4歳未出走	(馬齢)	6	620	3	6	130	2	8	470	8	3.0	100.0	1.0	6-8	2990	10																							12.3 - 11.4 - 11.8 - 12.5 - 12.1 - 12.4 - 12.3	12.3 - 23.7 - 35.5 - 48.0 - 60.1 - 72.5 - 84.8 (12.3-12.3)
198604010403	芝	右	1200	晴	重	11:10	4歳未出走		1986-4-29	1	新潟	4	4歳未出走	(馬齢)	8	240	1	8	130	1	6	290	7	4.0	220.0	4.0	6-7	950	3																							12.7 - 11.3 - 12.1 - 12.1 - 12.4 - 12.7	12.7 - 24.0 - 36.1 - 48.2 - 60.6 - 73.3 (12.7-12.7)
198604010404	ダ	右	1700	晴	重	11:35	4歳未勝利		1986-4-29	1	新潟	4	4歳未勝利	(馬齢)	1	130	1	1	110	1	7	380	5				1-7	800	4																							7.6 - 11.8 - 13.3 - 13.2 - 13.0 - 12.6 - 13.9 - 13.6 - 12.8	7.6 - 19.4 - 32.7 - 45.9 - 58.9 - 71.5 - 85.4 - 99.0 - 111.8 (7.6-7.6)
198604010405	芝	右	1600	晴	重	12:00	4歳未勝利		1986-4-29	1	新潟	4	4歳未勝利	(馬齢)	5	150	1	5	110	1	7	130	2				5-7	290	1																							12.9 - 11.7 - 11.9 - 11.7 - 12.5 - 12.8 - 12.4 - 12.6	12.9 - 24.6 - 36.5 - 48.2 - 60.7 - 73.5 - 85.9 - 98.5 (12.9-12.9)
198604010406	芝	右	1200	晴	稍重	13:00	4歳以上600万下		1986-4-29	1	新潟	4	4歳以上600万下	[抽](馬齢)	4	430	3	4	190	4	10	170	2	6.0	250.0	6.0	4-8	770	4																							12.8 - 11.3 - 12.2 - 12.0 - 12.0 - 12.6	12.8 - 24.1 - 36.3 - 48.3 - 60.3 - 72.9 (12.8-12.8)
198604010407	ダ	右	1200	晴	稍重	13:30	4歳以上400万下		1986-4-29	1	新潟	4	4歳以上400万下	(馬齢)	9	160	1	9	100	1	1	170	3	8.0	150.0	2.0	1-8	570	2																							12.5 - 10.8 - 11.3 - 12.2 - 13.2 - 13.9	12.5 - 23.3 - 34.6 - 46.8 - 60.0 - 73.9 (12.5-12.5)
198604010408	ダ	右	1200	晴	稍重	14:05	4歳以上400万下		1986-4-29	1	新潟	4	4歳以上400万下	(馬齢)	4	240	1	4	100	1	8	150	3	9.0	130.0	2.0	4-7	640	2																							12.6 - 11.1 - 11.4 - 12.4 - 12.9 - 12.8	12.6 - 23.7 - 35.1 - 47.5 - 60.4 - 73.2 (12.6-12.6)
198604010409	芝	右	2200	晴	稍重	14:40	4歳以上400万下		1986-4-29	1	新潟	4	4歳以上400万下	(馬齢)	6	640	4	6	230	4	3	130	1	8.0	300.0	6.0	3-6	1060	5																							12.8 - 11.8 - 13.2 - 12.6 - 12.8 - 12.5 - 12.3 - 12.6 - 12.5 - 12.4 - 12.4	12.8 - 24.6 - 37.8 - 50.4 - 63.2 - 75.7 - 88.0 - 100.6 - 113.1 - 125.5 - 137.9 (12.8-12.8)
198604010410	芝	右	1400	晴	稍重	15:15	ひめさゆり賞 		1986-4-29	1	新潟	4	4歳400万下	(馬齢)	8	1330	5	8	320	5	9	230	4	10.0	200.0	2.0	6-6	5510	18																							12.2 - 10.9 - 11.3 - 12.1 - 12.2 - 12.5 - 12.8	12.2 - 23.1 - 34.4 - 46.5 - 58.7 - 71.2 - 84.0 (12.2-12.2)
198604010501	芝	右	1200	曇	良	11:00	4歳未出走		1986-5-3	1	新潟	5	4歳未出走	(馬齢)	10	550	4	10	280	5	3	160	2	8.0	460.0	8.0	3-7	470	1																							12.2 - 11.3 - 11.9 - 12.2 - 12.5 - 12.6	12.2 - 23.5 - 35.4 - 47.6 - 60.1 - 72.7 (12.2-12.2)
198604010502	芝	右	1600	曇	良	11:30	4歳未勝利		1986-5-3	1	新潟	5	4歳未勝利	(馬齢)	1	6050	8	1	650	9	2	120	1	5.0	180.0	4.0	1-2	2350	8																							13.1 - 11.8 - 11.7 - 12.0 - 12.6 - 12.2 - 12.6 - 12.4	13.1 - 24.9 - 36.6 - 48.6 - 61.2 - 73.4 - 86.0 - 98.4 (13.1-13.1)
198604010503	芝	右	1200	曇	良	12:00	4歳未勝利		1986-5-3	1	新潟	5	4歳未勝利	(馬齢)	5	360	1	5	130	1	1	420	8	2.0	150.0	2.0	1-5	3850	14																							12.3 - 11.5 - 11.9 - 12.1 - 11.8 - 12.4	12.3 - 23.8 - 35.7 - 47.8 - 59.6 - 72.0 (12.3-12.3)
198604010504	芝	右	1600	晴	良	13:00	4歳以上400万下		1986-5-3	1	新潟	5	4歳以上400万下	(馬齢)	7	220	1	7	130	1	8	150	3	1.0	280.0	6.0	7-7	530	2																							12.5 - 11.6 - 11.9 - 11.8 - 12.5 - 12.3 - 12.1 - 12.8	12.5 - 24.1 - 36.0 - 47.8 - 60.3 - 72.6 - 84.7 - 97.5 (12.5-12.5)
198604010505	ダ	右	1700	晴	良	13:30	4歳以上400万下		1986-5-3	1	新潟	5	4歳以上400万下	(馬齢)	7	270	1	7	140	1	12	180	3	6.0	900.0	10.0	6-8	490	1																							7.4 - 11.6 - 12.3 - 12.4 - 12.7 - 12.3 - 13.4 - 13.4 - 13.6	7.4 - 19.0 - 31.3 - 43.7 - 56.4 - 68.7 - 82.1 - 95.5 - 109.1 (7.4-7.4)
198604010506	芝	右	1400	晴	良	14:05	4歳以上400万下		1986-5-3	1	新潟	5	4歳以上400万下	牝(馬齢)	13	670	3	13	260	2	10	1,280	13	2.0	410.0	7.0	7-8	3780	18																							12.7 - 11.0 - 11.5 - 12.0 - 12.2 - 11.9 - 12.6	12.7 - 23.7 - 35.2 - 47.2 - 59.4 - 71.3 - 83.9 (12.7-12.7)
198604010601	芝	右	2200	晴	良	11:00	4歳以上300万下		1986-5-4	1	新潟	6	4歳以上300万下	[抽](馬齢)	2	990	6	2	300	5	4	760	8	8.0	320.0	6.0	2-4	17480	26																							13.4 - 12.1 - 13.2 - 13.0 - 12.9 - 12.7 - 12.6 - 13.1 - 12.9 - 12.7 - 12.2	13.4 - 25.5 - 38.7 - 51.7 - 64.6 - 77.3 - 89.9 - 103.0 - 115.9 - 128.6 - 140.8 (13.4-13.4)
198604010602	芝	右	1600	晴	良	11:30	4歳未出走		1986-5-4	1	新潟	6	4歳未出走	(混)(馬齢)	8	390	2	8	130	2	6	160	4	7.0	130.0	1.0	6-8	710	2																							12.5 - 11.1 - 11.5 - 11.9 - 12.6 - 12.9 - 12.2 - 12.3	12.5 - 23.6 - 35.1 - 47.0 - 59.6 - 72.5 - 84.7 - 97.0 (12.5-12.5)
198604010701	ダ	右	1700	晴	良	10:20	4歳以上300万下		1986-5-10	1	新潟	7	4歳以上300万下	[抽](馬齢)	10	170	1	10	100	1	4	140	2	7.0	160.0	3.0	4-8	550	2																							7.5 - 11.6 - 13.0 - 12.8 - 13.0 - 13.1 - 13.3 - 13.5 - 12.6	7.5 - 19.1 - 32.1 - 44.9 - 57.9 - 71.0 - 84.3 - 97.8 - 110.4 (7.5-7.5)
198604010702	芝	右	2000	晴	良	10:45	4歳未出走		1986-5-10	1	新潟	7	4歳未出走	(馬齢)	6	300	2	6	120	1	8	180	4	3.0	140.0	3.0	6-7	3280	13																							12.7 - 12.1 - 12.3 - 12.9 - 12.6 - 12.2 - 12.7 - 12.6 - 13.1 - 12.5	12.7 - 24.8 - 37.1 - 50.0 - 62.6 - 74.8 - 87.5 - 100.1 - 113.2 - 125.7 (12.7-12.7)
