waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018104764	オブザーバー	牝3	54.0	05203	岩田康	01068	小島	384	-4
2	2	2018104956	ミッキープリティ	牝3	54.0	01127	丸山	01017	萩原	508	-12
2	3	2018101512	グルーヴィンルビー	牝3	54.0	01051	嘉藤	01124	大和田	460	-10
3	4	2018106417	ビューティフルボム	牝3	54.0	00733	吉田豊	00392	古賀史	462	2
3	5	2018106156	オーケーパッション	牝3	54.0	01162	木幡巧	01020	相沢	468	-2
4	6	2018106091	ユキヤコンコン	牝3	54.0	01179	菅原明	00423	上原	466	0
4	7	2018105354	コーヒーソフト	牝3	54.0	00422	内田博	01163	林	424	6
5	8	2018109132	カフェテオドーラ	牝3	54.0	01169	武藤	01079	古賀慎	462	2
5	9	2018105013	ブッシュドノエル	牝3	51.0	01188	永野	01038	手塚	398	2
6	10	2018105498	ユペール	牝3	54.0	00689	江田照	01067	久保田	460	-2
6	11	2018100974	デルマフゲン	牝3	54.0	01122	三浦	00436	堀井	472	8
7	12	2018106745	モモエチャン	牝3	54.0	01009	柴田大	01143	和田雄	440	-6
7	13	2018105556	キングスフィリア	牝3	54.0	01095	吉田隼	01017	萩原	406	-6
8	14	2018101028	シックセーラー	牝3	54.0	01117	丸田	01133	黒岩	414	-6
8	15	2018105499	フラワーリスペクト	牝3	51.0	01184	原	01150	池上	412	4
