rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		トゥールナージュ	牝4	54.0		下原理	1:20.1		8-9-9-5	39.4	2.5	1	456	3		橋本忠明		浅川昌彦	70.0
2	6	7		エイシンタイマー	牡3	55.0		鴨宮祥行	1:20.2	1/2	1-1-1-1	40.4	3.6	2	494	6		渡瀬寛彰		平井克彦	19.6
3	1	1		アイビーグラチア	牝6	54.0		中田貴士	1:20.3	1/2	7-7-8-3	39.8	11.0	5	420	-3		小村正也		角谷泰介	9.8
4	8	11		メイショウルーシー	牝6	54.0		笹田知宏	1:20.4	1/2	11-11-11-9	39.3	26.5	8	440	1		高馬元紘		（同）ＪＰＮ技研	7.0
5	2	2		ミューチュアリティ	牝6	54.0		杉浦健太	1:20.6	1.1/2	3-3-3-2	40.4	25.8	7	477	-10		新井隆太		（株）フロンティア	5.6
6	3	3		リードメロディー	牝4	54.0		松本幸祐	1:21.4	5.0	3-5-5-7	41.1	17.4	6	421	-7		保利良次		谷謙介	
7	6	8		エイシンタンチョウ	牡3	55.0		田中学	1:21.6	3/4	9-8-6-6	41.0	5.7	3	479	4		木村健		平井克彦	
8	5	5		リリープリンセス	牝5	54.0		廣瀬航	1:21.9	2.0	5-4-4-8	41.7	58.4	10	483	4		南弘樹		長橋賢吾	
9	7	10		キクノシャイン	牝5	54.0		井上幹太	1:22.2	1.1/2	6-6-7-9	41.7	9.0	4	501	4		田中範雄		菊池五郎	
10	8	12		モリノハート	牝5	54.0		高畑皓一	1:22.4	1.0	12-12-12-12	40.2	109.8	11	482	-4		大塚信次		大黒富美子	
11	7	9		エイシントークン	牝4	54.0		竹村達也	1:22.5	1/2	2-2-2-4	42.5	29.2	9	428	4		坂本和也		平井克彦	
12	5	6		タイセイレーベン	牡5	56.0		長谷部駿	1:23.0	3.0	10-10-10-11	42.0	147.5	12	517	5		永島太郎		小橋亮太	
