rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	11		ブリッツシュラーク	牡5	57.0		藤岡康太	1:52.8		7-7-8-5	37.4	16.9	8	470	2		中竹和也		前田幸貴	750.0
2	3	6		セヴィルロアー	牡5	57.0		松山弘平	1:53.0	1.1/4	2-2-2-3	38.0	14.3	5	490	8		森田直行		北畑忍	300.0
3	2	3		プエルタデルソル	牡5	57.0		アヴドゥ	1:53.1	1/2	4-4-4-3	37.9	7.5	3	468	-2		高橋康之		前田幸治	190.0
4	7	14		シンハラージャ	牡4	57.0		浜中俊	1:53.1	ハナ	9-9-5-5	37.8	2.9	1	454	10		石坂正		キャロットファーム	110.0
5	4	8		テイエムヨハネス	牡4	57.0		酒井学	1:53.2	1/2	16-16-16-16	37.1	14.6	7	504	-2		飯田雄三		竹園正繼	75.0
6	8	15		エルティグレ	牡4	57.0		松田大作	1:53.2	アタマ	13-14-13-12	37.4	8.4	4	492	6		大久保龍		桑田牧場	
7	7	13		クリノカポネ	セ4	57.0		幸英明	1:53.4	1.1/4	12-12-11-11	37.9	125.7	14	438	-10		谷潔		栗本博晴	
8	8	16		ジューンアンカー	牡5	57.0		高田潤	1:53.4	クビ	1-1-1-1	38.7	137.1	15	472	2		湯窪幸雄		吉川潤	
9	5	9		タスクフォース	牡5	57.0		池添謙一	1:53.5	1/2	10-10-8-9	38.0	4.5	2	558	-2		須貝尚介		窪田康志	
10	3	5		アルムチャレンジ	牡5	57.0		古川吉洋	1:53.5	クビ	8-8-8-9	38.1	14.4	6	508	2		川村禎彦		崎川美枝子	
11	4	7		キングレイスター	牡5	57.0		小牧太	1:53.6	クビ	2-2-2-2	38.7	31.9	11	496	8		大橋勇樹		伊藤正男	
12	5	10		ランドヘルメース	牡4	57.0		藤井勘一	1:53.6	アタマ	11-10-13-12	37.9	21.3	9	494	6		安達昭夫		木村昌三	
13	1	2		ヴィーヴァバッカス	牡4	57.0		藤岡佑介	1:53.8	1.0	4-4-5-5	38.5	21.7	10	456	-4		作田誠二		芹澤精一	
14	6	12		スプリングボックス	牡5	57.0		松若風馬	1:54.0	1.1/4	15-15-15-15	38.0	150.7	16	492	12		寺島良		吉田昌久	
15	1	1		クレスコブレイブ	牡5	57.0		高倉稜	1:54.2	1.1/4	6-6-5-5	39.0	111.2	13	520	2		飯田雄三		堀川三郎	
16	2	4		テイエムギフテッド	牡4	57.0		国分恭介	1:54.2	クビ	13-13-11-12	38.4	50.0	12	460	-10		五十嵐忠		竹園正繼	
