waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018106747	ピッカ			00409	鮫島克也	05106	真島元徳	428	-1
2	2	2018101511	シルキークォーツ			05147	長田進仁	a00f6	中野博	452	4
3	3	2018104035	ナイスデアイ			05478	石川慎将	05109	古賀光範	421	0
4	4	2018100921	ガンバルベルシャ			05601	金山昇馬	05741	池田忠好	469	13
5	5	2018101915	ジャストビフォー			05229	山口勲	05741	池田忠好	466	-2
6	6	2018101843	スターリングラン			05098	真島正徳	05106	真島元徳	438	-4
6	7	2018100983	キンナラキー			a042c	飛田愛斗	05684	三小田幸	417	6
7	8	2018103261	オーメンランゲ			05579	出水拓人	05601	東眞市	391	1
7	9	2018102137	マカラプア			05329	倉富隆一	05450	川田孝好	425	2
8	10	2018100323	フクロウネクスト			a0273	村松翔太	a0259	柳井宏之	441	1
8	11	2018106631	ゴールドホープ			a0291	川島拓	05456	土井道隆	464	-5
