rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	12		タイムオブブリス	牝3	54.0		藤田凌	1:16.6		10-9	38.8	6.1	4	451	0		堀千亜樹		吉田照哉	170.0
2	5	10		アニマルテーラー	セ3	56.0		坂井英光	1:16.9	1.3/4	5-3	39.9	2.2	1	476	-2		福田真広		中西浩一	68.0
3	5	9		スナイプダンス	牡3	56.0		的場文男	1:17.0	3/4	1-1	40.9	5.1	2	507	0		朝倉実		舞鴫庄蔵	42.5
4	1	1		エイシンソプラノ	牝3	54.0		笹川翼	1:18.0	5.0	7-6	40.8	12.0	5	434	0		高野毅		平井克彦	25.5
5	2	4		ボルドーフレーズ	牝3	54.0		小林拓未	1:18.5	2.1/2	14-13	40.1	117.1	13	425	-10		赤嶺本浩		シグラップ・マネジメ	17.0
6	2	3		チョーチャン	牝3	54.0		横川怜央	1:18.9	2.0	8-7	41.4	52.0	9	441	-4		宮浦正行		江崎聡	
7	7	13		ヨシノリーヴァ	牡3	56.0		東原悠善	1:19.1	3/4	16-16	40.2	231.8	16	443	9		秋吉和美		田村義徳	
8	3	5		チェルナハート	牝3	54.0		山崎良	1:19.4	1.1/2	15-15	40.8	165.3	15	411	2		小野寺晋		梶原哲朗	
9	6	11		コンチバイキング	牡3	56.0		瀬川将輝	1:19.4	ハナ	12-12	41.4	30.1	7	467	-3		栗田裕光		（有）フォレブルー	
10	8	15		トミケンサフ	牝3	54.0		藤本現暉	1:19.4	クビ	13-14	41.2	23.3	6	464	-11		蛯名雄太		富樫賢二	
11	7	14		ミニッツスター	牝3	54.0		中村尚平	1:19.6	1.0	10-11	41.8	99.9	12	460	-6		庄子昭彦		佐藤良男	
12	8	16		ミリアンレディー	牝3	54.0		瀧川寿希	1:19.9	1.1/2	2-2	43.8	5.4	3	464	0		的場直之		栗山正	
13	1	2		フジノカチボシ	牡3	56.0		楢崎功祐	1:20.1	3/4	6-5	43.0	38.1	8	472	4		渡部則夫		藤村栄子	
14	4	8		ジニアズウィッシュ	牝3	54.0		上田健人	1:20.2	1/2	3-4	43.7	60.6	10	466	4		高橋清顕		今中俊平	
15	4	7		トーコーローズ	牝3	54.0		山本聡紀	1:20.7	2.1/2	9-10	43.1	130.0	14	412	-5		嶋田幸晴		千田貞四郎	
16	3	6		ローレンスピリット	牝3	54.0		酒井忍	1:20.8	クビ	4-8	43.8	79.1	11	415	-2		堀江仁		横澤元夫	
