rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		マッターホルン	牡3	56.0		石川倭	1:13.5		1-1	38.1	2.2	1	520	-6		山中静治		吉橋一美	25.0
2	4	6		フェイクファー	牝3	53.0		落合玄太	1:13.7	3/4	2-1	38.3	17.0	6	470	2		山口竜一		西森鶴	5.0
3	5	7		ディーエスプロット	牡3	56.0		加藤誓二	1:14.1	2.0	4-3	38.5	3.5	2	480	-10		川島雅人		杉浦和也	3.8
4	4	5		レイドバック	牡4	53.0		小野楓馬	1:15.0	4.0	5-6	38.9	4.0	3	546	-2		小野望		宮川純造	2.5
5	7	11		ニットウハルキ	セ9	56.0		桑村真明	1:15.3	1.1/2	8-6	39.0	23.8	7	532	-8		佐久間雅		藤井謙	1.2
6	8	13		ラッシュラッシュ	牝4	54.0		阿部龍	1:15.4	1/2	11-8	38.5	16.3	5	454	4		小野望		槇本牧場	
7	5	8		スクワットゴールズ	牝4	54.0		岩橋勇二	1:15.5	クビ	3-4	39.9	114.8	9	438	8		桧森邦夫		清水正裕	
8	7	12		ペンデュラム	牝5	54.0		井上幹太	1:15.5	ハナ	14-13	37.1	357.7	13	460	2		安田武広		門別敏朗	
9	3	4		ルンタアグサン	牡8	56.0		坂下秀樹	1:15.7	1.0	5-5	39.8	131.9	10	492	0		米川伸也		藤村伸次	
10	6	10		バクシンスカイ	牝5	53.0		山本咲希	1:15.7	クビ	12-10	38.4	204.4	12	446	2		石本孝博		門別敏朗	
11	8	14		ヴィルダイヤ	牝4	54.0		井上俊彦	1:16.0	1.1/2	8-8	39.5	111.3	8	442	-2		柳澤好美		長浜和也	
12	1	1		アポロチェリーバン	牝4	54.0		五十嵐冬	1:17.4	7.0	5-12	40.9	12.8	4	492	-2		佐久間雅		福岡純一	
13	2	2		ベニノラフィカ	牡6	56.0		亀井洋司	1:17.7	1.1/2	10-11	41.0	502.7	14	482	-2		黒川智貴		神野生男	
14	6	9		カワイイリング	牝4	54.0		黒澤愛斗	1:18.4	3.0	13-14	40.5	150.0	11	458	-6		恵多谷豊		門別初男	
