rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		ビッグゴシップ	牡4	56.0		丹羽克輝	1:31.4		3-3-1	39.9	3.0	2	480	-13		沖田明子		楊明翰	32.0
2	1	1		メモリーメガトン	牡6	54.0		細川智史	1:31.9	2.1/2	10-9-5	39.2	6.1	4	468	-3		塚田隆男		（株）シンザンクラ	10.2
3	2	2		ラストエクセル	牝4	54.0		戸部尚実	1:32.4	2.1/2	4-4-2	40.6	2.8	1	471	0		角田輝也		（株）ニッシンホー	5.8
4	6	6		ホウオウスティング	牡5	56.0		尾崎章生	1:32.4	ハナ	11-11-11	38.8	27.2	6	480	6		植松則幸		（株）ファーストビ	3.8
5	6	7		エイシンソプラノ	牝5	52.0		大畑雅章	1:32.7	1.1/2	6-6-7	40.6	48.9	10	426	-2		榎屋充		杉浦和也	2.6
6	7	9		クリアサンシャイン	牡4	56.0		丸野勝虎	1:32.9	1.0	7-7-4	40.5	5.1	3	511	11		角田輝也		長谷川守正	
7	5	5		ヘヴンプレミア	牡4	56.0		加藤誓二	1:33.8	4.0	9-10-9	41.1	115.0	11	440	5		榎屋充		山本国広	
8	7	8		メイショウペルム	牝5	54.0		加藤利征	1:33.8	クビ	5-5-8	41.8	48.4	9	491	0		錦見勇夫		錦見日出雄	
9	3	3		メモリーパーソナル	牡5	53.0		塚本征吾	1:34.0	1.0	1-1-3	42.8	45.7	8	487	-1		塚田隆男		（株）シンザンクラ	
10	8	10		サダムオリジン	牝5	54.0		岡部誠	1:34.6	3.0	8-8-10	41.9	31.6	7	421	0		井手上慎		岡島行一	
11	8	11		クールレオ	牝7	50.0		深澤杏花	1:34.7	1/2	2-2-6	43.4	14.8	5	465	4		錦見勇夫		（有）大勇	
