rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		ガレットショコラ	牝8	54.0		長谷部駿	1:31.1		1-1-1-1	38.8	4.5	3	423	-3		北野真弘		北野末子	150.0
2	7	7		ヒロシゲサンライズ	牡5	56.0		吉村智洋	1:31.2	3/4	3-3-2-2	38.7	1.7	1	517	1		保利良平		（株）ＴＫＫ	60.0
3	6	6		バルボア	牡5	56.0		竹村達也	1:31.9	4.0	2-2-2-3	39.6	13.9	4	489	-4		栗林徹治		吉岡寛行	37.5
4	3	3		キール	牝7	54.0		鴨宮祥行	1:32.1	1.1/4	5-5-5-5	39.5	18.6	5	503	-5		平松徳彦		和田博美	22.5
5	7	8		ジェッティー	牡5	56.0		小谷周平	1:32.1	クビ	8-8-8-8	39.1	39.7	6	449	-1		溝橋利喜		小林聖子	15.0
6	2	2		バンローズキングス	牡6	56.0		板野央	1:32.3	1.0	7-6-7-7	39.5	45.3	7	481	-4		松平幸秀		組）西野畜産組合	
7	8	10		ドンマニフィコ	牡5	56.0		田中学	1:32.5	3/4	6-7-6-6	39.8	53.1	8	447	-4		岡田利一		山辺浩	
8	1	1		エアダンルース	牡5	56.0		下原理	1:32.9	2.1/2	4-4-4-4	40.4	3.8	2	534	-7		橋本忠明		（株）ラッキーフィ	
9	8	9		イッチョウ	牡7	56.0		寺地誠一	1:33.5	4.0	10-10-10-10	39.9	70.7	9	455	1		黒田隆男		（株）ファーストビ	
10	5	5		ケンアンドランス	牡6	56.0		石堂響	1:33.8	1.1/2	9-9-9-9	40.6	210.2	10	502	0		長南和宏		小林伸幸	
