rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	9		テンウォークライ	牡2	55.0		戸崎圭太	1:56.0		3-3-2-2	39.1	2.6	1	466	4		金成貴史		天白泰司	510.0
2	7	14		ダノンブレット	牡2	55.0		横山典弘	1:56.2	1.1/2	5-8-8-6	38.9	4.6	2	510	0		菊沢隆徳		ダノックス	200.0
3	1	2		ターニングアップ	牡2	55.0		杉原誠人	1:56.3	クビ	1-1-1-1	39.5	83.0	10	456	22		田中清隆		ミルファーム	130.0
4	5	10		スバラシイヒビ	牡2	55.0		田辺裕信	1:56.3	アタマ	8-5-5-4	39.1	4.6	3	470	0		田村康仁		山口裕介	77.0
5	1	1		アポログランツ	牡2	55.0		吉田豊	1:56.7	2.1/2	14-13-11-8	38.9	5.2	4	496	0		中舘英二		アポロサラブレッドクラブ	51.0
6	2	3		ノアウィンザー	牡2	52.0		小林脩斗	1:57.1	2.1/2	15-15-13-12	39.0	44.4	8	454	-4		石毛善彦		佐山公男	
7	6	11		トドロキゲキジョウ	牡2	55.0		江田照男	1:57.5	2.1/2	10-9-9-7	39.9	74.8	9	490	2		武市康男		ＧＥＴＮＥＸＴ	
8	2	4		ワイドモーゼ	牡2	55.0		横山武史	1:57.5	アタマ	2-2-2-2	40.6	36.3	7	470	0		武井亮		幅田昌伸	
9	3	6		ケイツーディナール	牡2	52.0		秋山稔樹	1:57.7	1.0	11-11-13-13	39.5	131.4	11	524	-4		蛯名利弘		楠本勝美	
10	7	13		ブレーヴトライ	牡2	55.0		勝浦正樹	1:58.0	1.3/4	4-5-4-4	41.0	14.7	5	466	2		小西一男		ヒダカ・ブリーダーズ・ユニオン	
11	4	8		ジョイライド	牡2	55.0		大野拓弥	1:58.8	5.0	11-9-9-8	41.3	214.4	12	500	2		伊藤伸一		グリーンスウォード	
12	4	7		トラキチ	牡2	52.0		原優介	1:59.0	1.1/2	16-16-16-15	39.8	469.7	16	524	-2		新開幸一		大森悌次	
13	3	5		ウイングウインド	牡2	55.0		柴田大知	1:59.0	アタマ	8-5-5-8	41.8	277.4	13	474	12		天間昭一		宮内牧場	
14	8	15		ノーブルウィング	牝2	54.0		木幡初也	2:00.0	6.0	5-3-5-8	42.8	445.2	15	430	-4		粕谷昌央		吉木伸彦	
15	8	16		バンブルビート	牡2	55.0		武藤雅	2:01.6	10.0	7-11-11-14	43.8	279.7	14	476	6		高木登		前川企画	
16	6	12		ヴォーグマチネ	牡2	55.0		木幡巧也	2:06.3	大	11-13-15-16	47.3	34.1	6	460	-6		牧光二		志村幸彦	
