着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1		11	---	2	Aktau	セ	4			54.0		0.0			0マクニー	0モロニ―	00nan	0.0	2020B6a00107
2		7	---	4	Inverloch	セ	6			54.5					00ミーチ	0バスティ	00nan	0.0	2020B6a00107
3		15	---	9	Skelm	セ	5			54.0					0イェンダ	00ケリー	00nan	0.0	2020B6a00107
4		12	---	6	Stars Of Carrum	セ	4			54.0					0マーテン	00カレー	00nan	0.0	2020B6a00107
5		6	---	7	Vaucluse Bay	セ	6			56.0					00ノレン	0ウォーラ	00nan	0.0	2020B6a00107
6		13	---	12	Beau Balmain	セ	5			54.0					0トンプソ	0コンラン	00nan	0.0	2020B6a00107
7		14	---	1	Just Benjamin	セ	4			54.5					0メルハム	0フリード	00nan	0.0	2020B6a00107
8		9	---	11	Midterm	セ	7			54.0					0ホランド	00サーチ	00nan	0.0	2020B6a00107
9		1	---	5	000a013320	セ	8			60.5					a03ea	a0327	a0017e	0.0	2020B6a00107
10		2	---	3	Hush Writer	セ	5			57.5					0ローウィ	0ウォータ	00nan	0.0	2020B6a00107
11		5	18.0	8	2011105898	牡	9			56.5					a0353	00362	382004	0.0	2020B6a00107
12		3	---	10	Vengeur Masque	セ	8			57.5					0ソーント	0モロニ―	00nan	0.0	2020B6a00107
