着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1		2	3.2	2.0	000a0147c3	セ	6			59	126.92	0			a03c9	05665	a000c6	0.0	2020GE041108
2		12	7.8	4.0	000a014a7b	牝	4			57		2.3/4			05510	a0324	a001af	0.0	2020GE041108
3		1	2.0	1.0	2015102367	牡	5			59		1/2			05520	01137	619800	0.0	2020GE041108
4		10	22.2	7.0	000a016474	セ	5			59		1.1/2			a0369	a03af	a0008f	0.0	2020GE041108
5		4	7.6	3.0	000a014a0c	セ	5			59		アタマ			05158	a03cb	a001ae	0.0	2020GE041108
6		13	13.4	5.0	000a015f3c	牝	5			57		アタマ			05547	a03cb	a001f6	0.0	2020GE041108
7		3	191.3	10.0	000a016bd2	セ	9			59		4.1/4			05566	a03f0	a00203	0.0	2020GE041108
8		6	82.0	8.0	000a015f4f	セ	4			59		クビ			a03ab	a0324	a001f7	0.0	2020GE041108
9		5	21.3	6.0	000a0149f3	セ	4			59		アタマ			05378	a03f1	a001c0	0.0	2020GE041108
10		9	204.6	11.0	000a016be3	牡	5			59		3.1/2			05568	a0324	a00204	0.0	2020GE041108
11		8	102.3	9.0	000a014093	セ	6			59		1.1/4			a0426	a0324	a00130	0.0	2020GE041108
12		7	350.5	12.0	000a012ddd	セ	9			59		2			a0427	a03cf	a001b0	0.0	2020GE041108
取		11	---		000a0144b4	セ	8			59					a0428	a0324	a00172	0.0	2020GE041108
