着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1		7	12.2	5.0	000a014680	牡	4			59.5	159.3	0			05473	a02f9	a0019f	0.0	2020C8100404
2		12	10.8	4.0	000a01929f	牡	3			56.5		クビ			a0430	05701	000803	0.0	2020C8100404
3		1	8.6	3.0	000a01a403	牡	4			59.5		1.3/4			05514	00987	a00211	0.0	2020C8100404
4		10	51.7	8.0	000a01a753	牡	3			56.5		アタマ			05376	a037d	a00213	0.0	2020C8100404
5		15	12.2	6.0	000a01a55f	牝	3			55.0		2			05464	a02f9	a00199	0.0	2020C8100404
6		8	1.5	1.0	000a013a50	牝	6			58.0		2			00875	00970	a00071	0.0	2020C8100404
7		6	6.7	2.0	000a01405d	牡	6			59.5		1/2			00432	00970	a00123	0.0	2020C8100404
8		9	30.9	7.0	2014106191	牝	6			58.0		2.1/2			05374	00362	034009	0.0	2020C8100404
9		3	86.6	9.0	2013190004	牡	7			59.5	160.8	ハナ			05377	05747	a00125	0.0	2020C8100404
10		2	303.7	11.0	000a01342e	牡	7			59.5		3/4			05531	a03fc	a00214	0.0	2020C8100404
11		11	227.5	10.0	000a01a6d7	牡	3			56.5		大			a0336	a03fb	a00212	0.0	2020C8100404
取		4	---		000a014365	牡	4			59.5					00666	05518	a00209	0.0	2020C8100404
取		5	---		000a014652	牡	4			59.5					05504	05518	a00073	0.0	2020C8100404
取		13	---		000a0155db	牡	3			56.5					05366	05518	a0006e	0.0	2020C8100404
取		14	---		000a018e82	牡	3			56.5					05271	05518	a00073	0.0	2020C8100404
2		3	---	6.0	2013190004	牡	7			57.0	126.7	0.0			05514	05747	a00125	0.0	2020C8a00107
4		1	---	1.0	000a014680	牡	4			58.0					05473	a02f9	a0019f	0.0	2020C8a00107
6		2	---	9.0	000a01342e	牡	7			57.0					05376	a03fc	a00214	0.0	2020C8a00107
1		3	---	2.0	000a014361	牡	4			58.5	153.27	0			05504	05518	a00073	0.0	2020C8a00305
2		4	---	1.0	000a01405d	牡	6			58.5		短クビ			00875	00970	a00123	0.0	2020C8a00305
3		5	---	5.0	000a01495d	牡	6			58.5					05271	a03c6	a0019e	0.0	2020C8a00305
5		1	---	3.0	2013190004	牡	7			58.5	153.7				05514	05747	a00125	0.0	2020C8a00305
