	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
199308010101	ダ	右	1800	晴	良	10:00	4歳未勝利		1993-1-5	1	京都	1	4歳未勝利	(混)(馬齢)	5	1090	4	5	210	4	1	160	3	12.0	110	1.0	1-5	1880	8	1-5	1910.0	6.0																							12.9 - 11.4 - 13.4 - 13.9 - 13.5 - 12.9 - 12.7 - 13.0 - 12.8	12.9 - 24.3 - 37.7 - 51.6 - 65.1 - 78.0 - 90.7 - 103.7 - 116.5 (12.9-12.9)
199308010102	ダ	右	1200	晴	良	10:25	4歳未勝利		1993-1-5	1	京都	1	4歳未勝利	(馬齢)	3	880	5	3	250	5	1	140	1	4.0	210	4.0	1-2	470	1	1-3	1380.0	4.0																							12.6 - 11.2 - 12.0 - 12.4 - 12.6 - 12.8	12.6 - 23.8 - 35.8 - 48.2 - 60.8 - 73.6 (12.6-12.6)
199308010103	ダ	右	1800	晴	良	10:50	4歳新馬		1993-1-5	1	京都	1	4歳新馬	(馬齢)	5	2610	8	5	470	7	1	160	2	4.0	200	3.0	1-5	2610	13	1-5	4210.0	15.0																							13.1 - 12.0 - 13.2 - 13.1 - 13.2 - 13.1 - 13.3 - 13.2 - 12.7	13.1 - 25.1 - 38.3 - 51.4 - 64.6 - 77.7 - 91.0 - 104.2 - 116.9 (13.1-13.1)
199308010104	ダ	右	1200	晴	良	11:15	4歳新馬		1993-1-5	1	京都	1	4歳新馬	牝(馬齢)	8	780	3	8	280	4	10	620	9	12.0	1,410	11.0	6-7	3370	14	8-10	10360.0	33.0																							12.7 - 11.9 - 12.3 - 12.6 - 12.4 - 12.5	12.7 - 24.6 - 36.9 - 49.5 - 61.9 - 74.4 (12.7-12.7)
199308010105	ダ	右	1200	晴	良	11:40	4歳新馬		1993-1-5	1	京都	1	4歳新馬	牝(馬齢)	6	280	1	6	150	2	3	160	3	9.0	140	1.0	3-5	730	2	3-6	800.0	2.0																							12.9 - 11.4 - 12.3 - 12.7 - 12.7 - 13.0	12.9 - 24.3 - 36.6 - 49.3 - 62.0 - 75.0 (12.9-12.9)
199308010106	ダ	右	1800	晴	良	12:40	4歳500万下		1993-1-5	1	京都	1	4歳500万下	(馬齢)	9	230	1	9	120	1	2	270	5	10.0	170	2.0	2-7	900	3	2-9	1280.0	4.0																							12.6 - 11.8 - 13.0 - 12.9 - 13.3 - 12.8 - 12.6 - 12.8 - 12.5	12.6 - 24.4 - 37.4 - 50.3 - 63.6 - 76.4 - 89.0 - 101.8 - 114.3 (12.6-12.6)
199308010107	ダ	右	1800	晴	良	13:10	4歳以上500万下		1993-1-5	1	京都	1	4歳以上500万下	牝(別定)	2	870	5	2	230	3	8	170	1	14.0	1,040	13.0	2-5	990	2	2-8	1420.0	2.0																							12.7 - 12.3 - 13.1 - 12.9 - 12.5 - 12.2 - 12.5 - 12.7 - 13.1	12.7 - 25.0 - 38.1 - 51.0 - 63.5 - 75.7 - 88.2 - 100.9 - 114.0 (12.7-12.7)
199308010108	ダ	右	1400	晴	良	13:45	4歳以上500万下		1993-1-5	1	京都	1	4歳以上500万下	(別定)	2	700	3	2	250	5	3	140	1	14.0	260	6.0	1-2	840	4	2-3	880.0	1.0																							12.3 - 11.3 - 11.7 - 11.8 - 12.1 - 12.9 - 13.2	12.3 - 23.6 - 35.3 - 47.1 - 59.2 - 72.1 - 85.3 (12.3-12.3)
199308010109	芝	右	2000	曇	良	14:20	新春賞 		1993-1-5	1	京都	1	4歳以上900万下	(混)(別定)	4	300	1	4	160	2	14	200	3	6.0	280	4.0	2-7	970	6	4-14	1320.0	4.0																							12.6 - 11.4 - 12.4 - 12.2 - 12.4 - 12.3 - 11.6 - 12.1 - 11.9 - 11.6	12.6 - 24.0 - 36.4 - 48.6 - 61.0 - 73.3 - 84.9 - 97.0 - 108.9 - 120.5 (12.6-12.6)
199308010110	ダ	右	1400	晴	良	14:55	門松ステークス 		1993-1-5	1	京都	1	4歳以上1500万下	(混)(別定)	15	1700	9	15	450	8	6	360	5	2.0	480	10.0	3-8	1230	4	6-15	9780.0	46.0																							12.1 - 11.2 - 11.3 - 11.6 - 11.9 - 12.9 - 13.6	12.1 - 23.3 - 34.6 - 46.2 - 58.1 - 71.0 - 84.6 (12.1-12.1)
199308010201	ダ	右	1800	曇	良	10:00	4歳以上400万下		1993-1-6	1	京都	2	4歳以上400万下	[抽](馬齢)	10	370	3	10	160	4	2	140	1	8.0	670	7.0	2-8	920	5	2-10	970.0	5.0																							13.3 - 11.9 - 12.8 - 12.9 - 13.6 - 13.2 - 13.6 - 13.1 - 13.5	13.3 - 25.2 - 38.0 - 50.9 - 64.5 - 77.7 - 91.3 - 104.4 - 117.9 (13.3-13.3)
199308010202	ダ	右	1400	晴	良	10:25	4歳未勝利		1993-1-6	1	京都	2	4歳未勝利	(抽)(市)(馬齢)	10	350	2	10	130	2	11	120	1	13.0	150	3.0	7-7	500	3	10-11	580.0	1.0																							12.8 - 11.0 - 12.2 - 12.3 - 12.8 - 13.2 - 13.4	12.8 - 23.8 - 36.0 - 48.3 - 61.1 - 74.3 - 87.7 (12.8-12.8)
199308010203	ダ	右	1800	晴	良	10:50	4歳未勝利		1993-1-6	1	京都	2	4歳未勝利	(馬齢)	2	650	2	2	190	2	5	220	4	1.0	200	3.0	2-5	1620	6	2-5	1570.0	6.0																							12.9 - 11.8 - 13.2 - 12.6 - 13.1 - 13.1 - 13.4 - 13.0 - 12.7	12.9 - 24.7 - 37.9 - 50.5 - 63.6 - 76.7 - 90.1 - 103.1 - 115.8 (12.9-12.9)
199308010204	ダ	右	1400	晴	良	11:20	4歳新馬		1993-1-6	1	京都	2	4歳新馬	(馬齢)	1	1160	6	1	300	6	7	160	1	4.0	600	10.0	1-6	1480	7	1-7	1720.0	6.0																							12.6 - 11.4 - 11.8 - 12.4 - 12.8 - 13.0 - 13.3	12.6 - 24.0 - 35.8 - 48.2 - 61.0 - 74.0 - 87.3 (12.6-12.6)
199308010205	障		3000	晴	良  ダート	11:50	障害4歳以上未勝利		1993-1-6	1	京都	2	障害4歳以上未勝利	(馬齢)	7	150	1	7	110	1	3	180	2				3-7	480	2																											
199308010206	芝	右	1400	晴	良	12:50	4歳新馬		1993-1-6	1	京都	2	4歳新馬	(混)(馬齢)	8	450	2	8	160	2	15	140	1	7.0	380	7.0	4-8	610	1	8-15	760.0	1.0																							12.6 - 10.8 - 11.4 - 11.8 - 12.1 - 11.9 - 12.4	12.6 - 23.4 - 34.8 - 46.6 - 58.7 - 70.6 - 83.0 (12.6-12.6)
199308010207	芝	右	1400	曇	良	13:20	4歳新馬		1993-1-6	1	京都	2	4歳新馬	(混)(馬齢)	15	180	1	15	120	1	3	550	9	5.0	140	2.0	2-8	990	3	3-15	2800.0	9.0																							12.5 - 11.0 - 11.7 - 11.8 - 12.2 - 12.3 - 12.0	12.5 - 23.5 - 35.2 - 47.0 - 59.2 - 71.5 - 83.5 (12.5-12.5)
199308010208	ダ	右	1800	曇	良	13:50	4歳以上500万下		1993-1-6	1	京都	2	4歳以上500万下	(混)(別定)	11	580	2	11	200	2	10	430	8	4.0	330	6.0	5-6	960	2	10-11	4290.0	17.0																							13.1 - 11.4 - 12.6 - 12.6 - 12.7 - 12.7 - 12.8 - 12.6 - 12.8	13.1 - 24.5 - 37.1 - 49.7 - 62.4 - 75.1 - 87.9 - 100.5 - 113.3 (13.1-13.1)
199308010209	芝	右	2000	曇	良	14:25	福寿草特別 		1993-1-6	1	京都	2	4歳500万下	(混)(馬齢)	7	220	1	7	140	2	6	120	1	2.0	580	8.0	5-6	230	1	6-7	270.0	1.0																							12.4 - 10.8 - 12.0 - 12.1 - 12.6 - 13.1 - 12.5 - 12.5 - 12.2 - 11.8	12.4 - 23.2 - 35.2 - 47.3 - 59.9 - 73.0 - 85.5 - 98.0 - 110.2 - 122.0 (12.4-12.4)
