waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102995	マルヨコノカチャン			05589	木本直	a01f5	尾原強	459	-1
2	2	2018102478	フォーエバーカヨ			05580	長谷部駿	05528	平松徳彦	399	7
3	3	2013100732	ルクレツィア			a048a	長尾翼玖	a0265	山元博徳	409	-2
4	4	2017104269	ロイヤルホジャリ			05328	下原理	a03c3	永島太郎	438	1
5	5	2018106209	ラヴアンドグレース			05530	杉浦健太	05370	住吉朝男	452	2
6	6	2018101607	フルールメール			05217	田中学	05702	盛本信春	458	3
7	7	2015104912	シルフィウム			a0259	高畑皓一	05590	長倉功	471	0
7	8	2018100189	モズオリンピック			a029e	笹田知宏	05691	新子雅司	440	-4
8	9	2013104888	マサタケアポロン			00815	川原正一	05637	大石省三	475	-4
8	10	2017103816	ヤングブラッド			05390	吉村智洋	05289	田中範雄	480	1
