日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/12/05	曇	11	16	8	15	24.8	10	7	57.0	良	1:51.1	1.4	11-12-11-8	36.5-36.0	36.6	中京	202107060211	チャンピオンズC(G1)	202107060211	01115	ダ	1800	508	-2	0.0
2021/11/07	晴	11	16	2	3	13.0	5	1	56.0	良	1:50.8	0.0	10-10-9-9	37.5-36.8	36.1	阪神	202109050211	みやこS(G3)	202109050211	01115	ダ	1800	510	2	3856.0
2021/10/16	曇	11	16	3	6	11.7	8	2	56.0	良	1:51.3	0.0	9-7-7-9	36.5-38.0	37.4	阪神	202109040311	太秦S(OP)	202109040311	05203	ダ	1800	508	8	889.8
2021/07/17	晴	11	15	2	2	5.6	2	2	56.0	良	1:44.8	0.8	14-14-12-12	29.1-37.8	37.1	福島	202103010511	ジュライS(L)	202103010511	01075	ダ	1700	500	-6	929.4
2021/05/30	晴	9	16	6	12	15.9	5	1	57.0	良	1:36.8	-0.2	8-8	34.9-37.4	36.2	東京	202105021209	薫風S(3勝クラス)	202105021209	01140	ダ	1600	506	2	1857.1
2021/05/02	小雨	12	16	2	4	16.3	8	10	55.0	稍	1:24.7	0.8	12-11	34.4-37.5	36.5	阪神	202109021212	天満橋S(3勝クラス)	202109021212	01154	ダ	1400	504	0	0.0
2021/01/23	雨	11	16	8	16	10.0	5	1	56.0	重	1:43.6	-0.1	13-13-10-9	30.0-37.0	36.3	小倉	202110010311	小倉城特別(2勝クラス)	202110010311	01171	ダ	1700	504	2	1537.1
2020/10/17	雨	7	16	2	3	5.1	2	1	55.0	重	1:23.3	0.0	10-10	35.0-36.5	35.9	京都	202008040307	3歳以上1勝クラス	202008040307	01116	ダ	1400	502	2	760.0
2020/09/26	曇	7	14	4	6	2.6	1	4	55.0	稍	1:24.6	0.9	14-13	34.4-37.4	36.7	中京	202007020607	3歳以上1勝クラス	202007020607	01144	ダ	1400	500	-2	110.0
2020/09/06	雨	12	15	4	7	6.1	3	5	54.0	重	1:44.3	1.1	10-10-9-9	30.1-35.7	36.2	小倉	202010020812	3歳以上1勝クラス	202010020812	01034	ダ	1700	502	6	76.0
2020/08/23	晴	8	16	3	6	19.2	7	3	54.0	重	1:43.8	0.2	16-16-12-8	29.1-37.4	36.5	小倉	202010020408	3歳以上1勝クラス	202010020408	01144	ダ	1700	496	-4	190.0
2020/05/16	雨	6	16	3	5	52.5	11	10	56.0	重	1:51.5	1.2	16-16-16-15	37.0-36.0	35.7	京都	202008030706	3歳1勝クラス	202008030706	01154	ダ	1800	500	6	0.0
2020/04/18	雨	3	15	2	2	2.1	1	1	56.0	稍	1:49.2	-0.3	11-11-6-3	30.9-39.1	38.5	福島	202003010303	3歳未勝利	202003010303	01144	ダ	1700	494	-8	510.0
2020/04/05	晴	2	16	7	13	50.2	11	5	56.0	良	1:25.9	0.8	14-13	35.0-37.9	36.8	阪神	202009020402	3歳未勝利	202009020402	01144	ダ	1400	502	0	51.0
