rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	6		ラララライ	牝4	54.0		筒井勇介	1:28.3		2-2-1	37.9	37.2	6	427	-6		山際孝幸		木村良明	20.0
2	3	3		エルコンフェアリー	牝4	54.0		向山牧	1:28.7	2.0	3-3-2	38.0	2.8	2	465	4		笹野博司		小橋亮太	4.6
3	8	9		ファルステーロ	牡4	56.0		大塚研司	1:29.1	2.0	5-4-4	38.2	2.7	1	437	-4		水野善太		小橋亮太	2.0
4	2	2		チェリモヤチャン	牝4	54.0		森島貴之	1:29.9	4.0	4-5-5	38.8	42.3	7	414	4		水野善太		小橋亮太	1.4
5	7	8		ウェルカム	セ5	56.0		渡辺竜也	1:30.1	1.0	7-6-6	38.6	17.4	5	458	10		伊藤強一		（同）ＪＰＮ技研	1.0
6	8	10		マッテマシタ	牝4	54.0		山下雅之	1:30.6	2.1/2	9-8-7	38.5	124.1	9	412	12		藤田正治		（同）ＪＰＮ技研	
7	1	1		ハッスルボーイ	牡4	56.0		大原浩司	1:30.6	クビ	1-1-3	40.3	3.8	3	492	-11		水野善太		戸部弘	
8	5	5		チュウワファースト	牝4	54.0		松本剛志	1:30.9	1.1/2	6-7-7	39.1	8.0	4	432	2		加藤幸保		中西忍	
9	7	7		サクラトップロマン	牝4	54.0		池田敏樹	1:33.7	大	8-9-9	40.7	50.1	8	445	0		藤田正治		（同）ＪＰＮ技研	
10	4	4		ミルクチョコ	牝5	54.0		藤原幹生	1:35.5	9.0	10-10-10	41.7	174.2	10	482	2		藤田正治		（株）ファーストビ	
