	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201101010101	芝	右	1800	晴	良	09:55	2歳未勝利		2011-8-13	1	札幌	1	2歳未勝利	(混)[指](馬齢)	2	470	3	2	230	3	3	190	2	2-3	750	4	2-3	210	4	2-5	170	2	3-5	150	1	2=>3	1650	7	2-3-5	420	1	2=>3=>5	3490	11	(*3,4)(2,5,7)-6-1	3,4(2,7)5-6,1	(*3,4)(2,7)5-6,1	3,4(2,5,1)(7,6)	12.8 - 11.9 - 12.9 - 13.0 - 12.9 - 12.5 - 12.0 - 11.5 - 12.0	12.8 - 24.7 - 37.6 - 50.6 - 63.5 - 76.0 - 88.0 - 99.5 - 111.5 (37.6-35.5)						
201101010102	ダ	右	1700	晴	良	10:20	3歳未勝利		2011-8-13	1	札幌	1	3歳未勝利	牝[指](馬齢)	3	120	1	3	100	1	8	130	2	3-8	230	1	3-8	150	1	3-11	620	8	8-11	1,310	15	3=>8	310	1	3-8-11	1800	6	3=>8=>11	3510	8	(*3,7,10,13)9,6,8-12-4(2,5)-(1,11)	3(7,10,13)6,9,8-12-(4,5)(2,11)1	(*3,7)-(6,10)(8,9,13)12(5,11)-2(4,1)	3-7,8-(6,12)(5,11)-1(9,2)10-4,13	6.8 - 10.9 - 12.1 - 12.9 - 13.0 - 12.9 - 13.0 - 13.0 - 13.9	6.8 - 17.7 - 29.8 - 42.7 - 55.7 - 68.6 - 81.6 - 94.6 - 108.5 (29.8-39.9)	11.0	650.0	8.0	3-6	190.0	1.0
201101010103	ダ	右	1000	晴	良	10:50	3歳未勝利		2011-8-13	1	札幌	1	3歳未勝利	[指](馬齢)	9	220	1	9	120	1	1	180	3	1-9	620	2	1-9	210	1	3-9	1,080	16	1-3	2,370	30	9=>1	1050	2	1-3-9	8260	33	9=>1=>3	27830	99			(*1,4)9,3(11,12)(5,6,8)-7 2,10	1,4,9,3-(5,12,8)11-6=7 2,10	12.5 - 10.9 - 11.6 - 12.0 - 12.6	12.5 - 23.4 - 35.0 - 47.0 - 59.6 (35.0-36.2)	3.0	390.0	7.0	1-7	570.0	3.0
201101010104	芝	右	1200	晴	良	11:20	3歳未勝利		2011-8-13	1	札幌	1	3歳未勝利	(混)[指](馬齢)	16	420	2	16	180	2	15	3,520	14	15-16	42090	54	15-16	8,080	49	12-16	720	9	12-15	17,620	76	16=>15	73320	104	12-15-16	102510	150	16=>15=>12	737320	880			(*8,10)-12,15-(5,9)(4,7)(3,6,11)16(1,14)2-13	8,10,15(5,12,9)(4,7)-(3,6)(16,11)-(1,2,14)13	12.1 - 10.5 - 10.9 - 11.5 - 11.7 - 12.5	12.1 - 22.6 - 33.5 - 45.0 - 56.7 - 69.2 (33.5-35.7)	12.0	220.0	5.0	8-8	24570.0	31.0
201101010105	芝	右	1500	晴	良	11:50	2歳新馬		2011-8-13	1	札幌	1	2歳新馬	(混)[指](馬齢)	2	140	1	2	110	1	4	740	8	2-4	2320	6	2-4	730	8	2-5	220	2	4-5	1,730	18	2=>4	2920	8	2-4-5	3320	10	2=>4=>5	13190	37		(1,*8)(2,5,11)(4,9)7,6,3-12 10	8(5,11)(1,2)9,4(6,7)3=12 10	(*8,5)(2,11)(1,4,9)3,7,6=12 10	6.7 - 12.4 - 11.7 - 12.2 - 12.3 - 11.9 - 11.8 - 11.7	6.7 - 19.1 - 30.8 - 43.0 - 55.3 - 67.2 - 79.0 - 90.7 (30.8-35.4)	5.0	180.0	3.0	2-4	2170.0	7.0
201101010106	ダ	右	1700	晴	良	12:40	3歳未勝利		2011-8-13	1	札幌	1	3歳未勝利	[指](馬齢)	4	370	2	4	150	2	12	200	4	4-12	1120	4	4-12	410	4	1-4	400	3	1-12	580	6	4=>12	2020	7	1-4-12	1900	4	4=>12=>1	9940	19	3,12,13,4,8(2,7,11)-(5,10)-(6,9)-1	3,12(4,13)(2,8,11)7(5,10,9)(6,1)	3(12,1,9)(4,13,11)(2,8,10)5,7,6	(*3,12)(4,1)9(2,11,10)13-(5,7)8-6	7.1 - 11.1 - 12.8 - 13.8 - 13.4 - 12.8 - 12.6 - 12.1 - 12.7	7.1 - 18.2 - 31.0 - 44.8 - 58.2 - 71.0 - 83.6 - 95.7 - 108.4 (31.0-37.4)	1.0	170.0	3.0	4-8	900.0	4.0
201101010107	ダ	右	2400	晴	良	13:10	3歳以上500万下		2011-8-13	1	札幌	1	3歳以上500万下	(特指)(定量)	9	2760	8	9	810	10	7	180	2	7-9	9170	28	7-9	3,130	34	2-9	1,200	18	2-7	400	2	9=>7	23600	63	2-7-9	7730	26	9=>7=>2	93750	316	9(3,11)1,12(5,10)-(2,7)6-8,4	9,11,3,1,12(5,10)(2,7)-6(4,8)	9-12,1(3,7,8)10(11,6,2)5,4	9-(12,7)-(8,2)10(1,6)4(3,5)=11	13.0 - 11.9 - 13.0 - 13.2 - 12.7 - 13.2 - 13.3 - 12.9 - 12.6 - 12.6 - 12.7 - 13.2	13.0 - 24.9 - 37.9 - 51.1 - 63.8 - 77.0 - 90.3 - 103.2 - 115.8 - 128.4 - 141.1 - 154.3 (37.9-38.5)	2.0	140.0	1.0	6-7	5720.0	22.0
201101010108	芝	右	1200	晴	良	13:40	3歳以上500万下		2011-8-13	1	札幌	1	3歳以上500万下	[指](定量)	4	910	5	4	340	5	12	150	1	4-12	2090	6	4-12	780	7	4-6	1,530	20	6-12	640	4	4=>12	4700	17	4-6-12	4820	11	4=>12=>6	39730	93			(*7,11)(2,10,15)(5,6)16(1,3,9)12(4,14)8-13	11(7,2,10,15)6(1,9,16,12)(5,3,4)14,8,13	12.0 - 10.7 - 11.1 - 11.3 - 11.6 - 11.9	12.0 - 22.7 - 33.8 - 45.1 - 56.7 - 68.6 (33.8-34.8)	6.0	270.0	4.0	2-6	650.0	1.0
201101010109	ダ	右	1700	晴	良	14:15	3歳以上500万下		2011-8-13	1	札幌	1	3歳以上500万下	牝[指](定量)	3	860	4	3	290	4	10	200	2	3-10	2450	9	3-10	900	8	3-11	2,680	30	10-11	2,180	26	3=>10	5270	21	3-10-11	19890	57	3=>10=>11	105710	282	7,10(1,11)(2,13)3(5,6)12,4-9-8	7,10(1,11)(2,13)3,5(12,6)4,9-8	7,10(1,11)(2,13)(5,12,3,6)(4,9,8)	(*7,10)11(1,2)(5,3)12(4,9,13)6-8	6.9 - 11.2 - 12.3 - 12.7 - 12.8 - 12.6 - 12.8 - 12.3 - 12.9	6.9 - 18.1 - 30.4 - 43.1 - 55.9 - 68.5 - 81.3 - 93.6 - 106.5 (30.4-38.0)	11.0	690.0	9.0	3-7	2090.0	9.0
201101010110	芝	右	2000	晴	良	14:50	知床特別 		2011-8-13	1	札幌	1	3歳以上500万下	(混)(特指)(定量)	12	900	3	12	240	2	14	120	1	12-14	920	1	12-14	370	1	6-12	5,080	55	6-14	2,060	21	12=>14	2630	10	6-12-14	12690	44	12=>14=>6	70930	228	6,2,1(8,3,16)7,12(9,14)(5,10,15)-(4,13)-11	6,2(7,1)(8,16)(9,3)(5,12)(10,14,15)(4,13)11	(*6,11)-2(1,15)(7,8)(3,16)(9,12)(10,14)(5,13)4	(*6,11)(1,15)(8,3,12)(2,14)(7,9)(5,13)-(10,16)4	12.2 - 11.0 - 11.7 - 13.0 - 12.9 - 12.7 - 11.6 - 11.7 - 11.5 - 11.9	12.2 - 23.2 - 34.9 - 47.9 - 60.8 - 73.5 - 85.1 - 96.8 - 108.3 - 120.2 (34.9-35.1)	6.0	970.0	12.0	6-7	680.0	3.0
