rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	8		エンパイアペガサス	牡6	57.0		坂口裕一	1:42.0		9-8-4-1	38.8	2.7	2	545	-4		佐藤祐司		佐藤信廣	250.0
2	7	10		ヤマショウブラック	牡3	55.0		高松亮	1:42.0	ハナ	7-7-5-4	38.6	5.7	3	500	8		小林俊彦		山下勇	65.0
3	5	6		アドマイヤメテオ	セ8	57.0		山本政聡	1:42.2	1.1/2	8-9-8-5	38.6	106.3	7	458	-3		小西重征		松井淳二	35.0
4	7	9		ロジストーム	牡6	57.0		村上忍	1:42.6	2.1/2	5-5-3-2	39.6	1.6	1	562	7		千葉幸喜		岩渕瑞生	25.0
5	1	1		マーブルフラッシュ	牡5	57.0		鈴木祐	1:42.8	1.0	1-1-2-3	39.9	25.3	4	480	8		櫻田康二		西村專次	12.5
6	6	7		アルカサル	セ6	57.0		大坪慎	1:43.0	3/4	10-10-10-8	39.1	502.7	10	511	-4		工藤裕孝		結城喜一	
7	8	12		ミスティカル	牡4	57.0		山本聡哉	1:43.8	5.0	3-4-1-6	41.0	48.6	5	480	4		新田守		高橋昇市	
8	8	11		サンオークランド	牡5	57.0		高橋悠里	1:44.3	3.0	11-11-11-10	40.1	561.0	11	525	9		伊藤和		鶴谷厚子	
9	3	3		サレンティーナ	牡5	57.0		陶文峰	1:44.6	1.3/4	4-3-6-7	41.2	227.7	9	493	2		佐藤浩一		横山育生	
10	4	4		トブガゴトク	牡6	57.0		塚本涼人	1:44.8	3/4	2-2-7-9	41.7	173.5	8	520	-6		櫻田浩樹		松尾正	
11	2	2		ダイワリベラル	牡8	57.0		菅原俊吏	1:45.3	3.0	6-6-9-11	41.7	87.7	6	518	-6		伊藤和		鶴谷厚子	
取	5	5		パンプキンズ	牡3	55.0		菅原辰徳					---		計不			伊藤和忍		山中元夫	
