rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	10		エイシンヌチマシヌ	牝3	54.0		菅原辰徳	1:27.2		5-6	38.5	7.4	3	438	-9		板垣吉則		平井克彦	50.0
2	5	5		セイシークエンス	牝3	54.0		高橋悠里	1:27.5	1.3/4	1-1	39.5	1.7	1	472	2		佐々木由		金田成基	17.5
3	7	9		ウインディ	牝3	54.0		阿部英俊	1:27.8	1.3/4	3-4	39.5	40.3	6	443	0		千葉幸喜		新井原博	10.0
4	1	1		シビルノワール	牡3	56.0		坂口裕一	1:28.6	5.0	12-12	37.1	57.0	9	458	-3		工藤裕孝		廣松金次	5.0
5	6	8		エムワンシゲタ	牡3	56.0		関本淳	1:28.7	1/2	6-3	39.9	14.1	4	487	-7		晴山厚司		（株）マネジメント	2.5
6	3	3		ジュゼッペ	牡3	56.0		高松亮	1:28.7	クビ	11-9	38.5	84.8	10	448	2		小林俊彦		高橋清彦	
7	8	12		シンキングセンティ	牝3	54.0		山本聡哉	1:29.0	1.3/4	2-2	40.9	3.0	2	458	-9		佐藤浩一		佐藤貞夫	
8	2	2		シャイニードラゴン	牡3	56.0		南郷家全	1:29.5	3.0	8-8	39.7	17.9	5	434	-4		晴山厚司		小林昌志	
9	4	4		リュウノヒナコ	牝3	54.0		塚本涼人	1:30.1	4.0	4-5	41.6	53.5	7	461	0		酒井仁		蓑島竜一	
10	5	6		グリーンモンスター	牡3	56.0		岩本怜	1:30.2	3/4	8-10	40.3	177.2	12	460	2		畠山信一		鈴木雅俊	
11	6	7		ジオパークルーナ	牝3	54.0		山本政聡	1:30.9	4.0	10-11	40.9	162.8	11	446	-2		斉藤雄一		小関勝紀	
12	8	11		トマトヒメ	牝3	54.0		大坪慎	1:31.0	1/2	7-7	42.1	54.5	8	399	-8		橘友和		大田恭充	
