rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		マダムフィガロ	牝6	54.0		森泰斗	1:30.7		2-2-1-1	40.5	1.9	2	487	4		平山真希		（株）レックス	100.0
2	8	12		トーセンゴーランド	牡4	56.0		秋元耕成	1:32.2	7.0	8-5-4-4	40.4	38.7	5	465	4		横山保		稲原雄二	35.0
3	7	9		グランフルール	牝5	54.0		高橋哲也	1:32.3	クビ	5-4-3-3	40.7	15.3	3	498	7		稲葉道行		金井順一	20.0
4	7	10		アースヴィヴィアナ	牝6	54.0		内田利雄	1:32.8	2.1/2	1-1-2-2	42.6	1.8	1	521	6		箕輪武		松山増男	15.0
5	6	8		ボビン	牝4	54.0		保園翔也	1:33.5	3.0	7-7-6-5	41.0	157.8	9	426	-2		内野健二		長橋秀雄	10.0
6	2	2		メイクアノイズ	牝4	54.0		見越彬央	1:33.7	1.0	6-8-8-6	40.7	157.8	9	476	5		酒井一則		長澤宏美	
7	5	5		マイティーガール	牝4	54.0		山林堂信	1:33.9	1.0	11-11-11-10	39.9	145.0	8	479	4		池田孝		白井岳	
8	5	6		コルソ	牝5	54.0		野澤憲彦	1:34.1	1.0	12-12-9-8	40.5	68.9	6	447	8		佐々木清		佐々木総雄	
9	8	11		ネオエンジェル	牝4	54.0		国分祐仁	1:35.3	6.0	10-10-12-12	41.4	342.2	12	412	6		冨田敏男		坂田康雄	
10	6	7		ラクシュミー	牝5	54.0		岡村健司	1:35.6	1.1/2	4-6-7-9	43.0	162.8	11	452	12		酒井一則		成富直行	
11	4	4		クールジェンヌ	牝4	50.0		中島良美	1:36.0	2.0	3-3-5-7	43.9	27.4	4	452	8		海馬澤司		（同）ＪＰＮ技研	
12	3	3		コウヨウヒリュウ	牡8	56.0		町田直希	1:36.8	4.0	9-9-10-11	43.2	89.3	7	499	4		野口孝		内海雅之	
