waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015104560	レッドオルティス			05502	松井伸也	05551	石本孝博	456	-4
2	2	2017104025	ナオフラワー			05389	岩橋勇二	05364	柳澤好美	466	0
3	3	2017102331	プラチナヴルール			05371	亀井洋司	a0372	佐々木国	466	-2
4	4	2017106110	ラウスダケ			05054	坂下秀樹	05460	佐藤英明	438	0
5	5	2015101763	シャンハイグランデ			a0483	若杉朝飛	05025	谷口常信	472	2
5	6	2014100075	ローレルヴィクター			05088	馬渕繁治	05364	柳澤好美	478	-2
6	7	2013103662	ニットウダリア			05411	桑村真明	05615	佐久間雅	448	-4
6	8	2013101013	メサヴェルデ			05512	阪野学	a02a1	安田武広	484	10
7	9	2018102376	ユーティリティ			05534	石川倭	05509	米川昇	450	6
7	10	2016103429	スーパーヒル			a01ec	宮平鷹志	05025	谷口常信	472	-6
8	11	2011100984	ブラッドオレンジ			05477	黒澤愛斗	a02a1	安田武広	520	-2
8	12	2017102284	ニットウイロンデル			05492	阿部龍	a0264	千葉津代	416	4
