waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019104831	ルージュエヴァイユ	牝3	54.0	05386	戸崎圭	01133	黒岩		
2	2	2019105448	エリカヴィータ	牝3	54.0	01075	田辺	00399	国枝		
2	3	2019104483	パーソナルハイ	牝3	54.0	00733	吉田豊	01075	矢作		
3	4	2019104550	ストキャスティーク	牝3	54.0	01150	石川	01102	大竹		
3	5	2019104674	エバーハンティング	牝3	54.0	00422	内田博	01068	小島		
4	6	2019105298	マイシンフォニー	牝3	54.0	00666	武豊	01092	松永幹		
4	7	2019103211	ゴールデンアワー	牝3	54.0	01170	横山武	01169	加藤士		
5	8	2019105515	キタサンシュガー	牝3	54.0	01096	大野	01110	清水久		
5	9	2019105205	ラスール	牝3	54.0	05339	ルメール	01175	宮田		
6	10	2019105340	ホウオウバニラ	牝3	54.0	01140	横山和	01164	安田翔		
6	11	2019105976	トゥーサン	牝3	54.0	01092	津村	01176	吉岡		
7	12	2019103280	モチベーション	牝3	54.0	01188	永野	01080	清水英		
7	13	2019104982	ルージュスティリア	牝3	54.0	01014	福永	01055	藤原		
8	14	2019100637	シンシアウィッシュ	牝3	54.0	05212	Ｍデムーロ	01130	吉村		
8	15	2019105141	ヴァンルーラー	牝3	54.0	01093	藤岡佑	01176	吉岡		
