rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	4		ゴーゴーレイワ	牝4	55.0		幸英明	1:11.8		1-1	36.6	12.0	7	476	10		畑端省吾		上山牧	760.0
2	7	14		サウンドワイズ	牝4	54.0		亀田温心	1:11.8	アタマ	3-3	36.3	6.1	3	480	2		高柳大輔		増田雄一	300.0
3	2	3		クリノクノイチ	牝6	55.0		森裕太朗	1:11.9	クビ	3-5	36.4	7.9	5	462	-2		中尾秀正		栗本博晴	190.0
4	5	9		セントクリーガー	牝4	53.0		泉谷楓真	1:12.3	2.1/2	14-12	36.1	3.3	1	492	-2		上村洋行		中居路博	110.0
5	7	13		タガノブディーノ	牝6	55.0		国分恭介	1:12.5	1.1/4	16-15	35.9	6.9	4	492	-2		五十嵐忠		八木良司	76.0
6	4	7		ミヤコシスター	牝4	55.0		鮫島克駿	1:12.6	クビ	2-2	37.3	75.0	11	468	-2		浅見秀一		若草クラブ	
7	3	5		エヌワイパフューム	牝5	55.0		吉田隼人	1:12.8	1.1/4	10-9	36.9	42.7	9	522	0		伊坂重信		サンアンドコム	
8	4	8		アテンフェアリー	牝5	55.0		岩部純二	1:12.8	アタマ	7-7	37.1	74.8	10	478	0		萱野浩二		齊藤直信	
9	1	1		オメガドーヴィル	牝5	55.0		和田竜二	1:12.9	1/2	7-7	37.1	4.9	2	410	-6		高柳瑞樹		原禮子	
10	6	11		エルメーム	牝4	55.0		松若風馬	1:13.4	3.0	6-6	37.8	108.2	14	472	-8		高木登		ラ・メール	
11	1	2		プラットフォーマー	牝4	55.0		池添謙一	1:13.5	クビ	3-3	38.0	10.3	6	446	-6		新谷功一		中村政夫	
12	3	6		リュクスレジェンド	牝4	51.0		古川奈穂	1:13.6	3/4	14-12	37.4	83.1	12	440	0		庄野靖志		田畑憲士	
13	8	15		メイショウゼッケイ	牝5	52.0		小沢大仁	1:14.2	3.1/2	13-15	38.1	24.0	8	430	8		梅田智之		松本好雄	
14	5	10		メイショウハナグシ	牝5	55.0		酒井学	1:14.2	ハナ	10-9	38.3	101.1	13	470	-4		飯田祐史		松本好雄	
15	6	12		タンレイ	牝5	55.0		井上敏樹	1:14.3	クビ	7-9	38.5	122.0	15	446	2		高橋文雅		長島利治	
16	8	16		ステラディウス	牝4	52.0		秋山稔樹	1:15.3	6.0	10-14	39.4	136.3	16	478	10		蛯名利弘		ノルマンディーサラブレッドレーシング	
