waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017104000	ユキノグローリー	牡4	57.0	01062	川島	01049	南井	492	0
1	2	2016106245	カルロスミノル	牡5	57.0	01034	酒井	01078	北出	484	-2
2	3	2017102543	アフィラトゥーラ	牡4	57.0	01168	富田	01142	森田	498	0
2	4	2014103170	レッドゼノン	牡7	57.0	01171	西村淳	01181	茶木	472	4
3	5	2018103005	テイエムマジック	牡3	54.0	01138	藤懸	01111	鈴木孝	496	-8
3	6	2016100201	キョウワウォール	牡5	57.0	01141	中井	01050	飯田雄	468	-4
4	7	2016103950	ヒミノブルー	牡5	57.0	05203	岩田康	01158	寺島	530	0
4	8	2018104527	タイセイアゲイン	牡3	54.0	01154	松若	01149	松下	472	0
5	9	2014103394	ハイパーノヴァ	セ7	57.0	01019	秋山真	01032	大根田	488	0
5	10	2017103276	タケルラスティ	牡4	57.0	00732	幸	01075	矢作	494	-14
6	11	2016100368	オンワードセルフ	牡5	57.0	01152	小崎	01107	村山	482	-6
6	12	2014100750	マイネルブロッケン	牡7	57.0	01125	国分優	00422	五十嵐	444	14
7	13	2017100047	スエーニョブランコ	牝4	55.0	01174	岩田望	01168	上村	518	18
7	14	2017104814	ファンキーゴールド	牡4	57.0	01088	川田	01164	安田翔	456	-4
8	15	2016100854	デンコウハピネス	牝5	55.0	01157	鮫島駿	01170	坂口	448	4
8	16	2015104860	スラッシュメタル	セ6	57.0	01178	斎藤	01185	小林	440	-8
