日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/19	小雨	10	16	7	13	56.4	10	6	54.0	良	1:24.7	0.9	3-3	34.5-37.1	37.7	阪神	202209010310	播磨S(3勝クラス)	202209010310	01124	ダ	1400	520	2	0.0
2021/11/21	曇	12	16	3	5	15.7	7	15	57.0	良	1:26.0	1.9	6-6	34.8-37.3	38.6	阪神	202109050612	姫路S(3勝クラス)	202109050612	01154	ダ	1400	518	4	0.0
2021/11/06	晴	10	15	5	10	14.4	7	4	54.0	良	1:11.9	0.9	8-7	34.4-36.6	36.3	阪神	202109050110	安芸S(3勝クラス)	202109050110	01154	ダ	1200	514	2	270.0
2021/10/24	曇	12	16	2	4	5.8	2	9	57.0	良	1:24.8	0.8	4-4	35.1-36.5	37.0	阪神	202109040612	天王寺S(3勝クラス)	202109040612	00732	ダ	1400	512	-4	0.0
2021/10/03	晴	12	15	5	10			除	57.0	稍				34.1-36.3		中山	202106040912	外房S(3勝クラス)	202106040912	05386	ダ	1200	512	-4	0.0
2021/09/26	雨	10	16	6	12	48.1	12	5	55.0	不	1:23.1	0.7	7-7	33.9-36.9	37.0	中京	202107050710	桶狭間S(3勝クラス)	202107050710	00732	ダ	1400	516	4	182.0
2021/05/23	晴	11	16	1	2	14.6	8	16	57.0	稍	1:15.5	4.4	2-2	33.8-37.3	41.6	中京	202107030611	大垣S(3勝クラス)	202107030611	01093	ダ	1200	512	-4	0.0
2021/04/17	雨	10	16	8	16	7.5	3	16	57.0	不	1:13.7	2.9	5-8	33.9-36.9	38.9	阪神	202109020710	陽春S(3勝クラス)	202109020710	05339	ダ	1200	516	0	0.0
2021/03/27	晴	9	16	6	11	10.7	4	3	57.0	良	1:11.6	0.4	2-2	34.4-36.8	37.2	中山	202106030109	春風S(3勝クラス)	202106030109	01077	ダ	1200	516	-4	464.9
2021/03/13	曇	11	16	3	5	4.8	2	14	57.0	不	1:25.5	2.3	3-3	33.7-38.1	40.0	中京	202107020111	中京スポーツ杯(3勝クラス)	202107020111	01095	ダ	1400	520	10	0.0
2020/12/26	晴	12	16	4	8	2.7	1	1	56.0	良	1:24.5	-0.3	3-3	35.2-37.2	36.8	阪神	202009060712	3歳以上2勝クラス	202009060712	01126	ダ	1400	510	-2	1100.0
2020/12/06	晴	12	16	3	5	4.1	1	2	56.0	良	1:24.3	0.1	1-1	35.0-37.0	37.1	中京	202007030212	鳴海特別(2勝クラス)	202007030212	01126	ダ	1400	512	-2	611.0
2020/11/14	晴	7	16	4	7	4.4	1	1	56.0	良	1:25.0	-0.1	3-2	34.5-38.3	38.2	阪神	202009050307	3歳以上1勝クラス	202009050307	01126	ダ	1400	514	14	760.0
2020/04/19	曇	5	16	5	9	3.1	1	4	56.0	重	1:25.0	0.7	2-1	34.7-37.3	37.9	阪神	202009020805	3歳1勝クラス	202009020805	01163	ダ	1400	500	-2	110.0
2020/04/05	晴	2	16	8	16	2.2	1	1	56.0	良	1:25.1	-0.4	2-1	35.0-37.9	37.8	阪神	202009020402	3歳未勝利	202009020402	01126	ダ	1400	502	0	510.0
2020/01/26	曇	3	11	7	8	2.6	2	4	56.0	重	1:55.9	0.9	1-1-1-1	38.8-38.1	39.0	京都	202008010903	3歳未勝利	202008010903	01126	ダ	1800	502	-2	77.0
2020/01/05	曇	5	16	2	3	4.9	2	9	56.0	良	1:37.8	1.2	1-2	34.6-37.2	38.4	京都	202008010105	3歳未勝利	202008010105	01126	芝	1600	504	2	0.0
2019/12/08	晴	5	9	4	4	6.9	4	2	55.0	良	1:48.6	0.1	1-1	36.2-33.7	33.8	阪神	201909050405	2歳新馬	201909050405	01126	芝	1800	502	0	280.0
