日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/20	曇	12	16	3	5	183.3	16	14	55.0	重	1:25.1	1.4	10-11	35.7-35.4	36.1	東京	202205010812	大島特別(2勝クラス)	202205010812	00689	ダ	1400	458	-2	0.0
2021/12/26	晴	8	16	7	13	132.8	13	12	55.0	良	1:12.6	1.1	15-14	33.9-37.6	37.4	中山	202106050808	冬至特別(2勝クラス)	202106050808	00689	ダ	1200	460	8	0.0
2021/10/09	曇	12	13	7	11	122.2	12	13	55.0	良	1:23.9	2.0	2-2	36.3-34.1	35.9	東京	202105040112	3歳以上2勝クラス	202105040112	01179	芝	1400	452	-2	0.0
2021/09/18	曇	10	14	7	12	96.8	14	14	55.0	重	1:36.6	1.4	5-2-2	36.9-34.3	35.6	中山	202106040310	御宿特別(2勝クラス)	202106040310	01162	芝	1600	454	2	0.0
2021/06/06	晴	12	16	6	11	71.4	12	15	55.0	重	1:38.4	2.9	16-16	34.5-37.0	38.3	東京	202105030212	小金井特別(2勝クラス)	202105030212	01118	ダ	1600	452	2	0.0
2021/05/22	雨	12	13	5	7	31.0	9	8	55.0	稍	1:37.7	1.0	13-13	35.2-37.3	37.1	東京	202105020912	4歳以上2勝クラス	202105020912	01118	ダ	1600	450	6	0.0
2021/03/14	晴	9	11	1	1	34.6	7	10	55.0	重	1:53.0	1.4	9-9-10-10	38.6-38.0	37.8	中山	202106020609	房総特別(2勝クラス)	202106020609	00733	芝	1800	444	2	0.0
2020/11/29	曇	10	16	7	14	19.1	6	13	52.0	良	1:37.9	1.3	8-7	35.4-36.7	37.3	東京	202005050910	シャングリラ賞(2勝クラス)	202005050910	01174	ダ	1600	442	2	0.0
2020/10/04	曇	4	13	4	5	3.4	2	1	53.0	良	1:53.6	-0.2	10-10-10-7	37.0-39.3	38.0	中山	202006040904	3歳以上1勝クラス	202006040904	01122	ダ	1800	440	-2	760.0
2020/06/27	曇	2	16	1	2	1.9	1	1	54.0	稍	1:38.1	0.0	7-4	35.8-37.3	36.6	東京	202005030702	3歳未勝利	202005030702	01122	ダ	1600	442	0	510.0
2020/06/14	曇	1	16	1	2	5.7	3	2	54.0	不	1:37.6	0.3	15-15	34.8-38.0	36.6	東京	202005030401	3歳未勝利	202005030401	01122	ダ	1600	442	8	200.0
2020/05/23	曇	5	18	2	3	11.0	5	6	52.0	良	1:34.4	1.2	16-17	34.4-34.2	33.9	東京	202005020905	3歳未勝利	202005020905	01167	芝	1600	434	0	0.0
2020/05/03	晴	4	16	7	13	8.0	3	6	54.0	良	1:36.3	0.7	10-10	36.6-33.4	33.2	東京	202005020404	3歳未勝利	202005020404	01043	芝	1600	434	2	0.0
2020/02/22	晴	5	16	5	10	6.0	3	6	54.0	良	1:36.2	1.1	2-2	35.8-35.3	36.3	東京	202005010705	3歳未勝利	202005010705	00733	芝	1600	432	-4	0.0
2020/02/01	晴	5	16	4	8	5.1	2	2	54.0	良	1:36.6	0.1	5-5	36.2-34.7	34.2	東京	202005010105	3歳未勝利	202005010105	01043	芝	1600	436	-2	200.0
2019/12/28	晴	1	16	4	7	4.0	1	6	54.0	良	1:13.7	1.0	10-10	34.5-38.2	38.0	中山	201906050901	2歳未勝利	201906050901	01043	ダ	1200	438	0	0.0
2019/11/03	曇	3	9	8	9	4.9	2	2	54.0	良	1:23.2	0.6	8-8	36.8-33.4	33.1	東京	201905050203	2歳未勝利	201905050203	01043	芝	1400	438	6	200.0
2019/10/05	晴	5	18	5	10	102.2	10	2	54.0	良	1:36.6	0.1	14-13	35.5-35.0	34.3	東京	201905040105	2歳新馬	201905040105	01043	芝	1600	432	0	280.0
