	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201843011501	ダ	左	1200	晴	良	11:00	2018年船橋ケイバ		2018-1-15	10	船橋	1			4	620	5	4	160	4	3	130	1	5.0	130	2.0	3-4	1580.0	6.0	3-4	1670	8	3-4	440	9	4-5	250	1	3-5	260	3	4=>3	2600.0	11.0	4=>3	2630	11	3-4-5	800	2	4=>3=>5	6920	24		2548610139.0	5102486139.0	5104286139.0	13.1 - 12.0 - 12.6 - 13.3 - 13.6 - 13.2	13.1 - 25.1 - 37.7 - 51.0 - 64.6 - 77.8 (37.7-40.1)
201843011502	ダ	左	1500	晴	良	11:30	3歳三		2018-1-15	10	船橋	1	108.5万円以上160万円未満		10	160	1	10	120	1	7	440	6	6.0	1,130	10.0	6-7	1060.0	4.0	7-10	1530	5	7-10	700	7	6-10	1,320	15	6-7	9,680	51	7=>6	1240.0	5.0	10=>7	1800	7	6-7-10	20030	55	10=>7=>6	52070	139	812210141176953.0	812210111476593.0	(8,12),10,(2,11),(4,1),7,6,5,9,3	101281124176539.0	7.1 - 12.0 - 12.9 - 13.5 - 13.0 - 12.7 - 14.0 - 14.1	7.1 - 19.1 - 32.0 - 45.5 - 58.5 - 71.2 - 85.2 - 99.3 (32.0-40.8)
201843011503	ダ	左	1500	晴	良	12:00	3歳二		2018-1-15	10	船橋	1	160万円以上291万円未満		11	190	1	11	110	1	7	400	9	3.0	200	2.0	6-8	670.0	2.0	7-11	1970	8	7-11	720	8	3-11	230	1	3-7	1,400	19	8=>6	1050.0	3.0	11=>7	2800	10	3-7-11	3040	9	11=>7=>3	11360	23	561011293281174.0	561019123811724.0	5,12,(6,10,3),9,(1,8),11,7,4-2	5,12,3,6,9,10,8,11,1,7,4=2	7.1 - 11.7 - 12.7 - 13.1 - 12.8 - 12.6 - 13.8 - 14.0	7.1 - 18.8 - 31.5 - 44.6 - 57.4 - 70.0 - 83.8 - 97.8 (31.5-40.4)
201843011701	ダ	左	1200	曇	良	11:00	ふなばしセレクション		2018-1-17	10	船橋	3	76万円以上108.5万円未満		3	670	5	3	160	3	5	180	5	6.0	130	1.0				3-5	1360	7	3-5	450	7	3-6	280	2	5-6	290	4				3=>5	2720	16	3-5-6	1180	4	3=>5=>6	8260	29		42865173.0	4,2,8,6,(1,5),7,3	42865713	12.6 - 11.6 - 12.2 - 13.0 - 13.9 - 14.0	12.6 - 24.2 - 36.4 - 49.4 - 63.3 - 77.3 (36.4-40.9)
201843011702	ダ	左	1200	曇	良	11:30	1月は美味しい新海苔		2018-1-17	10	船橋	3			12	520	3	12	170	3	11	120	2	2.0	110	1.0	8-8	1530.0	6.0	11-12	1390	4	11-12	460	4	2-12	410	3	2-11	250	1	8=>8	1140.0	5.0	12=>11	2520	9	2-11-12	910	1	12=>11=>2	6590	10		246121983711510.0	246121118395107.0	212461111083957.0	13.1 - 11.9 - 12.1 - 12.7 - 13.3 - 13.5	13.1 - 25.0 - 37.1 - 49.8 - 63.1 - 76.6 (37.1-39.5)
201843011703	ダ	左	1500	曇	良	12:00	地産地消やきとりのキ		2018-1-17	10	船橋	3			3	360	2	3	130	2	7	110	1	2.0	170	4.0	3-6	350.0	1.0	3-7	380	1	3-7	180	1	2-3	480	8	2-7	280	3	3=>6	870.0	3.0	3=>7	1070	3	2-3-7	820	3	3=>7=>2	5200	16	3612217411510.0	3612127411510.0	3,6,1,(2,12),7,11,4,5,10	3672111451210	7.0 - 12.7 - 13.2 - 13.3 - 13.1 - 13.2 - 12.8 - 13.3	7.0 - 19.7 - 32.9 - 46.2 - 59.3 - 72.5 - 85.3 - 98.6 (32.9-39.3)
201843011704	ダ	左	1600	曇	良	12:30	アジュディミツオー・ 		2018-1-17	10	船橋	3	291万円以上		11	820	3	11	300	3	8	1,420	12	3.0	780	9.0	5-7	2600.0	10.0	8-11	20220	41	8-11	6,060	46	3-11	4,040	37	3-8	16,450	67	7=>5	7590.0	20.0	11=>8	42080	76	3-8-11	134460	195	11=>8=>3	1162200	1090	1.011128713295436e+16	1.011812721359436e+16	10111287213593614	10118122713359164	12.8 - 11.8 - 12.8 - 13.3 - 13.1 - 13.3 - 13.9 - 14.0	12.8 - 24.6 - 37.4 - 50.7 - 63.8 - 77.1 - 91.0 - 105.0 (37.4-41.2)
201843020501	ダ	左	1200	晴	稍重	11:00	C3　四歳選定		2018-2-5	11	船橋	1			9	370	2	9	100	2	1	100	1	4.0	620	9.0	1-7	190.0	1.0	1-9	170	2	1-9	120	1	4-9	1,140	21	1-4	790	15	7=>1	290.0	1.0	9=>1	490	3	1-4-9	1560	5	9=>1=>4	5710	21		569241108711.0	569274110811.0	569274110811.0	13.4 - 12.8 - 13.2 - 13.2 - 13.5 - 13.1	13.4 - 26.2 - 39.4 - 52.6 - 66.1 - 79.2 (39.4-39.8)
201843020502	ダ	左	1200	晴	稍重	11:30	C3十　十一ア		2018-2-5	11	船橋	1			7	120	1	7	100	1	2	200	3	8.0	750	9.0	2-6	470.0	2.0	2-7	520	2	2-7	250	2	7-8	1,800	19	2-8	4,030	28	6=>2	650.0	2.0	7=>2	670	2	2-7-8	7990	23	7=>2=>8	15400	44		259811031247116.0	2,9,8,(5,1),10,7,12,3,(4,11),6	2,9,8,1,7,10,5,12,3,11,4-6	12.9 - 11.9 - 12.6 - 13.2 - 12.9 - 13.3	12.9 - 24.8 - 37.4 - 50.6 - 63.5 - 76.8 (37.4-39.4)
201843020503	ダ	左	1200	晴	稍重	12:00	C3十　十一イ		2018-2-5	11	船橋	1			8	130	1	8	110	1	12	340	6	5.0	340	7.0	6-8	870.0	5.0	8-12	1220	6	8-12	450	5	5-8	930	9	5-12	4,690	38	6=>8	930.0	5.0	8=>12	1570	5	5-8-12	8150	27	8=>12=>5	18270	59		352812196117104.0	3,5,(2,8),(9,12),6,11,1,(7,10),4	358122961111074	13.1 - 12.0 - 12.4 - 13.0 - 13.3 - 14.0	13.1 - 25.1 - 37.5 - 50.5 - 63.8 - 77.8 (37.5-40.3)
201843020601	ダ	左	1200	晴	稍重	11:00	3歳五		2018-2-6	11	船橋	2	40万円以上68万円未満		3	390	2	3	120	2	6	160	3	9.0	110	1.0	3-5	1530.0	7.0	3-6	1070	4	3-6	360	3	3-9	190	1	6-9	230	2	3=>5	2210.0	10.0	3=>6	2190	8	3-6-9	550	1	3=>6=>9	3010	5		391112572461081.0	3,9,11,12,7,6,(5,4),1,(2,10),8	391161274121085	12.7 - 11.9 - 12.4 - 12.7 - 13.3 - 13.4	12.7 - 24.6 - 37.0 - 49.7 - 63.0 - 76.4 (37.0-39.4)
201843020602	ダ	左	1200	晴	稍重	11:30	3歳四		2018-2-6	11	船橋	2	68万円以上108万円未満		3	390	2	3	120	2	7	100	1	6.0	130	3.0				3-7	540	3	3-7	180	1	3-6	370	6	6-7	220	3				3=>7	1400	6	3-6-7	670	2	3=>7=>6	4920	14		36741582.0	36714582.0	37681425.0	12.7 - 12.1 - 12.4 - 12.4 - 13.2 - 14.2	12.7 - 24.8 - 37.2 - 49.6 - 62.8 - 77.0 (37.2-39.8)
201843020603	ダ	左	1500	晴	稍重	12:00	C3八　九		2018-2-6	11	船橋	2			6	340	1	6	170	4	1	420	8	5.0	170	2.0	1-5	1170.0	6.0	1-6	1700	7	1-6	760	8	5-6	380	1	1-5	850	10	5=>1	1740.0	9.0	6=>1	3000	11	1-5-6	2170	3	6=>1=>5	10970	18	126131141052897.0	126135114102897.0	(12,6),1,5,(3,11),2,10,4,8,9,7	126151110324897	7.1 - 13.0 - 13.8 - 13.8 - 13.3 - 12.9 - 13.1 - 13.6	7.1 - 20.1 - 33.9 - 47.7 - 61.0 - 73.9 - 87.0 - 100.6 (33.9-39.6)
201843020604	ダ	左	1200	晴	稍重	12:30	C3八　九		2018-2-6	11	船橋	2			12	310	2	12	120	1	8	150	3	11.0	130	2.0	6-8	350.0	1.0	8-12	870	2	8-12	310	3	11-12	250	1	8-11	430	7	8=>6	590.0	2.0	12=>8	1360	3	8-11-12	970	2	12=>8=>11	5740	9		111473968101225.0	11,1,(4,7),3,12,9,6,10,8,2,5	111124731096825	12.4 - 12.2 - 12.5 - 12.7 - 12.9 - 14.2	12.4 - 24.6 - 37.1 - 49.8 - 62.7 - 76.9 (37.1-39.8)
201843020605	ダ	左	1200	晴	稍重	13:00	C3　選抜馬		2018-2-6	11	船橋	2			8	100	1	8	100	1	7	110	2	4.0	180	4.0	6-6	180.0	1.0	7-8	170	1	7-8	110	1	4-8	280	3	4-7	480	7	6=>6	160.0	1.0	8=>7	220	1	4-7-8	580	2	8=>7=>4	1000	2		341129521011786.0	3,4,12,1,(9,8),5,2,11,7,10,6	341281795102116	12.6 - 12.3 - 12.8 - 12.8 - 12.6 - 13.3	12.6 - 24.9 - 37.7 - 50.5 - 63.1 - 76.4 (37.7-38.7)
201843020606	ダ	左	1500	晴	稍重	13:30	C2六　七		2018-2-6	11	船橋	2			10	3320	8	10	870	8	9	900	9	7.0	300	3.0	7-8	500.0	3.0	9-10	43330	44	9-10	8,180	43	7-10	3,860	34	7-9	3,150	28	8=>7	1650.0	7.0	10=>9	133750	88	7-9-10	96320	112	10=>9=>7	738120	625	8102671511349.0	8102671115934.0	8,10,(6,9),(2,7,4),11,5,(1,3)	8109647112513	7.0 - 12.5 - 13.0 - 12.8 - 12.6 - 12.5 - 13.5 - 14.5	7.0 - 19.5 - 32.5 - 45.3 - 57.9 - 70.4 - 83.9 - 98.4 (32.5-40.5)
201843020607	ダ	左	1200	晴	稍重	14:00	C2六　七		2018-2-6	11	船橋	2			10	1460	8	10	390	7	9	340	5	7.0	350	6.0	7-8	2710.0	13.0	9-10	5690	25	9-10	1,310	22	7-10	1,520	25	7-9	1,250	21	8=>7	6090.0	22.0	10=>9	11310	50	7-9-10	13430	50	10=>9=>7	67290	241		3419106281157.0	3,4,9,6,(1,10),2,8,5,7,11	4936102718511	12.7 - 11.8 - 12.1 - 12.5 - 13.3 - 13.6	12.7 - 24.5 - 36.6 - 49.1 - 62.4 - 76.0 (36.6-39.4)
201843020608	ダ	左	1500	晴	稍重	14:30	C2四		2018-2-6	11	船橋	2			3	170	1	3	120	1	2	120	2	10.0	500	9.0	2-3	250.0	1.0	2-3	220	1	2-3	170	1	3-10	1,140	14	2-10	1,630	21	3=>2	410.0	1.0	3=>2	450	1	2-3-10	2800	8	3=>2=>10	8180	20	527113819106124.0	527113811096124.0	5,2,7,3,(1,8,11),10,9,6,12,4	523718109612411	7.1 - 12.3 - 12.9 - 12.9 - 12.8 - 12.9 - 13.5 - 13.5	7.1 - 19.4 - 32.3 - 45.2 - 58.0 - 70.9 - 84.4 - 97.9 (32.3-39.9)
201843020609	ダ	左	1200	晴	稍重	15:05	浜風スプリント 		2018-2-6	11	船橋	2			8	530	3	8	190	3	4	430	8	9.0	160	2.0	4-6	4850.0	16.0	4-8	5650	25	4-8	1,430	22	8-9	390	2	4-9	1,150	17	6=>4	9080.0	27.0	8=>4	8320	35	4-8-9	5350	17	8=>4=>9	49270	182		891134107121526.0	(8,9),(11,10),(3,4,12),7,(1,5),6,2	891110124371562	12.6 - 12.1 - 11.8 - 11.9 - 13.0 - 13.2	12.6 - 24.7 - 36.5 - 48.4 - 61.4 - 74.6 (36.5-38.1)
201843020610	ダ	左	1600	晴	稍重	15:40	ベストレイン特別 		2018-2-6	11	船橋	2	(別定)		9	220	1	9	140	2	6	230	4	7.0	360	5.0	5-7	580.0	2.0	6-9	960	3	6-9	430	5	7-9	1,080	13	6-7	2,250	25	7=>5	820.0	2.0	9=>6	1220	4	6-7-9	7510	27	9=>6=>7	19920	59	985121123671014.0	985121126371104.0	9,8,(12,6,7),5,11,3,(2,4),(1,10)	967851123121410	12.8 - 12.5 - 13.8 - 13.7 - 12.8 - 12.8 - 13.5 - 13.1	12.8 - 25.3 - 39.1 - 52.8 - 65.6 - 78.4 - 91.9 - 105.0 (39.1-39.4)
201843020701	ダ	左	1500	晴	稍重	11:00	黄梅賞		2018-2-7	11	船橋	3			3	300	2	3	110	1	11	130	3	4.0	110	2.0	3-8	570.0	3.0	3-11	880	3	3-11	290	3	3-4	170	1	4-11	280	2	3=>8	1210.0	4.0	3=>11	1590	5	3-4-11	670	1	3=>11=>4	4760	8	761245231018119.0	674125321101189.0	674351211210918	673451129121018	7.2 - 12.1 - 12.7 - 13.6 - 13.6 - 14.0 - 14.0 - 13.9	7.2 - 19.3 - 32.0 - 45.6 - 59.2 - 73.2 - 87.2 - 101.1 (32.0-41.9)
201843020702	ダ	左	1500	晴	稍重	11:30	C3六　七		2018-2-7	11	船橋	3			7	590	3	7	130	3	11	120	2	6.0	100	1.0	6-8	1120.0	5.0	7-11	1480	6	7-11	330	5	6-7	180	2	6-11	170	1	6=>8	2090.0	9.0	7=>11	3070	11	6-7-11	480	1	7=>11=>6	6620	22	681251141019732.0	681251174101923.0	671281151049123	671112891041532	7.0 - 12.9 - 13.3 - 13.0 - 12.1 - 12.7 - 13.2 - 14.0	7.0 - 19.9 - 33.2 - 46.2 - 58.3 - 71.0 - 84.2 - 98.2 (33.2-39.9)
201843020703	ダ	左	1200	晴	稍重	12:00	C3六　七		2018-2-7	11	船橋	3			2	270	2	2	120	2	8	110	1	9.0	150	4.0	2-6	340.0	1.0	2-8	330	1	2-8	190	1	2-9	280	3	8-9	240	2	2=>6	700.0	1.0	2=>8	650	1	2-8-9	480	1	2=>8=>9	1580	1		271114951286103.0	2,7,1,11,9,5,(12,6),4,8,10-3	2,7,1,11,9,5,12,6,8,10,4-3	12.2 - 12.0 - 12.2 - 12.6 - 12.7 - 14.0	12.2 - 24.2 - 36.4 - 49.0 - 61.7 - 75.7 (36.4-39.3)
201843020704	ダ	左	1200	晴	稍重	12:30	C2八　九		2018-2-7	11	船橋	3			6	110	1	6	100	1	2	140	3	9.0	150	4.0	2-5	340.0	1.0	2-6	290	1	2-6	150	1	6-9	170	2	2-9	390	5	5=>2	450.0	1.0	6=>2	380	1	2-6-9	570	1	6=>2=>9	1250	1		681129371210154.0	681129371241051.0	682119374125101.0	12.6 - 11.6 - 11.9 - 12.3 - 13.1 - 13.7	12.6 - 24.2 - 36.1 - 48.4 - 61.5 - 75.2 (36.1-39.1)
201843020705	ダ	左	1500	晴	稍重	13:00	成田漬物☆ちょい辛小		2018-2-7	11	船橋	3			9	830	4	9	230	4	3	190	2	1.0	320	5.0	3-7	2040.0	8.0	3-9	1700	6	3-9	530	6	1-9	1,590	20	1-3	1,240	14	7=>3	3730.0	13.0	9=>3	4160	12	1-3-9	8340	27	9=>3=>1	50500	130	124869721110315.0	128647291110315.0	127861191104325	812769111310254	6.9 - 11.9 - 12.1 - 13.0 - 12.8 - 12.8 - 13.9 - 14.1	6.9 - 18.8 - 30.9 - 43.9 - 56.7 - 69.5 - 83.4 - 97.5 (30.9-40.8)
