waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018100463	セイエクシード			05540	達城龍次	05674	米田英世	479	0
2	2	2018101094	カラフルライフ			05399	和田譲治	05622	宗形竹見	433	3
3	3	2018103243	ジャストドリーム			a0485	菅原涼太	05407	赤嶺本浩	476	-8
4	4	2018102852	ウエノマルメロディ			05599	池谷匠翔	a01e7	井上弘之	411	3
5	5	2018100083	エスプリジャスミン			a02d8	瀬川将輝	a0239	澤佳宏	442	10
5	6	2018103342	サワヤカプリンセス			05524	笹川翼	05673	森下淳平	451	0
6	7	2018106424	エスクロー			a021f	石川駿介	05503	上杉昌宏	380	-7
6	8	2018106422	レイオブホープ			a025f	安藤洋一	a0254	橋本和馬	429	-8
7	9	2018102319	マノデピエドラ			05342	森泰斗	00979	三坂盛雄	493	0
7	10	2018103940	ヒストリー			a0260	中村尚平	a02b3	庄子昭彦	473	3
8	11	2018101225	リコーテンザン			05590	藤本現暉	05655	蛯名雄太	492	2
8	12	2018103008	ネムリヒメ			a0277	千田洋	a0279	納谷和玖	436	-2
