waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017103407	アスラーダ			a0188	藤江渉	a0185	横山保	475	0
2	2	2016100544	コーラル			a01f3	半澤慶実	05591	工藤伸輔	454	-6
3	3	2016105088	アイスバーグアリー			05549	張田昂	a02a6	平山真希	448	-4
4	4	2017106173	アトレッド			a02c3	寺島憂人	a0185	横山保	436	1
5	5	2016101447	トラサン			05397	吉留孝司	05462	小林真治	501	11
6	6	2015101492	サクラノハナビラ			a017e	高橋哲也	a0188	牛房栄吉	428	7
6	7	2015102074	マイヨヴェール			05595	福原杏	05656	柘榴浩樹	551	-10
7	8	2017104482	グレイトハンター			05553	保園翔也	05609	小久保智	535	-11
7	9	2016105135	シルヴァーイーグル			a017d	橋本直哉	a0179	岡田一男	524	2
8	10	2016105312	サンビンガムトン			a02c4	見越彬央	05656	柘榴浩樹	516	3
8	11	2017101392	キョウワビースト			05347	秋元耕成	05101	山越光	527	9
