	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201430042301	ダ	右	1700	晴	良	14:40	3歳条件　未勝利		2014-4-23	1	門別	1	(馬齢)		1.0	330.0	2.0	1.0	150.0	3.0	3.0	130	1.0	1-3	430.0	3.0	1-3	240	3.0	1-2	600	8.0	2-3	680	9.0	1=>3	1370.0	6.0	1-2-3	1270.0	6.0	1=>3=>2	6050.0	24.0	(4,5),6,3,2,1	456321.0	1,(4,5,3),2,6	1,(5,3),4,2,6								
201430042302	ダ	右	1000	晴	良	15:10	C4　ー5		2014-4-23	1	門別	1	(馬齢)		8.0	230.0	1.0	8.0	100.0	1.0	5.0	120	2.0	5-8	310.0	1.0	5-8	200	1.0	1-8	490	7.0	1-5	500	8.0	8=>5	440.0	1.0	1-5-8	1660.0	6.0	8=>5=>1	4900.0	12.0			(2,4),5,1,3,(8,7),6	2,4,5,1,8,3,(6,7)			1.0	210.0	6.0			
201430042303	ダ	右	1200	晴	良	15:40	C4　ー3		2014-4-23	1	門別	1	(馬齢)		2.0	410.0	2.0	2.0	160.0	2.0	8.0	260	5.0	2-8	2530.0	8.0	2-8	390	4.0	1-2	460	6.0	1-8	500	7.0	2=>8	5490.0	16.0	1-2-8	2810.0	11.0	2=>8=>1	19180.0	62.0			9,(1,3,4,5),7,8,6,2	9,(1,3,5),7,(6,4,8,2)			1.0	190.0	3.0	2-8	1640.0	8.0
201430042304	ダ	右	1700	晴	良	16:10	C4　ー3		2014-4-23	1	門別	1	(馬齢)		2.0	520.0	4.0	2.0	170.0	1.0	4.0	410	5.0	2-4	1420.0	9.0	2-4	540	10.0	2-3	280	2.0	3-4	500	8.0	2=>4	3360.0	17.0	2-3-4	1660.0	10.0	2=>4=>3	10170.0	50.0	7,(3,4),(1,2,5,6)	7,3,4,(1,2,5,6)	3,7,4,2,(5,6),1	(3,4),2,7,(5,6),1								
201430042305	ダ	右	1200	晴	良	16:45	3歳条件　4ー2		2014-4-23	1	門別	1	(馬齢)		5.0	2880.0	7.0	5.0	290.0	4.0	8.0	130	1.0	5-8	1620.0	7.0	5-8	880	10.0	5-6	1,330	18.0	6-8	440	5.0	5=>8	7550.0	23.0	5-6-8	3870.0	16.0	5=>8=>6	40810.0	138.0			4,7,9,(3,1,6),(5,8)	4,(7,9),(3,6),(1,8),5			6.0	300.0	5.0	5-8	1030.0	4.0
201430042307	ダ	右	1200	晴	良	17:50	C3　ー2		2014-4-23	1	門別	1	(馬齢)		3.0	520.0	4.0	3.0	100.0	2.0	7.0	100	1.0	3-7	750.0	4.0	3-7	270	4.0	3-6	330	6.0	6-7	200	2.0	3=>7	2680.0	8.0	3-6-7	590.0	3.0	3=>7=>6	7200.0	22.0			78256341	7,8,(2,3),6,5,1,4			6.0	150.0	4.0			
201430042308	ダ	右	1700	晴	良	18:20	むろらん3大グルメ特 		2014-4-23	1	門別	1	(馬齢)		2.0	230.0	1.0	2.0	120.0	1.0	3.0	120	2.0	2-3	240.0	1.0	2-3	120	1.0	2-6	210	2.0	3-6	270	5.0	2=>3	360.0	2.0	2-3-6	270.0	1.0	2=>3=>6	1080.0	2.0	3,7,2,1,(4,5,6)	3,7,(1,2),4,6,5	3,2,6,7,(1,4),5	(3,2),(4,6),(7,5),1								
201430042309	ダ	右	1200	晴	良	18:55	JRA認定スーパーフ		2014-4-23	1	門別	1	(馬齢)		7.0	430.0	2.0	7.0	130.0	4.0	1.0	100	1.0	1-7	350.0	1.0	1-7	140	1.0	2-7	250	3.0	1-2	150	2.0	7=>1	860.0	3.0	1-2-7	340.0	1.0	7=>1=>2	2170.0	3.0			(1,2),7,6,8,(3,4),5	(1,2),7,6,8,3,(4,5)			2.0	120.0	2.0			
201430042310	ダ	右	1200	晴	良	19:30	ひだか特産市特別 		2014-4-23	1	門別	1	(馬齢)		12.0	260.0	1.0	12.0	160.0	2.0	2.0	320	5.0	2-12	1920.0	9.0	2-12	870	14.0	8-12	6,670	31.0	2-8	9,470	36.0	12=>2	3050.0	13.0	2-8-12	30090.0	61.0	12=>2=>8	127430.0	257.0			6,(5,12),1,3,8,7,10,(2,4,11)	5,(6,12),(3,7,8),(1,2,4,10),11			8.0	2,160	10.0	2-8	2200.0	8.0
201430042311	ダ	右	1700	晴	良	20:05	ビヤパーティーAib 		2014-4-23	1	門別	1	(別定)		8.0	300.0	2.0	8.0	150.0	2.0	2.0	330	5.0	2-8	1710.0	6.0	2-8	650	6.0	6-8	2,500	20.0	2-6	6,420	28.0	8=>2	2650.0	9.0	2-6-8	15180.0	30.0	8=>2=>6	54830.0	126.0	2,8,4,(5,7),1,6,3	2-8,4,(5,7),1,6,3	2-8,4,7,3,5,1,6	2,8,4,(7,3),5,(1,6)			6.0	620	7.0			
