	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201444012001	ダ	右	1200	晴	良	11:00	3歳　20万		2014-1-20	16	大井	1	15.8万円未満		3	1460	5	3	340	5	12	210	3	4.0	840	9.0	3-7	1350.0	5.0	3-12	2660	10	3-12	700	6	3-4	3,260	36	4-12	2,020	24	3=>7	2410.0	11.0	3=>12	5700	18	3-4-12	20800	57	3=>12=>4	91840	244			(2,3),8,11,12,10,(14,13),5-4,7,9,1-6	2,3,8,11,12,14,13,(5,10)-4,7,9,1-6	12.5 - 11.4 - 12.1 - 13.3 - 13.1 - 14.0	12.5 - 23.9 - 36.0 - 49.3 - 62.4 - 76.4 (36.0-40.4)
201444012002	ダ	右	1400	晴	良	11:30	3歳　20万		2014-1-20	16	大井	1	15.8万円未満		9	190	1	9	110	1	6	140	2	1.0	170	4.0	5-7	270.0	1.0	6-9	400	1	6-9	200	1	1-9	330	3	1-6	560	6	7=>5	410.0	1.0	9=>6	800	1	1-6-9	1170	2	9=>6=>1	3550	2		(4,5),9,11,6,12,3,10,7,8,1,2	(4,5),9,10,(3,11),6,12,7,8,1,2	4,(5,9),10,3,11,12,6,7,8,1,2	13.6 - 11.9 - 12.7 - 13.1 - 13.7 - 13.3 - 13.9	13.6 - 25.5 - 38.2 - 51.3 - 65.0 - 78.3 - 92.2 (38.2-40.9)
201444012003	ダ	右	1400	晴	良	12:00	C3　4歳		2014-1-20	16	大井	1			1	1810	8	1	790	9	11	1,750	12	5.0	590	7.0	1-7	7590.0	26.0	1-11	66180	76	1-11	11,180	70	1-5	6,460	59	5-11	12,530	73	1=>7	21210.0	53.0	1=>11	128770	144	1-5-11	445630	311	1=>11=>5	2099380	1613		1452101112136147389	1,5,10,2,11,6,4,12,7,14,(3,13),8,9	1,5,2,(10,11),6,14,(7,4,12),3,13,8,9	13.7 - 12.2 - 12.4 - 12.7 - 13.4 - 13.1 - 14.4	13.7 - 25.9 - 38.3 - 51.0 - 64.4 - 77.5 - 91.9 (38.3-40.9)
201444012004	ダ	右	1200	晴	良	12:30	3歳　25万		2014-1-20	16	大井	1	24.5万円未満		7	500	3	7	150	2	11	140	1	6.0	390	7.0	6-8	530.0	1.0	7-11	570	1	7-11	270	1	6-7	1,100	22	6-11	1,090	21	6=>8	1040.0	2.0	7=>11	1270	2	6-7-11	3720	14	7=>11=>6	18700	61			7,9,11,3,6,8,10,(4,5),2	7,9,11,(3,6),(8,10),4,5,2	12.9 - 11.8 - 12.6 - 13.3 - 12.9 - 13.8	12.9 - 24.7 - 37.3 - 50.6 - 63.5 - 77.3 (37.3-40.0)
201444012005	ダ	右	1400	晴	良	13:00	3歳　25万		2014-1-20	16	大井	1	24.5万円未満		5	320	1	5	140	1	11	230	4	12.0	310	7.0	4-7	650.0	1.0	5-11	710	1	5-11	410	1	5-12	1,280	17	11-12	2,000	30	4=>7	1070.0	1.0	5=>11	1350	1	5-11-12	6100	17	5=>11=>12	19510	31		5,9,10,4,(3,11),(2,13),12,7,14,(6,8)	5,11,(9,3),10,14,4,7,13,(2,12),6,8	5,11,3,10,9,(7,14),13,4,12,2,6,8	13.8 - 12.3 - 12.6 - 13.1 - 13.7 - 13.0 - 12.8	13.8 - 26.1 - 38.7 - 51.8 - 65.5 - 78.5 - 91.3 (38.7-39.5)
201444012006	ダ	右	1200	晴	良	13:30	C314　15		2014-1-20	16	大井	1			5	930	4	5	210	4	1	110	1	9.0	470	8.0	1-3	510.0	2.0	1-5	810	3	1-5	470	3	5-9	5,490	46	1-9	1,770	19	3=>1	1500.0	6.0	5=>1	2480	7	1-5-9	18810	53	5=>1=>9	93750	242			41351561219821631114107	4,13,5,15,6,(1,12),(8,9),2,16,3,11,14,7,10	13.0 - 11.4 - 12.2 - 13.2 - 12.6 - 13.2	13.0 - 24.4 - 36.6 - 49.8 - 62.4 - 75.6 (36.6-39.0)
201444012007	ダ	右	1600	晴	良	14:00	C314　15		2014-1-20	16	大井	1			1	1350	5	1	200	4	2	110	1	13.0	160	2.0	1-2	590.0	3.0	1-2	630	3	1-2	310	3	1-13	910	10	2-13	250	1	1=>2	1970.0	7.0	1=>2	2130	8	1-2-13	1180	1	1=>2=>13	12930	33	914615131521048127113	9,14,6,15,(1,13),5,2,10,4,8,12,7,11,3	(9,6),13,15,5,1,2,(14,10),4,8,7,11,12,3	(6,13),(9,5),15,1,2,4,10,7,8,11,14,3,12	13.0 - 12.0 - 13.3 - 13.2 - 12.8 - 13.9 - 14.0 - 13.7	13.0 - 25.0 - 38.3 - 51.5 - 64.3 - 78.2 - 92.2 - 105.9 (38.3-41.6)
201444012008	ダ	右	1200	晴	良	14:30	C2五　六		2014-1-20	16	大井	1			8	760	2	8	160	2	3	430	8	13.0	120	1.0	2-4	2690.0	7.0	3-8	18320	28	3-8	1,540	17	8-13	210	1	3-13	890	10	4=>2	5200.0	14.0	8=>3	24070	40	3-8-13	3570	12	8=>3=>13	60100	137			8,11,13,6,12,3,14,10,4,7,2,15,1,(5,16),9	8,13,(11,12),6,3,(10,14),4,7,2,15,1,5,16,9	12.4 - 10.8 - 12.0 - 12.6 - 12.4 - 13.6	12.4 - 23.2 - 35.2 - 47.8 - 60.2 - 73.8 (35.2-38.6)
201444012009	ダ	右	1600	晴	良	15:00	C2五　六		2014-1-20	16	大井	1			3	330	1	3	140	1	5	140	2	14.0	170	3.0	2-3	710.0	2.0	3-5	620	1	3-5	310	1	3-14	370	2	5-14	510	6	2=>3	1220.0	2.0	3=>5	1430	1	3-5-14	1600	1	3=>5=>14	7030	5	3,9,(14,16),(6,13),15,11,5,2,12,4,8,1,7	3,9,(14,16),13,6,15,11,(2,5),12,4,8,1,7	3,(14,9,16),13,6,15,5,11,(2,12,8),4,7,1	3,(14,9,16),5,13,6,15,11,8,12,2,7,1,4	12.8 - 12.0 - 13.0 - 12.4 - 12.3 - 13.5 - 13.3 - 13.5	12.8 - 24.8 - 37.8 - 50.2 - 62.5 - 76.0 - 89.3 - 102.8 (37.8-40.3)
201444012010	ダ	右	1800	晴	良	15:30	初午特別競走 		2014-1-20	16	大井	1			4	200	1	4	120	1	13	130	2	5.0	560	11.0	2-7	260.0	1.0	4-13	280	1	4-13	200	1	4-5	1,530	18	5-13	2,280	25	2=>7	600.0	2.0	4=>13	640	1	4-5-13	5970	18	4=>13=>5	21010	54	3,9,11,12,10,4,13,5,6,7,(2,14),15,16,1,8	3,9,11,10,12,4,13,5,6,(2,7),(16,14),15,1-8	39111341012576121615148	(3,9),13,4,(5,10,1),11,7,(2,12),(6,16),15,8,14	13.0 - 12.3 - 13.4 - 12.7 - 12.3 - 12.6 - 13.5 - 13.1 - 13.6	13.0 - 25.3 - 38.7 - 51.4 - 63.7 - 76.3 - 89.8 - 102.9 - 116.5 (38.7-40.2)
201444012011	ダ	右	1600	晴	良	16:05	ウエルカム2014賞 		2014-1-20	16	大井	1			3	820	4	3	220	5	6	200	4	15.0	130	1.0	2-3	1540.0	8.0	3-6	2650	11	3-6	880	14	3-15	650	7	6-15	390	3	2=>3	3230.0	17.0	3=>6	4690	22	3-6-15	2840	8	3=>6=>15	23320	68	3,4,7,12,6,15,(2,9,14),11,5,16,13,1,10	3476122159115141613110	3,4,(6,7),(15,12),11,(16,14,13),2,(5,9),1,10	3,4,6,7,(15,12),11,16,13,2,14,5,9,1,10	12.8 - 12.0 - 13.4 - 12.6 - 12.2 - 12.9 - 13.0 - 13.0	12.8 - 24.8 - 38.2 - 50.8 - 63.0 - 75.9 - 88.9 - 101.9 (38.2-38.9)
201444012012	ダ	右	1200	晴	良	16:40	白富士賞競走 		2014-1-20	16	大井	1			11	220	1	11	170	1	6	790	11	16.0	180	3.0	3-6	1780.0	8.0	6-11	12550	39	6-11	2,720	35	11-16	330	2	6-16	3,360	39	6=>3	4430.0	18.0	11=>6	17020	62	6-11-16	13310	42	11=>6=>16	88140	265			(2,6),(3,11),16,8,1,15,14,(4,9),(7,12),10,13	(2,6),11,16,3,8,1,15,4,9,7,14,12,10,13	12.7 - 10.9 - 11.8 - 12.9 - 12.4 - 13.4	12.7 - 23.6 - 35.4 - 48.3 - 60.7 - 74.1 (35.4-38.7)
201444012101	ダ	右	1200	晴	良	11:00	3歳　65万		2014-1-21	16	大井	2	24.5万円以上61.8万円未満		12	2630	7	12	710	8	13	1,250	11	7.0	200	2.0	7-8	6590.0	20.0	12-13	20570	42	12-13	5,640	46	7-12	1,810	20	7-13	2,620	27	7=>8	12130.0	39.0	12=>13	40720	77	7-12-13	38040	97	12=>13=>7	295820	618			1,8,12,13,7,10,(4,2),14,6,11,9,5,3	1,8,12,13,7,10,4,2,(6,14),11,9,5,3	12.7 - 11.3 - 12.2 - 13.0 - 12.9 - 13.9	12.7 - 24.0 - 36.2 - 49.2 - 62.1 - 76.0 (36.2-39.8)
201444012102	ダ	右	1400	晴	良	11:30	3歳　65万		2014-1-21	16	大井	2	24.5万円以上61.8万円未満		13	510	3	13	150	2	3	170	3	5.0	170	4.0	3-8	1150.0	4.0	3-13	1000	3	3-13	480	4	5-13	580	6	3-5	480	5	8=>3	2000.0	8.0	13=>3	1910	6	3-5-13	2060	4	13=>3=>5	10120	15		12,2,3,5,1,10,(4,11,14),13,8,7,6	12,2,3,5,1,(11,10),4,13,14,7,8,6	123521111013741486	13.1 - 11.7 - 12.5 - 12.7 - 13.5 - 12.9 - 13.3	13.1 - 24.8 - 37.3 - 50.0 - 63.5 - 76.4 - 89.7 (37.3-39.7)
201444012103	ダ	右	1500	晴	良	12:00	3歳　65万		2014-1-21	16	大井	2	24.5万円以上61.8万円未満		5	180	1	5	120	1	4	170	3	7.0	490	8.0	4-5	820.0	3.0	4-5	890	4	4-5	390	3	5-7	1,250	16	4-7	3,990	37	5=>4	1230.0	3.0	5=>4	1150	4	4-5-7	9660	31	5=>4=>7	24360	81	1,2,5,(10,11),7,8,6,3,9,4	1251011786394	2511011784369	2510171184369	7.1 - 12.0 - 13.0 - 12.6 - 12.6 - 13.5 - 14.2 - 14.0	7.1 - 19.1 - 32.1 - 44.7 - 57.3 - 70.8 - 85.0 - 99.0 (32.1-41.7)
