	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201942010701	ダ	左	1400	晴	良	10:30	3歳二		2019-1-7	11	浦和	1	147万円以上218万円未満		7	1190	5	7.0	170	3.0	9.0	110	1.0	10.0	610.0	10.0	6-7	810.0	5.0	7-9	700	2	7-9	300	2	7-10	3,870	36	9-10	1,320	16	6=>7	3370.0	13.0	7=>9	2730	9	7-9-10	8520	29	7=>9=>10	49060	171	119562123718410.0	119562123718410	119651227318104	911563721218104	12.0 - 11.9 - 13.2 - 13.4 - 12.8 - 14.0 - 14.3	12.0 - 23.9 - 37.1 - 50.5 - 63.3 - 77.3 - 91.6 (37.1-41.1)
201942010702	ダ	左	1500	晴	良	11:00	C2五　六		2019-1-7	11	浦和	1			1	690	4	1.0	240	4.0	4.0	150	1.0							1-4	2080	9	1-4	460	9	1-2	210	2	2-4	300	6				1=>4	3840	18	1-2-4	740	5	1=>4=>2	9290	42	245316.0	245136	245163	241356	7.2 - 12.3 - 12.7 - 13.2 - 12.9 - 13.1 - 13.2 - 13.3	7.2 - 19.5 - 32.2 - 45.4 - 58.3 - 71.4 - 84.6 - 97.9 (32.2-39.6)
201942010703	ダ	左	1400	晴	良	11:35	C3十　1112		2019-1-7	11	浦和	1			7	720	5	7.0	160	4.0	12.0	160	3.0	10.0	140.0	1.0	6-8	1340.0	7.0	7-12	1610	8	7-12	620	8	7-10	370	3	10-12	420	5	6=>8	2920.0	17.0	7=>12	4210	20	7-10-12	2240	7	7=>12=>10	19830	69	231059612471181.0	231059641271181	210123594671118	101275241986113	12.9 - 12.5 - 13.6 - 14.0 - 13.0 - 13.4 - 13.6	12.9 - 25.4 - 39.0 - 53.0 - 66.0 - 79.4 - 93.0 (39.0-40.0)
201942010704	ダ	左	1500	晴	良	12:10	特選		2019-1-7	11	浦和	1			1	180	1	1.0	100	1.0	3.0	100	2.0	7.0	120.0	3.0	1-3	240.0	1.0	1-3	190	1	1-3	120	1	1-7	190	3	3-7	150	2	1=>3	370.0	1.0	1=>3	360	1	1-3-7	300	1	1=>3=>7	1010	1	132987456.0	132987456	132948756	132497856	7.5 - 11.8 - 12.7 - 13.0 - 13.1 - 12.5 - 13.1 - 14.3	7.5 - 19.3 - 32.0 - 45.0 - 58.1 - 70.6 - 83.7 - 98.0 (32.0-39.9)
201942010705	ダ	左	1500	晴	良	12:45	C3十　1112		2019-1-7	11	浦和	1			2	4620	9	2.0	1,040	10.0	4.0	160	3.0	3.0	120.0	1.0	2-4	13360.0	24.0	2-4	10870	27	2-4	2,200	25	2-3	1,270	16	3-4	220	1	2=>4	27350.0	42.0	2=>4	26700	53	2-3-4	5740	18	2=>4=>3	108250	262	610439211285117.0	610934212185117	106943212185117	109643212158117	7.3 - 11.3 - 12.7 - 13.4 - 14.0 - 13.2 - 14.0 - 14.1	7.3 - 18.6 - 31.3 - 44.7 - 58.7 - 71.9 - 85.9 - 100.0 (31.3-41.3)
201942010706	ダ	左	1400	晴	良	13:20	C3十　1112		2019-1-7	11	浦和	1			7	470	3	7.0	140	3.0	3.0	120	2.0	4.0	120.0	1.0	3-6	600.0	2.0	3-7	580	2	3-7	240	2	4-7	360	6	3-4	160	1	6=>3	1570.0	9.0	7=>3	1280	4	3-4-7	460	1	7=>3=>4	4060	10	4102117853961.0	4102113785196	4101173582961	4711103259681	12.6 - 12.1 - 13.4 - 13.6 - 13.1 - 13.5 - 14.0	12.6 - 24.7 - 38.1 - 51.7 - 64.8 - 78.3 - 92.3 (38.1-40.6)
201942010707	ダ	左	1400	晴	良	13:55	C2五　六		2019-1-7	11	浦和	1			5	3090	6	5.0	610	7.0	6.0	150	2.0	2.0	200.0	3.0	5-6	6960.0	18.0	5-6	7370	18	5-6	2,090	21	2-5	1,190	14	2-6	420	5	5=>6	12650.0	32.0	5=>6	17310	36	2-5-6	7180	22	5=>6=>2	85040	184	12510487639.0	1,2,5,10,4,7,8,6-3,9	1,2,5,10,4,6,7,8-3,9	12105467839	12.4 - 12.3 - 12.7 - 13.2 - 12.5 - 13.6 - 13.6	12.4 - 24.7 - 37.4 - 50.6 - 63.1 - 76.7 - 90.3 (37.4-39.7)
201942010708	ダ	左	1400	晴	良	14:30	名水百選「風布川・日		2019-1-7	11	浦和	1			3	150	1	3.0	110	1.0	6.0	260	7.0	8.0	150.0	2.0	3-5	670.0	3.0	3-6	1150	5	3-6	490	6	3-8	240	1	6-8	920	12	3=>5	880.0	3.0	3=>6	1540	6	3-6-8	1790	5	3=>6=>8	7020	14	310128911261754.0	310812911621754	310812961175124	3,8,10,9,6,12,7,11,5,1-4,2	12.5 - 12.5 - 12.8 - 13.4 - 12.4 - 13.0 - 13.3	12.5 - 25.0 - 37.8 - 51.2 - 63.6 - 76.6 - 89.9 (37.8-38.7)
201942010709	ダ	左	1400	晴	良	15:05	人日特別 		2019-1-7	11	浦和	1			9	140	1	9.0	120	1.0	1.0	320	7.0	4.0	180.0	2.0	1-7	1460.0	7.0	1-9	1430	7	1-9	530	6	4-9	310	2	1-4	2,420	29	7=>1	1670.0	7.0	9=>1	1480	7	1-4-9	3250	15	9=>1=>4	8790	33	913126251148710.0	912132651147810	912136251148710	911236112845710	12.2 - 11.7 - 13.1 - 13.4 - 12.3 - 13.4 - 13.4	12.2 - 23.9 - 37.0 - 50.4 - 62.7 - 76.1 - 89.5 (37.0-39.1)
201942010801	ダ	左	1400	晴	良	10:20	特選		2019-1-8	11	浦和	2			3	150	1	3.0	100	1.0	10.0	150	4.0	4.0	150.0	3.0	3-8	610.0	3.0	3-10	650	3	3-10	200	3	3-4	190	2	4-10	440	7	3=>8	800.0	3.0	3=>10	810	3	3-4-10	740	3	3=>10=>4	2710	7	39671510284.0	39167105284	3,9,7,6,1,10-5,8,2,4	36791104528	12.8 - 12.2 - 13.0 - 13.5 - 12.9 - 13.5 - 14.2	12.8 - 25.0 - 38.0 - 51.5 - 64.4 - 77.9 - 92.1 (38.0-40.6)
