	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201943011501	ダ	左	1200	曇	良	14:00	2019年船橋ケイバ		2019-1-15	10	船橋	1			11	110	1	11	100	1	1	130	2	6.0	140	3.0	1-8	260.0	1.0	1-11	260	1	1-11	130	1	6-11	220	3	1-6	470	7	8=>1	300.0	1.0	11=>1	300	1	1-6-11	650	2	11=>1=>6	1270	2		1112351049876.0	11,1,(2,3,5),10,9,4,(6,8),7	1123151094687	12.8 - 12.3 - 12.4 - 13.1 - 13.3 - 14.6	12.8 - 25.1 - 37.5 - 50.6 - 63.9 - 78.5 (37.5-41.0)
201943011502	ダ	左	1500	曇	良	14:30	C3八　九		2019-1-15	10	船橋	1			1	230	1	1	110	1	9	140	3	7.0	120	2.0	1-7	380.0	2.0	1-9	570	2	1-9	240	2	1-7	190	1	7-9	370	3	1=>7	670.0	1.0	1=>9	920	3	1-7-9	470	1	1=>9=>7	2130	2	210716114359812.0	210716115349812.0	10,7,(2,1),(5,6),11,(9,4),3,8,12	107125911634128	7.1 - 13.4 - 13.9 - 13.2 - 12.6 - 13.1 - 13.3 - 14.6	7.1 - 20.5 - 34.4 - 47.6 - 60.2 - 73.3 - 86.6 - 101.2 (34.4-41.0)
201943011503	ダ	左	1000	曇	良	15:00	C3　選抜馬		2019-1-15	10	船橋	1			9	120	1	9	120	1	13	330	6	10.0	470	7.0	6-8	1180.0	4.0	9-13	1100	4	9-13	460	4	9-10	590	6	10-13	5,830	32	6=>8	1490.0	5.0	9=>13	1490	6	9-10-13	10240	29	9=>13=>10	22520	64			5,13,9,3,14,7,12,1,(10,11),6,2,(4,8)	5139314711121106284	12.7 - 11.7 - 12.7 - 12.5 - 13.7	12.7 - 24.4 - 37.1 - 49.6 - 63.3 (37.1-38.9)
201943011504	ダ	左	1600	曇	良	15:30	アジュディミツオー・ 		2019-1-15	10	船橋	1	258万円以上		1	120	1	1	100	1	9	150	3	10.0	260	4.0	1-6	360.0	2.0	1-9	430	2	1-9	210	2	1-10	420	5	9-10	1,020	11	1=>6	380.0	2.0	1=>9	470	2	1-9-10	1730	7	1=>9=>10	3580	8	1.2647103511131298e+16	1.2641073513121198e+16	1,2,6,(4,10),(3,7),9,13,5,8,12,11	1,2,6,10,4,9,7,3,13,5,8,12-11	12.7 - 12.3 - 13.2 - 12.6 - 12.7 - 13.0 - 13.5 - 13.6	12.7 - 25.0 - 38.2 - 50.8 - 63.5 - 76.5 - 90.0 - 103.6 (38.2-40.1)
201943011505	ダ	左	1200	晴	良	16:00	C2二　三四　ア		2019-1-15	10	船橋	1			3	320	2	3	130	2	6	150	3	4.0	110	1.0	3-5	890.0	5.0	3-6	920	3	3-6	310	3	3-4	160	1	4-6	290	2	3=>5	1360.0	6.0	3=>6	1520	5	3-4-6	630	1	3=>6=>4	3160	5		931111284726510.0	9,3,11,4,12,1,6,8,(2,7),10,5	391146812172105	12.6 - 12.0 - 12.6 - 12.5 - 13.0 - 13.9	12.6 - 24.6 - 37.2 - 49.7 - 62.7 - 76.6 (37.2-39.4)
201943011506	ダ	左	1500	晴	良	16:30	C2二　三四　イ		2019-1-15	10	船橋	1			3	670	4	3	160	4	2	150	3	4.0	120	1.0	2-3	2460.0	10.0	2-3	2010	8	2-3	570	8	3-4	320	3	2-4	310	2	3=>2	4530.0	17.0	3=>2	3350	16	2-3-4	1250	4	3=>2=>4	12610	40	1163452187109.0	1163542811079.0	(11,6),4,5,3,2,8,1,10,7,9	6114325811079	7.0 - 12.6 - 13.2 - 12.8 - 12.8 - 12.9 - 13.5 - 14.2	7.0 - 19.6 - 32.8 - 45.6 - 58.4 - 71.3 - 84.8 - 99.0 (32.8-40.6)
201943011507	ダ	左	1500	晴	良	17:00	C2二　三四　ウ		2019-1-15	10	船橋	1			10	100	1	10	100	1	9	140	2	1.0	180	5.0	7-7	270.0	1.0	9-10	340	1	9-10	160	1	1-10	250	4	1-9	710	10	7=>7	320.0	1.0	10=>9	380	2	1-9-10	860	3	10=>9=>1	1870	5	911112410368527.0	911112410365782.0	911112104637852	911110124637852	6.9 - 12.8 - 13.0 - 12.6 - 12.3 - 12.5 - 13.5 - 13.6	6.9 - 19.7 - 32.7 - 45.3 - 57.6 - 70.1 - 83.6 - 97.2 (32.7-39.6)
201943011508	ダ	左	1200	晴	良	17:30	招福賞		2019-1-15	10	船橋	1			2	360	1	2	170	1	6	540	10	7.0	210	4.0	2-5	640.0	3.0	2-6	7140	31	2-6	2,780	37	2-7	490	4	6-7	3,370	40	2=>5	1130.0	2.0	2=>6	10910	49	2-6-7	14630	60	2=>6=>7	60590	217		849510211123176.0	8,4,9,(2,10),5,11,(3,12),(1,7),6	894210511312176	12.4 - 11.8 - 12.4 - 12.8 - 13.2 - 13.4	12.4 - 24.2 - 36.6 - 49.4 - 62.6 - 76.0 (36.6-39.4)
201943011509	ダ	左	1200	晴	良	18:05	毎日第9Rプレミアム		2019-1-15	10	船橋	1			6	530	2	6	150	3	7	130	2	1.0	100	1.0	5-6	900.0	4.0	6-7	1440	6	6-7	460	7	1-6	180	2	1-7	170	1	5=>6	3050.0	11.0	6=>7	2380	9	1-6-7	650	1	6=>7=>1	6960	18		678124110911325.0	6,7,8,12,(4,9,11),10,1,(2,3)-5	6,7,8,12,9,11,4,1,3,2,10-5	12.7 - 11.7 - 12.2 - 12.6 - 13.1 - 13.1	12.7 - 24.4 - 36.6 - 49.2 - 62.3 - 75.4 (36.6-38.8)
201943011510	ダ	左	1000	晴	良	18:40	初鷹スプリント 		2019-1-15	10	船橋	1	(ハンデ)		1	390	3	1	130	1	3	210	5	8.0	150	3.0	1-3	1570.0	8.0	1-3	1870	10	1-3	560	10	1-8	370	4	3-8	530	9	1=>3	2890.0	13.0	1=>3	3040	15	1-3-8	2000	6	1=>3=>8	13620	48			1,2,9,3,5,(7,6),(4,8)	123957648	12.2 - 11.3 - 11.9 - 12.5 - 13.0	12.2 - 23.5 - 35.4 - 47.9 - 60.9 (35.4-37.4)
201943011511	ダ	左	1600	晴	良	19:15	白富士特別 		2019-1-15	10	船橋	1			8	140	1	8	110	1	14	150	2	3.0	500	9.0	5-8	310.0	1.0	8-14	380	1	8-14	210	1	3-8	990	11	3-14	2,280	24	5=>8	440.0	1.0	8=>14	540	1	3-8-14	3700	12	8=>14=>3	7360	21	8.149103712641311e+17	8.149103712641311e+17	8,14,9,3,10,12,6,(7,13),11,(4,2),5	814931261113107425	12.5 - 12.8 - 12.8 - 13.0 - 12.8 - 12.9 - 13.0 - 13.8	12.5 - 25.3 - 38.1 - 51.1 - 63.9 - 76.8 - 89.8 - 103.6 (38.1-39.7)
201943011512	ダ	左	1600	晴	良	19:50	井藤漢方製薬みんなで		2019-1-15	10	船橋	1			9	620	2	9	160	2	3	190	3	7.0	110	1.0	3-6	2250.0	10.0	3-9	2310	8	3-9	700	8	7-9	280	1	3-7	330	3	6=>3	4530.0	16.0	9=>3	4950	15	3-7-9	1400	1	9=>3=>7	11820	28	3.6114974121158205e+18	3.619147124115813e+18	3,6,9,1,11,12,7,(4,5),8,14,13,2,10	3961117451213814102	13.0 - 12.9 - 12.8 - 13.0 - 12.6 - 12.8 - 14.4 - 15.1	13.0 - 25.9 - 38.7 - 51.7 - 64.3 - 77.1 - 91.5 - 106.6 (38.7-42.3)
201943011601	ダ	左	1500	晴	良	14:00	船橋から世界へ!セイ		2019-1-16	10	船橋	2			4	350	3	4	160	3	1	150	2	12.0	590	8.0	1-4	600.0	3.0	1-4	640	3	1-4	280	2	4-12	1,210	17	1-12	1,190	16	4=>1	1350.0	6.0	4=>1	1470	6	1-4-12	6520	21	4=>1=>12	27470	87	471111285910263.0	124711185109263.0	(4,12)-(7,11),1,8,10,5,(9,6),2,3	412111781062593	7.2 - 12.9 - 13.0 - 12.7 - 12.8 - 13.3 - 13.4 - 14.0	7.2 - 20.1 - 33.1 - 45.8 - 58.6 - 71.9 - 85.3 - 99.3 (33.1-40.7)
201943011602	ダ	左	1200	晴	良	14:30	本格ナポリピッツァコ		2019-1-16	10	船橋	2			10	180	1	10	130	1	3	200	4	2.0	430	6.0	3-7	470.0	1.0	3-10	540	2	3-10	250	2	2-10	710	8	2-3	1,540	17	7=>3	960.0	3.0	10=>3	850	2	2-3-10	3420	9	10=>3=>2	9560	26		31052129116178.0	3,10,12,2,8,5,(6,11),(1,9),7	31012285116179	13.0 - 11.9 - 12.7 - 12.4 - 12.9 - 14.9	13.0 - 24.9 - 37.6 - 50.0 - 62.9 - 77.8 (37.6-40.2)
201943011603	ダ	左	1500	晴	良	15:00	丸みにこだわれ!バン		2019-1-16	10	船橋	2			3	4800	9	3	800	9	5	320	4	12.0	1,240	10.0	3-5	3040.0	10.0	3-5	12060	27	3-5	3,150	30	3-12	12,680	54	5-12	5,490	42	3=>5	11920.0	28.0	3=>5	20600	51	3-5-12	257010	174	3=>5=>12	916060	769	524611297310118.0	524611297311108.0	5,2,6,(4,1),12,3,9,7,(10,11),8	524112637910118	7.0 - 12.3 - 12.5 - 12.8 - 12.8 - 13.6 - 14.2 - 15.1	7.0 - 19.3 - 31.8 - 44.6 - 57.4 - 71.0 - 85.2 - 100.3 (31.8-42.9)
201943011604	ダ	左	1200	曇	良	15:30	東船橋のこだわりの店		2019-1-16	10	船橋	2			10	240	2	10	110	2	4	100	1	5.0	130	3.0	4-7	150.0	1.0	4-10	170	1	4-10	110	1	5-10	260	3	4-5	200	2	7=>4	380.0	2.0	10=>4	380	2	4-5-10	330	1	10=>4=>5	1080	2		106241583911712.0	10,6,2,4,5,1,(3,9),8,11,7-12	10,6,2,4,5,3,1,9,11,8,7-12	12.8 - 11.6 - 12.2 - 12.6 - 13.3 - 14.2	12.8 - 24.4 - 36.6 - 49.2 - 62.5 - 76.7 (36.6-40.1)
201943011605	ダ	左	1200	曇	良	16:00	国内シェアNo.1!		2019-1-16	10	船橋	2	120.5万円以上258万円未満		11	440	2	11	170	3	4	160	2	6.0	570	8.0	4-8	730.0	3.0	4-11	890	4	4-11	410	4	6-11	1,490	17	4-6	1,580	18	8=>4	1140.0	5.0	11=>4	1390	5	4-6-11	9280	28	11=>4=>6	26640	80		1146211039857.0	11,4,6,1,(2,10),3,(8,9),(5,7)	1146102193875	12.8 - 12.0 - 12.1 - 12.6 - 12.7 - 14.6	12.8 - 24.8 - 36.9 - 49.5 - 62.2 - 76.8 (36.9-39.9)
201943011606	ダ	左	1500	曇	良	16:30	魅惑の調味料店ZUC		2019-1-16	10	船橋	2	120.5万円以上258万円未満		8	360	2	8	170	3	9	300	6	4.0	230	4.0	6-7	370.0	1.0	8-9	2760	11	8-9	930	12	4-8	500	6	4-9	1,430	16	6=>7	780.0	1.0	8=>9	4350	16	4-8-9	6780	21	8=>9=>4	33350	104	648910711151223.0	684109711151223.0	(6,8),10,(4,9),(1,11),(7,5),12,2,3	689104175112123	6.9 - 12.4 - 13.1 - 13.1 - 13.0 - 13.6 - 13.7 - 13.2	6.9 - 19.3 - 32.4 - 45.5 - 58.5 - 72.1 - 85.8 - 99.0 (32.4-40.5)
201943011607	ダ	左	1500	曇	良	17:00	世界をリード!高精度		2019-1-16	10	船橋	2			12	390	1	12	170	2	1	300	5	11.0	220	4.0	1-8	2670.0	13.0	1-12	4970	25	1-12	1,490	25	11-12	560	3	1-11	2,370	37	8=>1	3350.0	11.0	12=>1	7630	39	1-11-12	12180	58	12=>1=>11	59470	237	125284116107913.0	12,5,2,8,7,4,11,6,10,9,1-3	12,5,7,(2,8,11),(4,10),1,(9,6)-3	125711821104963	7.1 - 12.0 - 13.2 - 13.2 - 12.6 - 13.0 - 14.0 - 14.1	7.1 - 19.1 - 32.3 - 45.5 - 58.1 - 71.1 - 85.1 - 99.2 (32.3-41.1)
201943011608	ダ	左	1200	曇	良	17:30	ジオファームベジドラ		2019-1-16	10	船橋	2			1	210	1	1	100	1	7	120	2	8.0	210	5.0	1-6	290.0	1.0	1-7	310	1	1-7	170	1	1-8	640	8	7-8	610	6	1=>6	560.0	1.0	1=>7	590	1	1-7-8	1440	3	1=>7=>8	4070	6		163112128745910	1,6,11,12,3,(7,8),2,(4,10),5,9	161178123421059	12.7 - 11.5 - 12.0 - 12.6 - 13.7 - 14.5	12.7 - 24.2 - 36.2 - 48.8 - 62.5 - 77.0 (36.2-40.8)
201943011610	ダ	左	1600	曇	良	18:40	味も価格も大阪仕込み 		2019-1-16	10	船橋	2			1	490	3	1	150	3	3	460	7	11.0	130	1.0	1-3	7400.0	18.0	1-3	12760	26	1-3	2,390	24	1-11	250	2	3-11	1,450	17	1=>3	13210.0	32.0	1=>3	17130	38	1-3-11	5460	17	1=>3=>11	65090	165	1.146411137395122e+18	1141146137391252108	1,14,11,(4,7,13),(6,12),3,5,9,2,10,8	1147113413612529108	12.7 - 13.0 - 13.4 - 12.9 - 12.6 - 12.9 - 13.4 - 13.9	12.7 - 25.7 - 39.1 - 52.0 - 64.6 - 77.5 - 90.9 - 104.8 (39.1-40.2)
201943011611	ダ	左	1000	曇	良	19:15	船橋記念	G	2019-1-16	10	船橋	2	(別定)		5	130	1	5	110	1	10	250	5	3.0	320	6.0	5-8	330.0	2.0	5-10	850	4	5-10	380	4	3-5	450	5	3-10	3,120	20	5=>8	430.0	2.0	5=>10	1070	5	3-5-10	5350	13	5=>10=>3	11150	35			5,2,11,10,1,(4,8),3,9,7,6	5211101843976	12.3 - 10.5 - 11.8 - 12.7 - 13.3	12.3 - 22.8 - 34.6 - 47.3 - 60.6 (34.6-37.8)
201943011612	ダ	左	1600	曇	良	19:50	船えもん!「ええもん 		2019-1-16	10	船橋	2			3	260	1	3	130	1	4	140	2	9.0	170	3.0	3-3	670.0	3.0	3-4	620	1	3-4	270	1	3-9	340	2	4-9	400	3	3=>3	750.0	3.0	3=>4	980	1	3-4-9	1360	1	3=>4=>9	4630	2	3.951068114141221e+18	3,9,10,5,8,6,11,4,12,14,2,1-13-7	3,9,(5,10),(6,8),12,(4,11),14,1,2-13-7	3,9,5,10,6,8,12,4,11,1,14,2,13-7	12.7 - 13.3 - 13.4 - 13.4 - 12.8 - 13.1 - 13.3 - 13.9	12.7 - 26.0 - 39.4 - 52.8 - 65.6 - 78.7 - 92.0 - 105.9 (39.4-40.3)
201943011701	ダ	左	1200	晴	良	14:00	C3十		2019-1-17	10	船橋	3			5	120	1	5	110	1	3	210	3							3-5	440	2	3-5	210	4	2-5	210	2	2-3	570	8				5=>3	590	2	2-3-5	1040	5	5=>3=>2	2510	10		5742136	5742316	5,7,4,2,3-1,6	13.3 - 12.2 - 12.3 - 13.3 - 13.4 - 13.9	13.3 - 25.5 - 37.8 - 51.1 - 64.5 - 78.4 (37.8-40.6)
