着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1		12	---		NORTH BOY	セ	4			55.5	69.0	0			0チャイル	05471	00nan	0.0	2002M0051107
2		6	---		SUPERB EFFECT	セ	6			57.0		3.1/2			05080	[他] レック	00nan	0.0	2002M0051107
3		11	---		1997103456	牝	5			55.5		2.1/4			00666	00427	84800.0	0.0	2002M0051107
4		4	---		DANGER OVER	牡	5			57.0		1/2			05031	[他] バリー	00nan	0.0	2002M0051107
5		8	---		TOLEDO	セ	9			57.0		クビ			0アーノル	[他] キャメロ	00nan	0.0	2002M0051107
6		10	---		000a0107b9	セ	4			57.0		ハナ			05050	[他] レック	00nan	0.0	2002M0051107
7		5	---		FIREBOLT	セ	4			57.0		クビ			05284	05156	00nan	0.0	2002M0051107
8		1	---		BLIZZ BLESS	セ	5			57.0		2			0ジェロー	[他] ショー	00nan	0.0	2002M0051107
9		3	---		CHARMING CITY	セ	6			57.0		クビ			05407	00985	00nan	0.0	2002M0051107
10		7	---		TIT FOR TAAT	セ	5			57.0		1/2			0デュプレ	[他] ハーバー	00nan	0.0	2002M0051107
11		9	---		TRILLION WIN	牡	5			57.0		3.3/4			05213	05156	00nan	0.0	2002M0051107
12		2	---		CALLER ONE	セ	5			57.0		7.1/4			00879	[他] チャップ	00nan	0.0	2002M0051107
