rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	10		ハッピーハッピー	牝4	53.0		鮫島克也	1:56.5		1-1-1-1	38.3	1.2	1	469	-6		矢野久美		井堀一男	80.0
2	8	12		モリデンサンバ	牝6	54.0		吉田順治	1:58.1	8.0	4-5-4-3	39.3	56.4	7	502	-1		濱田一夫		森田芳男	24.0
3	4	4		イケノアサ	牝5	55.0		村松翔太	1:58.2	1/2	3-3-5-5	39.4	28.1	6	447	0		渡辺博文		池添安雄	8.0
4	5	6		イントゥザターフ	セ6	56.0		真島正徳	1:58.5	1.1/2	5-4-3-2	39.8	15.1	4	473	-8		真島元徳		平井裕	4.8
5	5	5		レッドゼルク	牡6	56.0		山口勲	1:58.5	クビ	2-2-2-4	39.9	7.2	2	498	-1		山田徹		瀬戸竜男	3.2
6	7	9		スイングゴールド	セ6	56.0		吉本隆記	1:59.1	3.0	6-6-6-6	40.0	142.2	10	451	2		真島元徳		平井裕	
7	1	1		ドナペリドット	牝5	54.0		倉富隆一	1:59.5	2.0	9-9-9-9	39.8	20.4	5	474	-7		山田義人		成富直行	
8	6	8		ムーンパスラブ	牝8	54.0		竹吉徹	1:59.8	1.1/2	11-11-10-10	39.9	65.1	8	469	-1		山田義人		木稲安則	
9	2	2		ヒデノエーデル	牝5	54.0		山下裕貴	1:59.8	クビ	8-8-7-8	40.4	146.1	11	478	7		九日俊光		（同）ＪＰＮ技研	
10	3	3		サンボルチモア	セ5	56.0		石川慎将	2:00.0	1.0	7-7-8-7	40.5	198.3	12	499	-1		手島勝利		湯浅健司	
11	6	7		スランジバール	牡10	56.0		田中直人	2:00.0	アタマ	10-10-11-11	39.9	114.8	9	491	-9		東眞市		林由真	
12	8	11		バンダムザブラッド	牡6	56.0		兒島真二	2:01.7	9.0	12-12-12-12	41.2	12.1	3	503	25		頼本盛行		木本成重	
