rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		ミヤモフィット	牡5	56.0		大柿一真	1:36.6		2-2-2-2	41.0	2.1	1	464	28		平松徳彦		山本益臣	50.0
2	3	3		ゴウノモノ	牡6	56.0		田中学	1:36.7	1/2	3-3-3-3	40.8	10.3	4	486	29		高馬元紘		（同）ＪＰＮ技研	20.0
3	7	7		サンタコマ	牡5	56.0		田村直也	1:36.8	3/4	8-8-6-6	40.2	94.3	8	470	1		三宅直之		（株）ファーストビ	12.5
4	2	2		メイショウルチル	牝6	54.0		杉浦健太	1:37.1	1.3/4	1-1-1-1	41.5	3.1	2	471	-6		有馬澄男		松本好雄	7.5
5	1	1		サクラザチェンジ	牡5	56.0		笹田知宏	1:37.1	アタマ	5-5-4-4	40.9	3.4	3	489	1		南弘樹		橘勝年	5.0
6	4	4		ハドロサウルス	牡7	56.0		松木大地	1:37.5	2.1/2	7-7-8-6	41.0	40.6	5	425	-1		稻田彰宏		角山喜信	
7	5	5		アイファーレモン	牝4	54.0		松本幸祐	1:37.8	1.3/4	4-4-4-6	41.7	208.5	10	440	-7		小村正也		中島稔	
8	7	8		ウインドフェスタ	牡7	56.0		長谷部駿	1:37.8	アタマ	6-6-7-5	41.4	77.4	7	509	9		小牧毅		福原正博	
9	6	6		サクラエテルノ	セ7	56.0		小谷周平	1:37.8	クビ	9-9-10-9	40.9	98.3	9	521	1		稻田彰宏		角山喜信	
10	8	9		ゴドルアーム	牡3	56.0		青海大樹	1:38.0	1.0	10-10-9-10	41.3	58.2	6	513	0		栗林徹治		有馬久和	
