waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016103192	シンボリノワール			05553	保園翔也	05337	内野健二	471	-9
2	2	2017102724	ロタツィオーネ			05397	吉留孝司	00873	野口孝	462	-3
3	3	2014103366	シャイニングボルト			a01f3	半澤慶実	05015	海馬澤司	488	3
4	4	2014105578	ゴスペル			a0486	神尾香澄	a01fe	酒井一則	479	-8
5	5	2013100230	クラセイジョ			a0485	菅原涼太	a02d5	藤原智行	475	3
6	6	2016100020	ダイアモンドスワン			a017e	高橋哲也	a018c	吉田正美	474	7
7	7	2014109053	ケイティーガザミ			05347	秋元耕成	05656	柘榴浩樹	459	3
7	8	2017105754	ビシエド			05000	酒井忍	05575	矢野義幸	470	-2
8	9	2015100044	ポイズンピル			05348	岡田大	a0188	牛房栄吉	466	4
8	10	2015105802	アールレアル			05561	赤津和希	05651	川村守男	421	-8
