rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	7		ロードドミニオン	牡3	56.0		張田昂	1:36.5		7-6-5-2	38.9	3.0	2	452	7		岡林光浩		中村祐子	160.0
2	3	3		ヴォルターウルフ	牡4	56.0		森泰斗	1:36.7	1.1/2	4-4-2-1	39.3	1.9	1	495	-2		小久保智		ＨｉｍＲｏｃｋＲ	56.0
3	4	4		ガンファイター	牡4	55.0		吉井章	1:37.1	2.0	6-5-6-5	39.5	38.6	8	521	-6		藤原智行		加藤鈴幸	32.0
4	8	10		シャイニー	牡4	56.0		吉留孝司	1:37.2	クビ	9-8-7-4	39.3	18.4	6	526	1		野口寛仁		山本武司	24.0
5	7	8		オールイン	牡6	56.0		和田譲治	1:37.8	3.0	8-9-9-7	39.7	9.0	3	454	9		工藤伸輔		（株）アプエンテ	16.0
6	8	11		アートオブライフ	牝3	54.0		本橋孝太	1:38.9	5.0	10-10-10-9	40.0	15.5	5	436	-1		稲益貴弘		神田雅行	
7	5	5		シュネルバレイ	牡7	56.0		保園翔也	1:38.9	クビ	3-3-4-6	41.5	11.0	4	504	-2		川島正一		吉田照哉	
8	1	1		アイエンジェル	牝3	54.0		笹川翼	1:39.0	クビ	1-1-1-3	42.0	48.9	9	489	0		岡田一男		ライフエンタープライ	
9	6	6		クレイヴソリッシュ	牡8	56.0		秋元耕成	1:39.7	3.0	11-11-11-11	39.8	756.7	11	496	12		冨田敏男		冨田藤男	
10	7	9		ファンファン	牡3	56.0		内田利雄	1:40.1	2.0	5-7-8-10	42.2	110.3	10	463	1		箕輪武		岩渕義三	
11	2	2		セイコチャン	牝5	54.0		仲野光馬	1:40.8	3.0	2-2-3-8	43.7	30.6	7	444	-12		波多野健		岡田隆寛	
