rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		リンクスクリスタル	牝6	54.0		張田昂	1:39.5		1-2-1-1	40.9	7.0	3	422	1		宮下靖旨		三村比呂志	80.0
2	6	6		スピカプレイス	牝7	54.0		笹川翼	1:39.6	1/2	2-1-1-2	41.0	1.8	1	455	2		林幻		細川大輔	32.0
3	8	11		エンチャントメント	牝4	54.0		拜原靖之	1:40.3	3.0	8-7-7-7	41.0	9.6	5	430	6		村田順一		酒井孝敏	20.0
4	7	8		ジュントップゴール	牡5	56.0		見越彬央	1:40.5	1.0	6-6-6-4	41.3	41.2	8	486	-9		酒井一則		小島吉彦	12.0
5	5	5		バジガクミライ	牝6	54.0		濱田達也	1:40.8	1.1/2	7-8-9-9	40.9	10.5	6	461	1		山中尊徳		（株）馬事学院	8.0
6	7	9		ハクサンジョイ	牝5	54.0		澤田龍哉	1:40.8	クビ	3-3-3-3	42.0	6.1	2	444	6		矢野義幸		河崎五市	
7	3	3		マズルクリエーター	牝6	54.0		楢崎功祐	1:41.0	3/4	5-4-4-5	42.0	24.2	7	441	1		宮下靖旨		平井頼行	
8	1	1		アルブクール	牝4	54.0		高橋哲也	1:41.4	2.0	4-5-8-8	42.0	8.6	4	491	-5		横山保		田中健一	
9	8	10		ルーナディア	牝6	54.0		仲野光馬	1:41.4	ハナ	10-10-5-6	42.3	104.8	10	510	-3		渋谷信博		嶋田佳幸	
10	4	4		ソルダーシップ	牝5	54.0		西村栄喜	1:42.0	3.0	11-11-11-11	41.7	105.6	11	438	0		森始		南眞義	
11	6	7		メイショウミナモト	牡4	56.0		橋本直哉	1:43.8	9.0	9-9-10-10	43.8	83.7	9	449	0		斉藤敏		杉浦和也	
