rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		フェアリースズ	牝5	640.0		島津新	1:44.7				24.1	7	1006	-1		岩本利春		末松秀義	18.0
2	6	6		シンエイパワー	牡9	660.0		船山蔵人	1:47.6				4.9	3	1080	-17		久田守		上口詩子	4.5
3	7	7		ホクショウメジャー	牡8	660.0		菊池一樹	1:50.3				8.5	4	1115	-4		平田義弘		井内紀子	2.1
4	1	1		センリョウボス	牡5	660.0		松本秀克	1:55.6				8.6	5	1030	10		坂本東一		北角重雄	1.4
5	3	3		バウンティハンター	牡7	660.0		阿部武臣	1:57.1				3.0	1	1135	-1		金田勇		高橋健二	0.9
6	7	8		アアモンドロシア	牡7	660.0		西将太	2:00.6				3.6	2	1089	-6		林豊		（株）北西ファーム	
7	4	4		スーパータイトル	牡9	660.0		藤野俊一	2:05.8				9.3	6	997	7		金田勇		小林良二	
8	5	5		ホクショウユヅル	牡7	660.0		舘澤直央	2:13.1				31.2	9	1058	6		村上慎一		井内紀子	
9	8	10		サカノバツグン	牡5	660.0		村上章	2:20.8				30.7	8	1103	-10		小林勝二		（株）大阪畜産	
除	8	9		ホクショウマックス	牡8	660.0		松田道明					---		計不			村上慎一		井内紀子	
