rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	6		アルイレブン	牡3	55.0		田野豊三	1:20.6		5-3-4-4	39.9	32.0	8	458	3		田中範雄		エーティー	60.0
2	6	8		ゴールドヒューズ	セ3	55.0		田中学	1:20.6	クビ	2-2-1-1	40.4	3.8	2	493	3		小牧毅		藤田孟司	16.8
3	6	7		ヒナハナ	牝3	54.0		板野央	1:21.0	2.1/2	3-4-3-3	40.4	41.2	9	430	-7		徳本慶一		荒川三代子	8.4
4	4	4		ココロコ	牝3	54.0		松本幸祐	1:21.0	ハナ	1-1-2-1	40.8	9.9	5	454	-10		上田二郎		上田真澄	6.0
5	7	10		ゴリョウサン	牝3	54.0		大山真吾	1:21.4	2.1/2	8-7-5-5	40.4	55.7	10	445	-3		尾原強		山下壽	4.8
6	3	3		テイケイリヴェール	牡3	55.0		大柿一真	1:21.8	2.1/2	10-10-7-7	40.4	13.7	6	480	6		山口浩幸		兼松忠男	
7	2	2		リュウノドール	牝3	51.0		岩田望来	1:21.9	1/2	9-9-9-9	40.5	20.8	7	391	2		中塚猛		蓑島竜一	
8	1	1		サスクェハンナ	牡3	55.0		吉村智洋	1:21.9	ハナ	7-6-8-6	41.0	2.6	1	460	5		飯田良弘		赤木勝利	
9	7	9		ビナシスター	牝3	54.0		下原理	1:22.3	2.1/2	6-5-6-8	41.4	5.1	3	443	6		木村健		井之口二三雄	
10	5	5		シャクラ	牡3	55.0		西川進也	1:22.5	3/4	11-11-10-10	40.5	8.8	4	471	-1		西川精治		西浦和男	
11	8	11		ルナミノル	牝3	54.0		寺地誠一	1:24.0	9.0	4-7-11-11	42.2	193.1	12	494	2		高本友芳		織田洋介	
中	8	12		チョウヤバイ	牡3	54.0		松木大地			12-12-12-12		136.5	11	436	2		玉垣光章		丸山隆雄	
