rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		マツリダインゴット	セ7	56.0		加藤和博	1:37.2		1-1-1-1	39.4	4.3	2	484	2		長谷川忍		井田荘一郎	110.0
2	2	2		ナンセカンセ	牡5	53.0		篠谷葵	1:37.4	1.0	2-2-2-2	39.6	12.6	6	488	4		藤原智行		村上卓史	38.5
3	6	7		ワンダーバッチロー	牡4	56.0		橋本直哉	1:37.7	1.1/2	5-4-4-3	39.5	161.2	10	460	-4		鈴木勝文		山本能成	22.0
4	3	3		リバーサイドパーク	牝7	54.0		国分祐仁	1:37.7	クビ	9-8-8-5	38.9	205.6	11	465	3		冨田敏男		冨田藤男	16.5
5	7	9		モリトローテローゼ	牝4	54.0		森泰斗	1:38.0	1.1/2	4-5-5-6	39.9	4.5	3	477	0		水野貴史		佐藤正晴	11.0
6	8	11		シンライエトワール	牡5	53.0		古岡勇樹	1:38.1	3/4	8-9-9-8	39.3	97.5	8	470	16		柘榴浩樹		（株）心頼ＬｏｏＰ	
7	4	4		プリマドンナ	牝5	50.0		中島良美	1:38.5	2.0	11-10-10-9	39.4	114.4	9	405	8		冨田敏男		栗原清子	
8	5	5		パフュームクラスタ	牡6	56.0		左海誠二	1:38.7	1.1/2	3-3-3-4	40.8	2.1	1	562	13		小久保智		山口裕介	
9	6	6		ドラゴンイモン	牡7	52.0		保園翔也	1:39.0	1.1/2	7-6-6-7	40.5	46.4	7	501	1		内野健二		井門敏雄	
10	7	8		イデアノオモイ	牝4	53.0		福原杏	1:39.6	3.0	10-11-11-11	40.4	9.5	4	444	-3		岡田一男		益田修一	
11	8	10		ホクセツ	セ5	56.0		秋元耕成	1:39.8	3/4	6-7-7-10	41.4	10.0	5	534	1		柘榴浩樹		斉藤光由	
