waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016103699	ニューヨークキャプ			a0162	松本剛志	05076	伊藤強一	450	2
2	2	2017104393	トーセントラスト			a03df	東川慎	a0276	後藤正義	455	-2
3	3	2015100551	キリンノツバサ			a0032	加藤利征	05180	水野善太	474	-8
4	4	2015103588	アーツレイジング			05558	渡辺竜也	05675	笹野博司	492	19
5	5	2017102556	メタリフェル			a027b	森島貴之	05180	水野善太	469	15
5	6	2017101304	ジェーニョ			a042a	長江慶悟	a034e	後藤佑耶	455	-1
6	7	2016102406	ランランディザイア			05171	岡部誠	05544	加藤幸保	407	-9
6	8	2017101115	ベルザロイヤル			05557	加藤聡一	05675	笹野博司	421	-1
7	9	2015105769	ホワイトガンベルト			05521	藤原幹生	05171	柴田高志	522	-2
7	10	2012106042	キングヴァラール			00410	向山牧	05066	川嶋弘吉	530	18
8	11	2013101775	ヤマニンゲイナー			05368	大原浩司	05071	森山英雄	450	-3
8	12	2017103001	オンザルース			a0422	深澤杏花	05480	田口輝彦	480	-8
