waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018102479	クールビスマルク			05324	丹羽克輝	00823	錦見勇夫	463	4
2	2	2018101132	ブレッシングライト			05196	宮下瞳	a02e8	竹下太	447	-3
3	3	2018104166	ニホンピロビヨンド			05557	加藤聡一	05274	今津勝之	384	-8
4	4	2018100607	ノンリファレンス			a0487	塚本征吾	a03eb	榎屋充	421	5
5	5	2018104645	オラクトゥール			05164	藤原良一	05368	櫻井今朝	482	1
6	6	2018102280	ケルンクリエイター			05053	丸野勝虎	05671	倉地学	489	4
6	7	2018104967	ゴランディ			00839	戸部尚実	05230	迫田清美	432	0
7	8	2018104928	ウィズザベスト			05543	山田祥雄	a030a	安部幸夫	434	-3
7	9	2018100325	キタノスカーレット			a016d	横井将人	05125	竹口勝利	448	-2
8	10	2018100232	ヒーローネバーダイ			a01b4	加藤誓二	a03eb	榎屋充	491	-1
8	11	2018100556	キタノフェスタ			05435	柿原翔	a02e8	竹下太	406	-10
