日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/27	晴	5	12	6	7	259.8	12	12	57.0	不	1:31.7	2.9	12-10-11-12	0.0-39.1	40.5	高知	202254032705	御厨人窟賞(G)	movie.html?race_id=202254032705	a02f8	林謙佑	ダ	1400	500	5	0.0
2022/02/27	晴	7	9	6	6	34.2	5	5	56.0	稍	1:49.5	2.5	6-6-7-2	0.0-41.2	42.8	高知	202254022707	ウマ娘アプリ一年特別	movie.html?race_id=202254022707	05074	赤岡修次	ダ	1600	495	1	14.0
2022/02/20	晴	8	7	6	6	10.7	3	4	56.0	重	1:31.4	0.9	4-5-5-4	0.0-39.7	39.9	高知	202254022008	Aー2	movie.html?race_id=202254022008	a03e2	多田羅誠	ダ	1400	494	-4	21.0
2022/02/13	雨	5	11	2	2	188.7	10	10	57.0	重	1:45.6	2.4	8-8-9-9	0.0-39.0	40.6	高知	202254021305	だるま夕日賞(G)	movie.html?race_id=202254021305	a02f8	林謙佑	ダ	1600	498	2	0.0
2022/01/30	曇	5	12	7	9	319.5	11	5	57.0	重	1:24.6	2.0	8-9-9-8	0.0-39.0	39.0	高知	202254013005	黒潮スプリンターズカ(G)	movie.html?race_id=202254013005	a02f8	林謙佑	ダ	1300	496	-3	80.0
2022/01/16	晴	5	12	2	2	125.4	8	6	57.0	良	1:34.0	1.7	11-11-12-6	0.0-40.9	40.4	高知	202254011605	大高坂賞(G)	movie.html?race_id=202254011605	a03e2	多田羅誠	ダ	1400	499	-5	0.0
2022/01/09	晴	8	7	3	3	8.6	4	2	56.0	稍	1:34.6	3.7	3-3-3-3	0.0-38.4	40.9	高知	202254010908	大西輝門岸本早未特別	movie.html?race_id=202254010908	a03e2	多田羅誠	ダ	1400	504	5	49.0
2021/12/18	晴	10	8	3	3	3.4	2	1	56.0	不	1:46.2	-0.3	5-5-5-3	0.0-40.3	38.8	高知	202154121810	工石山特別	movie.html?race_id=202154121810	05074	赤岡修次	ダ	1600	499	-5	160.0
2021/12/04	晴	4	8	6	6	2.2	2	2	56.0	重	1:32.5	0.2	3-3-2-2	0.0-40.8	40.7	高知	202154120404	Bー2	movie.html?race_id=202154120404	05074	赤岡修次	ダ	1400	504	5	35.0
2021/11/20	晴	10	11	2	2	5.5	4	4	56.0	稍	1:26.1	0.2	4-4-4-2	0.0-41.3	40.8	高知	202154112010	Bー2	movie.html?race_id=202154112010	05074	赤岡修次	ダ	1300	499	0	15.0
2021/11/06	曇	10	10	1	1	31.4	7	9	56.0	稍	1:49.8	4.5	3-3-4-7	0.0-40.9	44.7	高知	202154110610	新荘川特別	movie.html?race_id=202154110610	a03e2	多田羅誠	ダ	1600	499	2	0.0
2021/10/23	晴	5	12	1	1	3.9	2	2	56.0	稍	1:32.4	0.0	1-1-1-1	0.0-39.6	39.6	高知	202154102305	愛媛道後特別	movie.html?race_id=202154102305	05074	赤岡修次	ダ	1400	497	3	35.0
2021/10/10	晴	10	12	8	12	5.1	3	6	56.0	良	1:31.6	0.8	2-2-2-2	0.0-40.2	40.8	高知	202154101010	Bー3	movie.html?race_id=202154101010	05074	赤岡修次	ダ	1400	494	2	0.0
2021/09/19	晴	11	11	8	10	6.6	3	10	56.0	不	1:32.6	3.6	3-3-3-9	0.0-39.8	43.2	高知	202154091911	寒風山特別	movie.html?race_id=202154091911	a02f8	林謙佑	ダ	1400	492	4	0.0
2021/09/05	曇	10	8	7	7	5.7	4	1	56.0	良	1:30.8	0.0	1-1-1-1	0.0-39.7	39.7	高知	202154090510	Bー3	movie.html?race_id=202154090510	05074	赤岡修次	ダ	1400	488	-1	100.0
2021/08/21	雨	10	12	6	7	3.0	1	10	56.0	不	1:25.2	2.2	6-5-7-9	0.0-40.1	41.5	高知	202154082110	Bー3	movie.html?race_id=202154082110	a03e2	多田羅誠	ダ	1300	489	1	0.0
2021/07/16	晴	11	13	4	4	15.6	7	8	54.0	良	1:27.6	1.3	2-2-2	36.1-38.1	39.3	大井	202144071611	日刊スポーツ賞競走	movie.html?race_id=202144071611	05612	菅原涼太	ダ	1400	488	1	0.0
2021/06/29	雨	12	14	2	2	23.8	9	7	54.0	不	1:42.4	1.2	1-1-1-1	36.9-39.6	40.8	大井	202144062912	風待月賞競走	movie.html?race_id=202144062912	05612	菅原涼太	ダ	1600	487	-4	0.0
2021/06/07	晴	11	9	3	3	28.7	7	8	56.0	重	1:56.9	1.7	1-1-1-1	39.5-38.1	39.8	大井	202144060711	アレキサンドライト賞	movie.html?race_id=202144060711	05590	藤本現暉	ダ	1800	491	-3	0.0
2021/05/21	曇	10	8	7	7	45.1	7	7	56.0	不	2:00.7	6.4	1-2-2-2	35.1-40.0	46.2	大井	202144052110	レグルス賞	movie.html?race_id=202144052110	05590	藤本現暉	ダ	1800	494	-4	0.0
2021/04/13	曇	12	16	3	5	23.0	10	16	55.0	良	1:44.3	4.3	5-7-10-11	36.0-39.0	42.8	大井	202144041312	東風賞競走	movie.html?race_id=202144041312	05605	篠谷葵	ダ	1600	498	-2	0.0
2021/03/23	晴	11	16	4	8	29.4	8	14	55.0	重	1:50.8	3.1	4-5-6-7	31.6-39.4	41.7	大井	202144032311	マーチ賞競走	movie.html?race_id=202144032311	05590	藤本現暉	ダ	1700	500	8	0.0
2021/03/10	晴	12	15	2	4	6.1	3	15	57.0	稍	1:46.1	4.2	4-6-12-13	35.8-42.0	43.4	大井	202144031012	スプリングタイム賞競	movie.html?race_id=202144031012	05590	藤本現暉	ダ	1600	492	6	0.0
2020/12/10	晴	9	12	4	4	3.1	2	3	57.0	良	1:41.1	0.4	3-3-2-2	36.6-39.0	39.2	大井	202044121009	麻布賞	movie.html?race_id=202044121009	05590	藤本現暉	ダ	1600	486	0	77.5
2020/11/02	雨	10	10	5	5	2.0	1	5	57.0	良	1:41.3	0.7	4-4-2-1	36.1-39.3	40.0	大井	202044110210	いよいよ明日はJBC	movie.html?race_id=202044110210	05590	藤本現暉	ダ	1600	486	-2	37.0
2020/10/08	雨	12	16	5	9	15.8	4	3	55.0	不	1:40.9	1.2	3-3-4-4	36.8-38.5	39.4	大井	202044100812	サンタアニタトロフィ	movie.html?race_id=202044100812	05590	藤本現暉	ダ	1600	488	-3	132.5
2020/09/08	曇	12	16	7	14	3.9	1	1	56.0	重	1:41.3	-1.2	3-3-3-3	37.1-38.9	38.9	大井	202044090812	サファイア賞競走	movie.html?race_id=202044090812	05590	藤本現暉	ダ	1600	491	5	340.0
2020/08/17	曇	11	13	5	7	36.1	11	1	55.0	良	1:40.4	-0.5	2-2-2-2	36.5-38.8	38.8	大井	202044081711	ミッドサマー賞競走	movie.html?race_id=202044081711	05590	藤本現暉	ダ	1600	486	-3	370.0
2020/07/29	曇	12	16	4	8	36.3	10	9	55.0	稍	1:42.9	1.3	10-10-10-10	37.8-39.1	39.3	大井	202044072912	カーネリアン賞競走	movie.html?race_id=202044072912	05590	藤本現暉	ダ	1600	489	3	0.0
2020/07/07	曇	11	15	3	4	69.9	10	5	56.0	不	1:43.3	1.2	6-6-10-10	36.8-40.1	40.8	大井	202044070711	ミルキーウェイ賞競走	movie.html?race_id=202044070711	05590	藤本現暉	ダ	1600	486	9	34.0
2020/04/08	晴	10	16	4	7	17.4	6	14	57.0	良	1:57.0	2.9	2-2-4-8	37.6-38.8	41.2	大井	202044040810	卯月賞競走	movie.html?race_id=202044040810	00817	的場文男	ダ	1800	477	-1	0.0
