日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/26	晴	11	11	1	1	16.1	5	4	57.0	良	1:34.7	0.6	5-5-5	35.6-34.9	34.2	中山	202206020111	幕張S(3勝クラス)	202206020111	00666	芝	1600	498	16	280.0
2021/12/04	曇	11	18	2	3	34.5	12	10	55.0	良	1:21.1	0.4	10-10	34.2-35.1	34.6	中京	202107060111	飛騨S(3勝クラス)	202107060111	01160	芝	1400	482	-10	0.0
2021/11/13	晴	10	18	3	5	22.0	9	8	55.0	良	1:22.0	0.6	8-9	35.4-34.2	33.8	東京	202105050310	奥多摩S(3勝クラス)	202105050310	05203	芝	1400	492	4	0.0
2021/09/12	曇	10	15	8	14	7.4	4	5	55.0	良	1:07.7	0.3	11-12	33.3-34.1	33.3	中山	202106040210	セプテンバーS(3勝クラス)	202106040210	01088	芝	1200	488	4	182.0
2021/05/16	曇	10	18	2	4	10.0	6	14	57.0	稍	1:09.2	1.3	15-15	33.2-34.7	34.2	中京	202107030410	朱雀S(3勝クラス)	202107030410	01032	芝	1200	484	-2	0.0
2021/04/10	晴	10	16	6	11	6.5	5	5	57.0	良	1:08.8	0.4	7-7	33.5-34.9	34.6	中山	202106030510	船橋S(3勝クラス)	202106030510	05339	芝	1200	486	0	182.0
2020/11/21	晴	11	18	3	5	10.4	5	7	57.0	良	1:22.0	0.3	8-8	35.8-34.0	33.7	東京	202005050511	奥多摩S(3勝クラス)	202005050511	01092	芝	1400	486	4	0.0
2020/07/11	曇	11	16	8	16	3.4	1	2	57.0	稍	1:09.3	0.8	5-3	34.0-34.5	34.5	福島	202003020311	テレビユー福島賞(3勝クラス)	202003020311	05212	芝	1200	482	-4	739.6
2020/05/24	晴	10	13	4	6	4.2	1	5	55.0	良	1:20.0	0.3	6-6	34.6-34.0	33.8	東京	202005021010	フリーウェイS(3勝クラス)	202005021010	05339	芝	1400	486	6	182.0
2019/11/09	晴	10	7	4	4	1.9	1	1	56.0	良	1:21.4	-0.1	2-2	35.8-34.1	33.0	東京	201905050310	三鷹特別(2勝クラス)	201905050310	01088	芝	1400	480	-4	1518.9
2019/09/21	曇	12	16	7	14	2.7	1	2	55.0	良	1:32.9	0.0	2-2-2	35.1-35.3	34.6	中山	201906040612	3歳以上2勝クラス	201906040612	05386	芝	1600	484	-4	440.0
2019/06/30	小雨	11	16	3	6	8.8	4	7	54.0	不	1:50.5	0.7	2-3-3-3	35.9-36.5	37.0	福島	201903020211	ラジオNIKKEI賞(G3)	201903020211	05386	芝	1800	488	0	0.0
2019/04/28	晴	7	8	6	6	2.7	1	1	56.0	良	1:32.9	0.0	3-3	35.0-34.8	34.4	東京	201905020407	3歳500万下	201905020407	05585	芝	1600	488	0	720.0
2019/03/10	曇	7	8	4	4	7.1	4	2	56.0	良	1:35.5	0.1	2-2	37.3-33.9	33.9	阪神	201909010607	3歳500万下	201909010607	05203	芝	1600	488	0	290.0
2018/12/23	曇	4	16	6	11	4.6	2	1	55.0	良	1:39.1	-0.4	6-2-2	37.7-35.7	35.6	中山	201806050804	2歳新馬	201806050804	01032	芝	1600	488	0	700.0
