rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	11		ロゼッタハート	牝6	54.0		高橋哲也	0:55.7		3-2	38.2	62.0	9	446	1		牛房栄吉		小橋亮太	80.0
2	5	6		メロメロパンチ	牝7	54.0		保園翔也	0:56.1	2.0	2-2	38.7	4.3	3	493	-8		内野健二		（同）ＪＰＮ技研	30.4
3	7	10		グローリアスサード	牝5	54.0		矢野貴之	0:56.1	クビ	1-1	38.9	5.6	4	470	3		高月賢一		日下部勝徳	20.0
4	8	12		プリンセスラッキー	牝7	54.0		秋元耕成	0:56.4	1.1/2	5-4	38.6	40.7	8	466	-4		箕輪武		廣瀬由一	12.0
5	6	7		クラムチャウダー	牡5	55.0		櫻井光輔	0:56.5	1/2	10-10	38.2	16.8	5	445	-1		田島寿一		二瓶徹	9.6
6	1	1		オールマイライフ	牝6	54.0		横川怜央	0:56.5	クビ	5-6	39.0	2.6	1	420	-4		田辺陽一		廣松重信	
7	4	4		キャノンデール	牡4	56.0		藤江渉	0:56.7	1.0	4-5	39.3	3.5	2	481	1		久保秀男		塩田清	
8	6	8		コルソ	牝5	54.0		野澤憲彦	0:56.8	3/4	11-11	38.1	26.7	6	436	-18		佐々木清		佐々木総雄	
9	2	2		コウエイダイチ	牡6	52.0		中島良美	0:56.9	クビ	9-8	38.7	40.0	7	451	-7		吉田正美		冨田藤男	
10	7	9		ニシノマッハ	牡6	56.0		国分祐仁	0:56.9	アタマ	7-7	38.7	240.0	12	472	-1		冨田敏男		冨田藤男	
11	3	3		シェルメール	牝4	54.0		伊藤裕人	0:56.9	アタマ	12-12	37.9	117.3	10	440	1		武井和実		酒井孝敏	
12	5	5		メイショウロッソ	牝9	54.0		岡村裕基	0:57.4	2.1/2	7-9	39.4	165.3	11	470	-4		福島秀夫		加藤富保	
