日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/13	曇	6	12	2	2	26.2	7	11	55.0	良	1:56.7	1.8	6-6-11-11	38.7-38.5	38.7	阪神	202209011006	4歳以上1勝クラス	202209011006	01015	ダ	1800	438	0	0.0
2022/02/12	晴	7	8	2	2	4.3	2	7	55.0	良	1:56.6	0.8	6-6-6-6	39.2-37.1	37.2	阪神	202209010107	4歳以上1勝クラス	202209010107	01093	ダ	1800	438	4	0.0
2021/09/19	曇	6	12	6	8	23.8	8	2	55.0	重	1:58.1	0.3	11-11-9-9	30.0-37.3	36.7	中京	202107050406	3歳以上1勝クラス	202107050406	01093	ダ	1900	434	-4	300.0
2021/08/28	曇	8	14	1	1	9.0	5	5	55.0	良	1:47.7	1.0	14-14-14-14	30.1-38.8	38.0	札幌	202101020508	3歳以上1勝クラス	202101020508	01093	ダ	1700	438	8	76.0
2021/07/31	晴	9	14	5	7	56.8	11	10	55.0	良	2:42.8	1.6	1-1-1-2	37.6-36.4	38.0	函館	202102010909	八甲田山特別(1勝クラス)	202102010909	01015	芝	2600	430	-6	0.0
2021/06/27	晴	7	14	8	14	34.9	9	5	55.0	良	2:40.8	1.2	1-1-1-2	36.4-36.3	37.5	札幌	202101010607	3歳以上1勝クラス	202101010607	01015	芝	2600	436	2	76.0
2021/06/12	晴	10	8	3	3	7.5	4	8	55.0	良	2:47.0	0.8	7-7-7-6	41.2-34.4	34.5	札幌	202101010110	積丹特別(1勝クラス)	202101010110	01015	芝	2600	434	0	0.0
2021/04/10	晴	7	11	3	3	4.2	2	3	55.0	良	1:53.9	1.3	6-6-7-7	37.9-36.8	37.2	阪神	202109020507	4歳以上1勝クラス	202109020507	01015	ダ	1800	434	0	190.0
2021/03/27	晴	8	12	6	7	19.1	6	3	55.0	良	1:54.6	1.1	8-8-8-5	37.2-39.1	38.8	阪神	202109020108	4歳以上1勝クラス	202109020108	01015	ダ	1800	434	4	190.0
2021/01/17	晴	10	16	6	12	33.1	9	9	54.0	良	2:40.6	1.5	6-6-7-7	36.6-35.6	36.6	小倉	202110010210	呼子特別(1勝クラス)	202110010210	01116	芝	2600	430	-2	0.0
2020/08/23	晴	4	14	7	12	31.3	7	1	54.0	良	2:43.9	-0.1	1-1-1-1	38.4-35.7	35.7	札幌	202001020404	3歳未勝利	202001020404	05203	芝	2600	432	-4	510.0
2020/08/08	曇	6	16	7	14	12.2	4	11	52.0	良	2:03.1	1.2	14-14-5-8	35.8-37.1	38.0	札幌	202001010506	3歳未勝利	202001010506	01176	芝	2000	436	12	0.0
2020/07/26	晴	4	12	8	11	14.6	7	3	52.0	良	2:02.0	0.3	4-4-4-2	35.6-35.8	35.7	札幌	202001010204	3歳未勝利	202001010204	01176	芝	2000	424	-4	130.0
2020/07/04	曇	6	13	7	10	59.1	9	5	52.0	良	2:02.4	0.6	9-9-5-5	35.7-37.7	37.7	函館	202002020106	3歳未勝利	202002020106	01176	芝	2000	428	8	51.0
2020/05/09	曇	6	13	3	3	25.5	8	8	51.0	良	2:02.9	1.7	8-6-6-8	35.6-36.3	37.2	新潟	202004010106	3歳未勝利	202004010106	01176	芝	2000	420	-10	0.0
2020/04/12	雨	4	16	7	13	27.7	7	5	51.0	良	2:04.4	1.3	2-3-2-1	36.9-35.8	37.1	阪神	202009020604	3歳未勝利	202009020604	01182	芝	2000	430	0	51.0
2020/03/22	晴	5	13	5	6	113.7	12	4	51.0	良	2:01.1	0.2	1-1-1-1	36.3-36.0	36.2	阪神	202009010905	3歳未勝利	202009010905	01176	芝	2000	430	-4	77.0
2020/02/29	曇	4	17	2	3	195.3	16	15	54.0	良	2:04.9	3.1	17-17-16-16	36.5-35.4	35.6	中京	202007010104	3歳未勝利	202007010104	01144	芝	2000	434	-12	0.0
2019/12/08	晴	5	9	8	8	54.5	6	9	54.0	良	1:51.6	3.1	6-8	36.2-33.7	36.0	阪神	201909050405	2歳新馬	201909050405	01116	芝	1800	446	0	0.0
