rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		コパノフレディー	牡3	53.0		服部茂史	1:12.4		4-4	36.2	1.8	1	496	0		田中淳司		小林祥晃	80.0
2	6	7		シメイ	牡6	56.0		桑村真明	1:12.4	クビ	2-2	36.4	4.4	2	522	-2		佐久間雅		岩見裕輔	22.4
3	8	11		ケイアイピハ	牡4	56.0		小野楓馬	1:12.5	1/2	1-1	36.7	6.6	4	458	2		安田武広		亀田和弘	16.8
4	8	10		ツルマルパラダイス	牡6	56.0		落合玄太	1:13.1	3.0	3-3	37.0	6.1	3	502	4		桧森邦夫		八嶋長久	11.2
5	5	5		バブルガムダンサー	牝4	54.0		阿部龍	1:13.6	2.1/2	11-8	36.6	25.0	6	520	-6		角川秀樹		安中公成	5.6
6	1	1		キタアルプス	牡7	56.0		山本咲希	1:13.6	アタマ	4-5	37.2	12.5	5	502	-2		松本隆宏		吉橋一美	
7	7	8		ニシノステラ	牝4	50.0		若杉朝飛	1:13.7	1/2	8-8	36.8	201.3	9	440	-4		柳澤好美		太田雅貴	
8	2	2		エイノスケ	牡3	53.0		阪野学	1:13.7	ハナ	8-6	36.9	214.2	10	496	-4		田中正二		中田和宏	
9	3	3		センコーファースト	牡7	55.0		岩橋勇二	1:14.2	2.1/2	6-11	37.6	194.7	8	456	-2		秋田大助		門別善男	
10	6	6		イッキトウセン	牡5	56.0		松井伸也	1:14.2	クビ	7-7	37.6	44.7	7	532	29		櫻井拓章		原久美子	
11	4	4		メイショウヤワラギ	牝5	53.0		亀井洋司	1:14.2	ハナ	10-8	37.3	307.6	11	472	-2		山口竜一		高橋真紀	
