rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	13		ゲンパチフォルツァ	牡3	56.0		武豊	1:36.1		2-2	36.5	16.9	6	500	2		堀井雅広		平野武志	1,828.0
2	2	2		レディバグ	牝3	54.0		酒井学	1:36.1	クビ	4-4	36.0	6.5	2	452	2		北出成人		ゴールドアップ・カンパニー	728.0
3	4	5		ブラックアーメット	牡3	56.0		福永祐一	1:36.4	1.3/4	6-6	36.0	67.5	11	508	-2		角田晃一		窪田芳郎	454.0
4	1	1		ティアップリオン	牡3	56.0		内田博幸	1:36.6	1.0	7-7	35.9	27.9	9	472	0		奥平雅士		田中昇	270.0
5	4	4		プロバーティオ	牡3	56.0		Ｍ．デム	1:36.8	1.1/4	1-1	37.4	10.8	4	496	-4		田中剛		ノースヒルズ	180.0
6	3	3		リフレイム	牝3	54.0		木幡巧也	1:37.3	3.1/2	10-11	36.3	6.7	3	500	10		黒岩陽一		山口裕介	
7	5	7		ユアヒストリー	牡3	56.0		団野大成	1:37.4	クビ	7-7	36.7	17.3	7	458	-2		池添学		百瀬裕規	
8	8	12		ピースマッチング	牡3	56.0		横山武史	1:37.4	クビ	2-3	37.6	22.1	8	462	0		斎藤誠		社台レースホース	
9	7	11		キタノリューオー	牡3	56.0		石橋脩	1:37.4	ハナ	10-9	36.6	113.5	12	448	0		萱野浩二		北所直人	
10	7	10		アイリッシュセンス	牡3	56.0		松山弘平	1:37.7	1.1/2	4-4	37.6	12.2	5	476	2		杉山晴紀		ＫＲジャパン	
11	5	6		ラペルーズ	牡3	57.0		ルメール	1:38.4	4.0	12-12	37.1	1.8	1	520	8		藤沢和雄		多田信尊	
12	6	9		サトノムスタング	牡3	56.0		田辺裕信	1:38.9	3.0	7-9	38.1	47.3	10	468	2		大和田成		里見治紀	
取	6	8		ショウナンアストラ	牡3	56.0		吉田豊					---		計不			矢野英一		国本哲秀	
