rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		フクノバイオレット	牝5	54.0		下原理	1:32.0		9-9-5-3	41.3	8.6	5	429	1		田中道夫		（同）ＪＰＮ技研	45.0
2	3	3		ゴルトグルーベ	セ4	56.0		廣瀬航	1:32.0	アタマ	8-7-3-2	41.7	3.5	2	515	0		森澤友貴		谷口祐人	12.6
3	1	1		マイディスティニー	牝3	54.0		田中学	1:32.2	1.1/2	6-3-1-1	41.9	2.4	1	505	10		栗林徹治		岡崎隆弘	6.3
4	6	6		ハート	牡5	56.0		松木大地	1:32.5	1.1/2	10-10-8-6	41.4	7.4	3	466	-6		住吉朝男		鍋倉昌志	4.5
5	7	7		ビジュミノル	牝3	54.0		吉村智洋	1:33.4	5.0	7-8-6-7	42.4	7.6	4	484	2		高本友芳		織田洋介	3.6
6	8	10		ラッレグラーレ	牡5	56.0		田野豊三	1:34.2	5.0	4-5-4-5	43.5	22.8	7	501	-2		土屋洋之		（有）サクライ動物	
7	5	5		マヤルーチェ	牝5	54.0		小谷周平	1:34.7	3.0	5-6-10-8	43.8	35.4	9	420	3		尾林幸二		（有）まの	
8	7	8		オロマップレディ	牝5	53.0		石堂響	1:34.7	アタマ	3-4-9-9	43.9	113.0	10	492	-1		長南和宏		宮本育也	
9	2	2		エイシンオルデン	牝3	54.0		鴨宮祥行	1:35.2	3.0	1-1-1-3	45.1	14.9	6	460	5		平松徳彦		平井克彦	
10	8	9		ホーリーエンジェル	牝7	51.0		木本直	1:36.9	大	1-2-7-10	46.6	29.0	8	435	3		坂本和也		（株）Ａｍｂｉｔｉ	
