	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201155012303	ダ	右	1300	晴	良	11:45	C2ー32組		2011-1-23	18	佐賀	4	(馬齢)		2	150	1	2	100	1	9	100	2	3.0	110.0	3.0	2-9	170	1	2-9	110	1	2-3	130	2	3-9	190	3	2=>9	240	1	2-3-9	200	1	2=>9=>3	460	1.0	92108534176.0	91025834176.0	91025834176.0	92103581476.0			2-8	220.0	1.0
201155012304	ダ	右	1400	晴	良	12:15	C2ー14組		2011-1-23	18	佐賀	4	(馬齢)		8	540	4	8	110	1	4	120	2	2.0	140.0	4.0	4-8	540	3	4-8	240	3	2-8	330	5	2-4	170	1	8=>4	1600	9	2-4-8	490	2	8=>4=>2	4460	17.0	489275163.0	482957163.0	482975631.0	842795361.0			4-8	450.0	2.0
201155012305	ダ	右	1400	晴	良	12:45	C1ー5組		2011-1-23	18	佐賀	4	(馬齢)		2	140	1	2	100	1	6	170	3				2-6	650	2	2-6	140	3	1-2	100	1	1-6	130	2	2=>6	820	3	1-2-6	170	1	2=>6=>1	1390	5.0	253146.0	253146.0	253146.0	263514.0					
201155012306	ダ	右	1400	曇	良	13:15	B2ー3組		2011-1-23	18	佐賀	4	(馬齢)		6	110	1	6	110	1	5	240	3				5-6	290	2	5-6	120	1	1-6	130	2	1-5	240	5	6=>5	300	1	1-5-6	290	1	6=>5=>1	660	1.0	631524.0	613524.0	613542.0	651243.0					
201155012307	ダ	右	1400	曇	良	13:50	C2ー12組		2011-1-23	18	佐賀	4	(馬齢)		4	140	1	4	110	1	7	220	4				4-7	370	3	4-7	190	3	4-6	120	1	6-7	290	6	4=>7	480	3	4-6-7	490	3	4=>7=>6	1200	6.0	4761253.0	4716253.0	4716253.0	4761253.0					
201155021101	ダ	右	1300	小雨	稍重	10:45	3歳ー8組		2011-2-11	19	佐賀	3	(馬齢)		2	380	2	2	100	2	3	110	3	8.0	100.0	1.0	2-3	3000	5	2-3	190	2	2-8	100	1	3-8	210	4	2=>3	3630	7	2-3-8	190	1	2=>3=>8	9780	20.0	983241765.0	982341765.0	982413765.0	829341756.0			2-3	3020.0	7.0
201155021102	ダ	右	1400	小雨	稍重	11:15	C2ー14組		2011-2-11	19	佐賀	3	(馬齢)		7	140	1	7	100	1	5	120	2	6.0	140.0	4.0	5-7	290	2	5-7	170	2	6-7	110	1	5-6	270	5	7=>5	410	2	5-6-7	270	1	7=>5=>6	790	2.0	57468123.0	57486123.0	57468213.0	75264183.0					
201155021103	ダ	右	1400	小雨	稍重	11:45	3歳ー5組		2011-2-11	19	佐賀	3	(馬齢)		8	200	1	8	130	3	9	140	4	6.0	110.0	1.0	8-9	950	4	8-9	340	5	6-8	180	1	6-9	260	4	8=>9	1300	5	6-8-9	1070	2	8=>9=>6	4390	13.0	482651973.0	486291573.0	486912375.0	846913275.0			8-8	1180.0	5.0
201155021104	ダ	右	1400	小雨	稍重	12:20	C2ー13組		2011-2-11	19	佐賀	3	(馬齢)		3	2870	6	3	410	6	6	230	4	7.0	120.0	2.0	3-6	5570	15	3-6	1,540	16	3-7	630	7	6-7	270	3	3=>6	13750	31	3-6-7	2260	8	3=>6=>7	42020	102.0	793486251.0	793468251.0	769348521.0	763854921.0			3-6	3160.0	14.0
201155021105	ダ	右	1400	小雨	稍重	12:55	C2ー10組		2011-2-11	19	佐賀	3	(馬齢)		4	480	3	4	180	3	7	260	4	8.0	1,020	7.0	4-7	2460	7	4-7	560	6	4-8	4,570	20	7-8	3,450	18	4=>7	4210	12	4-7-8	34210	28	4=>7=>8	104230	99.0	36427185.0	36214875.0	48637215.0	48763215.0					
201155021106	ダ	右	1400	小雨	稍重	13:30	C2ー7組		2011-2-11	19	佐賀	3	(馬齢)		7	380	2	7	120	2	5	100	1	2.0	410	8.0	5-7	210	1	5-7	160	1	2-7	1,230	17	2-5	810	9	7=>5	750	2	2-5-7	2550	7	7=>5=>2	8510	23.0	371592846.0	379152846.0	739581264.0	739251864.0			5-7	220.0	1.0
201155021107	ダ	右	1400	小雨	稍重	14:05	C2ー4組		2011-2-11	19	佐賀	3	(馬齢)		6	170	1	6	100	2	3	100	1	9.0	130	3.0	3-6	160	1	3-6	100	1	6-9	150	2	3-9	250	4	6=>3	240	1	3-6-9	250	1	6=>3=>9	550	1.0	689352714.0	698357214.0	698357124.0	693857124.0			3-6	170.0	1.0
201155021108	ダ	右	1400	小雨	稍重	14:40	C1ー5組		2011-2-11	19	佐賀	3	(馬齢)		2	130	1	2	100	1	4	110	2	9.0	140	4.0	2-4	320	2	2-4	160	2	2-9	210	3	4-9	350	6	2=>4	500	2	2-4-9	560	3	2=>4=>9	1370	5.0	479213856.0	472913865.0	472931568.0	423971568.0			2-4	470.0	3.0
201155021109	ダ	右	1750	小雨	稍重	15:20	アメジスト特別 		2011-2-11	19	佐賀	3	(別定)		8	3050	4	8	440	5	5	410	4	1.0	160	3.0	5-8	6720	19	5-8	1,690	19	1-8	490	5	1-5	630	8	8=>5	15520	29	1-5-8	4950	18	8=>5=>1	121030	168.0	63214758.0	62314758.0	62317548.0	12653874.0					
201155021110	ダ	右	2000	曇	稍重	16:05	佐賀記念	G3	2011-2-11	19	佐賀	3	(別定)		5	320	2	5	140	3	9	120	1	10.0	270	5.0	5-9	330	2	5-9	210	2	5-10	720	9	9-10	470	6	5=>9	750	4	5-9-10	1400	4	5=>9=>10	4850	15.0	598103621117124.0	539810621117124.0	539108261117124.0	593102816117124.0			5-7	340.0	2.0
201155022701	ダ	右	900	曇	良	10:45	C2ー30組		2011-2-27	20	佐賀	4	(馬齢)		9	860	3	9	380	5	2	280	2	7.0	290	3.0	2-9	1710	6	2-9	680	7	7-9	740	9	2-7	670	6	9=>2	4840	15	2-7-9	3310	13	9=>2=>7	17820	58.0			927163485.0	927163458.0			2-8	1340.0	6.0
201155022702	ダ	右	1300	曇	良	11:15	C2ー28組		2011-2-27	20	佐賀	4	(馬齢)		8	460	3	8	140	3	5	260	5	2.0	100	1.0	5-8	2660	9	5-8	460	7	2-8	160	2	2-5	430	4	8=>5	3820	12	2-5-8	770	2	8=>5=>2	14060	39.0	23487561.0	23845761.0	23845761.0	28435761.0					
201155022703	ダ	右	1300	曇	良	11:45	C2ー26組		2011-2-27	20	佐賀	4	(馬齢)		2	320	2	2	100	1	7	110	3	9.0	110	2.0	2-7	490	2	2-7	180	2	2-9	190	3	7-9	140	1	2=>7	880	3	2-7-9	340	1	2=>7=>9	2130	8.0	452971368.0	452971368.0	425976381.0	279456381.0			2-7	530.0	4.0
201155022704	ダ	右	1400	曇	良	12:15	C2ー7組		2011-2-27	20	佐賀	4	(馬齢)		4	120	1	4	110	1	6	690	6				4-6	1590	5	4-6	500	7	3-4	140	1	3-6	1,220	12	4=>6	2020	6	3-4-6	2260	8	4=>6=>3	6540	20.0	461325.0	461325.0	463152.0	463251.0					
201155022705	ダ	右	1400	曇	良	12:45	A1・A3		2011-2-27	20	佐賀	4	(別定)		2	150	1	2	100	1	1	310	4				1-2	580	3	1-2	280	4	2-6	200	2	1-6	380	7	2=>1	780	4	1-2-6	620	3	2=>1=>6	2510	11.0	261534.0	261534.0	265143.0	216543.0					
201155022706	ダ	右	1400	曇	良	13:15	C2ー13組		2011-2-27	20	佐賀	4	(馬齢)		5	180	1	5	130	2	6	120	1				5-6	310	1	5-6	130	1	1-5	260	4	1-6	230	3	5=>6	500	1	1-5-6	350	1	5=>6=>1	1210	1.0	5136247.0	5163247.0	5162347.0	5612734.0					
201155022707	ダ	右	1400	曇	良	13:50	C2ー11組		2011-2-27	20	佐賀	4	(馬齢)		2	220	1	2	100	2	6	100	1	5.0	120	3.0	2-6	190	1	2-6	140	1	2-5	250	4	5-6	280	5	2=>6	370	1	2-5-6	490	2	2=>6=>5	1230	3.0	57628314.0	57628314.0	56283714.0	25681347.0					
201155022708	ダ	右	1400	曇	良	14:25	3歳ー4組		2011-2-27	20	佐賀	4	(馬齢)		3	330	2	3	130	3	8	170	4	7.0	120	1.0	3-8	1060	6	3-8	400	7	3-7	270	3	7-8	320	5	3=>8	1860	9	3-7-8	810	4	3=>8=>7	5310	22.0	27534168.0	27354618.0	27538164.0	72381564.0					
201155022709	ダ	右	1400	曇	良	15:00	C2ー9組		2011-2-27	20	佐賀	4	(馬齢)		8	180	1	8	100	1	5	140	3	2.0	120	2.0	5-8	360	2	5-8	160	2	2-8	150	1	2-5	230	4	8=>5	690	3	2-5-8	340	1	8=>5=>2	1210	1.0	58164237.0	58164237.0	58162347.0	58162347.0					
201155022710	ダ	右	900	雨	良	16:10	佐賀だだばしりスプリ 		2011-2-27	20	佐賀	4	(別定)		5	110	1	5	100	2	6	100	1	2.0	180	4.0	5-6	160	1	5-6	130	1	2-5	310	4	2-6	480	6	5=>6	260	1	2-5-6	570	2	5=>6=>2	1100	4.0			562981734.0	562981734.0			5-6	140.0	1.0
201155030501	ダ	右	1300	晴	良	10:45	C2ー35組		2011-3-5	20	佐賀	5	(馬齢)		3	2740	4	3	1,110	5	2	360	3				2-3	8160	10	2-3	1,000	10	3-5	490	6	2-5	320	2	3=>2	18890	20	2-3-5	1930	5	3=>2=>5	53000	47.0	35142.0	35142.0	35142.0	35124.0					
201155030502	ダ	右	1300	晴	良	11:15	C2ー33組		2011-3-5	20	佐賀	5	(馬齢)		5	150	1	5	110	1	3	110	2				3-5	130	1	3-5	120	1	2-5	790	11	2-3	1,610	14	5=>3	160	1	2-3-5	1850	5	5=>3=>2	4000	11.0	532146.0	532146.0	532416.0	532146.0					
201155030503	ダ	右	1300	晴	良	11:45	3歳ー9組		2011-3-5	20	佐賀	5	(馬齢)		5	1130	5	5	300	5	4	260	4	6.0	710	6.0	4-5	1780	9	4-5	660	8	5-6	2,070	20	4-6	1,310	15	5=>4	4950	20	4-5-6	6590	22	5=>4=>6	49220	120.0	357428619.0	357426819.0	354762189.0	534627198.0			4-5	1460.0	8.0
201155030504	ダ	右	1300	晴	良	12:15	3歳ー8組		2011-3-5	20	佐賀	5	(馬齢)		7	130	1	7	100	2	4	140	3	9.0	100	1.0	4-7	1810	4	4-7	290	4	7-9	110	1	4-9	250	2	7=>4	2790	5	4-7-9	480	2	7=>4=>9	5000	13.0	673894152.0	673841925.0	674391285.0	763492158.0			4-7	1490.0	4.0
201155030505	ダ	右	1400	晴	良	12:45	3歳ー6組		2011-3-5	20	佐賀	5	(馬齢)		2	150	1	2	100	1	5	160	4	7.0	110	2.0	2-5	1280	4	2-5	340	4	2-7	170	1	5-7	460	7	2=>5	1850	8	2-5-7	990	3	2=>5=>7	5360	17.0	578264139.0	572846139.0	572348169.0	527314698.0			2-5	1560.0	6.0
201155030506	ダ	右	1400	晴	良	13:15	C2ー5組		2011-3-5	20	佐賀	5	(馬齢)		1	100	1	1	100	1	7	130	3	6.0	100	2.0	1-7	430	2	1-7	200	2	1-6	130	1	6-7	320	5	1=>7	570	2	1-6-7	310	1	1=>7=>6	1070	4.0	17562438.0	17562438.0	17562483.0	17562843.0					
201155030507	ダ	右	1400	晴	良	13:50	C2ー3組		2011-3-5	20	佐賀	5	(馬齢)		6	130	1	6	100	1	3	100	3	9.0	100	2.0	3-6	140	1	3-6	110	1	6-9	160	2	3-9	220	3	6=>3	230	1	3-6-9	260	1	6=>3=>9	540	1.0	39246578.0	39264578.0	63925847.0	63925874.0			3-6	170.0	1.0
201155030508	ダ	右	1400	晴	良	14:25	C1ー9組		2011-3-5	20	佐賀	5	(馬齢)		7	660	3	7	140	2	3	190	3	8.0	400	5.0	3-7	500	3	3-7	200	2	7-8	350	5	3-8	360	6	7=>3	980	4	3-7-8	840	3	7=>3=>8	3400	11.0	72384156.0	73284156.0	73284156.0	73842516.0					
201155030509	ダ	右	1400	晴	良	15:00	C1ー3組		2011-3-5	20	佐賀	5	(馬齢)		2	310	2	2	100	1	3	100	2				2-3	150	1	2-3	100	1	1-2	630	9	1-3	580	7	2=>3	510	2	1-2-3	930	3	2=>3=>1	3360	13.0	2167354.0	2617354.0	2167354.0	2134675.0					
201155030510	ダ	右	1750	晴	良	16:10	マーチ特別 		2011-3-5	20	佐賀	5	(別定)		6	480	3	6	100	1	1	100	2	3.0	240	6.0	1-6	290	1	1-6	220	2	3-6	770	10	1-3	690	8	6=>1	1260	5	1-3-6	2350	8	6=>1=>3	13150	40.0	123469785.0	124369785.0	162347985.0	613427895.0			1-6	340.0	2.0
201155030511	ダ	右	1400	晴	良	16:50	カノープス賞		2011-3-5	20	佐賀	5	(馬齢)		3	160	1	3	120	2	4	510	7	9.0	100	1.0	3-4	1060	4	3-4	300	4	3-9	110	1	4-9	460	6	3=>4	2210	6	3-4-9	780	3	3=>4=>9	5970	19.0	79104623815.0	79410623185.0	79410362158.0	37410926158.0			3-4	980.0	3.0
201155031901	ダ	右	900	晴	良	10:45	C2ー29組		2011-3-19	21	佐賀	3	(馬齢)		4	790	4	4	130	3	8	110	1	9.0	140	4.0	4-8	850	3	4-8	190	3	4-9	420	6	8-9	140	1	4=>8	2960	10	4-8-9	860	2	4=>8=>9	9170	29.0			892417365.0	894217365.0			4-8	670.0	3.0
201155031902	ダ	右	1300	晴	良	11:15	C2ー27組		2011-3-19	21	佐賀	3	(馬齢)		2	190	1	2	100	1	5	100	2	6.0	130	3.0	2-5	320	1	2-5	140	1	2-6	260	4	5-6	330	5	2=>5	550	1	2-5-6	530	2	2=>5=>6	1670	2.0	68210517394.0	68210517394.0	68102517394.0	68251017394.0			2-5	300.0	1.0
201155031903	ダ	右	1300	晴	良	11:45	3歳ー11組		2011-3-19	21	佐賀	3	(馬齢)		1	480	3	1	130	1	8	200	4	2.0	200	4.0	1-8	750	3	1-8	450	6	1-2	550	8	2-8	580	9	1=>8	1320	4	1-2-8	2240	8	1=>8=>2	6570	22.0	831249657.0	831924675.0	831926745.0	812396475.0			1-8	390.0	2.0
201155031904	ダ	右	1300	晴	良	12:15	3歳ー9組		2011-3-19	21	佐賀	3	(馬齢)		6	3690	6	6	600	7	3	120	1	1.0	250	4.0	3-6	8280	14	3-6	1,690	15	1-6	3,300	20	1-3	550	7	6=>3	44620	35	1-3-6	15880	24	6=>3=>1	212220	152.0	61723845.0	67123845.0	67132548.0	61375428.0					
201155031905	ダ	右	1400	晴	良	12:45	東日本大震災復興支援		2011-3-19	21	佐賀	3	(馬齢)		5	210	1	5	100	1	6	130	3	7.0	230	5.0	5-6	310	2	5-6	150	1	5-7	420	6	6-7	660	9	5=>6	450	1	5-6-7	1060	4	5=>6=>7	2510	8.0	14586372.0	14567382.0	14567328.0	54167328.0					
201155031906	ダ	右	1400	晴	良	13:15	C2ー10組		2011-3-19	21	佐賀	3	(馬齢)		3	1480	6	3	160	2	1	420	7	8.0	210	5.0	1-3	7960	21	1-3	1,170	19	3-8	790	11	1-8	940	14	3=>1	16910	42	1-3-8	8290	31	3=>1=>8	103530	208.0	251346798.0	251369478.0	253167984.0	251836794.0			1-3	14960.0	21.0
201155031907	ダ	右	1400	晴	良	13:50	C2ー9組		2011-3-19	21	佐賀	3	(馬齢)		4	110	1	4	100	1	1	150	3	2.0	240	6.0	1-4	480	2	1-4	300	2	2-4	690	4	1-2	2,000	13	4=>1	520	2	1-2-4	1310	4	4=>1=>2	2490	7.0	462897315.0	427689135.0	419762835.0	417926385.0			1-4	450.0	2.0
201155031908	ダ	右	1400	晴	良	14:25	C2ー6組		2011-3-19	21	佐賀	3	(馬齢)		5	190	1	5	170	3	3	160	2	8.0	480	6.0	3-5	190	1	3-5	150	1	5-8	1,110	15	3-8	1,240	17	5=>3	340	1	3-5-8	2470	8	5=>3=>8	5480	19.0	83415627.0	83415627.0	83546127.0	83564172.0					
201155031909	ダ	右	1400	晴	良	15:00	C2ー4組		2011-3-19	21	佐賀	3	(馬齢)		6	410	3	6	140	1	5	180	4	1.0	200	5.0	5-6	820	3	5-6	490	6	1-6	570	7	1-5	810	10	6=>5	1160	5	1-5-6	2570	10	6=>5=>1	7970	25.0	678152349.0	671852349.0	675813249.0	657183924.0			5-6	850.0	5.0
201155031910	ダ	右	1400	晴	良	15:35	C1ー4組		2011-3-19	21	佐賀	3	(馬齢)		4	120	1	4	100	1	1	220	4	6.0	360	7.0	1-4	890	4	1-4	410	3	4-6	570	8	1-6	1,460	18	4=>1	1770	5	1-4-6	6240	17	4=>1=>6	17750	46.0	41357826.0	41358726.0	41735826.0	41726538.0					
201155031911	ダ	右	900	晴	良	16:15	佐賀あんびゃーよかス 		2011-3-19	21	佐賀	3	(別定)		10	120	1	10	100	1	8	100	2	3.0	110	3.0	8-10	170	1	8-10	120	1	3-10	210	3	3-8	270	4	10=>8	250	1	3-8-10	300	1	10=>8=>3	620	1.0			10859324167.0	10852349617.0			7-8	150.0	1.0
201155031912	ダ	右	1400	晴	良	16:50	アークトゥルス賞		2011-3-19	21	佐賀	3	(別定)		2	750	3	2	280	3	7	120	2	1.0	590	6.0	2-7	310	2	2-7	170	3	1-2	1,190	19	1-7	610	10	2=>7	990	5	1-2-7	1560	6	2=>7=>1	6700	22.0	4782153.0	4728153.0	4728135.0	7214385.0					
201155032001	ダ	右	900	雨	稍重	10:45	C2ー28組		2011-3-20	21	佐賀	4	(馬齢)		4	140	1	4	100	1	6	100	2	8.0	210	5.0	4-6	180	1	4-6	100	1	4-8	240	3	6-8	420	7	4=>6	220	1	4-6-8	390	1	4=>6=>8	670	1.0			8451162109137.0	8461152103197.0			4-6	180.0	1.0
201155032002	ダ	右	1300	雨	稍重	11:15	C2ー26組		2011-3-20	21	佐賀	4	(馬齢)		2	210	1	2	120	1	8	120	2	1.0	590	9.0	2-8	200	1	2-8	150	1	1-2	820	10	1-8	1,000	12	2=>8	340	1	1-2-8	1730	6	2=>8=>1	5370	15.0	1758269341011.0	1758926103411.0	1981025673411.0	1928510637411.0			2-7	200.0	1.0
201155032003	ダ	右	1300	雨	稍重	11:45	C2ー24組		2011-3-20	21	佐賀	4	(馬齢)		9	150	1	9	100	1	8	120	3	2.0	100	2.0	8-9	320	2	8-9	160	2	2-9	120	1	2-8	190	3	9=>8	490	2	2-8-9	230	1	9=>8=>2	750	2.0	86429571310.0	86459273110.0	89635472101.0	98562743101.0			7-8	360.0	2.0
201155032004	ダ	右	1300	雨	稍重	12:15	3歳ー10組		2011-3-20	21	佐賀	4	(馬齢)		1	740	4	1	140	4	7	110	2	6.0	110	1.0	1-7	840	5	1-7	290	5	1-6	310	6	6-7	250	3	1=>7	2050	10	1-6-7	690	4	1=>7=>6	4780	20.0	71823645.0	17326854.0	71362548.0	71632548.0					
201155032005	ダ	右	1300	雨	稍重	12:45	東日本大震災復興支援		2011-3-20	21	佐賀	4	(馬齢)		4	100	1	4	100	1	2	190	3	3.0	190	4.0	2-4	680	4	2-4	290	4	3-4	200	3	2-3	980	13	4=>2	630	4	2-3-4	1110	6	4=>2=>3	2400	12.0	14267358.0	14276358.0	41273658.0	42137658.0					
201155032006	ダ	右	1400	雨	稍重	13:15	3歳ー5組		2011-3-20	21	佐賀	4	(馬齢)		8	130	1	8	100	1	5	120	3	6.0	110	2.0	5-8	560	3	5-8	230	3	6-8	150	1	5-6	300	5	8=>5	650	3	5-6-8	550	3	8=>5=>6	1850	6.0	35462871.0	35648271.0	35682741.0	53862741.0					
201155032007	ダ	右	1400	雨	重	13:50	C2ー8組		2011-3-20	21	佐賀	4	(馬齢)		3	350	2	3	240	6	4	130	1	8.0	210	3.0	3-4	520	2	3-4	340	3	3-8	770	11	4-8	260	2	3=>4	1530	6	3-4-8	1570	4	3=>4=>8	8700	34.0	372418659.0	372418695.0	347218695.0	342871695.0			3-4	620.0	3.0
201155032008	ダ	右	1400	雨	重	14:25	C2ー5組		2011-3-20	21	佐賀	4	(馬齢)		1	470	2	1	130	4	2	130	3	8.0	100	1.0	1-2	1810	6	1-2	420	7	1-8	140	1	2-8	250	4	1=>2	3620	11	1-2-8	620	2	1=>2=>8	9010	27.0	84172536.0	84172563.0	84172563.0	84125763.0					
201155032009	ダ	右	1400	雨	不良	15:00	C2ー3組		2011-3-20	21	佐賀	4	(馬齢)		1	480	2	1	140	3	5	100	1	3.0	100	2.0	1-5	340	2	1-5	150	2	1-3	270	4	3-5	140	1	1=>5	1730	6	1-3-5	280	1	1=>5=>3	4570	14.0	145768392.0	145786932.0	154798632.0	154763892.0			1-5	360.0	2.0
201155032010	ダ	右	1400	雨	不良	15:35	C1ー3組		2011-3-20	21	佐賀	4	(馬齢)		7	560	2	7	100	2	4	100	1	1.0	110	3.0	4-7	390	2	4-7	200	2	1-7	370	5	1-4	430	6	7=>4	1010	4	1-4-7	610	2	7=>4=>1	3580	12.0	52314768.0	53271468.0	53274186.0	75341268.0					
201155032011	ダ	右	1800	雨	不良	16:15	ブラッドストーン特別 		2011-3-20	21	佐賀	4	(別定)		6	190	1	6	110	2	4	170	4	1.0	100	1.0	4-6	370	2	4-6	170	2	1-6	180	3	1-4	350	7	6=>4	460	3	1-4-6	480	3	6=>4=>1	1370	6.0	68175423.0	68175423.0	68715342.0	68152743.0					
