	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201136010201	ダ	右	1600	曇	不良	10:30	B2八組		2011-1-2	13	水沢	1			4	990	3	4	240	3	7	450	4	4-7	2360	10	4-7	570	8	1-4	260	3	1-7	260	2	4=>7	6770	20	1-4-7	990	4	4=>7=>1	15880	51	1,6,3,(7,2),4,5	1637524	1673425	1746352								
201136010202	ダ	右	1300	曇	不良	11:05	C2十七組		2011-1-2	13	水沢	1			5	2120	5	5	180	4	7	190	5	5-7	7280	16	5-7	1,380	14	5-9	1,900	18	7-9	380	4	5=>7	28490	40	5-7-9	8920	25	5=>7=>9	54340	115	748935126	748391526	749835126	795438126			9.0	160.0	2.0	5-7	3560.0	10.0
201136010203	ダ	右	1300	曇	不良	11:40	C2十六組		2011-1-2	13	水沢	1			1	100	1	1	100	1	6	130	3	1-6	200	1	1-6	130	1	1-4	250	4	4-6	340	5	1=>6	290	1	1-4-6	560	2	1=>6=>4	1300	4	264175389	261475389	612457839	(6,1),2,4,5,7,8,9,3			4.0	210.0	4.0	1-6	160.0	1.0
201136010204	ダ	右	1300	晴	不良	12:15	C2十五組		2011-1-2	13	水沢	1			8	210	1	8	170	5	7	110	1	7-8	860	5	7-8	340	7	3-8	270	2	3-7	270	2	8=>7	1520	9	3-7-8	860	4	8=>7=>3	4480	20	684527319	4,6,8,2,5,7,3,1=9	4,8,7,6,3,5,2,1=9	8,4,7,6,3,5,2,1=9			3.0	120.0	2.0	7-8	830.0	5.0
201136010205	ダ	右	1300	晴	不良	12:50	C2十四組		2011-1-2	13	水沢	1			1	120	1	1	110	1	2	220	5	1-2	1110	4	1-2	430	6	1-3	300	3	2-3	940	12	1=>2	1280	4	1-2-3	1690	8	1=>2=>3	4820	16	829714635	829714635	2,8,1,9,7,4,(6,3),5	219783465			3.0	210.0	4.0	1-2	820.0	4.0
201136010301	ダ	右	1300	曇	不良	10:30	C2十二組		2011-1-3	13	水沢	2			8	330	2	8	230	3	2	200	2	2-8	550	3	2-8	260	3	1-8	540	7	1-2	400	5	8=>2	1130	7	1-2-8	820	4	8=>2=>1	4200	16	781926543	7,8,1,(2,9),6,5,4,3	(7,8),6,1,2,9-5,4,3	872619534			1.0	480.0	4.0	2-8	780.0	4.0
201136010302	ダ	右	1300	曇	不良	11:05	C2十一組		2011-1-3	13	水沢	2			9	140	1	9	100	1	3	150	3	3-9	1140	4	3-9	1,120	3	6-9	990	2	3-6	3,380	11	9=>3	1430	4	3-6-9	2230	6	9=>3=>6	6470	18	8,4,9,(1,2,5,6,7),3	489216573	962843571	963285741			6.0	150.0	4.0	3-8	910.0	4.0
201136010303	ダ	右	1300	晴	不良	11:40	一関市大東大原水かけ		2011-1-3	13	水沢	2			5	230	2	5	100	2	3	100	1	3-5	150	1	3-5	110	1	5-6	180	2	3-6	240	3	5=>3	290	2	3-5-6	220	1	5=>3=>6	750	2	5,6,(3,4),7,1,2,8,9	5,6,3,4,7,1,2,(9,8)	(5,2),6,8,(3,7),4,9,1	5,3,6,2,4,8,7,(1,9)			6.0	120.0	3.0	3-5	130.0	1.0
201136010304	ダ	右	1300	晴	不良	12:15	せんまやひなまつりレ		2011-1-3	13	水沢	2			6	140	1	6	100	1	2	160	4	2-6	660	3	2-6	230	3	1-6	210	2	1-2	560	8	6=>2	800	3	1-2-6	710	3	6=>2=>1	2000	5	579184632	571948362	571946283	627195843			1.0	110.0	2.0	2-6	870.0	4.0
201136010305	ダ	右	1300	晴	不良	12:50	初夢宝船レースC2八		2011-1-3	13	水沢	2			9	170	1	9	110	1	1	120	3	1-9	470	2	1-9	220	2	5-9	420	4	1-5	540	7	9=>1	540	2	1-5-9	1140	4	9=>1=>5	2020	5	9,4,5,7,8,3,(1,2),6	945387126	945387162	945387162			5.0	240.0	5.0	1-8	410.0	2.0
201136010306	ダ	右	1600	晴	不良	13:25	初夢大黒天レースB2		2011-1-3	13	水沢	2			9	780	3	9	170	3	5	120	1	5-9	550	2	5-9	300	2	6-9	1,080	16	5-6	710	11	9=>5	1610	6	5-6-9	3000	14	9=>5=>6	17630	68	569238417	5,6,9,(2,1,3),4,8,7	569312847	(5,6),9,1,2,3,(7,4),8			6.0	280.0	7.0	5-8	310.0	1.0
201136010307	ダ	右	1600	晴	不良	14:00	初夢恵比寿レースB2		2011-1-3	13	水沢	2			1	180	1	1	170	1	8	510	9	1-8	6710	23	1-8	1,610	23	1-5	870	10	5-8	3,460	34	1=>8	10390	36	1-5-8	18640	52	1=>8=>5	92400	244	2674108135	2684710135	6721014835	(6,8),1,10,(2,5),3,4,7			5.0	340.0	7.0	1-7	1350.0	5.0
