	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201153103102	ダ	右	1250	晴	重	11:50	3歳6　条件		2011-10-31	13	福山	4	(馬齢)		5.0	790.0	3.0	5.0	130.0	3.0	3.0	100	1.0	8.0	100	2.0	3-5	630.0	2.0	5=>3	2370.0	6.0	3-5-8	300.0	1.0	5=>3=>8	3540.0	12.0	54738126	54731826	5-4,3,1,7,8,2,6	5-3,4,1,8,7,6,2														
201153103103	ダ	右	1250	晴	重	12:20	3歳5　条件		2011-10-31	13	福山	4	(馬齢)		10.0	110.0	1.0	10.0	100.0	1.0	8.0	200	4.0	4.0	170	3.0	8-10	190.0	1.0	10=>8	260.0	1.0	4-8-10	250.0	1.0	10=>8=>4	660.0	1.0	6,(9,10),(2,8),1,7,4,3,5	(6,10),9,(2,8),1,4,3,7,5	10,8,6,9,1,2,4,3-7-5	10,8,1,4,6,3,2,(9,7),5														
201153103104	ダ	右	1250	晴	重	12:50	福山・荒尾フレンドリ		2011-10-31	13	福山	4	(馬齢)		4.0	110.0	1.0	4.0	110.0	1.0	8.0	180	4.0	5.0	520	6.0	4-8	310.0	2.0	4=>8	440.0	2.0	4-5-8	2790.0	10.0	4=>8=>5	5960.0	20.0	85613724	8,5,3,6,1,2,(4,7)	85631427	8,5,6,4,(2,3),1,7														
201153103105	ダ	右	1250	晴	稍重	13:20	福山・高知連携宇治島		2011-10-31	13	福山	4	(馬齢)		6.0	450.0	3.0	6.0	170.0	2.0	3.0	2,340	8.0	5.0	370	6.0	3-6	21760.0	24.0	6=>3	24070.0	44.0	3-5-6	58530.0	47.0	6=>3=>5	785420.0	308.0	24638517	24638517	(2,6),(4,3),5,8,1,7	63251847														
201153103106	ダ	右	1250	晴	稍重	13:55	福山・荒尾フレンドリ		2011-10-31	13	福山	4	(馬齢)		4.0	400.0	3.0	4.0	160.0	3.0	3.0	100	1.0	2.0	360	5.0	3-4	240.0	1.0	4=>3	420.0	3.0	2-3-4	790.0	2.0	4=>3=>2	2590.0	8.0	436219587	436129587	4,3,6,2,1,9,5,8-7	(4,3),6,2,9,1,5,8,7														
201153103107	ダ	右	1250	晴	稍重	14:30	C1二		2011-10-31	13	福山	4	(馬齢)		8.0	460.0	3.0	8.0	130.0	4.0	3.0	120	3.0	2.0	110	1.0	3-8	3120.0	8.0	8=>3	3910.0	12.0	2-3-8	760.0	3.0	8=>3=>2	11980.0	37.0	(2,4),1,3,8,6,7,5	2,4,1,3,8-6,7-5	2,1,4,8,3,(6,7),5	2,(8,1),3,7,6,4,5														
201153110701	ダ	右	1250	晴	重	10:50	「おはようモーニング		2011-11-7	14	福山	2	(馬齢)		7.0	120.0	1.0	7.0	100.0	2.0	8.0	100	1.0	5.0	210	4.0	7-8	110.0	1.0	7=>8	160.0	1.0	5-7-8	290.0	2.0	7=>8=>5	670.0	2.0	7386254	7836254	7,8-3,6,2,5,4	7,8-3,(6,5),2,4														
201153110702	ダ	右	1250	晴	重	11:20	3歳4　条件		2011-11-7	14	福山	2	(馬齢)		3.0	280.0	2.0	3.0	130.0	2.0	5.0	640	5.0				3-5	1030.0	4.0	3=>5	1580.0	5.0	2-3-5	350.0	2.0	3=>5=>2	5440.0	16.0	(1,2),3,(4,5),7,6	1234576	2314576	2354176														
201153110703	ダ	右	1250	晴	重	11:50	3歳3　条件		2011-11-7	14	福山	2	(馬齢)		1.0	170.0	1.0	1.0	100.0	1.0	6.0	110	3.0	8.0	100	2.0	1-6	390.0	2.0	1=>6	540.0	1.0	1-6-8	300.0	1.0	1=>6=>8	1300.0	1.0	3,7,8,6,2,(5,4),1	37862541	(3,7,8),6,2,1,5,4	8,3,6,1,7,2,(5,4)														
201153110704	ダ	右	1250	晴	重	12:20	福山・荒尾フレンドリ		2011-11-7	14	福山	2	(馬齢)		5.0	3050.0	6.0	5.0	170.0	4.0	4.0	370	5.0	7.0	110	1.0	4-5	2860.0	10.0	5=>4	7690.0	19.0	4-5-7	2280.0	8.0	5=>4=>7	24050.0	58.0	5,7,2,8,(3,4),1,6	57283416	(5,7),2,8,4,6,(1,3)	5,7,(2,8,4),6,1,3														
201153110705	ダ	右	1250	晴	重	12:55	C1五		2011-11-7	14	福山	2	(馬齢)		7.0	1420.0	6.0	7.0	320.0	6.0	6.0	130	1.0	3.0	220	4.0	6-7	2220.0	11.0	7=>6	5000.0	24.0	3-6-7	3790.0	14.0	7=>6=>3	27680.0	91.0	(5,6,7),(1,3),4,(2,8)	5,6,7,(1,3),4,2,8	56713428	3,(5,6),1,7,4,8,2														
201153110706	ダ	右	1130	晴	重	13:30	福山・高知連携宇治島		2011-11-7	14	福山	2	(馬齢)		3.0	120.0	1.0	3.0	110.0	1.0	7.0	800	7.0	2.0	300	5.0	3-7	3570.0	9.0	3=>7	5140.0	10.0	2-3-7	6470.0	14.0	3=>7=>2	42200.0	77.0	243185679	243815976	2,3,4,8,1,7,(5,9),6	3,2,(1,8),7,4,5,9,6														
201153110707	ダ	右	1250	晴	重	14:05	福山・荒尾フレンドリ		2011-11-7	14	福山	2	(馬齢)		6.0	190.0	1.0	6.0	100.0	1.0	2.0	110	2.0	9.0	110	3.0	2-6	310.0	1.0	6=>2	480.0	1.0	2-6-9	200.0	1.0	6=>2=>9	810.0	1.0	516827934	516829734	569128734	5,6,9,1,2,(3,7),4,8														
201153110708	ダ	右	1250	晴	重	14:40	C1二		2011-11-7	14	福山	2	(馬齢)		6.0	100.0	1.0	6.0	100.0	1.0	3.0	130	3.0	8.0	120	2.0	3-6	280.0	1.0	6=>3	240.0	1.0	3-6-8	310.0	1.0	6=>3=>8	720.0	1.0	67845132	67845132	67845312	67843512														
201153110709	ダ	右	1250	晴	重	15:15	福山・荒尾フレンドリ		2011-11-7	14	福山	2	(馬齢)		1.0	170.0	1.0	1.0	100.0	1.0	8.0	100	2.0	9.0	340	8.0	1-8	300.0	1.0	1=>8	460.0	1.0	1-8-9	2900.0	8.0	1=>8=>9	7440.0	19.0	298471563	2,9,8,(4,7),1,3,5,6	2,9,8,(4,7),1,(3,5),6	(9,8),2,7,1,4,3,5,6														
201153111201	ダ	右	1250	晴	稍重	10:50	「おはようモーニング		2011-11-12	14	福山	3	(馬齢)		4.0	120.0	1.0	4.0	100.0	1.0	5.0	190	3.0				4-5	500.0	4.0	4=>5	400.0	3.0	2-4-5	530.0	3.0	4=>5=>2	1260.0	5.0	463512	4,6,3,5-1-2	4,6,3,5-1,2	4-5,6,3,(1,2)														
201153111202	ダ	右	1130	晴	稍重	11:20	C2三		2011-11-12	14	福山	3	(馬齢)		7.0	210.0	1.0	7.0	170.0	2.0	3.0	260	3.0				3-7	420.0	2.0	7=>3	520.0	2.0	3-5-7	240.0	1.0	7=>3=>5	1100.0	2.0	5746132	5743612	5,7,3,(4,6),1,2	7536412														
201153111203	ダ	右	1250	晴	稍重	11:50	C2二		2011-11-12	14	福山	3	(馬齢)		3.0	610.0	4.0	3.0	550.0	4.0	4.0	180	2.0				3-4	440.0	2.0	3=>4	1320.0	6.0	2-3-4	170.0	1.0	3=>4=>2	2270.0	10.0	(3,4),(2,1,5)	34215	34215	34215														
201153111204	ダ	右	1250	晴	稍重	12:20	福山・荒尾フレンドリ		2011-11-12	14	福山	3	(馬齢)		6.0	120.0	1.0	6.0	120.0	1.0	5.0	150	3.0				5-6	200.0	1.0	6=>5	330.0	1.0	4-5-6	130.0	1.0	6=>5=>4	500.0	1.0	651423	651423	654132	654132														
201153111205	ダ	右	1250	晴	稍重	12:55	ルーキーシリーズ第四		2011-11-12	14	福山	3	(馬齢)		8.0	350.0	1.0	8.0	130.0	1.0	3.0	140	2.0	2.0	310	6.0	3-8	1550.0	9.0	8=>3	2320.0	10.0	2-3-8	3530.0	15.0	8=>3=>2	14230.0	52.0	3,8,2,7,6,(5,9),(1,4)	382765914	3,8,2,7,6,5-9,1,4	(3,8),2,6,5,7,9-1,4														
201153111206	ダ	右	1250	晴	稍重	13:30	ルーキーシリーズ第五		2011-11-12	14	福山	3	(馬齢)		3.0	250.0	1.0	3.0	240.0	3.0	9.0	2,050	8.0	5.0	160	2.0	3-9	7460.0	19.0	3=>9	12410.0	32.0	3-5-9	5540.0	17.0	3=>9=>5	38640.0	85.0	3,9,8,4,1,6,5,(2,7)	3,9,8,4,2,(1,6),7,5	3,9,8,(4,6),2,7,1,5	3,9,4,8,(1,6),(2,5),7														
201153111207	ダ	右	1250	晴	稍重	14:05	プライドストーリー第		2011-11-12	14	福山	3	(馬齢)		3.0	580.0	2.0	3.0	110.0	2.0	8.0	100	1.0	1.0	140	3.0	3-8	280.0	1.0	3=>8	950.0	5.0	1-3-8	510.0	1.0	3=>8=>1	5120.0	17.0	3,9,(1,5),(4,8),2,10,6,7	(3,9),8,1,4,2,10,5,6,7	(3,8),9,1,(2,4),10,6,7,5	(3,8),1,9,2,4,10,6,7,5														
201153111208	ダ	右	1600	晴	良	14:45	B3二		2011-11-12	14	福山	3	(馬齢)		1.0	140.0	1.0	1.0	160.0	3.0	3.0	120	1.0	7.0	190	4.0	1-3	2130.0	8.0	1=>3	3950.0	17.0	1-3-7	3810.0	14.0	1=>3=>7	23750.0	85.0	7-9,8,3,(1,6,10),4,2-5	7-9,8,3,6,10,1,4,2-5	7,9,8,1,(3,6),4,10,2,5	71936842510														
201153111209	ダ	右	1600	晴	良	15:20	福山・荒尾フレンドリ		2011-11-12	14	福山	3	(馬齢)		2.0	4380.0	7.0	2.0	1,750	9.0	1.0	1,030	6.0	6.0	160	2.0	1-2	15150.0	23.0	2=>1	52110.0	46.0	1-2-6	14770.0	27.0	2=>1=>6	159330.0	186.0	2,(5,10),6,1,9,4,3,7,8	2,5,10,(1,9,6),4,7,3,8	2,10,5,(6,4),1,9-7,3,8	21641095738														
201153111210	ダ	右	1250	晴	良	15:55	紅葉狩り特別 		2011-11-12	14	福山	3	(馬齢)		9.0	1670.0	4.0	9.0	530	7.0	3.0	790	8.0	7.0	320	4.0	3-9	10010.0	26.0	9=>3	43750.0	62.0	3-7-9	31780.0	55.0	9=>3=>7	191310.0	289.0	3,5,7,10,9,(4,8),6,2,1	35791048621	3,5,7,9,4,10,8,2,6-1	3,(5,7),9,4,8,(10,2),6,1														
201153111211	ダ	右	1250	晴	良	16:30	福山・荒尾フレンドリ 		2011-11-12	14	福山	3	(馬齢)		6.0	420.0	2.0	6.0	110	2.0	9.0	100	1.0	7.0	130	4.0	6-9	160.0	1.0	6=>9	470.0	2.0	6-7-9	390.0	1.0	6=>9=>7	1460.0	4.0	93710146582	93107146528	9,3,10,(1,7),6,4,5,(2,8)	9,6,3,7,1,(10,4),(5,2,8)														
201153111301	ダ	右	1250	晴	良	10:50	「おはようモーニング		2011-11-13	14	福山	4	(馬齢)		3.0	2260.0	5.0	3.0	160	4.0	2.0	100	1.0	6.0	110	2.0	2-3	480.0	3.0	3=>2	4030.0	10.0	2-3-6	370.0	2.0	3=>2=>6	13660.0	32.0	3,6,7,2,8,1,(4,5)	36278514	36275841	3,(2,6,7,5),1,4,8														
201153111302	ダ	右	1250	晴	良	11:20	C1五		2011-11-13	14	福山	4	(馬齢)		6.0	710.0	3.0	6.0	250	4.0	5.0	240	3.0				5-6	700.0	4.0	6=>5	1930.0	8.0	3-5-6	280.0	1.0	6=>5=>3	2630.0	12.0	5,6,(1,2,3),4	5,6,(1,2,3),4	563124	(5,6),3,1,2,4														
201153111303	ダ	右	1250	晴	良	11:50	C1四		2011-11-13	14	福山	4	(馬齢)		3.0	270.0	1.0	3.0	200	2.0	1.0	240	4.0				1-3	500.0	3.0	3=>1	770.0	1.0	1-3-6	250.0	1.0	3=>1=>6	1500.0	3.0	146325	143625	143625	1,(3,6),2,4,5														
201153111304	ダ	右	1250	晴	良	12:20	福山・荒尾フレンドリ		2011-11-13	14	福山	4	(馬齢)		3.0	190.0	1.0	3.0	190	2.0	5.0	330	4.0				3-5	530.0	3.0	3=>5	720.0	4.0	3-4-5	2300.0	8.0	3=>5=>4	4410.0	15.0	5716342	5716342	5,7,(3,1),4,6,2	5,(3,7),4,1,6,2														
201153111305	ダ	右	1250	晴	良	12:55	C1二		2011-11-13	14	福山	4	(馬齢)		6.0	640.0	3.0	6.0	170	3.0	3.0	110	1.0				3-6	270.0	2.0	6=>3	660.0	3.0	3-5-6	160.0	1.0	6=>3=>5	1220.0	3.0	165234	165324	(1,6),5,3,2,4	615324														
201153111901	ダ	右	1250	雨	不良	10:50	「おはようモーニング		2011-11-19	15	福山	1	(馬齢)		6.0	510.0	2.0	6.0	130	2.0	4.0	130	1.0	1.0	550	6.0	4-6	240.0	1.0	6=>4	730.0	3.0	1-4-6	1110.0	3.0	6=>4=>1	5180.0	13.0	4,3,6,1,8,(2,7),5	34617285	(3,4),6,(1,7),8,2,5	(3,4),6,1,7,8,2,5														
201153111902	ダ	右	1250	雨	不良	11:20	3歳6　条件		2011-11-19	15	福山	1	(馬齢)		4.0	920.0	3.0	4.0	140	2.0	5.0	100	1.0				4-5	340.0	2.0	4=>5	1010.0	4.0	2-4-5	130.0	1.0	4=>5=>2	1520.0	5.0	5,(1,3,4),2	54132	(5,4)-1,3,2	54213														
201153111903	ダ	右	1250	雨	不良	11:50	3歳5　条件		2011-11-19	15	福山	1	(馬齢)		6.0	110.0	1.0	6.0	100	1.0	2.0	100	2.0				2-6	410.0	2.0	6=>2	390.0	2.0	2-3-6	150.0	1.0	6=>2=>3	570.0	2.0	63512	63512	6-3,(5,2),1	6-3,2,5,1														
201153111904	ダ	右	1250	雨	不良	12:20	3歳4　条件		2011-11-19	15	福山	1	(馬齢)		5.0	1390.0	5.0	5.0	140	1.0	3.0	200	3.0				3-5	1390.0	7.0	5=>3	3810.0	13.0	1-3-5	1910.0	8.0	5=>3=>1	18420.0	47.0	236415	236415	236415	234651														
201153111905	ダ	右	1250	雨	不良	12:55	C2一		2011-11-19	15	福山	1	(馬齢)		5.0	350.0	2.0	5.0	120	2.0	4.0	110	1.0	2.0	170	5.0	4-5	320.0	1.0	5=>4	830.0	3.0	2-4-5	490.0	2.0	5=>4=>2	2320.0	5.0	4,(6,7),2,8,1,5,3	4,(6,7),2,8,1,5,3	4,7,(2,6,8),5,1,3	45728613														
201153111906	ダ	右	1250	雨	不良	13:30	B3三		2011-11-19	15	福山	1	(馬齢)		3.0	290.0	2.0	3.0	130	2.0	4.0	200	4.0	5.0	100	1.0	3-4	1220.0	5.0	3=>4	2530.0	9.0	3-4-5	400.0	1.0	3=>4=>5	3880.0	12.0	45136827	4,5,3,1,6,(2,8),7	(4,5),3,1,6,2,8,7	(4,5),3,1,(2,6),8,7														
201153111907	ダ	右	1250	雨	不良	14:05	B3二		2011-11-19	15	福山	1	(馬齢)		1.0	270.0	2.0	1.0	200	4.0	4.0	150	3.0	5.0	140	2.0	1-4	820.0	4.0	1=>4	2170.0	12.0	1-4-5	1290.0	5.0	1=>4=>5	6980.0	24.0	174582396	174582369	(1,7),5,4,2,8,3,6,9	174532869														
201153111908	ダ	右	1250	雨	不良	14:40	B3一		2011-11-19	15	福山	1	(馬齢)		4.0	150.0	1.0	4.0	100	1.0	9.0	150	3.0	3.0	190	4.0	4-9	400.0	1.0	4=>9	530.0	1.0	3-4-9	630.0	2.0	4=>9=>3	1670.0	1.0	357814692	357841962	345789162	435879162														
201153111909	ダ	右	1600	曇	不良	15:15	かえで特別 		2011-11-19	15	福山	1	(別定)		8.0	1100.0	5.0	8.0	250	6.0	2.0	170	2.0	1.0	330	7.0	2-8	2630.0	11.0	8=>2	6870.0	30.0	1-2-8	5320.0	21.0	8=>2=>1	30650.0	105.0	8,(5,6),2,(3,7),1,4	8,6,2,7,5,(3,4),1	8,6,2,7,(3,4),1,5	8,2,6,(3,7),4,1-5														
201153111910	ダ	右	1250	曇	不良	15:50	福山市観光協会会長賞 		2011-11-19	15	福山	1	(別定)		3.0	230.0	2.0	3.0	100	1.0	4.0	140	3.0	2.0	300	7.0	3-4	190.0	1.0	3=>4	250.0	1.0	2-3-4	430.0	2.0	3=>4=>2	930.0	2.0	34728561	34278561	34275618	3,(2,4),1,7,5,6-8														
201153112001	ダ	右	1250	晴	不良	10:50	「おはようモーニング		2011-11-20	15	福山	2	(馬齢)		3.0	100.0	1.0	3.0	100	1.0	2.0	2,810	6.0				2-3	1060.0	4.0	3=>2	1250.0	4.0	2-3-4	3370.0	8.0	3=>2=>4	4970.0	14.0	3526471	3,5,2,6,4-1,7	3,(5,6),2,4-(1,7)	3,(2,5,6),4-7,1														
201153112002	ダ	右	1250	晴	不良	11:20	C2三		2011-11-20	15	福山	2	(馬齢)		4.0	280.0	2.0	4.0	110	1.0	2.0	120	2.0				2-4	350.0	1.0	4=>2	490.0	1.0	2-4-5	3900.0	11.0	4=>2=>5	10810.0	37.0	4,1,2,7,3,(5,6)	4,1,2,3,6,(5,7)	4,(1,2),3,5,6,7	4,2,1,(3,5),7,6														
201153112003	ダ	右	1130	晴	不良	11:50	3歳3　条件		2011-11-20	15	福山	2	(馬齢)		7.0	930.0	5.0	7.0	130	1.0	4.0	190	3.0				4-7	530.0	2.0	7=>4	1000.0	5.0	2-4-7	350.0	1.0	7=>4=>2	1570.0	1.0	4573216	4,5,(3,7),2,1,6	(4,5),7,(3,1),2,6	4751326														
201153112004	ダ	右	1250	晴	不良	12:20	3歳2　条件		2011-11-20	15	福山	2	(馬齢)		7.0	350.0	1.0	7.0	180	3.0	6.0	150	2.0				6-7	1450.0	5.0	7=>6	1830.0	9.0	3-6-7	640.0	2.0	7=>6=>3	5840.0	20.0	4671352	4671325	4,6,7,3,1,(2,5)	(4,6,7),3,1,5,2														
201153112005	ダ	右	1250	晴	不良	12:55	3歳1　条件		2011-11-20	15	福山	2	(馬齢)		6.0	350.0	2.0	6.0	170	2.0	4.0	240	3.0	3.0	1,290	8.0	4-6	1110.0	5.0	6=>4	2540.0	12.0	3-4-6	5720.0	20.0	6=>4=>3	38340.0	108.0	34615782	3,4,(1,6),5,7,8,2	4,3,6,1,(5,7,8),2	4,3,6,1,(7,8),5,2														
201153112006	ダ	右	1250	晴	重	13:35	C1三		2011-11-20	15	福山	2	(馬齢)		8.0	340.0	2.0	8.0	160	3.0	4.0	140	2.0	5.0	270	5.0	4-8	900.0	3.0	8=>4	2110.0	9.0	4-5-8	1480.0	6.0	8=>4=>5	7830.0	22.0	47183265	4,7,8,1,(3,6),2,5	48176325	48165327														
201153112007	ダ	右	1250	晴	重	14:10	C1二		2011-11-20	15	福山	2	(馬齢)		1.0	1780.0	7.0	1.0	250	8.0	8.0	120	2.0	6.0	110	1.0	1-8	2500.0	10.0	1=>8	8580.0	22.0	1-6-8	1730.0	7.0	1=>8=>6	24880.0	65.0	9,(3,5),(6,8)-(2,7),1,4	9,5,3,6,8-2,7,1-4	(9,5),6,8,3,(2,7),1-4	(5,6),(8,1),(9,3),2,7,4														
201153112008	ダ	右	1250	晴	重	14:45	南関東騎手交流ファン 		2011-11-20	15	福山	2	(馬齢)		2.0	120.0	1.0	2.0	100	1.0	5.0	140	2.0	9.0	170	4.0	2-5	280.0	1.0	2=>5	340.0	1.0	2-5-9	440.0	1.0	2=>5=>9	960.0	1.0	2,5,9,8,10,(1,6),7,3	2,5,9,8,1,(6,10),7,3	2,5,9,6,8,(1,7,10),3	2598671310														
201153112601	ダ	右	1250	晴	稍重	10:50	「おはようモーニング		2011-11-26	15	福山	3	(馬齢)		6.0	180.0	1.0	6.0	100	1.0	1.0	170	2.0				1-6	400.0	2.0	6=>1	620.0	2.0	1-6-7	690.0	3.0	6=>1=>7	1440.0	3.0	2471653	2476153	2,(7,6),4,1,3,5	2763145														
201153112602	ダ	右	1250	晴	稍重	11:20	3歳6　条件		2011-11-26	15	福山	3	(馬齢)		4.0	400.0	3.0	4.0	220	2.0	2.0	270	3.0				2-4	670.0	3.0	4=>2	2660.0	10.0	1-2-4	1610.0	6.0	4=>2=>1	22060.0	51.0	365214	365241	(3,6,2),4,5,1	(3,6,2),4,1,5														
201153112603	ダ	右	1250	晴	稍重	11:50	3歳5　条件		2011-11-26	15	福山	3	(馬齢)		1.0	120.0	1.0	1.0	100	1.0	2.0	100	2.0				1-2	160.0	1.0	1=>2	190.0	1.0	1-2-4	180.0	1.0	1=>2=>4	370.0	1.0	1647235	1647235	1-(6,4),(2,7),5,3	1=4,(2,7),5,6,3														
201153112604	ダ	右	1250	晴	稍重	12:25	3歳3　条件		2011-11-26	15	福山	3	(馬齢)		5.0	170.0	1.0	5.0	120	1.0	4.0	130	2.0				4-5	320.0	1.0	5=>4	480.0	1.0	3-4-5	360.0	1.0	5=>4=>3	1270.0	1.0	5647231	5642731	5,(6,4),2,7,3,1	5,4-6,(2,7,1),3														
201153112605	ダ	右	1600	晴	稍重	13:00	B3三		2011-11-26	15	福山	3	(馬齢)		6.0	460.0	2.0	6.0	110	2.0	4.0	100	1.0	8.0	260	6.0	4-6	180.0	1.0	6=>4	540.0	2.0	4-6-8	970.0	4.0	6=>4=>8	3700.0	11.0	2,3,1,6,8,7,(4,5)	2,(3,5),1,6,8,4,7	25163847	26514837														
201153112606	ダ	右	1600	晴	稍重	13:35	B3二		2011-11-26	15	福山	3	(馬齢)		2.0	180.0	1.0	2.0	140	2.0	1.0	230	4.0	6.0	640	8.0	1-2	710.0	3.0	2=>1	1160.0	5.0	1-2-6	10990.0	26.0	2=>1=>6	24840.0	70.0	25187436	2,5,1,8,(4,7),3,6	2,5,1,(7,3),4,8,6	2,1,(5,3),7,6,4,8														
201153112701	ダ	右	1250	晴	良	10:50	「おはようモーニング		2011-11-27	15	福山	4	(馬齢)		8.0	720.0	2.0	8.0	100	2.0	4.0	100	1.0	5.0	150	4.0	4-8	140.0	1.0	8=>4	940.0	5.0	4-5-8	310.0	2.0	8=>4=>5	3200.0	9.0	84631725	8,4,6,3,(1,7),(2,5)	8,4,7,1,5,(3,6,2)	8,4-7,5,1,2,3,6														
201153112702	ダ	右	1250	晴	良	11:20	C1五		2011-11-27	15	福山	4	(馬齢)		3.0	130.0	1.0	3.0	100	1.0	7.0	170	3.0				3-7	300.0	2.0	3=>7	320.0	2.0	1-3-7	670.0	3.0	3=>7=>1	1280.0	4.0	2351674	2351674	3,2,(1,5,7,4),6	3721465														
201153112703	ダ	右	1250	晴	良	11:50	C1四		2011-11-27	15	福山	4	(馬齢)		6.0	110.0	1.0	6.0	120	1.0	2.0	520	4.0				2-6	330.0	2.0	6=>2	290.0	1.0	2-6-7	1290.0	7.0	6=>2=>7	1990.0	7.0	2356147	2351647	2365417	6,2,3,(4,7),5,1														
201153112704	ダ	右	1250	晴	良	12:20	C2三　C3		2011-11-27	15	福山	4	(馬齢)		7.0	100.0	1.0	7.0	100	1.0	4.0	100	2.0				4-7	200.0	1.0	7=>4	190.0	1.0	4-5-7	930.0	4.0	7=>4=>5	1260.0	5.0	(1,2),7,4,3,5,6	1,2,7,4,3-(6,5)	7,(1,2),4,3-(6,5)	7-(2,4),1,3,5,6														
201153112705	ダ	右	1250	晴	良	12:55	C2二		2011-11-27	15	福山	4	(馬齢)		6.0	400.0	2.0	6.0	280	3.0	3.0	1,700	7.0				3-6	3810.0	12.0	6=>3	6930.0	17.0	1-3-6	9620.0	22.0	6=>3=>1	149690.0	154.0	6,7,2,3,5,4-1	6,7,(2,3,5),4-1	6,7,5,(3,4),2,1	6,(2,7,5),3,4,1														
201153112706	ダ	右	1250	晴	良	13:30	C2一		2011-11-27	15	福山	4	(馬齢)		1.0	280.0	2.0	1.0	200	3.0	7.0	120	1.0				1-7	250.0	1.0	1=>7	760.0	3.0	1-2-7	2880.0	11.0	1=>7=>2	9520.0	34.0	1572346	1572436	1,(5,7),2,3,4,6	1,(5,7),2,3,6,4														
201153112707	ダ	右	1130	晴	良	14:05	C1二		2011-11-27	15	福山	4	(馬齢)		7.0	140.0	1.0	7.0	120	1.0	3.0	170	2.0				3-7	170.0	1.0	7=>3	180.0	1.0	2-3-7	760.0	3.0	7=>3=>2	1380.0	4.0	7,5,6,3,4,2-1	7654321	7654321	7563421														
201153120301	ダ	右	1250	曇	不良	10:50	「おはようモーニング		2011-12-3	16	福山	1	(馬齢)		7.0	160.0	1.0	7.0	100	1.0	2.0	110	2.0	8.0	260	6.0	2-7	200.0	1.0	7=>2	270.0	1.0	2-7-8	1280.0	4.0	7=>2=>8	2000.0	6.0	72831465	7,2,3,8,(1,4)-6,5	7,2,8,3,1,4-(6,5)	7,2,8,(3,1),4,5,6														
201153120302	ダ	右	1250	曇	不良	11:20	C2二		2011-12-3	16	福山	1	(馬齢)		3.0	980.0	3.0	3.0	170	4.0	1.0	100	1.0	6.0	110	2.0	1-3	380.0	1.0	3=>1	1440.0	6.0	1-3-6	650.0	2.0	3=>1=>6	5080.0	13.0	1,2,7,(5,8),3,6,4	17285634	17826534	1,2,(7,8),6,3,5,4														
201153120303	ダ	右	1250	曇	不良	11:50	C2一		2011-12-3	16	福山	1	(馬齢)		1.0	360.0	3.0	1.0	140	2.0	5.0	150	3.0	2.0	240	6.0	1-5	510.0	2.0	1=>5	1180.0	5.0	1-2-5	1520.0	6.0	1=>5=>2	7110.0	23.0	1,(5,6,7),2,3,8,4	1,5,6,7,2,8,3-4	1,5,6,7,(2,8),3-4	1,5,(2,6),8,7,3-4														
201153120304	ダ	右	1250	曇	不良	12:20	2歳B		2011-12-3	16	福山	1	(馬齢)		6.0	770.0	4.0	6.0	110	3.0	5.0	100	2.0	8.0	100	1.0	5-6	620.0	3.0	6=>5	2160.0	8.0	5-6-8	360.0	1.0	6=>5=>8	2960.0	10.0	56812347	56812347	(5,6),8,1,2,3,4,7	(5,6),8,1,3,2,4,7														
201153120305	ダ	右	1250	曇	不良	12:55	2歳A		2011-12-3	16	福山	1	(馬齢)		8.0	280.0	1.0	8.0	130	1.0	6.0	170	3.0				6-8	300.0	1.0	8=>6	550.0	1.0	1-6-8	810.0	3.0	8=>6=>1	2790.0	6.0	1,8,2,4,(3,6),7	1862347	1862347	8162347														
201153120306	ダ	右	1130	曇	不良	13:30	3歳6　条件		2011-12-3	16	福山	1	(馬齢)		5.0	340.0	2.0	5.0	270	6.0	4.0	250	4.0	1.0	470	8.0	4-5	720.0	3.0	5=>4	1500.0	6.0	1-4-5	4560.0	17.0	5=>4=>1	20410.0	66.0	4,(5,10),2,3,7,8,1,6,9	4,5,(2,3,10),8,(1,7),6,9	4,5,(2,3),1,8,10,6,7,9	45231861079														
201153120307	ダ	右	1250	曇	不良	14:05	3歳5　条件		2011-12-3	16	福山	1	(馬齢)		3.0	490.0	2.0	3.0	280	5.0	6.0	550	6.0	5.0	120	1.0	3-6	9090.0	15.0	3=>6	14810.0	22.0	3-5-6	5130.0	12.0	3=>6=>5	81790.0	116.0	2,3,8,7,5,6,9,(1,4),10	23857691410	3,(5,8),2,6,7,1,10,9,4	36510781249														
