	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201153010201	ダ	右	1250	晴	稍重	10:40	「おはようモーニング		2011-1-2	13	福山	1	(馬齢)		4.0	100.0	1.0	4.0	100.0	1.0	2.0	160	4.0	1.0	470.0	5.0	2-4	510.0	3.0	4=>2	570.0	3.0	1-2-4	1620.0	6.0	4=>2=>1	3340.0	11.0	4,6,9,2,3,(1,5),7,8	462935178	462935178	426913578														
201153010202	ダ	右	1250	晴	稍重	11:10	4歳4　条件		2011-1-2	13	福山	1	(馬齢)		9.0	130.0	1.0	9.0	100.0	1.0	3.0	180	5.0	4.0	150.0	3.0	3-9	880.0	4.0	9=>3	910.0	5.0	3-4-9	1150.0	5.0	9=>3=>4	3500.0	13.0	169284735	1,6,9,(2,8),4,7-3,5	196847235	9,1,(8,4),7,3,2,5,6														
201153010203	ダ	右	1250	晴	稍重	11:40	4歳3　条件		2011-1-2	13	福山	1	(馬齢)		1.0	190.0	1.0	1.0	120.0	1.0	9.0	140	2.0	5.0	180.0	4.0	1-9	720.0	3.0	1=>9	1020.0	4.0	1-5-9	1030.0	3.0	1=>9=>5	4200.0	12.0	1,5,6,4,8,9,(2,3),10,7	15648923107	1,5,4,8,(6,9),2,3,10,7	14598632710														
201153010204	ダ	右	1250	晴	稍重	12:10	C　10		2011-1-2	13	福山	1	(馬齢)		1.0	120.0	1.0	1.0	110.0	1.0	5.0	210	4.0	2.0	290.0	6.0	1-5	2970.0	7.0	1=>5	2400.0	6.0	1-2-5	14320.0	18.0	1=>5=>2	42070.0	53.0	1,(4,7),3-2,5,8,6	1,7,(3,4),2,5,6,8	1,7,3,4,(2,5),(6,8)	15372468														
201153010205	ダ	右	1250	晴	稍重	12:45	福山・高知連携高杉晋		2011-1-2	13	福山	1	(馬齢)		4.0	100.0	1.0	4.0	100.0	1.0	6.0	160	3.0	3.0	190.0	5.0	4-6	360.0	1.0	4=>6	420.0	1.0	3-4-6	1100.0	5.0	4=>6=>3	1900.0	8.0	45368271	4,(3,5),6,8,2,7,1	4,3,5,6,8,7,(2,1)	4,3,6,5,(8,7),1,2														
201153010206	ダ	右	1130	晴	稍重	13:25	C8		2011-1-2	13	福山	1	(馬齢)		3.0	110.0	1.0	3.0	100.0	1.0	8.0	170	5.0	4.0	150.0	2.0	3-8	790.0	4.0	3=>8	820.0	4.0	3-4-8	1350.0	7.0	3=>8=>4	3930.0	15.0	358429671	354892671	3,(5,8),4,9,6,2,(1,7)	384659217														
201153010207	ダ	右	1250	晴	稍重	14:00	C7		2011-1-2	13	福山	1	(馬齢)		4.0	170.0	1.0	4.0	100.0	2.0	2.0	100	1.0	1.0	170.0	4.0	2-4	700.0	2.0	4=>2	720.0	3.0	1-2-4	540.0	1.0	4=>2=>1	2180.0	5.0	16387245	16387254	16237584	16237458														
201153010208	ダ	右	1600	晴	稍重	14:35	4歳2　条件		2011-1-2	13	福山	1	(馬齢)		3.0	120.0	1.0	3.0	100.0	1.0	7.0	130	2.0	4.0	280.0	7.0	3-7	220.0	1.0	3=>7	330.0	1.0	3-4-7	820.0	2.0	3=>7=>4	1650.0	4.0	1,3,4,2,7,(5,6),8,9	314726589	347168259	3,7,4,(6,8),(1,2),9,5														
201153010209	ダ	右	1600	晴	稍重	15:10	福山・高知連携高杉晋		2011-1-2	13	福山	1	(馬齢)		5.0	1100.0	5.0	5.0	400.0	6.0	4.0	240	3.0	10.0	100.0	1.0	4-5	3310.0	11.0	5=>4	9480.0	21.0	4-5-10	860.0	5.0	5=>4=>10	20680.0	54.0	3,5,6,(7,10),2,4,1,9	3,5,2,6,4,(7,10),1,9	3542106719	5341027169														
201153011001	ダ	右	1250	晴	良	10:50	「おはようモーニング		2011-1-10	14	福山	1	(馬齢)		1.0	100.0	1.0	1.0	100.0	1.0	5.0	130	2.0	7.0	160.0	4.0	1-5	250.0	1.0	1=>5	280.0	1.0	1-5-7	420.0	1.0	1=>5=>7	660.0	1.0	12345671098	12435710698	12435710896	1,4,2,7,(3,5),10,9,8-6														
201153011002	ダ	右	1250	晴	良	11:20	C　10		2011-1-10	14	福山	1	(馬齢)		1.0	100.0	1.0	1.0	100.0	1.0	2.0	480	6.0	7.0	200.0	4.0	1-2	1540.0	6.0	1=>2	2430.0	9.0	1-2-7	3040.0	12.0	1=>2=>7	14170.0	34.0	13746258	1,3,7,4,2,6,5-8	1,3,(2,4),7,6,5-8	1,2,7,4,(3,6,5)-8														
201153011003	ダ	右	1250	晴	良	11:50	C9		2011-1-10	14	福山	1	(馬齢)		2.0	210.0	1.0	2.0	120.0	2.0	4.0	190	3.0	3.0	260.0	5.0	2-4	390.0	1.0	2=>4	560.0	1.0	2-3-4	760.0	3.0	2=>4=>3	2000.0	3.0	(2,5),7,8,(4,6),1,3	25746813	27465381	27463581														
201153011004	ダ	右	1250	晴	良	12:20	C8		2011-1-10	14	福山	1	(馬齢)		5.0	110.0	1.0	5.0	100.0	1.0	1.0	180	4.0	2.0	160.0	3.0	1-5	460.0	2.0	5=>1	450.0	2.0	1-2-5	750.0	3.0	5=>1=>2	1640.0	5.0	13842756	1,3,8,2,(4,7),5,6	13528476	1,5,2,(8,7),4,3,6														
201153011005	ダ	右	1130	晴	良	12:50	4歳4　条件		2011-1-10	14	福山	1	(馬齢)		5.0	270.0	2.0	5.0	120.0	1.0	1.0	260	5.0	4.0	780.0	8.0	1-5	740.0	3.0	5=>1	1130.0	4.0	1-4-5	17880.0	31.0	5=>1=>4	42470.0	90.0	56238417	56218347	5,6,(1,2,8),(4,3),7	56124837														
201153011006	ダ	右	1250	晴	良	13:25	4歳3　条件		2011-1-10	14	福山	1	(馬齢)		4.0	120.0	1.0	4.0	100.0	1.0	5.0	230	5.0	3.0	140.0	2.0	4-5	700.0	3.0	4=>5	800.0	3.0	3-4-5	720.0	2.0	4=>5=>3	2430.0	9.0	1,4,6,3,5,(2,7),(8,9)	146352798	(1,4),(3,5),6,7,2,9,8	451372698														
201153011007	ダ	右	1250	晴	良	14:00	C7		2011-1-10	14	福山	1	(馬齢)		3.0	130.0	1.0	3.0	110.0	2.0	5.0	110	1.0				3-5	430.0	2.0	3=>5	460.0	2.0	3-5-6	580.0	2.0	3=>5=>6	1760.0	4.0	3624715	3624715	3624751	3,6,2,(4,5),7,1														
201153011008	ダ	右	1250	晴	良	14:35	C6		2011-1-10	14	福山	1	(馬齢)		4.0	220.0	1.0	4.0	130.0	2.0	7.0	120	1.0				4-7	230.0	1.0	4=>7	400.0	1.0	1-4-7	540.0	3.0	4=>7=>1	1270.0	3.0	7124356	7214356	7214356	7412536														
201153011009	ダ	右	1250	晴	良	15:10	4歳2　条件		2011-1-10	14	福山	1	(馬齢)		1.0	1090.0	3.0	1.0	400.0	5.0	4.0	450	6.0	3.0	330.0	3.0	1-4	1600.0	7.0	1=>4	8340.0	22.0	1-3-4	3980.0	15.0	1=>4=>3	40970.0	101.0	(1,6),8,2,7,4,5,3,9	162847539	182467539	128473569														
201153011010	ダ	右	1600	晴	良	15:50	新春賞 		2011-1-10	14	福山	1	(別定)		8.0	160.0	1.0	8.0	100.0	1.0	4.0	380	7.0	1.0	120.0	2.0	4-8	9580.0	17.0	8=>4	8680.0	22.0	1-4-8	3470.0	12.0	8=>4=>1	30420.0	69.0	4,8,3,5,(1,6),7,2	48351672	4,8,5,3,1,(6,7),2	(4,8)-3,(5,1),2,(6,7)														
201153011501	ダ	右	1250	曇	良	10:50	「おはようモーニング		2011-1-15	14	福山	2	(馬齢)		2.0	100.0	1.0	2.0	110.0	1.0	6.0	600	5.0				2-6	1900.0	5.0	2=>6	1550.0	6.0	2-6-7	1200.0	4.0	2=>6=>7	4250.0	12.0	4561273	4561273	4562173	2456173														
201153012201	ダ	右	1250	晴	良	11:10	「おはようモーニング		2011-1-22	15	福山	1	(馬齢)		2.0	280.0	2.0	2.0	100.0	1.0	4.0	100	2.0	1.0	130.0	3.0	2-4	300.0	1.0	2=>4	660.0	3.0	1-2-4	160.0	1.0	2=>4=>1	1310.0	3.0	421639578	421693578	(2,4),1,6,9,3,7,5,8	(4,2)-1,6-9,3,7,8														
201153012202	ダ	右	1250	晴	良	11:40	C　17		2011-1-22	15	福山	1	(馬齢)		7.0	390.0	2.0	7.0	170.0	3.0	2.0	130	1.0				2-7	460.0	2.0	7=>2	2320.0	10.0	2-5-7	610.0	4.0	7=>2=>5	5670.0	23.0	(1,2),5,3,6,7,4	1253674	1,2-5,3,7,6,4	1257364														
201153012203	ダ	右	1250	晴	良	12:10	福山・高知連携宇治島		2011-1-22	15	福山	1	(馬齢)		6.0	380.0	3.0	6.0	100.0	1.0	8.0	100	2.0	2.0	110.0	3.0	6-8	380.0	2.0	6=>8	750.0	3.0	2-6-8	290.0	1.0	6=>8=>2	1750.0	4.0	68427513	68427513	68427531	6,8-2,4,3,5,7,1														
201153012204	ダ	右	1250	晴	良	12:40	C　15		2011-1-22	15	福山	1	(馬齢)		4.0	310.0	2.0	4.0	110.0	2.0	2.0	100	1.0	5.0	130.0	3.0	2-4	280.0	1.0	4=>2	770.0	3.0	2-4-5	480.0	2.0	4=>2=>5	2440.0	10.0	21345876	2,1,3,4,5,8,(7,6)	2,1,4,5-(3,8),6,7	2,4,1,5-8,3,6=7														
201153012205	ダ	右	1130	晴	良	13:10	福山・高知連携宇治島		2011-1-22	15	福山	1	(馬齢)		1.0	210.0	2.0	1.0	100.0	1.0	8.0	100	2.0	7.0	250.0	7.0	1-8	130.0	1.0	1=>8	320.0	2.0	1-7-8	1260.0	4.0	1=>8=>7	4750.0	11.0	(5,8),1,(2,3,7),4,6	58172346	8,5,1-7,2,(4,3),6	(8,1)-5,7,2,4,6,3														
201153012206	ダ	右	1250	晴	良	13:45	福山・高知連携宇治島		2011-1-22	15	福山	1	(馬齢)		7.0	410.0	2.0	7.0	130.0	2.0	5.0	260	6.0	6.0	100.0	1.0	5-7	1720.0	7.0	7=>5	3460.0	14.0	5-6-7	720.0	3.0	7=>5=>6	6690.0	23.0	(5,6),(3,7),8,(4,1,9),2	563789142	567389124	5,6,7,(3,8),9,1,2,4														
201153012207	ダ	右	1250	晴	良	14:20	C　12		2011-1-22	15	福山	1	(馬齢)		9.0	680.0	4.0	9.0	220.0	3.0	2.0	150	2.0	1.0	690.0	9.0	2-9	980.0	5.0	9=>2	1640.0	7.0	1-2-9	11710.0	24.0	9=>2=>1	55000.0	102.0	941738265	941783265	947816235	982147653														
201153012208	ダ	右	1250	晴	良	14:55	C　10		2011-1-22	15	福山	1	(馬齢)		8.0	200.0	1.0	8.0	170.0	2.0	4.0	520	6.0	3.0	330.0	3.0	4-8	12560.0	28.0	8=>4	28320.0	50.0	3-4-8	16820.0	51.0	8=>4=>3	132960.0	283.0	58934271061	58934276101	8,5-(3,9),4,2,7,6,10,1	85394261071														
201153012209	ダ	右	1800	晴	良	15:30	ぶちええど福山特別 		2011-1-22	15	福山	1	(別定)		5.0	1080.0	2.0	5.0	130.0	2.0	7.0	100	1.0	2.0	230.0	5.0	5-7	300.0	1.0	5=>7	1410.0	6.0	2-5-7	1160.0	4.0	5=>7=>2	10600.0	37.0	4,5,7,2,(3,8),(1,6)	45273861	(5,7),(4,2),8,3,1,6	5,7,2,4,8,1,3-6														
201153012210	ダ	右	1250	晴	良	16:10	福山・金沢冬期交流オ		2011-1-22	15	福山	1	(馬齢)		1.0	6870.0	7.0	1.0	270.0	5.0	7.0	110	1.0	9.0	130.0	2.0	1-7	3110.0	9.0	1=>7	21660.0	35.0	1-7-9	1880.0	5.0	1=>7=>9	46690.0	99.0	(4,5),7,8,9,1,10,2,6,3	4,5,7,8,9,1,10,2,(3,6)	5,(4,7),8,9,1,10,2,3,6	5,7,(8,9),1,10,2,4,3,6														
201153012211	ダ	右	1250	晴	良	16:50	福山・高知連携宇治島		2011-1-22	15	福山	1	(馬齢)		7.0	570.0	2.0	7.0	110.0	2.0	1.0	140	4.0	3.0	100.0	1.0	1-7	830.0	4.0	7=>1	1460.0	5.0	1-3-7	500.0	2.0	7=>1=>3	3550.0	10.0	1,7,2,(3,9),4,6,8,5	1,7,(3,9),2,4,6,8,5	173948265	(1,7),3,8,9,4,6,2,5														
201153012301	ダ	右	1250	晴	良	11:10	「おはようモーニング		2011-1-23	15	福山	2	(馬齢)		9.0	130.0	1.0	9.0	100.0	1.0	6.0	140	2.0	8.0	240.0	5.0	6-9	190.0	1.0	9=>6	250.0	1.0	6-8-9	600.0	2.0	9=>6=>8	1000.0	3.0	91024381657	91024381657	91042386157	9,(10,4),(2,3,8),6,1,5,7														
201153012302	ダ	右	1130	晴	良	11:40	福山・高知連携宇治島		2011-1-23	15	福山	2	(馬齢)		8.0	130.0	1.0	8.0	110.0	2.0	3.0	100	1.0	1.0	300.0	6.0	3-8	310.0	1.0	8=>3	460.0	1.0	1-3-8	2100.0	5.0	8=>3=>1	5200.0	16.0	1374856910	1,3,7,4,8,5,(6,9),10	1374856910	1,3,7,4,8,5,6,(9,10)														
201153013001	ダ	右	1600	晴	良	11:10	「おはようモーニング		2011-1-30	15	福山	3	(馬齢)		2.0	140.0	1.0	2.0	100.0	1.0	4.0	120	3.0	3.0	120.0	2.0	2-4	200.0	1.0	2=>4	310.0	2.0	2-3-4	280.0	1.0	2=>4=>3	830.0	1.0	24137105689	2,4-1,3,10,7,5,6,8,9	2,4-3,1,10,(7,6),8,5,9	2,4-3-1,10,7,(5,6,8,9)														
201153013002	ダ	右	1250	晴	良	11:40	3歳6　条件		2011-1-30	15	福山	3	(馬齢)		7.0	720.0	2.0	7.0	150.0	4.0	5.0	120	1.0	6.0	150.0	2.0	5-7	160.0	1.0	7=>5	600.0	3.0	5-6-7	550.0	2.0	7=>5=>6	2270.0	6.0	57861342	5,7,8,6,(1,3),4,2	(5,7),6,8,3,4,1,2	75638412														
201153013003	ダ	右	1250	晴	良	12:10	3歳5　条件		2011-1-30	15	福山	3	(馬齢)		5.0	340.0	2.0	5.0	130.0	2.0	8.0	170	4.0	3.0	120.0	1.0	5-8	570.0	2.0	5=>8	780.0	3.0	3-5-8	380.0	1.0	5=>8=>3	1800.0	3.0	489753612	4,8,9,7,(3,5),6,1,2	897453612	8,(9,7),5,3,4,6,1,2														
201153013004	ダ	右	1250	晴	良	12:45	3歳4　条件		2011-1-30	15	福山	3	(馬齢)		8.0	420.0	4.0	8.0	130.0	1.0	5.0	240	5.0	1.0	130.0	1.0	5-8	3850.0	10.0	8=>5	5280.0	16.0	1-5-8	2120.0	7.0	8=>5=>1	16200.0	40.0	24513867	2,4,1,5,3,8-6,7	4,5,3,(2,1),8-7,6	(4,5),3,1,8,2-7,6														
201153013005	ダ	右	1250	晴	良	13:20	3歳3　条件		2011-1-30	15	福山	3	(馬齢)		9.0	190.0	1.0	9.0	110.0	1.0	6.0	130	3.0	5.0	260.0	4.0	6-9	200.0	1.0	9=>6	260.0	1.0	5-6-9	490.0	2.0	9=>6=>5	1310.0	3.0	394671582	394617852	(3,9,6),4,1,7,8,2,5	963417258														
201153013006	ダ	右	1250	曇	良	13:55	福山・高知連携宇治島		2011-1-30	15	福山	3	(馬齢)		3.0	210.0	2.0	3.0	110.0	1.0	6.0	110	2.0	9.0	130.0	4.0	3-6	240.0	1.0	3=>6	460.0	2.0	3-6-9	170.0	1.0	3=>6=>9	890.0	2.0	236518497	236185497	(2,3),6,8,1,9,5,4,7	3,6,2,8,9,1,(4,5),7														
201153013007	ダ	右	1130	曇	良	14:30	C1		2011-1-30	15	福山	3	(馬齢)		3.0	120.0	1.0	3.0	100.0	1.0	4.0	110	2.0	5.0	180.0	5.0	3-4	140.0	1.0	3=>4	300.0	1.0	3-4-5	640.0	3.0	3=>4=>5	1030.0	2.0	35298416	35928461	3,5,9,8,4,2,(1,6)	3,5,4,8,9,(2,1,6)														
201153020601	ダ	右	1250	晴	良	11:10	「おはようモーニング		2011-2-6	16	福山	2	(馬齢)		9.0	2630.0	5.0	9.0	410.0	5.0	10.0	100	1.0	1.0	230.0	3.0	9-10	760.0	4.0	9=>10	5000.0	8.0	1-9-10	780.0	3.0	9=>10=>1	19520.0	36.0	1,4,9,10,(5,6),7,(2,8)	1491065728	1,(4,9),10,6,5,8,(2,7)	(1,10),9,4,6,5,8,2,7														
201153020603	ダ	右	1130	晴	良	12:10	C7		2011-2-6	16	福山	2	(馬齢)		3.0	190.0	1.0	3.0	170.0	2.0	6.0	290	7.0	2.0	280.0	6.0	3-6	1030.0	2.0	3=>6	1350.0	3.0	2-3-6	3610.0	9.0	3=>6=>2	8500.0	22.0	36745298101	36745298110	36745298110	36745289110														
201153020604	ダ	右	1250	晴	良	12:40	福山・高知競馬連携騎		2011-2-6	16	福山	2	(馬齢)		4.0	380.0	3.0	4.0	180.0	3.0	3.0	190	4.0	7.0	480.0	7.0	3-4	680.0	3.0	4=>3	1440.0	6.0	3-4-7	7530.0	21.0	4=>3=>7	24710.0	63.0	3,5,4,(10,9),8,1,7,2,6	35410981726	3,(4,5,10,9),8,1,7,2,6	3,4,9,(5,10,7),8,1,6,2														
201153020605	ダ	右	1250	晴	良	13:10	福山・高知競馬連携騎		2011-2-6	16	福山	2	(馬齢)		4.0	740.0	3.0	4.0	230.0	3.0	3.0	130	2.0	5.0	1,010	9.0	3-4	510.0	2.0	4=>3	1870.0	7.0	3-4-5	10720.0	25.0	4=>3=>5	67820.0	124.0	5,9,10,6,8,(3,7),4,1,2	59106837412	59106487312	59106438712														
201153020606	ダ	右	1250	晴	良	13:45	C4		2011-2-6	16	福山	2	(馬齢)		1.0	110.0	1.0	1.0	130.0	1.0	5.0	560	9.0	4.0	170	2.0	1-5	7210.0	14.0	1=>5	9900.0	19.0	1-4-5	13340.0	27.0	1=>5=>4	88020.0	117.0	1,3,(2,5,7),8,9,4,6	132578946	1,3,(2,5,7),(8,9),4,6	1-(2,3,5),7,8,9,4,6														
201153021901	ダ	右	1250	晴	重	11:10	「おはようモーニング		2011-2-19	17	福山	1	(馬齢)		7.0	350.0	2.0	7.0	100.0	2.0	2.0	100	1.0	9.0	260	6.0	2-7	100.0	1.0	7=>2	640.0	2.0	2-7-9	850.0	3.0	7=>2=>9	4990.0	13.0	72101953846	72110953846	7,2-9,1,10,5,8,4,3,6	7,2=9,5,1,4,6,10,8,3														
201153022001	ダ	右	1250	曇	重	11:10	「おはようモーニング		2011-2-20	17	福山	2	(馬齢)		8.0	110.0	1.0	8.0	100.0	1.0	3.0	120	2.0				3-8	190.0	1.0	8=>3	230.0	1.0	1-3-8	560.0	3.0	8=>3=>1	790.0	3.0	8,(1,3),5,4,6,7	8,3,1,(4,5),7,6	8,3,1,4,(5,7)-6	8314576														
201153022002	ダ	右	1250	曇	重	11:40	C2		2011-2-20	17	福山	2	(馬齢)		4.0	250.0	1.0	4.0	140.0	2.0	7.0	150	4.0	2.0	140	3.0	4-7	640.0	4.0	4=>7	1340.0	8.0	2-4-7	790.0	4.0	4=>7=>2	3520.0	15.0	3,4,9,(2,6,7),8,5,1	349267581	342976185	342796185														
201153022003	ダ	右	1250	曇	重	12:10	C8		2011-2-20	17	福山	2	(馬齢)		3.0	190.0	1.0	3.0	160.0	4.0	5.0	110	1.0	7.0	130	3.0	3-5	730.0	3.0	3=>5	1130.0	4.0	3-5-7	630.0	1.0	3=>5=>7	3460.0	6.0	137956284	137596284	371596284	375619284														
201153022004	ダ	右	1250	曇	重	12:40	C7		2011-2-20	17	福山	2	(馬齢)		7.0	960.0	3.0	7.0	330.0	5.0	2.0	130	2.0	1.0	180	3.0	2-7	430.0	1.0	7=>2	1880.0	8.0	1-2-7	1280.0	6.0	7=>2=>1	10140.0	36.0	6,8,9,2,3,(1,5,7),4	6,8,2,9,(3,7),1,5,4	(6,8),1,(9,7),2,3,4,5	(6,8,7),1,(2,9),(5,3,4)														
201153022005	ダ	右	1250	曇	重	13:10	福山・高知連携龍馬シ		2011-2-20	17	福山	2	(馬齢)		4.0	280.0	2.0	4.0	130.0	3.0	9.0	100	1.0	10.0	120	2.0	4-9	430.0	2.0	4=>9	1710.0	6.0	4-9-10	350.0	1.0	4=>9=>10	2470.0	7.0	4,6,9,(1,8),7,5,10,2,3	46198571023	46915871023	4,6,9,1,(5,10),8,2,7,3														
201153022701	ダ	右	1250	晴	良	11:10	「おはようモーニング		2011-2-27	17	福山	3	(馬齢)		4.0	110.0	1.0	4.0	100.0	1.0	8.0	420	7.0	9.0	160	3.0	4-8	2380.0	8.0	4=>8	2360.0	8.0	4-8-9	9260.0	19.0	4=>8=>9	17480.0	52.0	3,7,8,4,5,(2,6,9),10,1	37842510691	37849265101	38479265101														
201153022702	ダ	右	1250	晴	良	11:40	3歳3　条件		2011-2-27	17	福山	3	(馬齢)		3.0	150.0	1.0	3.0	110.0	2.0	1.0	100	1.0	4.0	310	7.0	1-3	180.0	1.0	3=>1	310.0	1.0	1-3-4	1270.0	5.0	3=>1=>4	3390.0	9.0	17485396210	17458396102	17435981062	14739651028														
201153022703	ダ	右	1250	晴	良	12:10	3歳6　条件		2011-2-27	17	福山	3	(馬齢)		10.0	170.0	1.0	10.0	100.0	1.0	5.0	100	2.0	8.0	110	3.0	5-10	210.0	1.0	10=>5	350.0	2.0	5-8-10	610.0	3.0	10=>5=>8	1790.0	6.0	(7,10),8,5,(6,9),4,1,3,2	71058964312	10578369142	10,5,8,(3,1),7,6,4,9,2														
201153022704	ダ	右	1250	晴	良	12:40	3歳5　条件		2011-2-27	17	福山	3	(馬齢)		1.0	270.0	1.0	1.0	150.0	3.0	5.0	120	1.0	3.0	240	5.0	1-5	370.0	1.0	1=>5	630.0	1.0	1-3-5	1570.0	5.0	1=>5=>3	4180.0	17.0	1,(5,8),3,2,(7,10),(6,9),4	15823710694	1,5,8,(2,3),7,6,10,9,4	1,5,(3,8),2,7,6,9,10,4														
201153022705	ダ	右	1600	晴	良	13:10	3歳2　条件		2011-2-27	17	福山	3	(馬齢)		5.0	10710.0	8.0	5.0	640.0	8.0	1.0	110	1.0	9.0	140	3.0	1-5	2890.0	10.0	5=>1	10070.0	26.0	1-5-9	2080.0	9.0	5=>1=>9	34230.0	80.0	3,5,(1,8),(4,7),6,9	35198476	35914876	(3,5),1,9,4,6,8,7														
201153022706	ダ	右	1600	晴	良	13:40	3歳1　条件		2011-2-27	17	福山	3	(馬齢)		7.0	480.0	2.0	7.0	230.0	4.0	8.0	100	1.0	4.0	370	8.0	7-8	330.0	1.0	7=>8	780.0	3.0	4-7-8	2770.0	8.0	7=>8=>4	11450.0	36.0	1,5,7,3,8,(2,4),9,6	1,5,(3,7),8,4,2,9,6	(1,5),7,8,3,(2,4),6,9	7,(1,5),8,3,2,4,6,9														
201153022707	ダ	右	1600	晴	良	14:15	B6		2011-2-27	17	福山	3	(馬齢)		1.0	220.0	1.0	1.0	110.0	2.0	8.0	140	3.0	2.0	100	1.0	1-8	720.0	3.0	1=>8	1180.0	5.0	1-2-8	320.0	1.0	1=>8=>2	2300.0	7.0	578923146	5,7,8,9,2,3,1,4-6	(5,7,8),(2,9,1),3,4-6	8,1,2,3,(7,4),9,5=6														
201153022708	ダ	右	1600	晴	良	14:55	B5		2011-2-27	17	福山	3	(馬齢)		1.0	1630.0	5.0	1.0	230.0	4.0	10.0	180	3.0	3.0	370	5.0	1-10	3030.0	7.0	1=>10	8570.0	17.0	1-3-10	8990.0	22.0	1=>10=>3	88220.0	126.0	(6,8),9,3,4,1,10,2,7,5	(6,8),9,3,4,1,10,2,7,5	6,(9,1),8,3,4,10,2,5,7	1,6,3,(9,10),4,8,2,5,7														
201153022709	ダ	右	1600	晴	良	15:30	福山牝馬特別	G	2011-2-27	17	福山	3	牝(別定)		8.0	300.0	2.0	8.0	110.0	2.0	7.0	110	1.0	2.0	120	3.0	7-8	370.0	1.0	8=>7	640.0	2.0	2-7-8	340.0	1.0	8=>7=>2	1420.0	1.0	2,9,8,1,(4,3,10),(5,7),6	2,9,(1,8),(4,3),10,7,5,6	28791543106	2,8,7,5,1,4,(3,6),9,10														
201153030601	ダ	右	1250	曇	良	11:10	「おはようモーニング		2011-3-6	18	福山	2	(馬齢)		6.0	140.0	1.0	6.0	110.0	1.0	3.0	190	4.0	9.0	180	3.0	3-6	310.0	1.0	6=>3	560.0	2.0	3-6-9	570.0	1.0	6=>3=>9	1420.0	1.0	9,(1,3,4),6,2,5,10,7	9341625710	9364125710	3961475210														
201153030602	ダ	右	1250	曇	良	11:40	福山・高知連携龍馬シ		2011-3-6	18	福山	2	(馬齢)		8.0	160.0	1.0	8.0	180.0	3.0	5.0	350	5.0	7.0	180	2.0	5-8	1260.0	5.0	8=>5	1920.0	9.0	5-7-8	3370.0	9.0	8=>5=>7	9850.0	28.0	1,2,8,9,4,7,5,3-6	1,2,8,9,4,7,5,3-6	1,8,2-(9,7),4,5-3,6	812759436														
201153030603	ダ	右	1130	曇	良	12:10	C6		2011-3-6	18	福山	2	(馬齢)		3.0	1030.0	3.0	3.0	150.0	3.0	8.0	100	1.0	6.0	140	2.0	3-8	300.0	1.0	3=>8	1510.0	6.0	3-6-8	420.0	1.0	3=>8=>6	5050.0	18.0	3,5,8,6,(2,7),1,4	35862714	3,(5,8),6,7,2,1-4	(3,8),6,5,7,1,2-4														
201153030604	ダ	右	1250	雨	良	12:45	福山・高知連携龍馬シ		2011-3-6	18	福山	2	(馬齢)		1.0	120.0	1.0	1.0	100.0	1.0	9.0	120	2.0	7.0	160	4.0	1-9	190.0	1.0	1=>9	220.0	1.0	1-7-9	790.0	4.0	1=>9=>7	1260.0	4.0	168527934	168527394	1,6,(8,5),2,(7,9),3,4	1,(6,5),2,9,8,7,3,4														
201153032001	ダ	右	1250	曇	良	11:10	「おはようモーニング		2011-3-20	19	福山	1	(馬齢)		1.0	300.0	3.0	1.0	180.0	3.0	3.0	100	1.0	7.0	340	6.0	1-3	280.0	1.0	1=>3	1860.0	6.0	1-3-7	1860.0	6.0	1=>3=>7	17630.0	47.0	354829176	354821967	3,5,(2,8),4,1,9,7,6	352184796														
201153032002	ダ	右	1250	曇	良	11:40	C　15		2011-3-20	19	福山	1	(馬齢)		3.0	310.0	2.0	3.0	100.0	2.0	8.0	100	1.0	9.0	110	3.0	3-8	160.0	1.0	3=>8	440.0	2.0	3-8-9	390.0	1.0	3=>8=>9	1650.0	5.0	8,9,3,6,(2,4),1,7,5	893624175	893627145	8,9,3,6,(2,7),1,5,4														
201153032003	ダ	右	1250	曇	良	12:10	C　14		2011-3-20	19	福山	1	(馬齢)		2.0	210.0	2.0	2.0	100.0	1.0	1.0	150	3.0	5.0	420	7.0	1-2	210.0	1.0	2=>1	280.0	1.0	1-2-5	2990.0	9.0	2=>1=>5	6430.0	20.0	156937248	1,5,(6,9),3,7,2,4,8	1,5,(6,9),3,2,7,4,8	156239748														
