	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201142011101	ダ	左	1400	晴	良	10:40	4歳　選抜馬ア		2011-1-11	9	浦和	1			12	790	4	12	210	5	8	190	3	7.0	190	4.0	6-8	1130.0	4.0	8-12	1950	9	8-12	760	10	7-12	900	12	7-8	700	7	8=>6	3040.0	14.0	12=>8	5330	23	7-8-12	5150	21	12=>8=>7	39620	142	689121411103752	689411211107325	8,9,12,6,4,7,1,11,3,10-2,5	128947113611052	12.7 - 11.9 - 12.8 - 13.4 - 12.8 - 13.7 - 13.3	12.7 - 24.6 - 37.4 - 50.8 - 63.6 - 77.3 - 90.6 (37.4-39.8)
201142011102	ダ	左	1400	晴	良	11:10	C3八　九		2011-1-11	9	浦和	1			5	330	2	5	180	2	2	260	4	9.0	270	5.0	2-5	1810.0	8.0	2-5	1510	7	2-5	710	8	5-9	860	11	2-9	1,210	17	5=>2	3520.0	15.0	5=>2	3660	13	2-5-9	6870	25	5=>2=>9	20430	60	125961178410123	125697118410312	125691178104312	256911183471012	12.8 - 12.6 - 13.1 - 13.6 - 13.0 - 13.7 - 13.6	12.8 - 25.4 - 38.5 - 52.1 - 65.1 - 78.8 - 92.4 (38.5-40.3)
201142011103	ダ	左	1400	晴	良	11:40	C3八　九		2011-1-11	9	浦和	1			5	220	1	5	130	3	4	130	1	3.0	330	6.0	4-5	350.0	2.0	4-5	360	2	4-5	190	1	3-5	510	6	3-4	1,100	13	5=>4	630.0	2.0	5=>4	630	2	3-4-5	1740	6	5=>4=>3	4040	10	23197105486	23917104568	23917105468	2,3,9,7,10,5,4,1,(8,6)	12.9 - 12.8 - 13.1 - 13.3 - 12.7 - 14.0 - 13.6	12.9 - 25.7 - 38.8 - 52.1 - 64.8 - 78.8 - 92.4 (38.8-40.3)
201142011104	ダ	左	1500	晴	良	12:10	C2五　六		2011-1-11	9	浦和	1			11	4670	9	11	650	10	10	130	1	6.0	190	4.0	7-8	2640.0	10.0	10-11	7260	21	10-11	1,600	20	6-11	2,240	25	6-10	290	2	8=>7	9830.0	26.0	11=>10	19050	45	6-10-11	9960	36	11=>10=>6	137380	332	910611131224875	910116131224875	910116128342175	910116124328715	7.3 - 11.8 - 12.7 - 13.4 - 13.2 - 12.9 - 12.9 - 13.2	7.3 - 19.1 - 31.8 - 45.2 - 58.4 - 71.3 - 84.2 - 97.4 (31.8-39.0)
201142011105	ダ	左	1500	晴	良	12:45	C2五　六		2011-1-11	9	浦和	1			10	1300	5	10	300	4	9	310	5	6.0	330	6.0	7-7	4720.0	12.0	9-10	4970	15	9-10	1,100	13	6-10	2,000	18	6-9	2,330	20	7=>7	3570.0	15.0	10=>9	10340	32	6-9-10	17410	39	10=>9=>6	117030	234	129610341157128	129610341175128	196210114573128	9,1,6,10,4,5,(2,11,8),12,3,7	7.6 - 11.4 - 12.6 - 13.4 - 13.1 - 12.9 - 13.6 - 13.2	7.6 - 19.0 - 31.6 - 45.0 - 58.1 - 71.0 - 84.6 - 97.8 (31.6-39.7)
201142011106	ダ	左	1400	晴	良	13:20	C1五　六		2011-1-11	9	浦和	1			5	940	4	5	250	4	8	350	5	1.0	350	5.0	5-6	3550.0	12.0	5-8	5260	17	5-8	1,640	19	1-5	800	9	1-8	1,280	16	5=>6	6680.0	27.0	5=>8	10560	34	1-5-8	9230	32	5=>8=>1	59110	180	256431279111810	256347121911810	256124319781110	526431218711910	12.6 - 11.7 - 12.9 - 12.9 - 12.7 - 13.9 - 13.5	12.6 - 24.3 - 37.2 - 50.1 - 62.8 - 76.7 - 90.2 (37.2-40.1)
201142011107	ダ	左	1600	晴	良	13:55	C1五　六		2011-1-11	9	浦和	1			8	220	1	8	120	1	7	430	8	4.0	140	2.0	7-8	1180.0	5.0	7-8	2050	7	7-8	740	9	4-8	260	2	4-7	820	12	8=>7	1720.0	7.0	8=>7	2440	10	4-7-8	2480	6	8=>7=>4	12490	38	498156723	491586723	486791523	486791523	12.7 - 11.8 - 12.9 - 13.0 - 13.6 - 12.6 - 13.3 - 13.8	12.7 - 24.5 - 37.4 - 50.4 - 64.0 - 76.6 - 89.9 - 103.7 (37.4-39.7)
201142011108	ダ	左	1600	晴	良	14:30	若水特別 		2011-1-11	9	浦和	1	205万円以上		7	590	4	7	180	4	2	130	1	6.0	170	3.0	2-7	540.0	1.0	2-7	870	3	2-7	430	5	6-7	570	12	2-6	390	4	7=>2	1010.0	1.0	7=>2	2150	8	2-6-7	1600	6	7=>2=>6	9800	35	1,3,2,7,5,4,6,8-10	1,3,7,2,5,6,4,8-10	3,7,1,6,2,5,8,4-10	3,7,6,2,5,1,8,4-10	12.8 - 12.0 - 13.4 - 13.5 - 13.7 - 13.2 - 13.0 - 13.0	12.8 - 24.8 - 38.2 - 51.7 - 65.4 - 78.6 - 91.6 - 104.6 (38.2-39.2)
201142011109	ダ	左	1400	晴	良	15:05	ツインエース特別 		2011-1-11	9	浦和	1	(別定)		10	710	5	10	220	5	7	240	7	2.0	180	2.0	6-7	540.0	1.0	7-10	4140	21	7-10	1,140	19	2-10	1,120	17	2-7	990	16	7=>6	1050.0	2.0	10=>7	6930	36	2-7-10	8570	32	10=>7=>2	60360	199	798265101341211	792861013451211	7,10,2,8,3,1,9,6,4,12,11=5	7,10,2,3,1,8,11,4,6,12,9=5	12.2 - 12.4 - 13.0 - 13.3 - 12.4 - 13.1 - 13.7	12.2 - 24.6 - 37.6 - 50.9 - 63.3 - 76.4 - 90.1 (37.6-39.2)
201142011110	ダ	左	1600	晴	良	15:40	新春特別 		2011-1-11	9	浦和	1	(ハンデ)		10	2670	9	10	520	9	9	270	6	1.0	190	2.0	7-8	2290.0	11.0	9-10	6420	26	9-10	2,540	32	1-10	1,930	28	1-9	660	6	8=>7	9150.0	33.0	10=>9	19130	63	1-9-10	14260	52	10=>9=>1	155960	426	2481971110536	2481971035116	2,8,9,1,10,4,5,7,3,6-11	2,9,1,8,10,5,4,7,3,6=11	12.6 - 11.3 - 12.7 - 12.9 - 13.1 - 12.9 - 13.8 - 13.7	12.6 - 23.9 - 36.6 - 49.5 - 62.6 - 75.5 - 89.3 - 103.0 (36.6-40.4)
