	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201130063010	ダ	右	1800	曇	良	20:00	金糸梅特別 		2011-6-30	5	門別	5	600万円以下	(別定)	5.0	1320.0	5.0	5.0	190	5.0	10.0	110	1.0	5-10	1620.0	7.0	5=>10	4590.0	17.0	5-7-10	1700.0	6.0	5=>10=>7	18390.0	57.0	8,3,(1,10),7,2,4,5,(6,9)	8-3,1,10,7-2,4,5,(6,9)	(3,10),8,7-(1,4),5,9,6,2	(3,10),7-8,4,5,1,9,6,2			7.0	140	3.0	5-8	1000.0	5.0									
201130063011	ダ	右	1000	曇	良	20:35	グランシャリオ門別ス 		2011-6-30	5	門別	5	(別定)		10.0	830.0	5.0	10.0	210	5.0	4.0	170	3.0	4-10	2180.0	10.0	10=>4	4260.0	22.0	4-9-10	2920.0	14.0	10=>4=>9	19210.0	81.0			6,12,10,(1,2,3),9,11,8,(5,4,7)	6,12,10,2,9,(1,3),11,8,4,(5,7)			9.0	150	2.0	4-7	710.0	3.0									
201130070501	ダ	右	1200	曇	重	15:25	C4　ー8組		2011-7-5	6	門別	1	80万円以下	(馬齢)	1.0	320.0	2.0	1.0	130	3.0	2.0	100	1.0	1-2	600.0	3.0	1=>2	810.0	5.0	1-2-4	770.0	4.0	1=>2=>4	3240.0	13.0			1,(3,5),2,4	15324																	
201130070502	ダ	右	1000	曇	重	15:55	C4　ー8組		2011-7-5	6	門別	1	80万円以下	(馬齢)	3.0	130.0	1.0	3.0	100	1.0	4.0	270	5.0	3-4	450.0	3.0	3=>4	590.0	4.0	3-4-5	7880.0	18.0	3=>4=>5	6950.0	17.0			45328617	4,5,3,2,(8,6),(7,1)			5.0	1,110	7.0												
201130070503	ダ	右	1000	曇	重	16:25	2歳　未勝利		2011-7-5	6	門別	1	(馬齢)		3.0	230.0	1.0	3.0	180	2.0	4.0	660	8.0	3-4	4510.0	17.0	3=>4	7850.0	28.0	3-4-8	91540.0	119.0	3=>4=>8	536510.0	584.0			3,12,(4,5),1,(2,9),8,7,11,10,6	312549218710611			8.0	3,650	12.0	3-4	10430.0	23.0									
201130070504	ダ	右	1000	曇	重	16:55	C4　ー6組		2011-7-5	6	門別	1	80万円以下	(馬齢)	2.0	110.0	1.0	2.0	100	1.0	8.0	120	2.0	2-8	150.0	1.0	2=>8	160.0	1.0	2-8-9	890.0	3.0	2=>8=>9	1100.0	3.0			(2,3),8,6,1,(4,9),5,7	2,3,8,6,1,(5,4,9)-7			9.0	310	8.0	2-8	130.0	1.0									
201130070505	ダ	右	1200	曇	重	17:25	C4　ー6組		2011-7-5	6	門別	1	80万円以下	(馬齢)	8.0	210.0	1.0	8.0	130	2.0	3.0	120	1.0	3-8	400.0	2.0	8=>3	570.0	1.0	1-3-8	2790.0	8.0	8=>3=>1	5660.0	17.0			8,1,3,7,5,(2,6),4,9	8,1,3,(7,5),2,6,4,9			1.0	410	7.0	3-8	260.0	1.0									
201130070506	ダ	右	1000	曇	重	18:00	JRA認定フレッシュ		2011-7-5	6	門別	1	(馬齢)		3.0	110.0	1.0	3.0	100	1.0	6.0	200	5.0	3-6	1250.0	4.0	3=>6	990.0	4.0	1-3-6	990.0	3.0	3=>6=>1	3340.0	9.0			3,1-(4,6),(7,9),5,2,10	3,1-(4,6),7,9,(2,5),10			1.0	110	2.0	3-6	1300.0	5.0									
201130070507	ダ	右	1000	曇	重	18:30	C4　ー5組		2011-7-5	6	門別	1	80万円以下	(馬齢)	9.0	130.0	1.0	9.0	140	1.0	8.0	510	7.0	8-9	2590.0	7.0	9=>8	3240.0	10.0	2-8-9	5300.0	16.0	9=>8=>2	11870.0	38.0			(1,4,9),8,3,(2,6,7),5,10	(1,4,9),8,3,2,7,6,5,10			2.0	230	5.0	7-8	410.0	1.0									
201130070508	ダ	右	1700	曇	重	19:00	かに座特別 		2011-7-5	6	門別	1	160万円以下	(馬齢)	6.0	960.0	5.0	6.0	390	5.0	5.0	170	2.0	5-6	650.0	3.0	6=>5	1730.0	7.0	3-5-6	2240.0	9.0	6=>5=>3	11150.0	42.0	3,7,4,6,(1,2),5	3,7,4,6,2,(1,5)	3746521	3,(4,7),(5,6),2,1																	
201130070509	ダ	右	1200	曇	重	19:30	道の駅「樹海ロード日 		2011-7-5	6	門別	1	200万円以下	(馬齢)	4.0	320.0	2.0	4.0	100	1.0	1.0	110	2.0	1-4	400.0	2.0	4=>1	930.0	3.0	1-4-7	340.0	1.0	4=>1=>7	2450.0	6.0			1,(4,8),(10,11),2,(3,9),(5,7),6	1,4,8,(3,10,2,11),9,7,5,6			7.0	120	3.0	1-4	350.0	1.0									
201130070510	ダ	右	1800	曇	重	20:00	ひだか樹魂ま 		2011-7-5	6	門別	1	200万円以下	(馬齢)	4.0	150.0	1.0	4.0	120	1.0	5.0	250	4.0	4-5	780.0	3.0	4=>5	860.0	4.0	2-4-5	530.0	2.0	4=>5=>2	2630.0	7.0	5213476	5213476	5,(2,3),4,1,(6,7)	5,2,(3,4),(6,7),1																	
201130070511	ダ	右	1200	曇	重	20:35	栄冠賞〔H2〕	G	2011-7-5	6	門別	1	(馬齢)		10.0	170.0	1.0	10.0	140	1.0	5.0	270	6.0	5-10	1660.0	5.0	10=>5	2290.0	7.0	5-8-10	6700.0	23.0	10=>5=>8	21160.0	56.0			(3,11),13,10,6,2,4,8,5,12,7,9,1,14	(11,10),(3,13),(2,6,5),(4,8),7,(9,12),1,14			8.0	420	9.0	4-6	330.0	1.0									
201130070601	ダ	右	1000	晴	稍重	14:50	C4　ー7組		2011-7-6	6	門別	2	80万円以下	(馬齢)	3.0	140.0	1.0	3.0	110	1.0	8.0	200	4.0	3-8	490.0	3.0	3=>8	660.0	3.0	3-6-8	650.0	3.0	3=>8=>6	2190.0	8.0			8,(4,5),(3,7),6,2,1	8,(4,5),3,(2,7,6),1			6.0	180	3.0												
201130070602	ダ	右	1200	晴	稍重	15:20	C4　ー5組		2011-7-6	6	門別	2	80万円以下	(馬齢)	3.0	190.0	1.0	3.0	120	1.0	5.0	250	5.0	3-5	960.0	4.0	3=>5	1030.0	4.0	3-5-7	730.0	3.0	3=>5=>7	4820.0	17.0			8,(3,6,7),2,5,(1,4)	(8,3),(6,7),2,5,(1,4)			7.0	150	3.0												
201130070603	ダ	右	1200	晴	稍重	15:50	2歳　未勝利		2011-7-6	6	門別	2	(馬齢)		4.0	200.0	1.0	4.0	120	1.0	8.0	220	4.0	4-8	460.0	2.0	4=>8	800.0	3.0	4-7-8	3610.0	11.0	4=>8=>7	8090.0	23.0			(1,4),3,10,6,2,(7,9),8,5,(11,12)	(1,4),3,10,(2,6,7),9,8,5,(11,12)			7.0	370	6.0	4-6	580.0	3.0									
201130070604	ダ	右	1700	曇	稍重	16:20	C4　ー5組		2011-7-6	6	門別	2	80万円以下	(馬齢)	6.0	200.0	1.0	6.0	150	2.0	5.0	120	1.0	5-6	250.0	1.0	6=>5	370.0	1.0	3-5-6	1270.0	5.0	6=>5=>3	2690.0	10.0	1364572	1,3,6,4,(2,5),7	1,(3,6),(2,4),(7,5)	1,(3,6),(2,7,4),5																	
201130070605	ダ	右	1000	曇	稍重	16:50	2歳　未勝利		2011-7-6	6	門別	2	(馬齢)		9.0	420.0	3.0	9.0	140	3.0	11.0	190	5.0	9-11	1560.0	5.0	9=>11	2540.0	7.0	7-9-11	420.0	1.0	9=>11=>7	5480.0	17.0			(1,3,7,9),2,5,(8,11),10,12,(4,6)	1,(3,7),9,2,(8,11),5,10,12,(4,6)			7.0	120	1.0	7-8	1300.0	5.0									
201130070606	ダ	右	1000	曇	稍重	17:20	JRA認定フレッシュ		2011-7-6	6	門別	2	(馬齢)		4.0	4350.0	7.0	4.0	560	7.0	5.0	460	5.0	4-5	30920.0	39.0	4=>5	69880.0	75.0	4-5-10	447380.0	139.0	4=>5=>10	1222170.0	695.0			1,(3,6),7,5,2,9,10,8,4,11	(1,3,6),7,5,2,(10,9),4,8,11			10.0	480	6.0	4-5	2870.0	12.0									
201130070607	ダ	右	1200	曇	稍重	17:55	マイヤ特別 		2011-7-6	6	門別	2	200万円以下	(馬齢)	3.0	610.0	3.0	3.0	180	3.0	7.0	140	2.0	3-7	1180.0	4.0	3=>7	2600.0	8.0	3-7-8	13230.0	33.0	3=>7=>8	74930.0	166.0			(2,5,9),(4,7),1,8,3=6	2,9,5,4,7,(1,8),3=6			8.0	710	8.0	3-7	1590.0	7.0									
201130070608	ダ	右	1200	曇	稍重	18:25	JRA認定フレッシュ		2011-7-6	6	門別	2	(馬齢)		9.0	230.0	1.0	9.0	110	1.0	11.0	160	3.0	9-11	1070.0	4.0	9=>11	1260.0	4.0	8-9-11	4170.0	14.0	9=>11=>8	11650.0	34.0			(9,10),11,(1,4,8),3,5,7,(2,6)	(9,10),11,(4,8),1,3,2,(5,6),7			8.0	220	5.0	7-8	390.0	3.0									
201130070609	ダ	右	1700	曇	稍重	18:55	ウィナーズチャレンジ 		2011-7-6	6	門別	2	(馬齢)		1.0	220.0	1.0	1.0	160	3.0	3.0	150	2.0	1-3	260.0	1.0	1=>3	600.0	2.0	1-3-4	290.0	1.0	1=>3=>4	1110.0	4.0	1,4,(5,3),2	41532	4,(1,3),(5,2)	4,(1,3),2,5																	
201130070610	ダ	右	1000	曇	稍重	19:25	C4　ー4組		2011-7-6	6	門別	2	80万円以下	(馬齢)	1.0	150.0	1.0	1.0	120	1.0	10.0	380	6.0	1-10	960.0	4.0	1=>10	1210.0	4.0	1-4-10	3480.0	12.0	1=>10=>4	10320.0	33.0			10,(1,7),3,4,9,5,(8,6),2,11	10,1,7,3,(4,9),5,6,8,2,11			4.0	270	5.0	1-8	860.0	3.0									
201130070611	ダ	右	1200	曇	稍重	20:00	「ふるさと日高応援」 		2011-7-6	6	門別	2	160万円以下	(馬齢)	5.0	440.0	3.0	5.0	150	1.0	9.0	230	5.0	5-9	2160.0	9.0	5=>9	3380.0	15.0	1-5-9	4470.0	19.0	5=>9=>1	19640.0	58.0			5,(4,10),(1,9),2,(6,11),(7,8),3	5,(4,10,9),(2,1),7,(6,11,8),3			1.0	260	6.0	5-7	1710.0	12.0									
201130070612	ダ	右	1200	曇	稍重	20:40	アドマイヤマックス賞 		2011-7-6	6	門別	2	300万円以下	(別定)	6.0	170.0	1.0	6.0	120	1.0	11.0	280	5.0	6-11	1670.0	5.0	6=>11	3140.0	11.0	6-8-11	13360.0	30.0	6=>11=>8	42320.0	97.0			6,(4,5,8),1-11,(7,2),3,10	6,(4,5,8),1,11,2,(7,3),10			8.0	410	7.0	6-8	1230.0	6.0									
201130070701	ダ	右	1200	晴	良	15:25	C4　ー7組		2011-7-7	6	門別	3	80万円以下	(馬齢)	6.0	270.0	1.0	6.0	120	1.0	7.0	180	4.0	6-7	410.0	2.0	6=>7	820.0	4.0	4-6-7	1550.0	8.0	6=>7=>4	6390.0	22.0			(3,6),4,(5,7,8),(1,2)	(3,6),(4,7,8),5,(1,2)			4.0	160	3.0												
201130070702	ダ	右	1200	晴	良	15:55	2歳牝馬　未勝利		2011-7-7	6	門別	3	(馬齢)		2.0	110.0	1.0	2.0	100	1.0	6.0	160	2.0	2-6	370.0	1.0	2=>6	370.0	1.0	2-4-6	18000.0	34.0	2=>6=>4	30440.0	70.0			2,(4,5),1,6,9,10,8,(7,11)-3	2,(4,5),1,9,6,10,(7,8),11,3			4.0	4,040	11.0	2-6	340.0	2.0									
201130070703	ダ	右	1700	晴	良	16:25	C4　ー6組		2011-7-7	6	門別	3	80万円以下	(馬齢)	6.0	930.0	4.0	6.0	170	5.0	4.0	120	1.0	4-6	900.0	4.0	6=>4	3130.0	17.0	4-6-7	1210.0	4.0	6=>4=>7	11180.0	48.0	2,3,7,5,8,(1,6),4,9	(2,3,7),5,(1,8),6,4,9	(2,3,7)-6,1,5,8,4,9	(2,3,7),6,8,5,1,4,9			7.0	170	3.0	4-6	1730.0	10.0									
201130070704	ダ	右	1000	曇	良	16:55	JRA認定ルーキーチ		2011-7-7	6	門別	3	(馬齢)		8.0	470.0	4.0	8.0	270	3.0	5.0	310	4.0	5-8	1310.0	6.0	8=>5	2970.0	14.0	4-5-8	5890.0	20.0	8=>5=>4	25270.0	81.0			(7,8),9,(4,5),1,2,(6,10,11),3	(7,8),9,(4,5),1,2,11,(6,10),3			4.0	650	6.0	5-7	630.0	3.0									
201130070705	ダ	右	1200	曇	良	17:25	C4　ー4組		2011-7-7	6	門別	3	80万円以下	(馬齢)	3.0	130.0	1.0	3.0	100	1.0	6.0	140	3.0	3-6	210.0	1.0	3=>6	310.0	1.0	3-4-6	450.0	1.0	3=>6=>4	900.0	1.0			34965821.0	34968521.0			4.0	140	4.0	3-6	340.0	1.0									
201130070706	ダ	右	1200	曇	良	18:00	JRA認定フレッシュ		2011-7-7	6	門別	3	(馬齢)		3.0	100.0	1.0	3.0	100	1.0	1.0	330	5.0	1-3	760.0	4.0	3=>1	910.0	4.0	1-2-3	630.0	3.0	3=>1=>2	2040.0	8.0			(3,7),(1,4),5,2-8	3,7,1,4,5,2-8																	
201130070707	ダ	右	1000	曇	良	18:30	C4　ー3組		2011-7-7	6	門別	3	80万円以下	(馬齢)	8.0	490.0	4.0	8.0	120	2.0	9.0	440	7.0	8-9	4650.0	11.0	8=>9	5130.0	18.0	5-8-9	5160.0	17.0	8=>9=>5	42500.0	95.0			8,(5,6),2,(7,9),(1,4),3	8,(5,6),(2,7),9,1,4,3			5.0	110	1.0	8-8	4750.0	12.0									
201130070708	ダ	右	1200	曇	良	19:00	C4　ー2組		2011-7-7	6	門別	3	80万円以下	(馬齢)	7.0	1610.0	5.0	7.0	420	5.0	2.0	140	2.0	2-7	1370.0	4.0	7=>2	6020.0	14.0	2-7-10	2380.0	8.0	7=>2=>10	20560.0	50.0			7,8,(6,1),2,10,(4,9),3,5	7,8,1,2,10,6,4,(3,9),5			10.0	320	4.0	2-7	740.0	4.0									
201130070709	ダ	右	1200	曇	良	19:30	室蘭地球岬特別 		2011-7-7	6	門別	3	120万円以下	(馬齢)	9.0	400.0	3.0	9.0	110	1.0	2.0	140	3.0	2-9	660.0	2.0	9=>2	1210.0	3.0	2-6-9	1130.0	3.0	9=>2=>6	5230.0	12.0			1,4,6,(2,8,9),(7,10,11),(3,12),5	1,4,6,2,8,9,11,7,10,3,12-5			6.0	210	5.0	2-7	550.0	3.0									
201130070710	ダ	右	1700	曇	良	20:00	応援ビヤパーティーA 		2011-7-7	6	門別	3	120万円以下	(馬齢)	5.0	220.0	2.0	5.0	100	1.0	2.0	120	2.0	2-5	170.0	1.0	5=>2	280.0	1.0	2-3-5	560.0	3.0	5=>2=>3	1860.0	6.0	(1,3),4,(2,5),6	1,3,4,5,2-6	(1,3,5),(4,2)=6	5,2,1,4,3-6																	
201130070711	ダ	右	1800	曇	良	20:35	JAにいかっぷピーマ 		2011-7-7	6	門別	3	300万円以下	(別定)	5.0	290.0	2.0	5.0	120	1.0	1.0	130	2.0	1-5	460.0	2.0	5=>1	670.0	1.0	1-5-6	550.0	2.0	5=>1=>6	2180.0	4.0	3,(8,9),2,7,1,5,10,6,4	3-(8,9)-2,(1,7),10,5,6,4	3-5,(8,9),2,1,(10,7,6),4	(3,5)-(2,1,6),8,9,(10,7),4			6.0	140	3.0	1-5	450.0	2.0									
201130071301	ダ	右	1700	晴	良	14:45	2歳　未勝利		2011-7-13	6	門別	4	(馬齢)		1.0	100.0	1.0	1.0	110	1.0	3.0	160	3.0	1-3	230.0	1.0	1=>3	250.0	1.0	1-2-3	500.0	2.0	1=>3=>2	1090.0	3.0	(3,6),4,1,2,7,5	(3,6),1,4,(2,7),5	1,(3,6),(7,4),2,5	1,6,2,(3,7),4-5																	
201130071302	ダ	右	1000	晴	良	15:15	C4　ー6組		2011-7-13	6	門別	4	80万円以下	(馬齢)	9.0	630.0	2.0	9.0	170	2.0	1.0	320	6.0	1-9	3980.0	13.0	9=>1	3190.0	12.0	1-6-9	8890.0	27.0	9=>1=>6	29290.0	87.0			(9,4,6),12,1,2,5,3,(7,11),8,10	(9,4,6),12,1,2,3,5,7,8,11,10			6.0	230	4.0	1-7	4880.0	13.0									
201130071303	ダ	右	1000	曇	良	15:45	2歳　未勝利		2011-7-13	6	門別	4	(馬齢)		11.0	350.0	2.0	11.0	130	2.0	7.0	130	2.0	7-11	280.0	1.0	11=>7	760.0	3.0	1-7-11	830.0	3.0	11=>7=>1	3060.0	8.0			11,(7,8),(1,12),3,(4,5),2,(6,9),10	11,(7,8),1,12,3,(4,5),6,2,9,10			1.0	130	4.0	6-8	160.0	1.0									
201130071304	ダ	右	1200	曇	良	16:15	JRA認定ルーキーチ		2011-7-13	6	門別	4	(馬齢)		1.0	1080.0	5.0	1.0	230	6.0	7.0	210	5.0	1-7	2250.0	10.0	1=>7	7900.0	27.0	1-3-7	1440.0	6.0	1=>7=>3	21960.0	67.0			6,8,7,1,3,2,(9,10,5,4)	6,7,8,(1,3),2,5,9,4,10			3.0	150	2.0	1-7	1180.0	5.0									
201130071305	ダ	右	1700	曇	良	16:45	C4　ー4組		2011-7-13	6	門別	4	80万円以下	(馬齢)	9.0	26310.0	9.0	9.0	3,460	9.0	2.0	190	2.0	2-9	46140.0	30.0	9=>2	45060.0	59.0	1-2-9	141050.0	65.0	特	70.0		9,(2,5),7,1,3,8,4,6	9,2,5,(1,7),3,8,4,6	9,(2,5),6,(1,7),3,(4,8)	9,(2,5),(1,6),3,4,7,8			1.0	740	7.0	2-8	2120.0	9.0									
201130071306	ダ	右	1200	晴	良	17:15	C4　ー5組		2011-7-13	6	門別	4	80万円以下	(馬齢)	2.0	2540.0	7.0	2.0	330	5.0	8.0	220	3.0	2-8	3010.0	9.0	2=>8	5450.0	20.0	2-7-8	4930.0	19.0	2=>8=>7	50590.0	155.0			11,8,3,2,10,(4,7),1,(5,6),9	11,8,3,2,10,(4,7),1,5,6,9			7.0	300	4.0	2-7	3300.0	12.0									
201130071307	ダ	右	1000	晴	良	17:50	C4　ー2組		2011-7-13	6	門別	4	80万円以下	(馬齢)	8.0	270.0	1.0	8.0	170	2.0	9.0	170	3.0	8-9	360.0	1.0	8=>9	840.0	2.0	7-8-9	370.0	1.0	8=>9=>7	1400.0	1.0			893715642	(8,9),3,(1,7),5,6,2,4			7.0	200	4.0	8-8	430.0	2.0									
201130071308	ダ	右	1200	晴	良	18:20	青桐特別 		2011-7-13	6	門別	4	120万円以下	(馬齢)	8.0	340.0	2.0	8.0	160	3.0	4.0	140	2.0	4-8	720.0	3.0	8=>4	1100.0	5.0	4-6-8	1990.0	6.0	8=>4=>6	6650.0	21.0			4,5,1,6,8-(2,3,7)	4,5,1,6,8-2,(3,7)			6.0	190	4.0												
201130071309	ダ	右	1700	晴	良	18:50	C3　ー2組		2011-7-13	6	門別	4	120万円以下	(馬齢)	1.0	1000.0	4.0	1.0	150	3.0	3.0	120	1.0	1-3	350.0	2.0	1=>3	1780.0	6.0	1-3-4	1460.0	6.0	1=>3=>4	12040.0	32.0	5,7,9,(1,2),6,3,8,4	5,7,9,1,2,6,3,8-4	(5,7),1,2,6,(9,3),8,4	5,7,1,(6,2),(8,3),4,9			4.0	280	6.0	1-3	290.0	1.0									
201130071310	ダ	右	1200	晴	良	19:20	ホテイアオイ特別 		2011-7-13	6	門別	4	120万円以下	(馬齢)	8.0	420.0	3.0	8.0	200	5.0	7.0	190	4.0	7-8	710.0	4.0	8=>7	1320.0	5.0	2-7-8	4820.0	14.0	8=>7=>2	15960.0	63.0			7,8,9,5,(3,6),4,2,1	7,8-(9,5),3,6,4,1,2			2.0	700	6.0	7-8	740.0	3.0									
201130071311	ダ	右	1800	雨	良	19:55	親月特別 		2011-7-13	6	門別	4	400万円以下	(別定)	5.0	420.0	3.0	5.0	150	2.0	11.0	740	9.0	5-11	6720.0	22.0	5=>11	12570.0	35.0	5-10-11	5440.0	17.0	5=>11=>10	70120.0	179.0	11512194103687	11512194103687	(5,12),9,10,11,(1,4),3,7,6,8	5,(12,10),11,9,(1,4),7,3,8,6			10.0	100	1.0	5-8	3590.0	12.0									
201130071401	ダ	右	1200	雨	重	15:25	2歳　未勝利		2011-7-14	6	門別	5	(馬齢)		10.0	110.0	1.0	10.0	100	1.0	5.0	190	4.0	5-10	430.0	2.0	10=>5	420.0	2.0	3-5-10	1550.0	4.0	10=>5=>3	2280.0	6.0			10,11,5,12,4,3,(2,7),(1,9,8),6	10,11,5,3,4,12,2,(1,7,9,8),6			3.0	140	2.0	5-7	320.0	1.0									
201130071402	ダ	右	1200	雨	重	15:55	C4　ー3組		2011-7-14	6	門別	5	80万円以下	(馬齢)	9.0	5130.0	8.0	9.0	1,270	8.0	10.0	270	2.0	9-10	11880.0	25.0	9=>10	32610.0	60.0	6-9-10	16590.0	43.0	9=>10=>6	58840.0	164.0			9,(2,4),10,1,11,3,6,7,8,5	9,4,2,(1,10),(3,11),6,7,5,8			6.0	470	6.0	7-8	2260.0	9.0									
201130071403	ダ	右	1000	雨	重	16:25	C4　ー1組		2011-7-14	6	門別	5	80万円以下	(馬齢)	8.0	490.0	2.0	8.0	300	5.0	3.0	140	2.0	3-8	1050.0	4.0	8=>3	2790.0	11.0	3-4-8	3590.0	13.0	8=>3=>4	19570.0	61.0			4,3,7,8,1,(2,6,9),5	4,3,7,(1,8),(2,6),9,5			4.0	300	4.0	3-8	820.0	4.0									
201130071404	ダ	右	1700	雨	重	16:55	C4　ー2組		2011-7-14	6	門別	5	80万円以下	(馬齢)	11.0	610.0	3.0	11.0	200	2.0	2.0	230	4.0	2-11	1420.0	4.0	11=>2	3760.0	17.0	2-10-11	3580.0	14.0	11=>2=>10	25150.0	86.0	2,4,11,(3,12),5,6,(1,10),9,8,7	2,4,11,3,12,5,6,(1,10),9,8,7	(2,4),11,(3,12),5,(10,6),1,(7,9,8)	(2,11),4,(10,3,12),5,6,7,8,(1,9)			10.0	370	7.0	2-8	1320.0	7.0									
201130071405	ダ	右	1200	雨	重	17:25	C4　ー1組		2011-7-14	6	門別	5	80万円以下	(馬齢)	5.0	300.0	2.0	5.0	100	1.0	7.0	170	3.0	5-7	610.0	3.0	5=>7	1210.0	4.0	1-5-7	2340.0	10.0	5=>7=>1	7870.0	22.0			(5,3),8,9,10,6,11,7,4,1,2	(5,3),8,6,7,10,(1,9),11,(2,4)			1.0	220	4.0	5-6	670.0	3.0									
201130071406	ダ	右	1700	雨	重	18:00	JRA認定フレッシュ		2011-7-14	6	門別	5	(馬齢)		9.0	520.0	3.0	9.0	170	3.0	1.0	230	6.0	1-9	1520.0	6.0	9=>1	4160.0	17.0	1-7-9	1280.0	5.0	9=>1=>7	12030.0	33.0	(3,8),9,1,7,(2,6),(4,5)	(3,8),9,1,7,2,4,6,5	(3,8,9),7,1,2,(5,4),6	(3,8,9),7,1,2,(6,5),4			7.0	110	1.0	1-8	750.0	3.0									
201130071407	ダ	右	1000	雨	重	18:30	C3　ー2組		2011-7-14	6	門別	5	120万円以下	(馬齢)	1.0	110.0	1.0	1.0	100	1.0	3.0	180	5.0	1-3	290.0	1.0	1=>3	400.0	2.0	1-3-4	440.0	1.0	1=>3=>4	1020.0	1.0			1,3,(4,5,7),12,(2,6),11,8,10-9	1,3,(4,5),7,2,(6,12),11,8-10-9			4.0	150	2.0	1-3	320.0	1.0									
201130071408	ダ	右	1700	雨	重	19:00	ノウゼンカズラ特別 		2011-7-14	6	門別	5	80万円以下	(馬齢)	6.0	640.0	3.0	6.0	120	3.0	2.0	100	1.0	2-6	380.0	1.0	6=>2	1020.0	3.0	2-6-7	480.0	1.0	6=>2=>7	2730.0	6.0	(1,2),7,9,10,6,8,5,4	2,(1,7),9,10,6,5,8,4	2,7,(1,9),10,(5,6),4,8	2,7,9,10,(1,6),5,4,8			7.0	110	2.0	2-6	440.0	1.0									
201130071409	ダ	右	1200	曇	重	19:30	Aiba静内祭特別 		2011-7-14	6	門別	5	400万円以下	(別定)	3.0	680.0	5.0	3.0	120	2.0	2.0	100	1.0	2-3	530.0	2.0	3=>2	1540.0	5.0	2-3-8	640.0	1.0	3=>2=>8	5790.0	18.0			1,3,(2,9),8,6,4,7,5	1,3,2,9,8,6,4,7-5			8.0	140	3.0	2-3	620.0	2.0									
201130071410	ダ	右	1700	曇	重	20:00	楽天競馬特別 		2011-7-14	6	門別	5	600万円以下	(別定)	8.0	110.0	1.0	8.0	100	1.0	5.0	200	3.0	5-8	380.0	2.0	8=>5	410.0	2.0	5-7-8	1240.0	5.0	8=>5=>7	2520.0	9.0	5,3,6,(2,8),7,1	5,3,6,2,8-7,1	5386271	5,8,3,2,6,7-1																	
201130071901	ダ	右	1200	晴	稍重	15:20	C4　ー4組		2011-7-19	7	門別	1	80万円以下	(馬齢)	2.0	130.0	1.0	2.0	110	1.0	5.0	460	5.0	2-5	890.0	4.0	2=>5	1180.0	4.0	2-3-5	570.0	3.0	2=>5=>3	2740.0	10.0			6,(1,2),5,3,4	621534																	
201130071902	ダ	右	1200	晴	稍重	15:50	C4　ー8組		2011-7-19	7	門別	1	80万円以下	(馬齢)	3.0	250.0	2.0	3.0	230	2.0	1.0	1,080	6.0	1-3	1450.0	6.0	3=>1	1780.0	7.0	1-3-7	3060.0	9.0	3=>1=>7	10880.0	34.0			1237546	(1,2),3,7,5,4-6																	
201130071903	ダ	右	1000	晴	稍重	16:25	C4　ー8組		2011-7-19	7	門別	1	80万円以下	(馬齢)	7.0	140.0	1.0	7.0	100	1.0	5.0	110	2.0	5-7	190.0	1.0	7=>5	290.0	1.0	1-5-7	3780.0	11.0	7=>5=>1	7060.0	20.0			5,7,4,8,1,(3,6),2	5,7,1,8,(3,4,6),2			1.0	550	8.0												
201130071904	ダ	右	1200	晴	稍重	16:55	2歳　未勝利		2011-7-19	7	門別	1	(馬齢)		8.0	1310.0	7.0	8.0	900	9.0	11.0	140	2.0	8-11	4110.0	16.0	8=>11	11020.0	42.0	8-9-11	12680.0	43.0	8=>11=>9	79520.0	252.0			8,(4,7),1,2,11,5,9,6,3,10,12	8,4,7,1,2,11,5,9,6,(3,10),12			9.0	490	5.0	6-8	640.0	2.0									
201130071905	ダ	右	1200	晴	稍重	17:25	C4　ー6組		2011-7-19	7	門別	1	80万円以下	(馬齢)	7.0	250.0	1.0	7.0	110	1.0	10.0	130	2.0	7-10	510.0	2.0	7=>10	960.0	2.0	6-7-10	1650.0	6.0	7=>10=>6	5170.0	15.0			7,(2,10),11,9,6,(4,8),12,(1,3),5	7,(2,10),11,(9,6),(4,8),1,(3,12),5			6.0	160	5.0	6-7	410.0	1.0									
201130071906	ダ	右	1000	晴	稍重	18:00	JRA認定フレッシュ		2011-7-19	7	門別	1	(馬齢)		10.0	660.0	3.0	10.0	210	3.0	1.0	160	2.0	1-10	1360.0	6.0	10=>1	3540.0	12.0	1-7-10	8350.0	19.0	10=>1=>7	87030.0	123.0			10,(8,1),(3,5),4,6,9,7	10,1,8,5,3,4,(9,6),7			7.0	700	7.0	1-8	1540.0	5.0									
