	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気
200006020505	障		2700	曇	良  ダート	11:45	障害4歳以上未勝利		2000-3-11	2	中山	5	障害4歳以上未勝利	(混)(馬齢)	11	140	1	11	110	1	9	200	3	10.0	950	10.0	7-8	450	2	9-11	290	2.0	10-11	1,620	19.0	9-10	3,840	32.0																9-11	590.0	2.0
200006020506	芝	右	1800	曇	良	12:45	4歳新馬		2000-3-11	2	中山	5	4歳新馬	(混)[指](馬齢)	13	250	2	13	120	2	9	110	1	4.0	1,180	8.0	5-7	250	1	9-13	170	1.0	4-13	3,230	25.0	4-9	2,030	21.0														13.0 - 12.2 - 12.7 - 12.6 - 12.6 - 12.4 - 12.2 - 11.6 - 12.2	13.0 - 25.2 - 37.9 - 50.5 - 63.1 - 75.5 - 87.7 - 99.3 - 111.5 (13.0-13.0)	9-13	300.0	1.0
200006020507	ダ	右	1800	曇	良	13:20	4歳500万下		2000-3-11	2	中山	5	4歳500万下	(市)(抽)(特指)(馬齢)	10	180	1	10	110	1	7	170	3	1.0	120	2.0	7-8	720	4	7-10	440	5.0	1-10	280	1.0	1-7	700	9.0														12.5 - 11.9 - 12.6 - 13.4 - 13.0 - 12.6 - 12.5 - 12.6 - 13.0	12.5 - 24.4 - 37.0 - 50.4 - 63.4 - 76.0 - 88.5 - 101.1 - 114.1 (12.5-12.5)	7-10	1200.0	5.0
200006020508	ダ	右	1800	曇	良	13:55	4歳以上500万下		2000-3-11	2	中山	5	4歳以上500万下	[指](別定)	9	560	4	9	200	2	10	290	5	1.0	400	7.0	5-5	2000	10	9-10	920	10.0	1-9	1,130	15.0	1-10	1,850	21.0														12.8 - 11.6 - 12.3 - 13.3 - 13.1 - 12.9 - 12.4 - 12.5 - 13.3	12.8 - 24.4 - 36.7 - 50.0 - 63.1 - 76.0 - 88.4 - 100.9 - 114.2 (12.8-12.8)	9-10	2020.0	9.0
200006020509	芝	右	1600	曇	良	14:30	房総特別 		2000-3-11	2	中山	5	4歳以上900万下	[指](ハンデ)	7	4720	11	7	1,250	11	16	600	10	9.0	320	4.0	4-8	4470	17	7-16	11,200	81.0	7-9	4,290	52.0	9-16	2,760	36.0														12.8 - 11.2 - 11.8 - 12.2 - 12.0 - 12.1 - 11.7 - 12.1	12.8 - 24.0 - 35.8 - 48.0 - 60.0 - 72.1 - 83.8 - 95.9 (12.8-12.8)	7-16	38300.0	74.0
200006020510	芝	右	1600	曇	良	15:05	アネモネステークス 		2000-3-11	2	中山	5	4歳オープン	牝(指)(定量)	12	250	2	12	110	1	13	180	3	7.0	110	2.0	6-7	1240	4	12-13	440	2.0	7-12	180	1.0	7-13	460	3.0														12.5 - 11.3 - 12.2 - 12.5 - 12.6 - 12.3 - 11.6 - 12.1	12.5 - 23.8 - 36.0 - 48.5 - 61.1 - 73.4 - 85.0 - 97.1 (12.5-12.5)	12-13	1320.0	3.0
200006020511	芝	右	1800	曇	良	15:40	中山牝馬ステークス	G3	2000-3-11	2	中山	5	4歳以上オープン	(混)	14	1070	5	14	380	7	9	310	4	12.0	250	3.0	5-7	5250	24	9-14	2,070	27.0	12-14	1,740	23.0	9-12	1,390	16.0														12.7 - 11.4 - 12.2 - 12.2 - 12.0 - 12.1 - 12.2 - 11.7 - 12.0	12.7 - 24.1 - 36.3 - 48.5 - 60.5 - 72.6 - 84.8 - 96.5 - 108.5 (12.7-12.7)	9-14	5750.0	22.0
200006020601	ダ	右	1800	雨	稍重	10:00	4歳未勝利		2000-3-12	2	中山	6	4歳未勝利	(混)[指](馬齢)	8	150	1	8	110	1	5	810	8	2.0	140	2.0	5-8	4760	13	5-8	1,360	19.0	2-8	200	1.0	2-5	2,730	25.0														13.0 - 12.7 - 14.0 - 14.5 - 12.7 - 12.8 - 13.1 - 12.2 - 12.8	13.0 - 25.7 - 39.7 - 54.2 - 66.9 - 79.7 - 92.8 - 105.0 - 117.8 (13.0-13.0)	5-8	4850.0	14.0
200006020602	ダ	右	1200	雨	稍重	10:25	4歳未勝利		2000-3-12	2	中山	6	4歳未勝利	牝[指](馬齢)	13	130	1	13	100	1	3	140	2	15.0	3,830	14.0	2-7	320	1	3-13	190	1.0	13-15	3,860	29.0	3-15	13,800	51.0														12.4 - 10.9 - 11.5 - 12.4 - 12.6 - 13.7	12.4 - 23.3 - 34.8 - 47.2 - 59.8 - 73.5 (12.4-12.4)	3-13	340.0	1.0
200006020603	芝	右	2000	雨	稍重	10:50	4歳未勝利		2000-3-12	2	中山	6	4歳未勝利	(混)[指](馬齢)	6	540	3	6	150	3	13	120	1	1.0	550	8.0	4-8	370	2	6-13	280	2.0	1-6	1,520	20.0	1-13	1,150	15.0														12.8 - 11.4 - 13.2 - 13.1 - 12.6 - 12.6 - 12.9 - 12.5 - 12.4 - 13.1	12.8 - 24.2 - 37.4 - 50.5 - 63.1 - 75.7 - 88.6 - 101.1 - 113.5 - 126.6 (12.8-12.8)	6-13	580.0	2.0
200006020604	ダ	右	1200	雨	稍重	11:15	4歳新馬		2000-3-12	2	中山	6	4歳新馬	牝[指](馬齢)	13	180	1	13	100	1	8	120	2	12.0	160	3.0	4-7	270	1	8-13	170	1.0	12-13	310	3.0	8-12	380	4.0														12.2 - 11.1 - 11.7 - 12.6 - 12.6 - 13.4	12.2 - 23.3 - 35.0 - 47.6 - 60.2 - 73.6 (12.2-12.2)	8-13	280.0	1.0
200006020605	ダ	右	1800	小雨	稍重	11:45	4歳新馬		2000-3-12	2	中山	6	4歳新馬	[指](馬齢)	16	460	2	16	200	2	2	340	4	12.0	340	5.0	1-8	1600	8	2-16	750	7.0	12-16	910	9.0	2-12	1,480	17.0														12.6 - 11.4 - 12.9 - 13.4 - 12.8 - 13.0 - 13.6 - 13.5 - 13.8	12.6 - 24.0 - 36.9 - 50.3 - 63.1 - 76.1 - 89.7 - 103.2 - 117.0 (12.6-12.6)	2-16	2160.0	8.0
200006020606	ダ	右	1200	曇	稍重	12:45	4歳500万下		2000-3-12	2	中山	6	4歳500万下	(特指)(馬齢)	12	200	1	12	130	1	11	230	5	3.0	230	4.0	6-6	950	4	11-12	480	4.0	3-12	490	5.0	3-11	1,030	12.0														11.9 - 10.6 - 11.2 - 12.2 - 12.6 - 13.5	11.9 - 22.5 - 33.7 - 45.9 - 58.5 - 72.0 (11.9-11.9)	11-12	950.0	3.0
200006020607	芝	右	1800	曇	稍重	13:15	4歳500万下		2000-3-12	2	中山	6	4歳500万下	(混)(特指)(馬齢)	14	250	1	14	130	1	8	140	2	6.0	710	11.0	5-8	250	1	8-14	250	1.0	6-14	2,070	27.0	6-8	2,180	28.0														12.7 - 11.9 - 12.4 - 12.2 - 12.2 - 12.7 - 13.0 - 12.4 - 12.7	12.7 - 24.6 - 37.0 - 49.2 - 61.4 - 74.1 - 87.1 - 99.5 - 112.2 (12.7-12.7)	8-14	430.0	1.0
200006020608	芝	右	2500	曇	稍重	13:45	4歳以上900万下		2000-3-12	2	中山	6	4歳以上900万下	(混)[指](別定)	5	750	3	5	240	3	11	170	2	3.0	370	6.0	5-8	1880	7	5-11	520	6.0	3-5	1,110	15.0	3-11	920	11.0														7.1 - 12.9 - 14.3 - 12.4 - 12.9 - 13.5 - 13.5 - 12.7 - 11.7 - 11.8 - 12.2 - 12.0 - 13.0	7.1 - 20.0 - 34.3 - 46.7 - 59.6 - 73.1 - 86.6 - 99.3 - 111.0 - 122.8 - 135.0 - 147.0 - 160.0 (7.1-7.1)	5-11	2110.0	8.0
200006020609	ダ	右	1800	晴	稍重	14:20	館山特別 		2000-3-12	2	中山	6	4歳以上900万下	(混)[指](別定)	8	460	2	8	170	2	2	340	5	1.0	3,310	11.0	2-6	880	4	2-8	810	9.0	1-8	6,670	42.0	1-2	7,380	46.0														12.3 - 11.2 - 12.1 - 12.9 - 13.0 - 12.6 - 13.1 - 12.9 - 13.1	12.3 - 23.5 - 35.6 - 48.5 - 61.5 - 74.1 - 87.2 - 100.1 - 113.2 (12.3-12.3)	2-8	2450.0	9.0
200006020610	ダ	右	1200	晴	良	15:00	ブラッドストーンS 		2000-3-12	2	中山	6	4歳以上1600万下	(混)[指](別定)	10	910	3	10	340	3	14	420	5	2.0	350	4.0	5-7	4900	19	10-14	1,760	20.0	2-10	920	7.0	2-14	1,910	22.0														12.0 - 10.6 - 11.1 - 12.0 - 12.1 - 12.6	12.0 - 22.6 - 33.7 - 45.7 - 57.8 - 70.4 (12.0-12.0)	10-14	5530.0	18.0
200006020611	芝	右	1200	晴	良	15:40	夕刊フジクリスタルC	G3	2000-3-12	2	中山	6	4歳オープン	(混)(指)(別定)	6	510	3	6	170	1	1	170	2	4.0	540	9.0	1-3	580	2	1-6	500	2.0	4-6	1,660	19.0	1-4	1,800	23.0														11.8 - 10.6 - 11.0 - 11.8 - 12.0 - 12.6	11.8 - 22.4 - 33.4 - 45.2 - 57.2 - 69.8 (11.8-11.8)	1-6	1030.0	2.0
200006020612	ダ	右	1200	晴	良	16:15	4歳以上500万下		2000-3-12	2	中山	6	4歳以上500万下	(混)[指](別定)	7	270	1	7	130	1	16	140	2	12.0	270	5.0	4-8	470	2	7-16	220	1.0	7-12	600	6.0	12-16	670	7.0														12.1 - 10.5 - 11.4 - 12.1 - 12.5 - 13.1	12.1 - 22.6 - 34.0 - 46.1 - 58.6 - 71.7 (12.1-12.1)	7-16	470.0	1.0
200006020701	ダ	右	1200	晴	稍重	10:00	4歳新馬		2000-3-18	2	中山	7	4歳新馬	[指](馬齢)	8	110	1	8	100	1	3	150	4	6.0	150	3.0	3-8	430	3	3-8	220	3.0	6-8	180	2.0	3-6	450	7.0														12.4 - 10.7 - 11.6 - 12.5 - 12.8 - 13.5	12.4 - 23.1 - 34.7 - 47.2 - 60.0 - 73.5 (12.4-12.4)	3-8	450.0	3.0
200006020702	ダ	右	1200	晴	稍重	10:25	4歳未勝利		2000-3-18	2	中山	7	4歳未勝利	牝[指](馬齢)	12	160	1	12	100	1	16	170	4	14.0	130	2.0	6-8	880	4	12-16	370	3.0	12-14	170	1.0	14-16	630	7.0														12.5 - 11.0 - 11.8 - 12.1 - 12.5 - 12.8	12.5 - 23.5 - 35.3 - 47.4 - 59.9 - 72.7 (12.5-12.5)	12-16	880.0	3.0
200006020703	ダ	右	1800	晴	稍重	10:50	4歳未勝利		2000-3-18	2	中山	7	4歳未勝利	(混)[指](馬齢)	5	1310	5	5	180	5	3	160	3	9.0	100	1.0	3-5	2860	8	3-5	630	8.0	5-9	290	4.0	3-9	260	3.0														12.7 - 12.0 - 12.3 - 13.5 - 12.9 - 12.4 - 12.4 - 12.4 - 12.7	12.7 - 24.7 - 37.0 - 50.5 - 63.4 - 75.8 - 88.2 - 100.6 - 113.3 (12.7-12.7)	3-5	2900.0	11.0
200006020704	ダ	右	1800	晴	稍重	11:15	4歳新馬		2000-3-18	2	中山	7	4歳新馬	(混)[指](馬齢)	1	540	3	1	190	3	9	130	1	12.0	740	8.0	1-6	570	2	1-9	280	2.0	1-12	2,460	23.0	9-12	1,200	15.0														12.8 - 12.3 - 13.2 - 13.9 - 13.6 - 12.9 - 12.5 - 12.9 - 12.7	12.8 - 25.1 - 38.3 - 52.2 - 65.8 - 78.7 - 91.2 - 104.1 - 116.8 (12.8-12.8)	1-9	600.0	2.0
200006020705	障		3200	晴	良  ダート	11:45	障害4歳以上オープン		2000-3-18	2	中山	7	障害4歳以上オープン	(混)(別定)	7	170	1	7	100	1	5	120	2	9.0	140	4.0	5-7	310	1	5-7	160	1.0	7-9	180	2.0	5-9	300	4.0																5-7	330.0	1.0
200006020706	芝	右	1600	晴	良	12:45	4歳新馬		2000-3-18	2	中山	7	4歳新馬	[指](馬齢)	6	350	1	6	150	1	14	190	3	3.0	350	6.0	3-7	1080	6	6-14	480	2.0	3-6	970	10.0	3-14	1,070	12.0														12.9 - 11.4 - 12.1 - 12.3 - 12.5 - 12.5 - 12.5 - 12.4	12.9 - 24.3 - 36.4 - 48.7 - 61.2 - 73.7 - 86.2 - 98.6 (12.9-12.9)	6-14	1130.0	3.0
200006020707	ダ	右	1800	晴	稍重	13:20	4歳500万下		2000-3-18	2	中山	7	4歳500万下	(混)(特指)(馬齢)	10	240	1	10	130	1	14	480	8	11.0	290	4.0	6-8	970	4	10-14	1,000	12.0	10-11	720	7.0	11-14	2,620	32.0														12.5 - 11.5 - 12.8 - 13.7 - 12.7 - 12.3 - 12.3 - 12.2 - 12.7	12.5 - 24.0 - 36.8 - 50.5 - 63.2 - 75.5 - 87.8 - 100.0 - 112.7 (12.5-12.5)	10-14	2790.0	12.0
200006020708	ダ	右	1200	晴	稍重	13:55	4歳以上500万下		2000-3-18	2	中山	7	4歳以上500万下	[指](別定)	12	240	2	12	150	2	4	1,140	11	14.0	740	8.0	3-7	3040	9	4-12	2,530	25.0	12-14	1,740	19.0	4-14	7,930	52.0														12.5 - 10.8 - 11.7 - 12.3 - 12.3 - 13.2	12.5 - 23.3 - 35.0 - 47.3 - 59.6 - 72.8 (12.5-12.5)	4-12	7910.0	23.0
200006020709	芝	右	1800	晴	良	14:30	両国特別 		2000-3-18	2	中山	7	4歳以上900万下	(混)[指](別定)	1	2770	9	1	460	7	10	160	2	11.0	210	3.0	1-7	2460	9	1-10	1,100	14.0	1-11	1,060	13.0	10-11	490	4.0														12.8 - 11.8 - 12.5 - 12.9 - 12.7 - 12.8 - 12.4 - 11.6 - 11.6	12.8 - 24.6 - 37.1 - 50.0 - 62.7 - 75.5 - 87.9 - 99.5 - 111.1 (12.8-12.8)	1-10	4390.0	16.0
200006020710	芝	右	2000	晴	良	15:05	スピカステークス 		2000-3-18	2	中山	7	4歳以上1600万下	(混)[指](別定)	9	570	3	9	210	4	6	370	6	14.0	210	3.0	4-6	2450	9	6-9	1,110	15.0	9-14	710	9.0	6-14	1,240	16.0														12.7 - 11.8 - 11.9 - 12.5 - 12.4 - 12.3 - 12.4 - 12.1 - 11.9 - 12.2	12.7 - 24.5 - 36.4 - 48.9 - 61.3 - 73.6 - 86.0 - 98.1 - 110.0 - 122.2 (12.7-12.7)	6-9	3570.0	14.0
200006020711	芝	右	1800	晴	良	15:40	フラワーカップ	G3	2000-3-18	2	中山	7	4歳オープン	(混)	2	4080	9	2	750	9	10	370	6	1.0	160	2.0	2-7	4270	16	2-10	4,030	43.0	1-2	1,380	18.0	1-10	1,190	13.0														12.8 - 11.3 - 12.1 - 12.4 - 12.3 - 12.8 - 12.8 - 12.1 - 12.2	12.8 - 24.1 - 36.2 - 48.6 - 60.9 - 73.7 - 86.5 - 98.6 - 110.8 (12.8-12.8)	2-10	19700.0	43.0
200006020801	ダ	右	1200	晴	良	10:00	4歳未勝利		2000-3-19	2	中山	8	4歳未勝利	(父)[指](馬齢)	8	340	2	8	110	1	10	140	3	9.0	110	2.0	6-7	290	1	8-10	260	3.0	8-9	160	1.0	9-10	240	2.0														13.1 - 11.7 - 11.9 - 12.1 - 12.2 - 13.1	13.1 - 24.8 - 36.7 - 48.8 - 61.0 - 74.1 (13.1-13.1)	8-10	720.0	3.0
200006020802	ダ	右	1800	晴	良	10:25	4歳未勝利		2000-3-19	2	中山	8	4歳未勝利	[指](馬齢)	7	150	1	7	100	1	11	120	2	1.0	240	6.0	6-8	250	1	7-11	150	1.0	1-7	450	6.0	1-11	620	9.0														12.9 - 11.6 - 12.7 - 13.3 - 13.1 - 13.0 - 13.2 - 13.3 - 13.5	12.9 - 24.5 - 37.2 - 50.5 - 63.6 - 76.6 - 89.8 - 103.1 - 116.6 (12.9-12.9)	7-11	270.0	1.0
200006020803	ダ	右	1200	晴	良	10:50	4歳未勝利		2000-3-19	2	中山	8	4歳未勝利	(混)[指](馬齢)	3	450	2	3	150	2	5	260	4	2.0	160	3.0	3-5	2200	7	3-5	630	6.0	2-3	390	3.0	2-5	860	10.0														12.6 - 11.4 - 12.3 - 12.5 - 12.2 - 13.0	12.6 - 24.0 - 36.3 - 48.8 - 61.0 - 74.0 (12.6-12.6)	3-5	2340.0	7.0
200006020804	ダ	右	1200	晴	良	11:15	4歳新馬		2000-3-19	2	中山	8	4歳新馬	牝[指](馬齢)	7	140	1	7	110	1	3	160	3	11.0	160	2.0	2-4	320	1	3-7	240	1.0	7-11	280	2.0	3-11	560	6.0														12.6 - 11.0 - 12.1 - 12.6 - 12.2 - 12.6	12.6 - 23.6 - 35.7 - 48.3 - 60.5 - 73.1 (12.6-12.6)	3-7	560.0	1.0
200006020805	障		2700	晴	良  ダート	11:45	障害4歳以上未勝利		2000-3-19	2	中山	8	障害4歳以上未勝利	(馬齢)	13	1410	6	13	290	6	14	120	1	8.0	140	2.0	8-8	1990	7	13-14	740	11.0	8-13	890	14.0	8-14	220	1.0																13-14	1960.0	9.0
200006020806	ダ	右	1200	曇	良	12:45	4歳新馬		2000-3-19	2	中山	8	4歳新馬	(混)[指](馬齢)	8	110	1	8	110	1	5	270	6	4.0	220	3.0	5-7	1060	4	5-8	440	4.0	4-8	370	2.0	4-5	1,350	14.0														12.9 - 11.0 - 11.7 - 12.3 - 12.6 - 12.9	12.9 - 23.9 - 35.6 - 47.9 - 60.5 - 73.4 (12.9-12.9)	5-8	1040.0	4.0
200006020807	芝	右	1600	曇	良	13:15	4歳500万下		2000-3-19	2	中山	8	4歳500万下	(混)(特指)(馬齢)	3	830	3	3	210	3	10	120	1	8.0	360	7.0	2-5	340	1	3-10	500	2.0	3-8	1,860	25.0	8-10	780	9.0														12.9 - 11.2 - 11.8 - 12.3 - 12.2 - 12.4 - 12.4 - 11.9	12.9 - 24.1 - 35.9 - 48.2 - 60.4 - 72.8 - 85.2 - 97.1 (12.9-12.9)	3-10	1040.0	2.0
200006020808	ダ	右	1800	曇	良	13:45	4歳以上900万下		2000-3-19	2	中山	8	4歳以上900万下	[指](別定)	1	430	2	1	130	2	11	110	1	3.0	180	4.0	1-8	310	1	1-11	180	1.0	1-3	460	6.0	3-11	300	3.0														13.0 - 12.3 - 12.5 - 13.2 - 12.6 - 12.5 - 12.8 - 12.2 - 12.7	13.0 - 25.3 - 37.8 - 51.0 - 63.6 - 76.1 - 88.9 - 101.1 - 113.8 (13.0-13.0)	1-11	320.0	1.0
200006020809	ダ	右	1200	曇	良	14:20	春風賞 		2000-3-19	2	中山	8	4歳以上900万下	(混)[指](別定)	10	230	1	10	140	1	1	440	7	2.0	550	8.0	1-6	2530	11	1-10	980	9.0	2-10	850	6.0	1-2	2,590	27.0														12.3 - 10.9 - 11.4 - 12.2 - 12.2 - 12.9	12.3 - 23.2 - 34.6 - 46.8 - 59.0 - 71.9 (12.3-12.3)	1-10	2580.0	10.0
200006020810	芝	右	1600	曇	良	15:00	東風ステークス 		2000-3-19	2	中山	8	4歳以上オープン	(混)[指](ハンデ)	10	560	2	10	210	2	8	230	3	11.0	500	9.0	5-6	1130	5	8-10	650	5.0	10-11	1,880	25.0	8-11	1,880	26.0														12.7 - 10.8 - 11.3 - 11.6 - 11.6 - 12.0 - 11.6 - 12.4	12.7 - 23.5 - 34.8 - 46.4 - 58.0 - 70.0 - 81.6 - 94.0 (12.7-12.7)	8-10	1600.0	5.0
200006020811	芝	右	1800	曇	良	15:40	フジTVスプリングS	G2	2000-3-19	2	中山	8	4歳オープン	牡・牝(指)(定量)	10	180	1	10	130	1	6	430	6	13.0	530	7.0	3-5	1220	5	6-10	690	7.0	10-13	930	9.0	6-13	3,040	36.0														12.7 - 11.6 - 12.3 - 12.1 - 11.7 - 12.1 - 12.4 - 12.2 - 12.0	12.7 - 24.3 - 36.6 - 48.7 - 60.4 - 72.5 - 84.9 - 97.1 - 109.1 (12.7-12.7)	6-10	1970.0	6.0
200006030101	ダ	右	1200	晴	稍重	10:00	4歳未出走		2000-3-25	3	中山	1	4歳未出走	(混)[指](馬齢)	5	670	3	5	160	3	10	130	1	4.0	290	5.0	3-5	610	3	5-10	380	2.0	4-5	960	12.0	4-10	580	6.0														12.5 - 11.2 - 11.7 - 12.1 - 12.5 - 13.2	12.5 - 23.7 - 35.4 - 47.5 - 60.0 - 73.2 (12.5-12.5)	5-10	840.0	2.0
200006030102	ダ	右	1200	晴	稍重	10:25	4歳未勝利		2000-3-25	3	中山	1	4歳未勝利	牝[指](馬齢)	16	760	3	16	170	3	11	110	1	2.0	260	5.0	6-8	370	1	11-16	310	2.0	2-16	1,010	14.0	2-11	520	6.0														12.3 - 10.9 - 11.5 - 12.2 - 12.5 - 13.4	12.3 - 23.2 - 34.7 - 46.9 - 59.4 - 72.8 (12.3-12.3)	11-16	590.0	2.0
200006030103	ダ	右	1800	晴	稍重	10:50	4歳未勝利		2000-3-25	3	中山	1	4歳未勝利	[指](馬齢)	14	380	2	14	130	2	5	190	5	13.0	120	1.0	3-8	2000	9	5-14	580	8.0	13-14	230	1.0	5-13	430	5.0														12.6 - 11.7 - 12.8 - 13.6 - 12.4 - 12.1 - 12.4 - 12.9 - 13.7	12.6 - 24.3 - 37.1 - 50.7 - 63.1 - 75.2 - 87.6 - 100.5 - 114.2 (12.6-12.6)	5-14	1930.0	8.0
200006030104	ダ	右	1200	晴	稍重	11:15	4歳未勝利		2000-3-25	3	中山	1	4歳未勝利	(父)[指](馬齢)	16	330	2	16	130	2	8	110	1	9.0	220	4.0	4-8	290	1	8-16	180	1.0	9-16	580	8.0	8-9	440	4.0														12.2 - 10.7 - 11.5 - 12.0 - 12.2 - 13.1	12.2 - 22.9 - 34.4 - 46.4 - 58.6 - 71.7 (12.2-12.2)	8-16	310.0	1.0
200006030105	障		2700	曇	稍重  ダート	11:45	障害4歳以上未勝利		2000-3-25	3	中山	1	障害4歳以上未勝利	(混)(馬齢)	9	150	1	9	110	1	5	130	2	3.0	170	4.0	4-6	440	2	5-9	220	1.0	3-9	300	3.0	3-5	390	5.0																5-9	450.0	1.0
200006030106	芝	右	1800	曇	稍重	12:45	4歳未勝利		2000-3-25	3	中山	1	4歳未勝利	(混)[指](馬齢)	4	1060	3	4	360	3	2	690	8	1.0	840	9.0	1-2	6310	18	2-4	2,330	22.0	1-4	2,600	27.0	1-2	6,880	52.0														13.0 - 12.0 - 13.1 - 13.0 - 12.5 - 12.5 - 12.1 - 11.7 - 12.1	13.0 - 25.0 - 38.1 - 51.1 - 63.6 - 76.1 - 88.2 - 99.9 - 112.0 (13.0-13.0)	2-4	9730.0	21.0
200006030107	芝	右	1200	曇	稍重	13:20	4歳500万下		2000-3-25	3	中山	1	4歳500万下	(混)(特指)(馬齢)	12	170	1	12	130	1	14	470	5	11.0	760	10.0	7-8	1590	7	12-14	740	4.0	11-12	1,190	13.0	11-14	5,540	42.0														12.3 - 10.7 - 11.3 - 12.0 - 11.6 - 12.5	12.3 - 23.0 - 34.3 - 46.3 - 57.9 - 70.4 (12.3-12.3)	12-14	1630.0	6.0
200006030108	ダ	右	1800	曇	稍重	13:55	4歳以上500万下		2000-3-25	3	中山	1	4歳以上500万下	[指](別定)	10	2150	7	10	510	8	12	620	9	4.0	280	3.0	5-6	3230	12	10-12	2,560	34.0	4-10	1,750	19.0	4-12	1,910	21.0														12.5 - 11.3 - 12.0 - 12.4 - 12.5 - 13.5 - 13.2 - 12.5 - 13.5	12.5 - 23.8 - 35.8 - 48.2 - 60.7 - 74.2 - 87.4 - 99.9 - 113.4 (12.5-12.5)	10-12	11600.0	35.0
200006030109	芝	右	1800	曇	良	14:30	山桜賞 		2000-3-25	3	中山	1	4歳500万下	(混)(特指)(馬齢)	5	1170	6	5	370	6	2	850	8	11.0	260	5.0	2-5	4160	10	2-5	2,710	29.0	5-11	1,430	20.0	2-11	2,720	30.0														13.0 - 12.6 - 12.3 - 12.3 - 12.3 - 12.6 - 12.5 - 11.7 - 12.4	13.0 - 25.6 - 37.9 - 50.2 - 62.5 - 75.1 - 87.6 - 99.3 - 111.7 (13.0-13.0)	2-5	13650.0	32.0
200006030110	芝	右	1600	曇	良	15:05	千葉日報杯 		2000-3-25	3	中山	1	4歳以上900万下	(混)[指](別定)	2	350	2	2	130	2	6	120	1	4.0	230	5.0	2-6	410	1	2-6	210	1.0	2-4	830	13.0	4-6	620	9.0														12.8 - 10.9 - 11.4 - 12.1 - 11.5 - 12.2 - 12.0 - 12.9	12.8 - 23.7 - 35.1 - 47.2 - 58.7 - 70.9 - 82.9 - 95.8 (12.8-12.8)	2-6	420.0	1.0
200006030111	ダ	右	1800	曇	稍重	15:40	マーチステークス	G3	2000-3-25	3	中山	1	4歳以上オープン	(混)(指)(ハンデ)	1	250	1	1	150	1	5	240	3	12.0	830	11.0	1-3	510	1	1-5	520	1.0	1-12	3,110	46.0	5-12	4,970	48.0														12.5 - 11.5 - 12.3 - 12.1 - 11.9 - 12.0 - 12.2 - 12.4 - 12.8	12.5 - 24.0 - 36.3 - 48.4 - 60.3 - 72.3 - 84.5 - 96.9 - 109.7 (12.5-12.5)	1-5	1040.0	1.0
200006030112	ダ	右	1200	曇	稍重	16:15	4歳以上500万下		2000-3-25	3	中山	1	4歳以上500万下	牝[指](別定)	8	190	1	8	110	1	4	130	2	11.0	230	4.0	3-5	280	1	4-8	190	1.0	8-11	430	4.0	4-11	580	6.0														12.1 - 10.5 - 11.1 - 12.0 - 12.5 - 13.4	12.1 - 22.6 - 33.7 - 45.7 - 58.2 - 71.6 (12.1-12.1)	4-8	330.0	1.0
200006030201	ダ	右	1800	晴	良	09:55	4歳未出走		2000-3-26	3	中山	2	4歳未出走	(混)[指](馬齢)	1	2760	7	1	630	8	15	130	1	2.0	220	3.0	1-8	650	2	1-15	1,070	12.0	1-2	1,460	17.0	2-15	430	2.0														12.6 - 12.1 - 12.9 - 13.1 - 12.5 - 12.9 - 13.8 - 13.7 - 14.1	12.6 - 24.7 - 37.6 - 50.7 - 63.2 - 76.1 - 89.9 - 103.6 - 117.7 (12.6-12.6)	1-15	3060.0	9.0
200006030202	ダ	右	1200	晴	良	10:20	4歳未出走		2000-3-26	3	中山	2	4歳未出走	[指](馬齢)	13	450	2	13	140	2	3	180	4	8.0	110	1.0	2-7	1690	8	3-13	530	6.0	8-13	300	2.0	3-8	350	3.0														12.4 - 10.8 - 11.6 - 12.1 - 12.3 - 12.7	12.4 - 23.2 - 34.8 - 46.9 - 59.2 - 71.9 (12.4-12.4)	3-13	1590.0	6.0
200006030203	ダ	右	1800	晴	良	10:45	4歳未勝利		2000-3-26	3	中山	2	4歳未勝利	牝[指](馬齢)	11	120	1	11	100	1	13	230	5	8.0	180	3.0	6-7	600	4	11-13	340	4.0	8-11	240	1.0	8-13	810	10.0														12.7 - 11.4 - 12.0 - 12.3 - 13.0 - 13.4 - 13.2 - 13.3 - 15.3	12.7 - 24.1 - 36.1 - 48.4 - 61.4 - 74.8 - 88.0 - 101.3 - 116.6 (12.7-12.7)	11-13	660.0	4.0
