	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200001010101	ダ	右	1000	曇	良	09:50	4歳未勝利		2000-8-5	1	札幌	1	4歳未勝利	(父)[指](馬齢)	1	170	1	1	100	1	9	150	3	3.0	190	5.0	1-7	350	1	1-9	360.0	1.0	1-9	190.0	1.0	1-3	300	4.0	3-9	590	7.0					12.8 - 10.8 - 11.8 - 12.2 - 12.4	12.8 - 23.6 - 35.4 - 47.6 - 60.0 (12.8-12.8)									
200001010102	ダ	右	1700	曇	良	10:15	4歳未勝利		2000-8-5	1	札幌	1	4歳未勝利	[指](馬齢)	12	170	1	12	130	1	4	200	4	11.0	1,360	11.0	4-8	590	2	4-12	1010.0	4.0	4-12	480.0	4.0	11-12	2,760	32.0	4-11	7,470	50.0					6.9 - 11.3 - 11.8 - 12.8 - 12.7 - 12.7 - 13.0 - 12.9 - 12.8	6.9 - 18.2 - 30.0 - 42.8 - 55.5 - 68.2 - 81.2 - 94.1 - 106.9 (6.9-6.9)									
200001010103	芝	右	1200	曇	良	10:40	4歳未勝利		2000-8-5	1	札幌	1	4歳未勝利	(混)[指](馬齢)	5	180	1	5	110	1	2	280	5	15.0	180	3.0	1-3	1320	6	2-5	1550.0	7.0	2-5	620.0	7.0	5-15	330	2.0	2-15	1,130	12.0					12.4 - 10.7 - 11.2 - 11.5 - 11.5 - 12.1	12.4 - 23.1 - 34.3 - 45.8 - 57.3 - 69.4 (12.4-12.4)									
200001010104	ダ	右	1000	曇	良	11:10	3歳新馬		2000-8-5	1	札幌	1	3歳新馬	[指](馬齢)	11	640	2	11	180	3	10	120	1	4.0	370	7.0	8-8	360	2	10-11	390.0	1.0	10-11	220.0	2.0	4-11	1,310	17.0	4-10	810	11.0					12.7 - 11.4 - 11.5 - 12.0 - 12.2	12.7 - 24.1 - 35.6 - 47.6 - 59.8 (12.7-12.7)									
200001010105	芝	右	1200	曇	良	11:40	3歳新馬		2000-8-5	1	札幌	1	3歳新馬	(混)[指](馬齢)	3	540	3	3	160	3	4	110	1	7.0	210	4.0	3-4	530	2																	12.7 - 11.1 - 11.9 - 12.1 - 11.6 - 11.2	12.7 - 23.8 - 35.7 - 47.8 - 59.4 - 70.6 (12.7-12.7)									
200001010106	ダ	右	1000	曇	良	12:40	3歳500万下		2000-8-5	1	札幌	1	3歳500万下	(特指)(馬齢)	8	770	3	8	160	3	7	110	1	4.0	380	7.0	6-7	420	2	7-8	580.0	2.0	7-8	290.0	2.0	4-8	1,170	14.0	4-7	710	8.0					12.4 - 11.0 - 11.6 - 11.9 - 12.7	12.4 - 23.4 - 35.0 - 46.9 - 59.6 (12.4-12.4)									
200001010107	ダ	右	1000	曇	良	13:15	4歳以上500万下		2000-8-5	1	札幌	1	4歳以上500万下	(混)[指](別定)	6	280	1	6	170	1	5	1,250	10	8.0	1,570	11.0	5-5	11660	25	5-6	10120.0	26.0	5-6	2,910	29.0	6-8	3,340	32.0	5-8	15,710	65.0					12.4 - 10.7 - 11.2 - 11.9 - 13.2	12.4 - 23.1 - 34.3 - 46.2 - 59.4 (12.4-12.4)									
200001010108	芝	右	1200	曇	良	13:50	4歳以上500万下		2000-8-5	1	札幌	1	4歳以上500万下	[指](別定)	6	450	2	6	140	2	3	120	1	4.0	210	5.0	2-3	380	1	3-6	620.0	1.0	3-6	290	1.0	4-6	490	5.0	3-4	440	2.0					12.1 - 10.8 - 11.1 - 11.4 - 11.8 - 12.0	12.1 - 22.9 - 34.0 - 45.4 - 57.2 - 69.2 (12.1-12.1)									
200001010109	芝	右	2600	曇	良	14:25	富良野特別 		2000-8-5	1	札幌	1	4歳以上500万下	(混)[指](別定)	13	2740	10	13	440	9	12	140	1	9.0	220	3.0	7-8	2110	10	12-13	2960.0	11.0	12-13	1,190	15.0	9-13	2,670	35.0	9-12	510	2.0					13.2 - 12.0 - 12.4 - 13.1 - 12.7 - 13.0 - 13.1 - 12.8 - 12.5 - 12.0 - 11.8 - 11.9 - 12.0	13.2 - 25.2 - 37.6 - 50.7 - 63.4 - 76.4 - 89.5 - 102.3 - 114.8 - 126.8 - 138.6 - 150.5 - 162.5 (13.2-13.2)									
200001010110	芝	右	2000	曇	良	15:00	日高特別 		2000-8-5	1	札幌	1	4歳以上900万下	(混)(特指)(別定)	10	450	2	10	160	2	8	300	5	5.0	440	7.0	7-8	430	3	8-10	1880.0	7.0	8-10	690	7.0	5-10	1,120	15.0	5-8	2,150	29.0					12.6 - 11.2 - 12.2 - 12.8 - 12.8 - 13.1 - 12.1 - 11.4 - 11.6 - 12.2	12.6 - 23.8 - 36.0 - 48.8 - 61.6 - 74.7 - 86.8 - 98.2 - 109.8 - 122.0 (12.6-12.6)									
200001010111	芝	右	1200	曇	良	15:35	TVh賞 		2000-8-5	1	札幌	1	4歳以上900万下	(混)[指](ハンデ)	5	660	3	5	210	2	4	280	6	6.0	220	3.0	4-5	2290	11	4-5	2290.0	9.0	4-5	770	12.0	5-6	820	14.0	4-6	1,060	16.0					12.3 - 11.2 - 11.2 - 11.2 - 11.5 - 12.0	12.3 - 23.5 - 34.7 - 45.9 - 57.4 - 69.4 (12.3-12.3)									
200001010201	ダ	右	1700	曇	良	09:50	4歳未勝利		2000-8-6	1	札幌	2	4歳未勝利	牝[指](馬齢)	4	1460	6	4	510	6	2	880	8	8.0	660	7.0	2-4	7020	21	2-4	16060.0	36.0	2-4	3,410	33.0	4-8	1,900	21.0	2-8	3,620	35.0					6.7 - 11.5 - 11.6 - 12.5 - 12.7 - 12.8 - 13.1 - 13.7 - 13.7	6.7 - 18.2 - 29.8 - 42.3 - 55.0 - 67.8 - 80.9 - 94.6 - 108.3 (6.7-6.7)									
200001010202	ダ	右	1000	曇	良	10:15	4歳未勝利		2000-8-6	1	札幌	2	4歳未勝利	(混)[指](馬齢)	3	150	1	3	110	1	4	160	3	10.0	550	10.0	3-4	420	2	3-4	390.0	2.0	3-4	240	2.0	3-10	1,060	12.0	4-10	2,500	30.0					12.8 - 11.1 - 11.6 - 12.4 - 13.0	12.8 - 23.9 - 35.5 - 47.9 - 60.9 (12.8-12.8)									
200001010203	ダ	右	1700	曇	良	10:45	4歳未勝利		2000-8-6	1	札幌	2	4歳未勝利	[指](馬齢)	5	350	2	5	170	2	4	200	3	6.0	350	8.0	4-5	830	2	4-5	810.0	2.0	4-5	340	2.0	5-6	1,070	16.0	4-6	1,390	20.0					6.8 - 11.3 - 11.8 - 12.5 - 12.5 - 12.8 - 12.7 - 12.8 - 13.7	6.8 - 18.1 - 29.9 - 42.4 - 54.9 - 67.7 - 80.4 - 93.2 - 106.9 (6.8-6.8)									
200001010204	芝	右	1800	曇	良	11:10	4歳未勝利		2000-8-6	1	札幌	2	4歳未勝利	(混)[指](馬齢)	3	1720	5	3	260	5	9	110	1	1.0	120	2.0	3-6	1480	6	3-9	1660.0	6.0	3-9	610	6.0	1-3	690	7.0	1-9	170	1.0					12.8 - 11.9 - 13.2 - 12.8 - 12.3 - 11.9 - 11.9 - 12.0 - 12.3	12.8 - 24.7 - 37.9 - 50.7 - 63.0 - 74.9 - 86.8 - 98.8 - 111.1 (12.8-12.8)									
200001010205	芝	右	1000	曇	良	11:40	3歳新馬		2000-8-6	1	札幌	2	3歳新馬	[指](馬齢)	6	2240	6	6	330	6	9	150	2	4.0	260	4.0	6-8	1940	8	6-9	2020.0	8.0	6-9	670	8.0	4-6	1,240	14.0	4-9	510	5.0					12.6 - 11.2 - 11.2 - 11.5 - 11.8	12.6 - 23.8 - 35.0 - 46.5 - 58.3 (12.6-12.6)									
200001010206	芝	右	1800	曇	良	12:40	3歳新馬		2000-8-6	1	札幌	2	3歳新馬	(混)[指](馬齢)	4	150	1	4	120	1	10	270	3	2.0	350	6.0	4-8	500	2	4-10	780.0	2.0	4-10	380	2.0	2-4	700	8.0	2-10	1,550	22.0					13.1 - 12.4 - 13.1 - 13.4 - 13.3 - 12.2 - 11.7 - 11.7 - 11.5	13.1 - 25.5 - 38.6 - 52.0 - 65.3 - 77.5 - 89.2 - 100.9 - 112.4 (13.1-13.1)									
