rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ユーバーレーベン	牝2	54.0		戸崎圭太	1:52.6		10-5-4	35.3	10.2	4	458	0		手塚貴久		サラブレッドクラブ・ラフィアン	700.0
2	7	10		グアドループ	牡2	54.0		レーン	1:52.6	ハナ	10-9-6	35.2	3.1	2	510	0		田村康仁		平井裕	280.0
3	3	3		モンサンラディウス	牡2	54.0		木幡巧也	1:53.3	4.0	2-2-2	36.2	69.2	10	490	0		牧光二		山下新一	180.0
4	5	5		セイウンゴールド	牡2	54.0		内田博幸	1:53.5	1.1/4	5-7-9	35.8	29.1	8	484	0		上原博之		西山茂行	110.0
5	2	2		ハイエストポイント	牡2	54.0		三浦皇成	1:53.8	2.0	1-1-2	36.8	16.6	6	446	0		鈴木孝志		ノースヒルズ	70.0
6	6	8		レガトゥス	牡2	54.0		ルメール	1:54.0	1.0	2-5-6	36.6	2.9	1	554	0		木村哲也		サンデーレーシング	
7	6	7		フミロア	牝2	54.0		横山典弘	1:54.0	クビ	12-4-1	37.0	20.0	7	428	0		黒岩陽一		林文彦	
8	4	4		コスモアシュラ	牡2	54.0		津村明秀	1:54.4	2.1/2	5-7-6	36.9	46.0	9	490	0		中野栄治		岡田繁幸	
9	7	9		レイニーデイ	牡2	54.0		田辺裕信	1:54.8	2.1/2	8-9-9	37.2	10.3	5	512	0		矢野英一		大塚亮一	
10	8	12		ウインアミュレット	牡2	54.0		原田和真	1:54.8	クビ	5-9-11	36.9	121.2	11	434	0		金成貴史		ウイン	
11	8	11		オブデュモンド	牡2	54.0		Ｍ．デム	1:55.1	1.3/4	8-12-11	37.2	7.1	3	522	0		藤沢和雄		多田信尊	
12	5	6		ベアナチュラル	牡2	54.0		木幡初也	1:55.1	ハナ	2-2-4	37.8	162.6	12	478	0		杉浦宏昭		熊木浩	
