rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	11		スノープロー	牝4	52.0		浅野皓大	1:31.4		1-1-1	39.1	4.3	3	474	1		坂口義幸		小山英隆	32.0
2	6	6		マサノルビー	牝4	51.0		細川智史	1:31.8	2.0	11-11-7	38.0	4.3	2	405	-9		竹之下昭		（株）アプエンテ	10.2
3	2	2		ディープレーン	牝4	54.0		今井貴大	1:31.9	1/2	6-3-2	39.3	2.0	1	431	-7		角田輝也		（株）ニッシンホー	5.8
4	7	9		フェアリープール	牝5	51.0		塚本征吾	1:33.0	5.0	9-9-10	39.5	115.2	11	409	1		櫻井今朝		結城喜一	3.8
5	7	8		ノボサプライズ	牝6	54.0		尾崎章生	1:33.2	1.0	3-4-6	40.6	22.1	6	435	3		竹下太		武村學	2.6
6	1	1		エイシンアーク	牡4	56.0		戸部尚実	1:33.3	1/2	7-8-9	40.1	45.6	8	454	0		植松則幸		（株）ファーストビ	
7	5	5		イッキュウテーラー	牝5	54.0		丸山真一	1:33.5	3/4	8-7-4	40.6	23.4	7	443	-2		坂口義幸		谷謙介	
8	4	4		アスタービオラ	牡4	56.0		加藤聡一	1:33.6	1/2	10-10-11	39.9	103.0	10	468	1		原口次夫		加藤久枝	
9	6	7		トーアピッコロ	牝5	52.0		木之前葵	1:34.3	3.0	4-6-8	41.5	60.8	9	441	-6		藤ヶ崎一		山野雄	
10	3	3		メイショウウタヒメ	牝4	54.0		藤原良一	1:34.5	3/4	2-2-3	42.1	9.8	4	423	-2		本名信行		（株）ファーストビ	
11	8	10		メディウム	牝4	54.0		大畑雅章	1:34.6	1/2	5-5-5	41.9	16.8	5	439	0		今津博之		（株）さくらコーポ	
