着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	3	3	---	2	1996102689	牡	4	498.0	4.0	54.0	50.0	0	1		00945	00941	613002	70.0	199947010201
2	8	10	---	3	1996103879	牡	4	480.0	-2.0	54.0	50.5	2.1/2	2		00836	05171	195008	28.0	199947010201
3	1	1	---	1	1996101454	牡	4	478.0	-8.0	54.0	51.4	4	4		00815	05048	819007	14.0	199947010201
4	4	4	---	4	1996100357	牝	4	424.0	2.0	53.0	51.8	2	3		a001e	00963	206007	10.5	199947010201
5	2	2	---	10	1996107832	牝	4	460.0	0.0	53.0	52.5	3	8		05043	05269	x0032e	7.0	199947010201
6	5	5	---	7	1996104464	牝	4	442.0	-2.0	53.0	52.7	1.1/2	5		05161	00965	472033	0.0	199947010201
7	8	9	---	9	1996104238	牝	4	422.0	2.0	53.0	52.9	1.1/2	7		00417	a002d	131005	0.0	199947010201
8	6	6	---	6	1996106327	牝	4	416.0	-2.0	53.0	53.5	3	9		a0023	00881	976002	0.0	199947010201
9	7	7	---	5	1996102900	牡	4	438.0	24.0	54.0	54.0	2.1/2	10		a0122	a002d	276002	0.0	199947010201
10	7	8	---	8	1996107747	牝	4	460.0	4.0	53.0	54.1	1/2	6		a0020	05298	424009	0.0	199947010201
1	8	9	---	1	1996101241	牝	4	410.0	0.0	53.0	50.7	0	1		00815	05048	819007	70.0	199947010202
2	8	10	---	3	1996104180	牡	4	466.0	-8.0	54.0	51.9	6	2		00945	05183	175007	28.0	199947010202
3	1	1	---	7	1996103345	牡	4	462.0	-4.0	54.0	52.0	1/2	3		05226	05457	857009	14.0	199947010202
4	4	4	---	9	1996104143	牝	4	374.0	-6.0	53.0	52.5	2.1/2	5		05308	a002f	x0032e	10.5	199947010202
5	7	8	---	8	1996104466	牝	4	402.0	-2.0	52.0	52.6	1/2	6		05398	00965	x00340	7.0	199947010202
6	6	6	---	2	1996101912	牝	4	436.0	2.0	53.0	52.9	1.1/2	7		00836	05272	916007	0.0	199947010202
7	5	5	---	10	1996106824	牝	4	418.0	-2.0	52.0	53.3	2	8		a016b	a0031	738005	0.0	199947010202
8	2	2	---	5	1996100857	牝	4	436.0	-2.0	51.0	54.0	3	10		05166	00847	168007	0.0	199947010202
9	3	3	---	6	1996106328	牝	4	442.0	0.0	53.0	54.2	1.1/2	9		a0022	00848	976002	0.0	199947010202
10	7	7	---	4	1996106388	牝	4	464.0	2.0	53.0	54.5	1.1/2	4		a001d	05339	499007	0.0	199947010202
1	4	4	---	1	1994100995	牡	6	460.0	4.0	55.0	92.2	0	1-1-1		a0023	00963	x0112f	43.0	199947010203
2	7	7	---	6	1994100778	牡	6	448.0	2.0	53.0	92.7	2.1/2	3-3-2		05166	00847	x00067	17.2	199947010203
3	2	2	---	9	1994106918	牝	6	472.0	4.0	54.0	93.3	3	6-7-6		00417	a0032	976002	8.6	199947010203
4	3	3	---	4	1993103967	牡	7	466.0	6.0	55.0	93.3	アタマ	7-6-5		a0020	a0033	x00096	6.5	199947010203
5	8	9	---	5	1994106309	牝	6	454.0	4.0	54.0	93.5	1.1/2	10-9-9		05161	05183	x013e3	4.3	199947010203
6	7	8	---	8	1993200076	牝	7	530.0	4.0	54.0	93.7	3/4	8-8-8		a001f	a0030	x00072	0.0	199947010203
7	1	1	---	2	1993104324	牡	7	470.0	2.0	55.0	93.8	1/2	5-5-3		00405	a0030	x00072	0.0	199947010203
8	5	5	---	10	1994107250	牡	6	498.0	2.0	54.0	93.9	1/2	9-10-10		05398	a0032	976002	0.0	199947010203
9	6	6	---	3	1993100019	牡	7	480.0	2.0	55.0	94.5	3	4-4-7		a0122	a0032	x00082	0.0	199947010203
10	8	10	---	7	1994109294	牝	6	454.0	2.0	54.0	97.6	大	2-2-4		a0022	00847	x00f61	0.0	199947010203
1	7	8	---	4	1994500630	牡	6	440.0	4.0	55.0	91.4	0	5-5-4		00815	05180	561008	45.0	199947010204
2	4	4	---	5	1995500929	牝	5	442.0	2.0	53.0	91.7	1.1/2	2-2-2		00836	05076	x00068	18.0	199947010204
3	8	9	---	2	1995501799	牡	5	454.0	-4.0	55.0	91.9	1.1/2	1-1-1		05308	05096	173008	9.0	199947010204
4	1	1	---	3	1995501908	牡	5	474.0	-6.0	54.0	92.2	1.1/2	4-4-3		00405	05076	242007	6.8	199947010204
5	5	5	---	9	1994501122	牡	6	474.0	2.0	54.0	92.2	アタマ	6-6-6		a016b	05076	x00068	4.5	199947010204
6	3	3	---	8	1995500868	牡	5	448.0	2.0	53.0	92.3	1/2	8-8-7		05398	00965	071008	0.0	199947010204
7	2	2	---	7	1993500755	牝	7	442.0	2.0	52.0	93.0	3	7-7-8		05166	05180	x017ba	0.0	199947010204
8	6	6	---	6	1994501242	牡	6	420.0	0.0	55.0	93.4	2	9-9-9		a001e	a0031	x00345	0.0	199947010204
9	7	7	---	1	1995500749	牝	5	460.0	-6.0	53.0	94.5	5	3-3-5		05043	a0031	x00f0a	0.0	199947010204
取	8	10	---	10	1994500809	牡	6			55.0					a0021	a00ab	x00e6d	0.0	199947010204
1	8	9	---	1	1992100466	牡	8	506.0	2.0	55.0	90.9	0	1-1-1		05142	05167	x0008d	50.0	199947010205
2	5	5	---	2	1992105714	牡	8	518.0	0.0	54.0	91.6	3	5-5-5		05225	a002f	x00321	20.0	199947010205
3	3	3	---	9	1993105131	牡	7	504.0	4.0	55.0	91.7	1/2	2-2-2		a001e	00881	x00077	10.0	199947010205
4	6	6	---	7	1992100351	牝	8	466.0	8.0	54.0	91.7	クビ	4-3-3		a0025	05048	819007	7.5	199947010205
5	2	2	---	3	1994104079	牝	6	450.0	-4.0	54.0	91.8	1/2	3-4-4		00815	05339	499007	5.0	199947010205
6	7	7	---	4	1991104655	牝	9	450.0	0.0	54.0	91.9	クビ	6-6-6		05161	05122	x00e6a	0.0	199947010205
7	4	4	---	6	1992100824	牡	8	478.0	4.0	55.0	91.9	アタマ	8-8-8		05043	00848	301006	0.0	199947010205
8	8	10	---	8	1992109886	牝	8	424.0	2.0	53.0	92.2	1.1/2	7-7-7		a016b	a0031	x00dec	0.0	199947010205
9	1	1	---	5	1993108100	牝	7	498.0	0.0	54.0	92.5	1.1/2	9-9-9		05308	a002f	468009	0.0	199947010205
10	7	8	---	10	1991108375	牝	9	448.0	0.0	54.0	94.1	8	10-10-10		a001f	05244	018006	0.0	199947010205
1	8	8	---	8	1993104102	牝	7	460.0	2.0	54.0	91.6	0	5-6-7		a001e	00963	206007	50.0	199947010206
2	2	2	---	2	1994100991	牡	6	452.0	-2.0	55.0	91.7	1/2	2-1-1		00836	00847	168007	20.0	199947010206
3	6	6	---	5	1993105777	牡	7	478.0	-4.0	55.0	91.8	クビ	8-7-4		00945	05183	x00df7	10.0	199947010206
4	1	1	---	6	1994100161	セ	6	494.0	4.0	55.0	92.0	1.1/2	1-2-3		05345	05187	x00df2	7.5	199947010206
5	3	3	---	3	1991100573	牡	9	420.0	0.0	55.0	92.5	2.1/2	6-5-6		00826	05171	x00f65	5.0	199947010206
6	5	5	---	9	1993108285	牝	7	424.0	-6.0	53.0	92.6	1/2	3-4-5		05398	00881	x00343	0.0	199947010206
7	8	9	---	1	1994108404	牡	6	462.0	0.0	55.0	92.8	1	4-3-2		05226	05457	498800	0.0	199947010206
8	4	4	---	4	1994100165	牡	6	506.0	0.0	55.0	93.0	1.1/2	7-8-8		a0027	05096	120007	0.0	199947010206
9	7	7	---	7	1994100996	牝	6	414.0	-2.0	54.0	93.6	3	9-9-9		a0023	00963	206007	0.0	199947010206
1	1	1	---	1	1995102628	牡	5	470.0	2.0	53.0	90.7	0	9-9-4		00945	05048	976002	50.0	199947010207
2	8	9	---	2	1994103511	牝	6	456.0	-8.0	52.5	90.7	ハナ	6-6-5		05225	05422	300008	20.0	199947010207
3	5	5	---	8	1993105663	牡	7	488.0	-4.0	54.0	91.0	1.1/2	5-5-7		05226	05258	472033	10.0	199947010207
4	6	6	---	6	1995105720	牡	5	470.0	0.0	53.0	91.0	アタマ	7-7-8		00826	05171	632005	7.5	199947010207
5	7	8	---	7	1993109493	牝	7	456.0	4.0	54.0	91.3	1.1/2	4-3-3		05043	05047	x00ded	5.0	199947010207
6	7	7	---	9	1992106865	牝	8	412.0	-6.0	51.5	91.5	1.1/2	8-8-9		a0024	05457	424009	0.0	199947010207
7	2	2	---	5	1994103362	牡	6	476.0	-8.0	54.0	91.8	1.1/2	3-4-6		a0122	a0032	276002	0.0	199947010207
8	8	10	---	3	1994108002	牝	6	432.0	-6.0	53.5	92.0	3/4	2-2-2		00836	00807	042007	0.0	199947010207
9	4	4	---	4	1995106781	牝	5	432.0	2.0	50.0	92.3	1.1/2	1-1-1		05166	00847	129002	0.0	199947010207
10	3	3	---	10	1990105660	牝	10	456.0	6.0	54.0	93.1	4	10-10-10		a0022	00848	x0009e	0.0	199947010207
1	6	6	---	5	1996100576	牝	4	446.0	-2.0	53.0	90.7	0	2-2-1		05226	05122	789008	60.0	199947011001
2	4	4	---	3	1996104661	牡	4	478.0	0.0	54.0	91.2	2.1/2	4-4-3		00826	05079	165007	24.0	199947011001
3	2	2	---	1	1996102427	牝	4	466.0	-4.0	53.0	91.7	2.1/2	8-7-7		00945	05237	x0176d	12.0	199947011001
4	5	5	---	4	1996103911	牡	4	440.0	4.0	54.0	92.1	2	5-6-6		05142	00847	x00067	9.0	199947011001
5	3	3	---	6	1996200026	牡	4	448.0	-2.0	52.0	92.3	1.1/2	1-1-2		05166	05206	x00f0b	6.0	199947011001
6	7	7	---	2	1996103884	牡	4	482.0	-2.0	54.0	93.0	3	6-5-4		00417	05171	195008	0.0	199947011001
7	8	8	---	7	1996105370	牝	4	426.0	-2.0	53.0	93.0	クビ	3-3-5		a001c	05298	976002	0.0	199947011001
8	1	1	---	8	1996104700	牝	4	384.0	-2.0	52.0	93.2	1.1/2	7-8-8		05398	00965	623003	0.0	199947011001
1	1	1	---	2	1996106011	牝	4	458.0	-4.0	53.0	90.8	0	3-5-4		00836	05201	242007	60.0	199947011002
2	7	7	---	5	1996105534	牡	4	496.0	-2.0	54.0	91.0	1.1/2	2-1-1		a0023	00963	x00df3	24.0	199947011002
3	3	3	---	3	1996104393	牡	4	494.0	-2.0	54.0	91.7	3	4-3-3		05105	05115	165007	12.0	199947011002
4	4	4	---	7	1996104072	牡	4	504.0	4.0	51.0	91.7	クビ	1-2-2		a007b	00941	432800	9.0	199947011002
5	2	2	---	1	1996200001	牡	4	420.0	-4.0	54.0	91.8	1/2	7-7-5		05142	05269	x00333	6.0	199947011002
6	5	5	---	4	1996104703	牝	4	410.0	-2.0	53.0	92.1	1.1/2	5-6-6		05308	a002f	x00f0b	0.0	199947011002
7	6	6	---	6	1996100383	牝	4	444.0	-8.0	51.0	92.7	3	6-4-7		05166	05206	x00f64	0.0	199947011002
1	6	6	---	2	1995500931	牝	5	408.0	-4.0	54.0	93.7	0	1-1-1		a0027	a002e	x0050c	40.0	199947011003
